dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
current,logit60_edge15_control,score,p>0.90,3,3,0,1.0,18.0,6.0,94.0
current,logit60_edge15_control,edge,edge<=-10,101,79,22,0.7821782178217822,182.0,1.801980198019802,73.0
current,logit60_edge15_control,edge,edge<=-5,134,106,28,0.7910447761194029,619.0,4.619402985074627,70.0
current,logit60_edge15_control,edge,edge<=0,44,32,12,0.7272727272727273,-42.0,-0.9545454545454546,68.5
current,logit60_edge15_control,edge,edge<=5,7,5,2,0.7142857142857143,34.0,4.857142857142857,67.0
current,logit60_edge15_control,edge,edge>5,1,0,1,0.0,-54.0,-54.0,52.0
current,logit55_edge15_sec600,split,holdout,52,37,15,0.7115384615384616,-13.0,-0.25,69.0
current,logit55_edge15_sec600,split,train,144,106,38,0.7361111111111112,612.0,4.25,67.0
current,logit55_edge15_sec600,split,validation,47,35,12,0.7446808510638298,179.0,3.8085106382978724,67.0
current,logit55_edge15_sec600,side,no,123,87,36,0.7073170731707317,57.0,0.4634146341463415,68.0
current,logit55_edge15_sec600,side,yes,120,91,29,0.7583333333333333,721.0,6.008333333333334,67.5
current,logit55_edge15_sec600,hour,0,8,5,3,0.625,-51.0,-6.375,67.5
current,logit55_edge15_sec600,hour,1,7,5,2,0.7142857142857143,2.0,0.2857142857142857,68.0
current,logit55_edge15_sec600,hour,10,10,9,1,0.9,217.0,21.7,68.0
current,logit55_edge15_sec600,hour,11,11,8,3,0.7272727272727273,6.0,0.5454545454545454,69.0
current,logit55_edge15_sec600,hour,12,11,10,1,0.9090909090909091,195.0,17.727272727272727,69.0
current,logit55_edge15_sec600,hour,13,11,6,5,0.5454545454545454,-166.0,-15.090909090909092,65.0
current,logit55_edge15_sec600,hour,14,10,8,2,0.8,91.0,9.1,67.5
current,logit55_edge15_sec600,hour,15,8,5,3,0.625,-54.0,-6.75,67.0
current,logit55_edge15_sec600,hour,16,8,5,3,0.625,-72.0,-9.0,68.5
current,logit55_edge15_sec600,hour,17,11,9,2,0.8181818181818182,152.0,13.818181818181818,65.0
current,logit55_edge15_sec600,hour,18,11,8,3,0.7272727272727273,31.0,2.8181818181818183,68.0
current,logit55_edge15_sec600,hour,19,9,8,1,0.8888888888888888,149.0,16.555555555555557,71.0
current,logit55_edge15_sec600,hour,2,12,9,3,0.75,65.0,5.416666666666667,67.5
current,logit55_edge15_sec600,hour,20,11,8,3,0.7272727272727273,55.0,5.0,67.0
current,logit55_edge15_sec600,hour,21,10,8,2,0.8,56.0,5.6,71.5
current,logit55_edge15_sec600,hour,22,11,9,2,0.8181818181818182,135.0,12.272727272727273,67.0
current,logit55_edge15_sec600,hour,23,10,9,1,0.9,204.0,20.4,66.5
current,logit55_edge15_sec600,hour,3,12,6,6,0.5,-255.0,-21.25,68.0
current,logit55_edge15_sec600,hour,4,13,11,2,0.8461538461538461,207.0,15.923076923076923,66.0
current,logit55_edge15_sec600,hour,5,14,10,4,0.7142857142857143,40.0,2.857142857142857,66.5
current,logit55_edge15_sec600,hour,6,9,9,0,1.0,279.0,31.0,66.0
current,logit55_edge15_sec600,hour,7,9,6,3,0.6666666666666666,-9.0,-1.0,66.0
current,logit55_edge15_sec600,hour,8,8,3,5,0.375,-258.0,-32.25,67.5
current,logit55_edge15_sec600,hour,9,9,4,5,0.4444444444444444,-241.0,-26.77777777777778,70.0
current,logit55_edge15_sec600,ask,ask<=60,21,13,8,0.6190476190476191,48.0,2.2857142857142856,58.0
current,logit55_edge15_sec600,ask,ask<=70,159,112,47,0.7044025157232704,352.0,2.2138364779874213,67.0
current,logit55_edge15_sec600,ask,ask<=80,52,44,8,0.8461538461538461,426.0,8.192307692307692,74.0
current,logit55_edge15_sec600,ask,ask<=95,11,9,2,0.8181818181818182,-48.0,-4.363636363636363,85.0
current,logit55_edge15_sec600,time,sec<=900,243,178,65,0.7325102880658436,778.0,3.2016460905349793,68.0
current,logit55_edge15_sec600,score,p<=0.60,129,90,39,0.6976744186046512,377.0,2.9224806201550386,65.0
current,logit55_edge15_sec600,score,p<=0.70,88,68,20,0.7727272727272727,520.0,5.909090909090909,69.5
current,logit55_edge15_sec600,score,p<=0.80,22,17,5,0.7727272727272727,-67.0,-3.0454545454545454,78.5
current,logit55_edge15_sec600,score,p<=0.90,4,3,1,0.75,-52.0,-13.0,87.0
current,logit55_edge15_sec600,edge,edge<=-10,94,69,25,0.7340425531914894,128.0,1.3617021276595744,69.0
current,logit55_edge15_sec600,edge,edge<=-5,115,88,27,0.7652173913043478,778.0,6.765217391304348,66.0
current,logit55_edge15_sec600,edge,edge<=0,28,18,10,0.6428571428571429,-75.0,-2.6785714285714284,65.0
current,logit55_edge15_sec600,edge,edge<=5,5,3,2,0.6,1.0,0.2,55.0
current,logit55_edge15_sec600,edge,edge>5,1,0,1,0.0,-54.0,-54.0,52.0
current,logit55_edge10_sec600,split,holdout,48,35,13,0.7291666666666666,44.0,0.9166666666666666,68.0
current,logit55_edge10_sec600,split,train,130,100,30,0.7692307692307693,917.0,7.053846153846154,66.0
current,logit55_edge10_sec600,split,validation,44,33,11,0.75,156.0,3.5454545454545454,68.0
current,logit55_edge10_sec600,side,no,111,81,30,0.7297297297297297,275.0,2.4774774774774775,68.0
current,logit55_edge10_sec600,side,yes,111,87,24,0.7837837837837838,842.0,7.585585585585585,67.0
current,logit55_edge10_sec600,hour,0,7,5,2,0.7142857142857143,10.0,1.4285714285714286,68.0
current,logit55_edge10_sec600,hour,1,7,5,2,0.7142857142857143,-20.0,-2.857142857142857,73.0
