rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-25.8,5.480000000000004,3,0,-11.799999999999999,-10.72,-3.2800000000000002,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-25.930000000000003,5.350000000000001,6,1,-7.2,-16.18,-2.55,4,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-25.950000000000006,5.329999999999998,5,0,-7.2,-16.2,-2.55,4,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-25.98,5.300000000000004,6,1,-8.979999999999999,-15.219999999999999,-1.78,4,1,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.330000000000002,4.950000000000003,5,0,-8.35,-16.2,-1.78,3,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.37,4.910000000000004,3,1,-10.95,-12.139999999999999,-3.2800000000000002,1,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.38,4.900000000000006,7,1,-7.970000000000001,-15.129999999999999,-3.2800000000000002,5,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.470000000000002,4.810000000000002,7,4,-8.51,-16.18,-1.78,7,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.470000000000002,4.810000000000002,6,0,-7.970000000000001,-15.219999999999999,-3.2800000000000002,5,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-26.51918,4.760820000000006,6,1,-8.37918,-15.58,-2.5600000000000005,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.550000000000004,4.73,6,2,-8.78,-15.219999999999999,-2.55,6,1,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-26.560000000000006,4.719999999999999,6,1,-8.579999999999998,-16.2,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-26.630000000000003,4.650000000000002,7,6,-10.58,-12.77,-3.2800000000000002,5,8,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-26.750000000000004,4.530000000000001,5,1,-8.979999999999999,-15.219999999999999,-2.55,4,1,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-26.759180000000004,4.5208200000000005,8,4,-9.55918,-13.92,-3.2800000000000002,7,5,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-26.819180000000006,4.460819999999998,7,2,-8.839179999999999,-16.2,-1.78,7,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-26.870000000000005,4.41,8,5,-8.91,-16.18,-1.78,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-26.870000000000005,4.41,8,5,-8.91,-16.18,-1.78,9,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,22,0.41509433962264153,-26.88,4.400000000000006,15,7,-9.100000000000001,-15.42,-2.3600000000000003,13,3,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-26.92,4.360000000000003,2,1,-11.799999999999999,-11.840000000000002,-3.2800000000000002,0,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.930000000000003,4.350000000000001,6,2,-8.2,-16.18,-2.55,5,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-26.98,4.300000000000004,6,1,-8.57,-15.129999999999999,-3.2800000000000002,4,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-26.980000000000004,4.300000000000001,5,2,-8.48,-15.219999999999999,-3.2800000000000002,6,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-27.200000000000003,4.080000000000002,6,4,-8.51,-16.18,-2.51,7,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,6,0.11320754716981132,-27.230000000000004,4.050000000000001,5,1,-9.249999999999998,-16.2,-1.78,4,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,3,0.05660377358490566,-27.280000000000005,4.0,3,0,-7.800000000000001,-16.2,-3.2800000000000002,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,10,0.18867924528301888,-27.299180000000003,3.9808200000000014,7,3,-8.639180000000001,-15.38,-3.2800000000000002,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,10,0.18867924528301888,-27.299180000000003,3.9808200000000014,7,3,-8.639180000000001,-15.38,-3.2800000000000002,6,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-27.320000000000004,3.960000000000001,3,0,-8.82,-15.219999999999999,-3.2800000000000002,2,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.09433962264150944,-27.36,3.9200000000000053,4,1,-11.42,-13.379999999999999,-2.5600000000000005,3,1,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=15 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.43,3.850000000000005,6,1,-7.970000000000001,-16.18,-3.2800000000000002,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.45,3.8300000000000054,7,2,-9.04,-15.129999999999999,-3.2800000000000002,6,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.45,3.8300000000000054,7,2,-9.04,-15.129999999999999,-3.2800000000000002,6,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND position_seconds<=180,9,0.16981132075471697,-27.45,3.8300000000000054,7,2,-9.04,-15.129999999999999,-3.2800000000000002,6,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND exit_btc_age_ms>=500,14,0.2641509433962264,-27.459999999999997,3.8200000000000074,9,5,-10.54,-15.610000000000001,-1.3099999999999998,4,5,5,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.470000000000002,3.8100000000000023,6,1,-9.04,-15.15,-3.2800000000000002,6,1,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND fair_minus_exit_bid_cents>=15,5,0.09433962264150944,-27.51,3.770000000000003,3,2,-8.82,-15.41,-3.2800000000000002,2,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=180,3,0.05660377358490566,-27.73,3.5500000000000043,2,1,-11.799999999999999,-12.65,-3.2800000000000002,0,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-27.970000000000002,3.3100000000000023,4,1,-9.99,-16.2,-1.78,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-27.970000000000002,3.3100000000000023,4,1,-9.99,-16.2,-1.78,3,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=10,4,0.07547169811320754,-28.0,3.2800000000000047,3,1,-11.799999999999999,-12.92,-3.2800000000000002,0,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=4,3,0.05660377358490566,-28.000000000000004,3.280000000000001,3,0,-9.249999999999998,-16.2,-2.55,2,0,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_p_hold>=0.7,7,0.1320754716981132,-28.02918,3.2508200000000045,6,1,-10.04918,-16.2,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_btc_age_ms>=500,15,0.2830188679245283,-28.04,3.2400000000000055,9,6,-10.54,-16.189999999999998,-1.3099999999999998,4,6,5,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-28.07,3.2100000000000044,5,1,-9.64,-15.15,-3.2800000000000002,5,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.65,4,0.07547169811320754,-28.080000000000002,3.200000000000003,3,1,-9.58,-15.219999999999999,-3.2800000000000002,3,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=0,8,0.1509433962264151,-28.110000000000003,3.1700000000000017,5,3,-9.38,-16.18,-2.55,5,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.220000000000002,3.0600000000000023,4,0,-9.719999999999999,-15.219999999999999,-3.2800000000000002,3,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=100,6,0.11320754716981132,-28.230000000000004,3.0500000000000007,4,2,-10.47,-14.479999999999999,-3.2800000000000002,4,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=12 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.240000000000002,3.0400000000000027,5,1,-8.78,-16.18,-3.2800000000000002,4,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=75,6,0.11320754716981132,-28.26,3.020000000000003,5,1,-10.299999999999999,-16.18,-1.78,2,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND position_seconds<=45,18,0.33962264150943394,-28.33,2.9500000000000064,12,6,-9.82,-15.42,-3.09,10,3,5,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.350000000000005,2.9299999999999997,4,0,-8.870000000000001,-16.2,-3.2800000000000002,4,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.37,2.9100000000000037,5,1,-9.940000000000001,-15.15,-3.2800000000000002,5,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=5,5,0.09433962264150944,-28.500000000000004,2.780000000000001,4,1,-10.09,-15.129999999999999,-3.2800000000000002,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4,10,0.18867924528301888,-28.51,2.770000000000003,6,4,-9.78,-16.18,-2.55,7,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds<=180,10,0.18867924528301888,-28.51,2.770000000000003,6,4,-9.78,-16.18,-2.55,7,2,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.52,2.760000000000005,5,1,-9.04,-16.2,-3.2800000000000002,6,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-28.740000000000006,2.539999999999999,3,1,-9.99,-16.2,-2.55,3,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-28.740000000000006,2.539999999999999,3,1,-9.99,-16.2,-2.55,3,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=90,8,0.1509433962264151,-28.769180000000002,2.5108200000000025,6,2,-10.78918,-16.2,-1.78,6,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_p_hold>=0.7,6,0.11320754716981132,-28.769180000000002,2.5108200000000025,5,1,-10.78918,-16.2,-1.78,4,0,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=500 AND entry_to_exit_loss_cents>=10,15,0.2830188679245283,-28.799999999999997,2.4800000000000075,8,7,-10.57,-16.189999999999998,-2.04,5,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=5,7,0.1320754716981132,-28.840000000000007,2.4399999999999977,4,3,-9.38,-16.18,-3.2800000000000002,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-28.920000000000005,2.3599999999999994,3,2,-10.42,-15.219999999999999,-3.2800000000000002,4,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-28.920000000000005,2.3599999999999994,3,2,-10.42,-15.219999999999999,-3.2800000000000002,4,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=75,5,0.09433962264150944,-28.930000000000003,2.3500000000000014,3,2,-10.9,-14.75,-3.2800000000000002,1,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents>=5,3,0.05660377358490566,-28.960000000000004,2.3200000000000003,3,0,-10.249999999999998,-16.2,-2.51,2,0,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=100,5,0.09433962264150944,-28.970000000000002,2.3100000000000023,4,1,-10.54,-15.15,-3.2800000000000002,4,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.020000000000003,2.2600000000000016,5,2,-10.610000000000001,-15.129999999999999,-3.2800000000000002,4,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=800,3,0.05660377358490566,-29.060000000000002,2.2200000000000024,3,0,-11.799999999999999,-16.2,-1.06,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=45,3,0.05660377358490566,-29.060000000000002,2.2200000000000024,3,0,-11.799999999999999,-16.2,-1.06,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=90,3,0.05660377358490566,-29.060000000000002,2.2200000000000024,3,0,-11.799999999999999,-16.2,-1.06,0,0,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.090000000000003,2.1900000000000013,2,1,-10.59,-15.219999999999999,-3.2800000000000002,2,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=45,6,0.11320754716981132,-29.12,2.1600000000000037,5,1,-11.14,-16.2,-1.78,4,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents<=10,5,0.09433962264150944,-29.160000000000004,2.120000000000001,4,1,-11.2,-16.18,-1.78,1,2,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.180000000000003,2.1000000000000014,3,0,-11.2,-16.2,-1.78,1,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND position_seconds>=90,3,0.05660377358490566,-29.19,2.0900000000000034,2,1,-10.69,-15.219999999999999,-3.2800000000000002,2,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds>=90,3,0.05660377358490566,-29.19,2.0900000000000034,2,1,-10.69,-15.219999999999999,-3.2800000000000002,2,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-29.200000000000003,2.080000000000002,3,0,-9.719999999999999,-16.2,-3.2800000000000002,3,0,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-29.28,2.0000000000000036,2,1,-10.77,-15.229999999999999,-3.2800000000000002,1,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.310000000000002,1.9700000000000024,2,1,-9.85,-16.18,-3.2800000000000002,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND exit_sigma_t_dollars>=50,3,0.05660377358490566,-29.310000000000002,1.9700000000000024,2,1,-9.85,-16.18,-3.2800000000000002,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.44,1.8400000000000034,4,3,-9.979999999999999,-16.18,-3.2800000000000002,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.44,1.8400000000000034,4,3,-9.979999999999999,-16.18,-3.2800000000000002,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms>=500,7,0.1320754716981132,-29.450000000000006,1.8299999999999983,4,3,-11.469999999999999,-16.2,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-29.76,1.5200000000000031,3,1,-10.299999999999999,-16.18,-3.2800000000000002,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=10 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-29.76,1.5200000000000031,3,1,-10.299999999999999,-16.18,-3.2800000000000002,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=75,4,0.07547169811320754,-29.930000000000003,1.3500000000000014,3,1,-11.2,-16.18,-2.55,1,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND entry_to_exit_loss_cents<=10,6,0.11320754716981132,-30.140000000000004,1.1400000000000006,4,2,-11.2,-16.18,-2.7599999999999993,1,2,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-30.360000000000003,0.9200000000000017,2,1,-10.9,-16.18,-3.2800000000000002,1,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents<=0,4,0.07547169811320754,-30.47,0.8100000000000058,3,1,-11.709999999999999,-16.2,-2.5600000000000005,3,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-30.660000000000004,0.620000000000001,2,1,-11.2,-16.18,-3.2800000000000002,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-30.660000000000004,0.620000000000001,2,1,-11.2,-16.18,-3.2800000000000002,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.690000000000005,0.5899999999999999,2,1,-11.209999999999999,-16.2,-3.2800000000000002,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.690000000000005,0.5899999999999999,2,1,-11.209999999999999,-16.2,-3.2800000000000002,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.690000000000005,0.5899999999999999,2,1,-11.209999999999999,-16.2,-3.2800000000000002,3,0,0,True,True
