dataset,model,feature_set,c_value,block_index,train_base_markets,block_start_close_dt,block_end_close_dt,edge_floor_cents,train_edge_net_pnl_cents,train_edge_coverage,features,base_markets,selected_markets,wins,losses,accuracy,coverage,net_pnl_cents,net_roi_on_cost,median_ask,median_edge_cents
current,prob_path_compact_C0.05,prob_path_compact,0.05,13,260,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,0.0,417.0,0.7692307692307693,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,16,10,6,0.625,0.8,73.0,0.07874865156418555,54.5,3.8491941156292917
current,prob_path_compact_C0.05,prob_path_compact,0.05,14,280,2026-05-04 03:15:00+00:00,2026-05-04 08:00:00+00:00,0.0,964.0,0.75,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,13,10,3,0.7692307692307693,0.65,2.0,0.002004008016032064,72.0,0.28088425455310073
current,prob_path_compact_C0.1,prob_path_compact,0.1,4,80,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,-5.0,709.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,8,12,0.4,1.0,-342.0,-0.29947460595446584,53.0,0.8402336514593394
current,prob_path_compact_C0.1,prob_path_compact,0.1,5,100,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,-5.0,683.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,10,10,0.5,1.0,-192.0,-0.1610738255033557,57.0,-3.053919398498298
current,prob_path_compact_C0.1,prob_path_compact,0.1,6,120,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,-15.0,-57.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,12,8,0.6,1.0,-7.0,-0.00579950289975145,54.0,-0.7053265437792149
current,prob_path_compact_C0.1,prob_path_compact,0.1,7,140,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,-5.0,371.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,12,7,0.631578947368421,0.95,96.0,0.08695652173913043,54.0,-1.8948815122624936
current,prob_path_compact_C0.1,prob_path_compact,0.1,8,160,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,-10.0,422.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,13,7,0.65,1.0,83.0,0.06820049301561217,59.0,-2.824583637104258
current,prob_path_compact_C0.1,prob_path_compact,0.1,9,180,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,-5.0,681.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,9,10,0.47368421052631576,0.95,-225.0,-0.2,55.0,-2.554624426179636
current,prob_path_compact_C0.1,prob_path_compact,0.1,10,200,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,-10.0,567.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,9,11,0.45,1.0,-265.0,-0.22746781115879827,54.5,-2.1534247733120537
current,prob_path_compact_C0.1,prob_path_compact,0.1,11,220,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,-10.0,201.0,0.990909090909091,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,10,10,0.5,1.0,-192.0,-0.1610738255033557,56.5,-2.528312746256315
current,prob_path_compact_C0.1,prob_path_compact,0.1,12,240,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,0.0,616.0,0.7666666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,15,9,6,0.6,0.75,-128.0,-0.1245136186770428,64.0,0.6156527676430343
current,prob_path_compact_C0.1,prob_path_compact,0.1,13,260,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,0.0,333.0,0.8692307692307693,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,13,6,0.6842105263157895,0.95,124.0,0.1054421768707483,57.0,3.6423028799090247
current,prob_path_compact_C0.1,prob_path_compact,0.1,14,280,2026-05-04 03:15:00+00:00,2026-05-04 08:00:00+00:00,0.0,1381.0,0.925,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,15,12,3,0.8,0.75,42.0,0.03626943005181347,75.0,0.44540296122066536
current,prob_path_compact_C0.25,prob_path_compact,0.25,4,80,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,-5.0,466.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,8,12,0.4,1.0,-344.0,-0.3006993006993007,53.0,-0.6050673967839479
current,prob_path_compact_C0.25,prob_path_compact,0.25,5,100,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,-5.0,595.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,9,11,0.45,1.0,-292.0,-0.24496644295302014,57.0,-2.9057172979919166
current,prob_path_compact_C0.25,prob_path_compact,0.25,6,120,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,0.0,76.0,0.8583333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,12,7,0.631578947368421,0.95,-81.0,-0.06323185011709602,64.0,1.3488357270702735
current,prob_path_compact_C0.25,prob_path_compact,0.25,7,140,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,-5.0,277.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,13,6,0.6842105263157895,0.95,205.0,0.1872146118721461,54.0,-1.4753386331888123
current,prob_path_compact_C0.25,prob_path_compact,0.25,8,160,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,0.0,596.0,0.8625,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,17,10,7,0.5882352941176471,0.85,-110.0,-0.0990990990990991,61.0,2.3346746157507567
current,prob_path_compact_C0.25,prob_path_compact,0.25,9,180,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,0.0,871.0,0.75,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,17,16,1,0.9411764705882353,0.85,284.0,0.21580547112462006,76.0,0.3290476872517516
current,prob_path_compact_C0.25,prob_path_compact,0.25,10,200,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,-5.0,467.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,9,11,0.45,1.0,-265.0,-0.22746781115879827,54.5,-2.0024290142381176
current,prob_path_compact_C0.25,prob_path_compact,0.25,11,220,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,0.0,743.0,0.9318181818181818,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,18,14,4,0.7777777777777778,0.9,93.0,0.07115531752104055,70.5,0.5784632984888063
current,prob_path_compact_C0.25,prob_path_compact,0.25,12,240,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,0.0,679.0,0.8541666666666666,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,13,6,0.6842105263157895,0.95,-58.0,-0.042709867452135494,69.0,0.5318823378470654
current,prob_path_compact_C0.25,prob_path_compact,0.25,13,260,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,0.0,272.0,0.9615384615384616,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,13,6,0.6842105263157895,0.95,115.0,0.0970464135021097,57.0,4.372997706763769
current,prob_path_compact_C0.25,prob_path_compact,0.25,14,280,2026-05-04 03:15:00+00:00,2026-05-04 08:00:00+00:00,-10.0,703.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,7,13,0.35,1.0,-508.0,-0.4205298013245033,55.5,-1.850616434011215
current,prob_micro_full_C0.05,prob_micro_full,0.05,4,80,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,-5.0,511.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-229.0,-0.20283436669619131,53.0,1.7452427394415722
current,prob_micro_full_C0.05,prob_micro_full,0.05,5,100,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,-15.0,640.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,10,10,0.5,1.0,-192.0,-0.1610738255033557,57.0,-4.051471133139696
current,prob_micro_full_C0.05,prob_micro_full,0.05,6,120,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,0.0,-154.0,0.9583333333333334,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,14,5,0.7368421052631579,0.95,152.0,0.12179487179487179,60.0,1.741338829287514
current,prob_micro_full_C0.05,prob_micro_full,0.05,7,140,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,-15.0,232.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,11,8,0.5789473684210527,0.95,14.0,0.01289134438305709,54.0,-1.7151805698844385
current,prob_micro_full_C0.05,prob_micro_full,0.05,8,160,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,-10.0,165.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,12,8,0.6,1.0,3.0,0.002506265664160401,59.0,-1.6855140509405793
current,prob_micro_full_C0.05,prob_micro_full,0.05,9,180,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,-10.0,703.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,9,10,0.47368421052631576,0.95,-225.0,-0.2,55.0,-2.828560937230435
current,prob_micro_full_C0.05,prob_micro_full,0.05,10,200,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,-15.0,318.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,7,13,0.35,1.0,-455.0,-0.3939393939393939,54.5,-1.918998889977967
current,prob_micro_full_C0.05,prob_micro_full,0.05,11,220,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,-10.0,753.0,0.990909090909091,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-289.0,-0.2430613961312027,56.5,-1.9949633425234623
current,prob_micro_full_C0.05,prob_micro_full,0.05,12,240,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,0.0,663.0,0.8416666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,14,10,4,0.7142857142857143,0.7,76.0,0.08225108225108226,62.5,0.8607652348144157
current,prob_micro_full_C0.05,prob_micro_full,0.05,13,260,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,0.0,529.0,0.8615384615384616,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,16,10,6,0.625,0.8,99.0,0.10987791342952276,51.5,3.1431902993599152
current,prob_micro_full_C0.05,prob_micro_full,0.05,14,280,2026-05-04 03:15:00+00:00,2026-05-04 08:00:00+00:00,0.0,563.0,0.8714285714285714,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,15,9,6,0.6,0.75,-166.0,-0.15572232645403378,71.0,0.23164478910052821
current,prob_micro_full_C0.1,prob_micro_full,0.1,4,80,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,0.0,617.0,0.975,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-276.0,-0.23469387755102042,54.5,1.1949893802753024
current,prob_micro_full_C0.1,prob_micro_full,0.1,5,100,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,-5.0,654.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,11,9,0.55,1.0,-81.0,-0.06858594411515664,56.0,-2.474110110045604
current,prob_micro_full_C0.1,prob_micro_full,0.1,6,120,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,0.0,7.0,0.9166666666666666,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,14,5,0.7368421052631579,0.95,64.0,0.04790419161676647,66.0,1.1895989865380727
current,prob_micro_full_C0.1,prob_micro_full,0.1,7,140,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,-5.0,390.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,12,7,0.631578947368421,0.95,96.0,0.08695652173913043,54.0,-2.3616301374339486
current,prob_micro_full_C0.1,prob_micro_full,0.1,8,160,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,-10.0,422.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,12,8,0.6,1.0,3.0,0.002506265664160401,59.0,-1.3706486468122918
current,prob_micro_full_C0.1,prob_micro_full,0.1,9,180,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,-10.0,703.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,9,10,0.47368421052631576,0.95,-225.0,-0.2,55.0,-1.2697872669165378
current,prob_micro_full_C0.1,prob_micro_full,0.1,10,200,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,-5.0,494.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,8,12,0.4,1.0,-369.0,-0.31565440547476475,54.5,-1.0362017601852678
current,prob_micro_full_C0.1,prob_micro_full,0.1,11,220,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,-10.0,939.0,0.990909090909091,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-289.0,-0.2430613961312027,56.5,-1.5258079182458495
current,prob_micro_full_C0.1,prob_micro_full,0.1,12,240,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,0.0,1029.0,0.8875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,17,11,6,0.6470588235294118,0.85,-5.0,-0.004524886877828055,58.0,0.6003718715266047
current,prob_micro_full_C0.1,prob_micro_full,0.1,13,260,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,0.0,376.0,0.95,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,17,11,6,0.6470588235294118,0.85,107.0,0.10775427995971802,54.0,3.2072296348230083
current,prob_micro_full_C0.1,prob_micro_full,0.1,14,280,2026-05-04 03:15:00+00:00,2026-05-04 08:00:00+00:00,0.0,887.0,0.9607142857142857,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,17,9,8,0.5294117647058824,0.85,-288.0,-0.24242424242424243,66.0,0.5575797753609493
current,prob_micro_full_C0.25,prob_micro_full,0.25,4,80,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,-5.0,657.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,8,12,0.4,1.0,-344.0,-0.3006993006993007,53.0,-0.4698754275684287
current,prob_micro_full_C0.25,prob_micro_full,0.25,5,100,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,-5.0,778.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,11,9,0.55,1.0,-82.0,-0.06937394247038917,57.0,-1.957396154797518
current,prob_micro_full_C0.25,prob_micro_full,0.25,6,120,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,0.0,-21.0,0.8916666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,17,12,5,0.7058823529411765,0.85,-27.0,-0.022004889975550123,71.0,2.1394372797504957
current,prob_micro_full_C0.25,prob_micro_full,0.25,7,140,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,-5.0,481.0,1.0,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,12,7,0.631578947368421,0.95,106.0,0.09689213893967093,54.0,-1.9128759928939587
current,prob_micro_full_C0.25,prob_micro_full,0.25,8,160,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,-10.0,422.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,13,7,0.65,1.0,83.0,0.06820049301561217,59.0,-1.5782097249247649
