dataset,model,feature_set,c_value,block_index,train_base_markets,block_start_close_dt,block_end_close_dt,edge_floor_cents,train_edge_net_pnl_cents,train_edge_coverage,features,base_markets,selected_markets,wins,losses,accuracy,coverage,net_pnl_cents,net_roi_on_cost,median_ask,median_edge_cents
v21,prob_path_compact_C0.25,prob_path_compact,0.25,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,0.0,575.0,0.8833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,17,3,0.85,1.0,514.0,0.433389544688027,54.0,3.353742689289593
v21,prob_path_compact_C0.25,prob_path_compact,0.25,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-10.0,1079.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,10,9,0.5263157894736842,0.95,-51.0,-0.048525214081826834,55.0,-2.380658503386705
v21,prob_micro_full_C0.05,prob_micro_full,0.05,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-15.0,708.0,0.9875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,10,10,0.5,1.0,-146.0,-0.1273996509598604,56.0,3.9061118382941196
v21,prob_micro_full_C0.05,prob_micro_full,0.05,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-5.0,489.0,0.98,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,14,6,0.7,1.0,321.0,0.2974976830398517,52.0,9.008331984054447
v21,prob_micro_full_C0.05,prob_micro_full,0.05,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,778.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,10,10,0.5,1.0,-108.0,-0.09747292418772563,52.0,2.0768717983534835
v21,prob_micro_full_C0.05,prob_micro_full,0.05,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-10.0,1023.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-221.0,-0.19714540588760035,54.0,1.1581235022531082
v21,prob_micro_full_C0.05,prob_micro_full,0.05,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-10.0,738.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,11,9,0.55,1.0,-53.0,-0.04596704249783174,55.5,1.9633620606571327
v21,prob_micro_full_C0.05,prob_micro_full,0.05,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-5.0,433.0,0.9888888888888889,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,17,3,0.85,1.0,565.0,0.4977973568281938,52.0,3.3479762229224086
v21,prob_micro_full_C0.05,prob_micro_full,0.05,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,2.0,1322.0,0.835,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,13,10,3,0.7692307692307693,0.65,231.0,0.30039011703511054,50.0,5.031645552192501
v21,prob_micro_full_C0.1,prob_micro_full,0.1,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,0.0,684.0,0.975,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,10,10,0.5,1.0,-192.0,-0.1610738255033557,56.5,5.678595704821635
v21,prob_micro_full_C0.1,prob_micro_full,0.1,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-5.0,457.0,0.98,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,13,7,0.65,1.0,222.0,0.20593692022263452,52.0,8.001973809398194
v21,prob_micro_full_C0.1,prob_micro_full,0.1,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-20.0,764.0,0.9916666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,10,10,0.5,1.0,-119.0,-0.1063449508489723,52.0,1.9555784234867062
v21,prob_micro_full_C0.1,prob_micro_full,0.1,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,0.0,573.0,0.9428571428571428,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-282.0,-0.23857868020304568,54.0,5.0361689986376525
v21,prob_micro_full_C0.1,prob_micro_full,0.1,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-10.0,677.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,11,9,0.55,1.0,-53.0,-0.04596704249783174,55.5,1.0568455947362843
v21,prob_micro_full_C0.1,prob_micro_full,0.1,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,2.0,630.0,0.8111111111111111,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,16,4,0.8,1.0,422.0,0.35823429541595925,54.0,4.923293906381421
v21,prob_micro_full_C0.1,prob_micro_full,0.1,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,2.0,1061.0,0.86,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,13,11,2,0.8461538461538461,0.65,327.0,0.4230271668822768,50.0,3.779045164758955
v21,prob_micro_full_C0.25,prob_micro_full,0.25,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,0.0,601.0,0.975,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,11,9,0.55,1.0,-59.0,-0.05090595340811044,56.0,5.068401875387387
v21,prob_micro_full_C0.25,prob_micro_full,0.25,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-5.0,364.0,0.98,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,13,7,0.65,1.0,222.0,0.20593692022263452,52.0,6.41616163310124
v21,prob_micro_full_C0.25,prob_micro_full,0.25,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,940.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-201.0,-0.18256130790190736,51.5,3.341134705651239
v21,prob_micro_full_C0.25,prob_micro_full,0.25,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,0.0,522.0,0.9571428571428572,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-275.0,-0.23404255319148937,52.5,5.519793555063572
v21,prob_micro_full_C0.25,prob_micro_full,0.25,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,0.0,330.0,0.95625,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,11,8,0.5789473684210527,0.95,-35.0,-0.030837004405286344,55.0,3.5058798417493193
v21,prob_micro_full_C0.25,prob_micro_full,0.25,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-15.0,501.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,14,6,0.7,1.0,255.0,0.22270742358078602,52.5,3.63947074611038
v21,prob_micro_full_C0.25,prob_micro_full,0.25,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,2.0,879.0,0.86,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,14,12,2,0.8571428571428571,0.7,413.0,0.5247776365946633,50.5,3.987433113025258
