market,entry_ts,side,status,result,entry_cents,exit_cents,actual_gross_cents,hold_gross_cents,exit_value_cents,exit_reason,side_won,p_side,p_yes,probability_error,brier,ask_cents,fair_side_cents,edge_cents,raw_edge_cents,net_edge_cents,seconds_to_close,d_sigma,abs_d_sigma,sigma_t_dollars,recross_hazard_score,btc_age_ms,book_age_ms,eligible_depth,btc_price,strike,volshock,old_v22_best_side,old_v22_p_yes,old_v22_side_p,v28_minus_v22_side_p,h1_feed_fresh,h2_thin_touch_depth,h2_crowded_depth,h4_large_model_disagreement,h4_old_model_opposes_side,h5_late_high_sigma,h6_recross_hazard_high
KXBTC15M-26MAY051915-15,2026-05-05T23:10:41.997963+00:00,yes,finalized,yes,82,99,34,36,-2,exit_trigger,True,0.880213,0.880213,0.11978699999999998,0.014348925368999994,82,88.021344,2.521344,4.521344,2.521344,258.016,-0.994248,0.994248,78.24006,0.15500111387451665,15.0,265.0,119.82,81190.73,81112.94,0.723435,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY051945-45,2026-05-05T23:42:55.986594+00:00,yes,finalized,yes,74,87,26,52,-26,exit_trigger,True,0.870179,0.870179,0.12982099999999996,0.01685349204099999,74,87.017919,9.517919,11.517919,9.517919,124.019,-0.946373,0.946373,42.10812,0.060671416989530894,0.0,250.0,516.02,80928.28,80888.43,-0.209641,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY052015-15,2026-05-06T00:03:31.958528+00:00,yes,finalized,yes,85,,30,30,0,,True,0.91064,0.91064,0.08936,0.0079852096,85,91.064008,3.064008,5.064008,3.064008,688.041,-1.137938,1.137938,100.603062,0.28190119029157684,16.0,94.0,27.53,81026.87,80912.39,-0.195174,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY052045-45,2026-05-06T00:36:34.762512+00:00,yes,finalized,no,79,70,-18,-158,140,exit_trigger,False,0.851889,0.851889,-0.851889,0.725714868321,79,85.188928,2.688928,4.688928,2.688928,505.239,-0.866186,0.866186,92.589796,0.2917497589224879,781.0,156.0,40.0,81007.24,80933.66,-0.149344,,,,,False,False,False,False,False,False,True
KXBTC15M-26MAY052045-45,2026-05-06T00:42:35.630960+00:00,yes,finalized,no,83,90,14,-166,180,exit_trigger,False,0.904488,0.904488,-0.904488,0.8180985421439999,83,90.448812,4.448812,6.448812,4.448812,144.381,-1.123967,1.123967,49.138435,0.06396205708883733,219.0,15.0,1104.3,80988.89,80933.66,-0.156716,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY052100-00,2026-05-06T00:48:43.297538+00:00,no,finalized,yes,79,64,-30,-158,128,exit_trigger,False,0.852877,0.147123,-0.852877,0.727399177129,79,85.287743,2.787743,4.787743,2.787743,676.704,0.892507,0.892507,103.226027,0.3666540312599931,0.0,937.0,110.0,80833.65,80925.78,-0.315196,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY052100-00,2026-05-06T00:52:45.563585+00:00,yes,finalized,yes,56,73,34,88,-54,exit_trigger,True,0.856314,0.856314,0.14368599999999998,0.020645666595999996,56,85.631386,25.631386,27.631386,25.631386,434.448,-0.903393,0.903393,85.754495,0.2414159418683516,16.0,219.0,10.0,80935.17,80925.78,-0.18392,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY052100-00,2026-05-06T00:54:30.598512+00:00,yes,finalized,yes,90,96,12,20,-8,exit_trigger,True,0.951629,0.951629,0.04837100000000005,0.002339753641000005,90,95.162887,2.162887,4.162887,2.162887,329.402,-1.525365,1.525365,74.611634,0.0981953245588825,16.0,250.0,51.18,81039.59,80925.78,-0.204518,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY052115-15,2026-05-06T01:04:20.560726+00:00,yes,finalized,yes,78,,44,44,0,,True,0.941543,0.941543,0.05845699999999998,0.003417220848999998,78,94.154292,12.654292,14.654292,12.654292,639.45,-1.395955,1.395955,103.054901,0.21507757842206168,0.0,250.0,46.0,81162.4,81018.54,-0.266685,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY052145-45,2026-05-06T01:35:20.545005+00:00,yes,finalized,yes,85,95,20,30,-10,exit_trigger,True,0.93473,0.93473,0.06527000000000005,0.004260172900000006,85,93.473022,5.473022,7.473022,5.473022,579.455,-1.326462,1.326462,97.221032,0.20704926938576498,0.0,266.0,2150.71,81361.87,81232.91,-0.471359,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY052200-00,2026-05-06T01:47:48.376865+00:00,yes,finalized,yes,79,85,12,42,-30,exit_trigger,True,0.850777,0.850777,0.149223,0.022267503728999997,79,85.077696,2.577696,4.577696,2.577696,731.636,-0.880811,0.880811,108.207066,0.40434357182519426,0.0,390.0,58.0,81403.56,81308.25,-0.466698,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY052215-15,2026-05-06T02:01:36.053678+00:00,no,finalized,no,83,76,-14,34,-48,exit_trigger,True,0.881293,0.118707,0.11870700000000001,0.014091351849000002,83,88.129313,2.129313,4.129313,2.129313,803.948,0.987464,0.987464,121.574044,0.42803907980422096,297.0,578.0,40.0,81294.34,81414.39,-0.24436,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY052245-45,2026-05-06T02:38:40.296092+00:00,no,finalized,yes,40,27,-26,-80,54,exit_trigger,False,0.916618,0.083382,-0.916618,0.840188557924,40,91.661822,47.661822,49.661822,47.661822,379.717,1.218811,1.218811,73.612719,0.14133142354912012,0.0,875.0,40.0,81148.15,81151.59,-1.030406,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY052300-00,2026-05-06T02:52:05.427121+00:00,yes,finalized,yes,85,99,28,30,-2,exit_trigger,True,0.918967,0.918967,0.08103300000000002,0.006566347089000004,85,91.896671,3.896671,5.896671,3.896671,474.591,-1.210157,1.210157,82.766141,0.17919533255862446,0.0,656.0,90.0,81256.25,81180.9,-1.042279,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY052315-15,2026-05-06T03:07:10.446683+00:00,yes,finalized,yes,81,62,-38,38,-76,exit_trigger,True,0.884999,0.884999,0.11500100000000002,0.013225230001000005,81,88.499851,3.999851,5.999851,3.999851,469.554,-1.030077,1.030077,83.314172,0.21482441758698537,0.0,718.0,41.68,81432.76,81362.38,-1.014377,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060045-45,2026-05-06T04:35:52.822002+00:00,no,finalized,no,79,74,-10,42,-52,exit_trigger,True,0.85093,0.14907,0.14907000000000004,0.02222186490000001,79,85.093011,2.593011,4.593011,2.593011,547.179,0.873163,0.873163,87.429279,0.28470197519819407,141.0,531.0,131.0,81372.39,81448.73,-0.916474,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060045-45,2026-05-06T04:39:54.321373+00:00,no,finalized,no,85,95,20,30,-10,exit_trigger,True,0.91131,0.08869,0.08869000000000005,0.007865916100000009,85,91.130953,3.130953,5.130953,3.130953,305.688,1.149732,1.149732,65.2761,0.12048968703951406,0.0,0.0,9.0,81373.68,81448.73,-0.92066,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY060100-00,2026-05-06T04:52:00.792111+00:00,no,finalized,no,78,76,-4,44,-48,exit_trigger,True,0.867914,0.132086,0.13208600000000004,0.01744671139600001,78,86.79135,5.29135,7.29135,5.29135,479.218,0.923286,0.923286,79.455366,0.23029818959354578,16.0,922.0,95.03,81323.17,81396.53,-0.689661,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060145-45,2026-05-06T05:35:37.565607+00:00,no,finalized,no,88,99,22,24,-2,exit_trigger,True,0.935752,0.064248,0.06424799999999997,0.004127805503999996,88,93.575198,2.575198,4.575198,2.575198,562.435,1.258933,1.258933,79.360876,0.17814503082894895,218.0,797.0,1100.0,81140.36,81240.27,-0.962155,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060200-00,2026-05-06T05:48:08.232637+00:00,yes,finalized,yes,80,74,-12,40,-52,exit_trigger,True,0.858683,0.858683,0.14131700000000003,0.01997049448900001,80,85.868332,2.368332,4.368332,2.368332,711.768,-0.847506,0.847506,91.775185,0.3497083999828257,15.0,609.0,50.0,81241.42,81163.64,-0.63888,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060200-00,2026-05-06T05:49:19.445209+00:00,yes,finalized,yes,81,84,6,38,-32,exit_trigger,True,0.874865,0.874865,0.125135,0.015658768224999998,81,87.486534,2.986534,4.986534,2.986534,640.556,-0.917335,0.917335,86.93659,0.29306662969753194,16.0,828.0,132.92,81243.39,81163.64,-0.621561,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060215-15,2026-05-06T06:01:30.148317+00:00,yes,finalized,no,77,69,-16,-154,138,exit_trigger,False,0.869074,0.869074,-0.869074,0.755289617476,77,86.907435,6.407435,8.407435,6.407435,809.853,-0.921532,0.921532,96.426352,0.3639664202953999,16.0,812.0,8.0,81402.01,81313.15,-0.504517,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY060215-15,2026-05-06T06:05:50.082011+00:00,yes,finalized,no,83,70,-26,-166,140,exit_trigger,False,0.881378,0.881378,-0.881378,0.776827178884,83,88.137791,2.137791,4.137791,2.137791,549.92,-0.959045,0.959045,79.954574,0.23953217885049563,313.0,734.0,1110.0,81389.83,81313.15,-0.406764,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060215-15,2026-05-06T06:10:05.594956+00:00,no,finalized,no,80,97,34,40,-6,exit_trigger,True,0.862656,0.137344,0.13734400000000002,0.018863374336000004,80,86.265568,2.765568,4.765568,2.765568,294.414,0.881337,0.881337,56.198683,0.13314483275771213,16.0,250.0,15.0,81263.62,81313.15,-0.605758,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY060230-30,2026-05-06T06:24:48.564514+00:00,yes,finalized,yes,84,74,-20,32,-52,exit_trigger,True,0.890973,0.890973,0.10902699999999999,0.011886886728999997,84,89.097279,2.097279,4.097279,2.097279,311.448,-0.996194,0.996194,56.916598,0.1236428180917944,234.0,62.0,50.0,81321.9,81265.2,-0.593656,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060245-45,2026-05-06T06:37:19.508201+00:00,yes,finalized,yes,80,76,-8,40,-48,exit_trigger,True,0.857529,0.857529,0.14247100000000001,0.020297985841000003,80,85.752876,2.252876,4.252876,2.252876,460.502,-0.854887,0.854887,67.412411,0.2050981102340683,16.0,235.0,40.0,81431.06,81373.43,-0.668597,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060245-45,2026-05-06T06:42:00.427080+00:00,yes,finalized,yes,77,74,-6,46,-52,exit_trigger,True,0.862971,0.862971,0.13702899999999996,0.018776946840999988,77,86.297133,5.797133,7.797133,5.797133,179.575,-0.869337,0.869337,42.078057,0.07879689391159121,0.0,157.0,39.0,81410.01,81373.43,-0.675605,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060245-45,2026-05-06T06:42:37.822123+00:00,yes,finalized,yes,76,95,38,48,-10,exit_trigger,True,0.877828,0.877828,0.12217199999999995,0.014925997583999987,76,87.782842,8.282842,10.282842,8.282842,142.18,-0.931315,0.931315,37.463169,0.05867289889682264,0.0,563.0,151.68,81408.32,81373.43,-0.671279,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060300-00,2026-05-06T06:48:57.418644+00:00,yes,finalized,yes,81,74,-14,38,-52,exit_trigger,True,0.866164,0.866164,0.13383599999999996,0.01791207489599999,81,86.616434,2.116434,4.116434,2.116434,662.583,-0.882698,0.882698,81.545408,0.28943265545756386,0.0,813.0,40.0,81508.5,81436.52,-0.610753,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060300-00,2026-05-06T06:53:52.495935+00:00,yes,finalized,yes,81,66,-30,38,-68,exit_trigger,True,0.86587,0.86587,0.13412999999999997,0.01799085689999999,81,86.58696,2.08696,4.08696,2.08696,367.505,-0.880452,0.880452,59.321777,0.15716255412753313,78.0,891.0,10.49,81488.75,81436.52,-0.500194,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY060300-00,2026-05-06T06:55:28.494070+00:00,yes,finalized,yes,80,69,-22,40,-62,exit_trigger,True,0.906682,0.906682,0.09331800000000001,0.008708249124000002,80,90.668219,7.168219,9.168219,7.168219,271.516,-1.064322,1.064322,50.670748,0.09600737655651764,78.0,875.0,40.0,81490.45,81436.52,-0.498899,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060300-00,2026-05-06T06:56:35.230125+00:00,yes,finalized,yes,80,94,28,40,-12,exit_trigger,True,0.855141,0.855141,0.14485899999999996,0.02098412988099999,80,85.514147,2.014147,4.014147,2.014147,204.773,-0.844921,0.844921,43.956797,0.09007340966375871,140.0,640.0,60.0,81473.66,81436.52,-0.507139,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060315-15,2026-05-06T07:09:07.548710+00:00,yes,finalized,yes,86,99,26,28,-2,exit_trigger,True,0.910009,0.910009,0.08999100000000004,0.008098380081000008,86,91.000939,2.000939,4.000939,2.000939,352.461,-1.083761,1.083761,58.82295,0.12454022861601939,0.0,266.0,4.0,81555.48,81491.73,-0.398197,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY060330-30,2026-05-06T07:23:07.902567+00:00,yes,finalized,yes,79,53,-52,42,-94,exit_trigger,True,0.908265,0.908265,0.09173500000000001,0.008415310225000002,79,90.82655,8.32655,10.32655,8.32655,412.099,-1.072456,1.072456,63.974662,0.14812412666257624,469.0,641.0,2212.09,81578.26,81526.13,-0.176464,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY060330-30,2026-05-06T07:27:36.115396+00:00,no,finalized,yes,9,,-18,-18,0,,False,0.999788,0.000212,-0.999788,0.999576044944,9,99.978808,87.978808,89.978808,87.978808,143.886,3.991247,3.991247,37.998147,0.002807203427908955,0.0,860.0,689.46,81374.47,81526.13,-0.108222,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060345-45,2026-05-06T07:33:39.943177+00:00,no,finalized,no,78,95,34,44,-10,exit_trigger,True,0.893931,0.106069,0.10606899999999997,0.011250632760999994,78,89.393144,7.893144,9.893144,7.893144,680.06,1.004534,1.004534,87.473403,0.2784612767640184,31.0,781.0,62.32,81451.76,81539.63,0.11017,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060445-45,2026-05-06T08:33:40.109299+00:00,yes,finalized,yes,90,99,18,20,-2,exit_trigger,True,0.951245,0.951245,0.04875499999999999,0.0023770500249999994,90,95.124484,2.124484,4.124484,2.124484,679.892,-1.384119,1.384119,84.84819,0.18476769845807034,0.0,906.0,684.42,81682.3,81564.86,-0.035261,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060500-00,2026-05-06T08:50:25.686133+00:00,yes,finalized,yes,79,,42,42,0,,True,0.904525,0.904525,0.09547499999999998,0.009115475624999996,79,90.452498,7.952498,9.952498,7.952498,574.324,-1.081154,1.081154,82.772638,0.22428736467274224,0.0,797.0,360.0,81800.64,81711.15,0.124152,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060515-15,2026-05-06T09:02:01.771447+00:00,no,finalized,no,79,66,-26,42,-68,exit_trigger,True,0.882737,0.117263,0.117263,0.013750611169000001,79,88.273652,5.773652,7.773652,5.773652,778.232,0.970009,0.970009,112.071162,0.3950550396110429,0.0,531.0,83.0,81817.72,81926.43,0.661791,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060515-15,2026-05-06T09:10:54.876147+00:00,no,finalized,no,74,95,42,52,-10,exit_trigger,True,0.88418,0.11582,0.11582000000000003,0.013414272400000008,74,88.418048,10.918048,12.918048,10.918048,245.135,0.969762,0.969762,62.293651,0.12327156428832237,16.0,656.0,60.0,81901.61,81926.43,0.573414,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060530-30,2026-05-06T09:21:23.562108+00:00,no,finalized,no,78,95,34,44,-10,exit_trigger,True,0.878245,0.121755,0.12175499999999995,0.014824280024999987,78,87.824454,6.324454,8.324454,6.324454,516.449,0.974192,0.974192,88.575995,0.2532924795100611,15.0,0.0,405.73,81748.75,81835.04,0.520549,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060545-45,2026-05-06T09:32:15.173806+00:00,yes,finalized,yes,90,,20,20,0,,True,0.960233,0.960233,0.039767,0.0015814142889999997,90,96.023343,3.023343,5.023343,3.023343,764.836,-1.49226,1.49226,96.698956,0.2004492371382108,16.0,547.0,65.0,81901.02,81756.72,0.137708,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060600-00,2026-05-06T09:45:48.010869+00:00,no,finalized,no,75,81,12,50,-38,exit_trigger,True,0.870169,0.129831,0.12983100000000003,0.01685608856100001,75,87.016936,8.516936,10.516936,8.516936,851.99,0.936833,0.936833,108.984225,0.41552602726017807,0.0,890.0,2050.0,81899.99,82002.09,0.321199,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY060615-15,2026-05-06T10:04:35.124553+00:00,yes,finalized,yes,75,60,-30,50,-80,exit_trigger,True,0.85204,0.85204,0.14795999999999998,0.021892161599999994,75,85.204033,6.704033,8.704033,6.704033,624.888,-0.888798,0.888798,95.837283,0.3283327949656283,0.0,234.0,1003.0,82057.5,81972.32,0.364125,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060615-15,2026-05-06T10:10:16.956816+00:00,yes,finalized,yes,88,,24,24,0,,True,0.930577,0.930577,0.06942300000000001,0.0048195529290000014,88,93.057694,2.057694,4.057694,2.057694,283.045,-1.266068,1.266068,65.067612,0.1028785918435462,0.0,78.0,52.46,82054.7,81972.32,0.366378,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060630-30,2026-05-06T10:20:56.350151+00:00,yes,finalized,yes,79,73,-12,42,-54,exit_trigger,True,0.852499,0.852499,0.147501,0.021756545000999997,79,85.249855,2.749855,4.749855,2.749855,543.652,-0.8949,0.8949,85.663234,0.2720718279701733,0.0,266.0,9.0,82165.32,82088.66,0.259503,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY060630-30,2026-05-06T10:24:16.320598+00:00,yes,finalized,yes,85,99,28,30,-2,exit_trigger,True,0.902826,0.902826,0.09717399999999998,0.009442786275999997,85,90.282605,2.282605,4.282605,2.282605,343.688,-1.09048,1.09048,69.061314,0.14341887790493552,0.0,250.0,92.23,82163.97,82088.66,0.310735,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060645-45,2026-05-06T10:34:24.627024+00:00,yes,finalized,yes,82,74,-16,36,-52,exit_trigger,True,0.875253,0.875253,0.12474700000000005,0.015561814009000013,82,87.525331,2.025331,4.025331,2.025331,635.374,-0.980738,0.980738,96.886241,0.30529976479941184,0.0,828.0,384.0,82243.34,82148.32,0.420197,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060645-45,2026-05-06T10:35:03.639334+00:00,yes,finalized,yes,78,72,-12,44,-56,exit_trigger,True,0.868675,0.868675,0.13132500000000003,0.017246255625000005,78,86.867466,5.367466,7.367466,5.367466,596.372,-0.943313,0.943313,95.185772,0.3016711464084146,0.0,828.0,99.49,82238.11,82148.32,0.468181,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060645-45,2026-05-06T10:37:18.123532+00:00,yes,finalized,yes,80,97,34,40,-6,exit_trigger,True,0.859632,0.859632,0.14036800000000005,0.019703175424000012,80,85.963183,2.463183,4.463183,2.463183,461.878,-0.911957,0.911957,84.214484,0.24236576973562732,0.0,328.0,64.0,82225.12,82148.32,0.466628,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060700-00,2026-05-06T10:49:34.845804+00:00,no,finalized,yes,84,80,-8,-168,160,exit_trigger,False,0.890574,0.109426,-0.890574,0.793122049476,84,89.05744,2.05744,4.05744,2.05744,625.155,1.04212,1.04212,97.205676,0.2857440916011646,0.0,625.0,2717.89,82163.44,82264.74,0.462915,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY060700-00,2026-05-06T10:54:10.050223+00:00,yes,finalized,yes,75,64,-22,50,-72,exit_trigger,True,0.852084,0.852084,0.14791600000000005,0.021879143056000014,75,85.208443,6.708443,8.708443,6.708443,349.952,-0.872216,0.872216,73.674391,0.19204408883172794,0.0,844.0,145.34,82329.0,82264.74,0.479959,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060700-00,2026-05-06T10:55:24.473144+00:00,yes,finalized,yes,77,62,-30,46,-76,exit_trigger,True,0.854571,0.854571,0.14542900000000003,0.02114959404100001,77,85.457055,4.957055,6.957055,4.957055,275.537,-0.886629,0.886629,66.194572,0.15091520720134025,0.0,266.0,60.0,82323.43,82264.74,0.511517,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060700-00,2026-05-06T10:57:16.627894+00:00,yes,finalized,yes,83,89,12,34,-22,exit_trigger,True,0.880608,0.880608,0.11939200000000005,0.014254449664000014,83,88.060833,2.060833,4.060833,2.060833,163.374,-0.986645,0.986645,51.305181,0.08149612540552126,31.0,422.0,104.88,82315.36,82264.74,0.517526,,,,,True,False,False,False,False,True,False
