market,entry_ts,side,status,result,entry_cents,exit_cents,actual_gross_cents,hold_gross_cents,exit_value_cents,exit_reason,side_won,p_side,p_yes,probability_error,brier,ask_cents,fair_side_cents,edge_cents,raw_edge_cents,net_edge_cents,seconds_to_close,d_sigma,abs_d_sigma,sigma_t_dollars,recross_hazard_score,btc_age_ms,book_age_ms,eligible_depth,btc_price,strike,volshock,old_v22_best_side,old_v22_p_yes,old_v22_side_p,v28_minus_v22_side_p,h1_feed_fresh,h2_thin_touch_depth,h2_crowded_depth,h4_large_model_disagreement,h4_old_model_opposes_side,h5_late_high_sigma,h6_recross_hazard_high
KXBTC15M-26MAY070745-45,2026-05-07T11:37:05.530271+00:00,yes,finalized,yes,68,85,34,64,-30,exit_trigger,True,0.903807,0.903807,0.09619299999999997,0.009253093248999995,68,90.380737,18.380737,20.380737,18.380737,474.481,-1.081343,1.081343,80.242802,0.1975936328082862,16.0,609.0,1155.7,80943.62,80890.22,-1.21439,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070815-15,2026-05-07T12:04:59.759684+00:00,yes,finalized,yes,90,91,2,20,-18,exit_trigger,True,0.950799,0.950799,0.04920100000000005,0.002420738401000005,90,95.079863,2.079863,4.079863,2.079863,600.244,-1.397312,1.397312,91.905021,0.1855824939071499,62.0,390.0,665.0,80988.97,80860.55,-1.290053,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070830-30,2026-05-07T12:20:30.562448+00:00,no,finalized,no,82,91,18,36,-18,exit_trigger,True,0.875926,0.124074,0.12407400000000002,0.015394357476000004,82,87.59255,2.09255,4.09255,2.09255,569.448,0.951073,0.951073,91.61227,0.2815228625858157,16.0,282.0,1230.2,80984.29,81071.42,-1.158707,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY070830-30,2026-05-07T12:25:30.079423+00:00,no,finalized,no,77,70,-14,46,-60,exit_trigger,True,0.890215,0.109785,0.10978500000000002,0.012052746225000004,77,89.02148,8.52148,10.52148,8.52148,269.931,1.007446,1.007446,63.318527,0.12662156928196733,0.0,797.0,2840.98,81042.53,81071.42,-1.120524,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY070830-30,2026-05-07T12:27:17.894805+00:00,no,finalized,no,77,,46,46,0,,True,0.852625,0.147375,0.14737500000000003,0.021719390625000008,77,85.262529,4.762529,6.762529,4.762529,162.11,0.865277,0.865277,49.151894,0.08780896924696753,46.0,625.0,10.0,81060.73,81071.42,-1.107498,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY070915-15,2026-05-07T13:05:15.668521+00:00,no,finalized,no,77,,46,46,0,,True,0.876673,0.123327,0.12332699999999996,0.015209548928999991,77,87.667327,7.167327,9.167327,7.167327,584.336,0.951089,0.951089,91.174412,0.28381172517459047,0.0,0.0,10.0,81087.99,81174.7,-1.09106,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY070930-30,2026-05-07T13:18:34.086601+00:00,yes,finalized,yes,80,97,34,40,-6,exit_trigger,True,0.855936,0.855936,0.14406399999999997,0.02075443609599999,80,85.59357,2.09357,4.09357,2.09357,685.928,-0.878792,0.878792,103.619489,0.37566863848192883,15.0,297.0,146.03,81028.86,80937.8,-0.688359,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY070945-45,2026-05-07T13:32:04.718300+00:00,no,finalized,no,69,,62,62,0,,True,0.853699,0.146301,0.14630100000000001,0.021403982601000005,69,85.369922,12.869922,14.869922,12.869922,775.29,0.882733,0.882733,113.675384,0.43642658262493145,16.0,422.0,52.0,80862.3,80962.65,-0.520167,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071000-00,2026-05-07T13:45:58.883423+00:00,no,finalized,no,73,55,-36,54,-90,exit_trigger,True,0.861629,0.138371,0.13837100000000002,0.019146533641000007,73,86.16294,9.66294,11.66294,9.66294,841.121,0.928896,0.928896,126.53725,0.48318335835479914,15.0,844.0,8.79,80504.52,80622.06,-0.162508,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY071000-00,2026-05-07T13:47:02.487275+00:00,no,finalized,no,71,79,16,58,-42,exit_trigger,True,0.851825,0.148175,0.14817499999999995,0.021955830624999985,71,85.182459,10.682459,12.682459,10.682459,777.523,0.895147,0.895147,127.487371,0.48411120022028664,0.0,438.0,21.0,80507.94,80622.06,0.019548,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY071015-15,2026-05-07T14:05:16.239793+00:00,no,finalized,yes,78,79,2,-156,158,exit_trigger,False,0.861092,0.138908,-0.861092,0.7414794324639999,78,86.109185,4.609185,6.609185,4.609185,583.765,0.936079,0.936079,132.227045,0.41762272221317515,16.0,469.0,29.38,80389.96,80513.73,0.598925,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071015-15,2026-05-07T14:06:01.660553+00:00,no,finalized,yes,81,73,-16,-162,146,exit_trigger,False,0.866013,0.133987,-0.866013,0.749978516169,81,86.601334,2.101334,4.101334,2.101334,538.342,0.948846,0.948846,127.223021,0.3809737029180094,0.0,890.0,55.0,80393.01,80513.73,0.600867,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071015-15,2026-05-07T14:11:13.977456+00:00,yes,finalized,yes,84,94,20,32,-12,exit_trigger,True,0.909403,0.909403,0.09059700000000004,0.008207816409000007,84,90.940302,3.940302,5.940302,3.940302,226.034,-1.139381,1.139381,82.127961,0.13171334830670237,0.0,187.0,106.46,80607.3,80513.73,0.602096,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY071030-30,2026-05-07T14:16:08.501513+00:00,no,finalized,no,77,65,-24,46,-70,exit_trigger,True,0.852355,0.147645,0.14764500000000003,0.021799046025000008,77,85.235533,4.735533,6.735533,4.735533,831.511,0.888885,0.888885,157.101305,0.5927426169341831,0.0,907.0,300.0,80539.96,80679.6,0.582148,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071030-30,2026-05-07T14:17:02.838976+00:00,no,finalized,no,76,,48,48,0,,True,0.852278,0.147722,0.14772200000000002,0.021821789284000005,76,85.227803,5.727803,7.727803,5.727803,777.172,0.890563,0.890563,151.802926,0.572086869997676,16.0,235.0,9662.42,80544.41,80679.6,0.583403,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY071045-45,2026-05-07T14:31:17.596817+00:00,no,finalized,no,74,69,-10,52,-62,exit_trigger,True,0.856439,0.143561,0.14356100000000005,0.020609760721000014,74,85.643857,8.143857,10.143857,8.143857,822.403,0.916918,0.916918,140.45966,0.5367354413690074,0.0,437.0,225.99,80284.69,80413.48,0.28889,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071045-45,2026-05-07T14:32:42.750159+00:00,no,finalized,no,75,,50,50,0,,True,0.86526,0.13474,0.13473999999999997,0.018154867599999992,75,86.526019,8.026019,10.026019,8.026019,737.262,0.953688,0.953688,134.745256,0.4699176077596592,0.0,578.0,50.0,80284.98,80413.48,0.329207,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071100-00,2026-05-07T14:51:41.459433+00:00,yes,finalized,no,83,85,4,-166,170,exit_trigger,False,0.884041,0.884041,-0.884041,0.781528489681,83,88.404098,2.404098,4.404098,2.404098,498.551,-1.010241,1.010241,112.542499,0.30500573389101787,16.0,344.0,110.0,80285.74,80172.05,0.410451,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071115-15,2026-05-07T15:08:31.022852+00:00,yes,finalized,yes,84,91,14,32,-18,exit_trigger,True,0.891894,0.891894,0.10810600000000004,0.011686907236000008,84,89.189408,2.189408,4.189408,2.189408,388.98,-1.052672,1.052672,95.86554,0.21995572150628764,0.0,265.0,1139.25,80242.08,80141.17,0.259278,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY071130-30,2026-05-07T15:18:38.937985+00:00,no,finalized,no,85,,30,30,0,,True,0.916601,0.083399,0.083399,0.006955393201,85,91.660104,3.660104,5.660104,3.660104,681.063,1.183451,1.183451,124.589021,0.33188369997953837,16.0,500.0,741.0,80000.01,80147.45,0.185289,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071145-45,2026-05-07T15:31:46.715348+00:00,yes,finalized,yes,77,99,44,46,-2,exit_trigger,True,0.855371,0.855371,0.144629,0.020917547641,77,85.537053,5.037053,7.037053,5.037053,793.295,-0.878426,0.878426,155.061519,0.5850484031165768,0.0,625.0,46.45,79940.63,79804.42,0.605998,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071200-00,2026-05-07T15:57:45.869204+00:00,no,finalized,no,77,98,42,46,-4,exit_trigger,True,0.859141,0.140859,0.14085899999999996,0.01984125788099999,77,85.914132,5.414132,7.414132,5.414132,134.131,0.918677,0.918677,58.11616,0.08952903130635531,0.0,156.0,513.0,79917.4,79970.79,0.361251,,,,,True,False,False,False,False,True,False
KXBTC15M-26MAY071215-15,2026-05-07T16:07:12.974265+00:00,no,finalized,no,84,76,-16,32,-48,exit_trigger,True,0.900118,0.099882,0.09988200000000003,0.009976413924000005,84,90.011812,3.011812,5.011812,3.011812,467.027,1.092002,1.092002,104.729677,0.25314482933670285,16.0,625.0,8.0,79745.17,79859.53,0.327917,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY071215-15,2026-05-07T16:08:27.973135+00:00,no,finalized,no,78,79,2,44,-42,exit_trigger,True,0.850947,0.149053,0.149053,0.022216796808999996,78,85.094658,3.594658,5.594658,3.594658,392.038,0.887915,0.887915,96.613924,0.2624012891254945,0.0,594.0,476.47,79773.74,79859.53,0.34632,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071215-15,2026-05-07T16:08:58.526685+00:00,no,finalized,no,80,76,-8,40,-48,exit_trigger,True,0.855912,0.144088,0.144088,0.020761351743999998,80,85.591248,2.091248,4.091248,2.091248,361.476,0.904673,0.904673,92.773838,0.23793016778534123,0.0,172.0,1329.71,79775.6,79859.53,0.34632,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY071230-30,2026-05-07T16:23:06.054499+00:00,yes,finalized,yes,77,72,-10,46,-56,exit_trigger,True,0.852419,0.852419,0.14758099999999996,0.021780151560999987,77,85.241888,4.741888,6.741888,4.741888,413.948,-0.882196,0.882196,105.469732,0.2960374313658712,15.0,125.0,20.0,79904.41,79811.37,0.632754,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY071230-30,2026-05-07T16:23:59.930534+00:00,yes,finalized,yes,84,65,-38,32,-70,exit_trigger,True,0.897482,0.897482,0.102518,0.010509940324,84,89.748165,2.748165,4.748165,2.748165,360.071,-1.055699,1.055699,98.380344,0.21651944452366917,0.0,31.0,142.0,79915.23,79811.37,0.632754,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY071230-30,2026-05-07T16:24:52.811859+00:00,yes,finalized,yes,80,,40,40,0,,True,0.857001,0.857001,0.142999,0.020448714000999995,80,85.700119,2.200119,4.200119,2.200119,307.19,-0.895275,0.895275,90.905057,0.2169488405391984,0.0,890.0,150.0,79892.76,79811.37,0.634722,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY071315-15,2026-05-07T17:06:27.270122+00:00,yes,finalized,yes,80,77,-6,40,-46,exit_trigger,True,0.860278,0.860278,0.139722,0.019522237284000002,80,86.027813,2.527813,4.527813,2.527813,512.735,-0.905555,0.905555,98.287745,0.29994875175637187,0.0,109.0,73.58,79877.17,79788.16,0.259441,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY071315-15,2026-05-07T17:10:51.231869+00:00,yes,finalized,yes,81,74,-14,38,-52,exit_trigger,True,0.865868,0.865868,0.13413200000000003,0.017991393424000007,81,86.586807,2.086807,4.086807,2.086807,248.772,-0.919202,0.919202,69.364502,0.14544955952771735,0.0,94.0,20.0,79851.92,79788.16,0.295904,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY071315-15,2026-05-07T17:11:28.426726+00:00,yes,finalized,yes,78,94,32,44,-12,exit_trigger,True,0.850827,0.850827,0.149173,0.022252583929,78,85.082713,3.582713,5.582713,3.582713,211.581,-0.850077,0.850077,63.905954,0.13242642354050885,0.0,281.0,18.0,79842.49,79788.16,0.29146,,,,,True,True,False,False,False,False,False
