market,entry_dt,side,ask_cents,overlay,net_pnl_cents,entry_dt_anchor,entry_dt_reference,legacy_key,executable_match,selected_anchor,reference_after_selected,stale_anchor_after_future_reference,dataset,lock
KXBTC15M-26APR300900-00,2026-04-30 12:46:00.863755+00:00,yes,64.0,session_switch:book_margin,34.0,2026-04-30 12:46:00.863755+00:00,2026-04-30 12:45:22.864124+00:00,"('KXBTC15M-26APR300900-00', '2026-04-30 12:46:00.863755+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300915-15,2026-04-30 13:03:00.475778+00:00,yes,70.0,session_switch:book_margin,-72.0,2026-04-30 13:03:00.475778+00:00,2026-04-30 13:00:38.477740+00:00,"('KXBTC15M-26APR300915-15', '2026-04-30 13:03:00.475778+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300930-30,2026-04-30 13:19:00.041940+00:00,yes,61.0,session_switch:book_margin,-63.0,2026-04-30 13:19:00.041940+00:00,2026-04-30 13:19:00.041940+00:00,"('KXBTC15M-26APR300930-30', '2026-04-30 13:19:00.041940+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR300945-45,2026-04-30 13:33:00.996553+00:00,yes,72.0,session_switch:book_margin,26.0,2026-04-30 13:33:00.996553+00:00,2026-04-30 13:31:00.999028+00:00,"('KXBTC15M-26APR300945-45', '2026-04-30 13:33:00.996553+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301000-00,2026-04-30 13:46:00.577854+00:00,yes,62.0,session_switch:book_margin,-64.0,2026-04-30 13:46:00.577854+00:00,2026-04-30 13:45:23.579228+00:00,"('KXBTC15M-26APR301000-00', '2026-04-30 13:46:00.577854+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301015-15,2026-04-30 14:02:00.428198+00:00,yes,71.0,session_switch:book_margin,-73.0,2026-04-30 14:02:00.428198+00:00,2026-04-30 14:02:00.428198+00:00,"('KXBTC15M-26APR301015-15', '2026-04-30 14:02:00.428198+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301030-30,2026-04-30 14:15:39.802363+00:00,no,64.0,session_switch:book_margin,34.0,2026-04-30 14:15:39.802363+00:00,2026-04-30 14:15:39.802363+00:00,"('KXBTC15M-26APR301030-30', '2026-04-30 14:15:39.802363+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301045-45,2026-04-30 14:32:00.066774+00:00,yes,82.0,session_switch:book_margin,16.0,2026-04-30 14:32:00.066774+00:00,2026-04-30 14:32:00.066774+00:00,"('KXBTC15M-26APR301045-45', '2026-04-30 14:32:00.066774+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301100-00,2026-04-30 14:47:00.254382+00:00,yes,63.0,session_switch:book_margin,-65.0,2026-04-30 14:47:00.254382+00:00,2026-04-30 14:47:00.254382+00:00,"('KXBTC15M-26APR301100-00', '2026-04-30 14:47:00.254382+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301115-15,2026-04-30 15:01:00.922135+00:00,yes,61.0,session_switch:book_margin,37.0,2026-04-30 15:01:00.922135+00:00,2026-04-30 15:00:38.921648+00:00,"('KXBTC15M-26APR301115-15', '2026-04-30 15:01:00.922135+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301130-30,2026-04-30 15:17:00.187205+00:00,no,61.0,session_switch:book_margin,-63.0,2026-04-30 15:17:00.187205+00:00,2026-04-30 15:16:00.188106+00:00,"('KXBTC15M-26APR301130-30', '2026-04-30 15:17:00.187205+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301145-45,2026-04-30 15:30:23.655738+00:00,yes,63.0,session_switch:book_margin,-65.0,2026-04-30 15:30:23.655738+00:00,2026-04-30 15:30:23.655738+00:00,"('KXBTC15M-26APR301145-45', '2026-04-30 15:30:23.655738+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301200-00,2026-04-30 15:47:00.542105+00:00,no,71.0,session_switch:book_margin,-73.0,2026-04-30 15:47:00.542105+00:00,2026-04-30 15:45:26.541989+00:00,"('KXBTC15M-26APR301200-00', '2026-04-30 15:47:00.542105+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301215-15,2026-04-30 16:01:00.165469+00:00,no,63.0,session_switch:book_margin,35.0,2026-04-30 16:01:00.165469+00:00,2026-04-30 16:00:38.166192+00:00,"('KXBTC15M-26APR301215-15', '2026-04-30 16:01:00.165469+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301230-30,2026-04-30 16:17:00.722093+00:00,no,66.0,session_switch:book_margin,32.0,2026-04-30 16:17:00.722093+00:00,2026-04-30 16:16:00.722122+00:00,"('KXBTC15M-26APR301230-30', '2026-04-30 16:17:00.722093+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301245-45,2026-04-30 16:30:22.827555+00:00,yes,65.0,session_switch:book_margin,33.0,2026-04-30 16:30:22.827555+00:00,2026-04-30 16:30:22.827555+00:00,"('KXBTC15M-26APR301245-45', '2026-04-30 16:30:22.827555+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301300-00,2026-04-30 16:52:00.286535+00:00,no,66.0,session_switch:book_margin,32.0,2026-04-30 16:52:00.286535+00:00,2026-04-30 16:46:00.290749+00:00,"('KXBTC15M-26APR301300-00', '2026-04-30 16:52:00.286535+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301315-15,2026-04-30 17:01:00.512183+00:00,yes,63.0,session_switch:book_margin,-65.0,2026-04-30 17:01:00.512183+00:00,2026-04-30 17:00:40.507879+00:00,"('KXBTC15M-26APR301315-15', '2026-04-30 17:01:00.512183+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301330-30,2026-04-30 17:15:35.200217+00:00,no,61.0,session_switch:book_margin,37.0,2026-04-30 17:15:35.200217+00:00,2026-04-30 17:15:35.200217+00:00,"('KXBTC15M-26APR301330-30', '2026-04-30 17:15:35.200217+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301345-45,2026-04-30 17:30:28.132631+00:00,yes,75.0,session_switch:book_margin,23.0,2026-04-30 17:30:28.132631+00:00,2026-04-30 17:31:00.131416+00:00,"('KXBTC15M-26APR301345-45', '2026-04-30 17:30:28.132631+00:00', 'yes')",True,True,True,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301400-00,2026-04-30 17:47:00.900092+00:00,yes,71.0,session_switch:book_margin,27.0,2026-04-30 17:47:00.900092+00:00,2026-04-30 17:46:00.899958+00:00,"('KXBTC15M-26APR301400-00', '2026-04-30 17:47:00.900092+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301415-15,2026-04-30 18:01:00.540457+00:00,yes,75.0,session_switch:book_margin,-77.0,2026-04-30 18:01:00.540457+00:00,2026-04-30 18:00:25.542887+00:00,"('KXBTC15M-26APR301415-15', '2026-04-30 18:01:00.540457+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301430-30,2026-04-30 18:16:00.077551+00:00,yes,75.0,session_switch:book_margin,23.0,2026-04-30 18:16:00.077551+00:00,2026-04-30 18:16:00.077551+00:00,"('KXBTC15M-26APR301430-30', '2026-04-30 18:16:00.077551+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301445-45,2026-04-30 18:33:00.161398+00:00,no,65.0,session_switch:book_margin,-67.0,2026-04-30 18:33:00.161398+00:00,2026-04-30 18:30:42.161849+00:00,"('KXBTC15M-26APR301445-45', '2026-04-30 18:33:00.161398+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301500-00,2026-04-30 18:47:00.449222+00:00,no,64.0,session_switch:book_margin,34.0,2026-04-30 18:47:00.449222+00:00,2026-04-30 18:46:00.442141+00:00,"('KXBTC15M-26APR301500-00', '2026-04-30 18:47:00.449222+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301515-15,2026-04-30 19:00:19.947573+00:00,no,62.0,session_switch:book_margin,-64.0,2026-04-30 19:00:19.947573+00:00,2026-04-30 19:00:19.947573+00:00,"('KXBTC15M-26APR301515-15', '2026-04-30 19:00:19.947573+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301530-30,2026-04-30 19:15:24.271454+00:00,no,65.0,session_switch:book_margin,-67.0,2026-04-30 19:15:24.271454+00:00,2026-04-30 19:15:24.271454+00:00,"('KXBTC15M-26APR301530-30', '2026-04-30 19:15:24.271454+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301545-45,2026-04-30 19:39:00.374036+00:00,no,84.0,session_switch:book_margin,15.0,2026-04-30 19:39:00.374036+00:00,2026-04-30 19:30:27.361729+00:00,"('KXBTC15M-26APR301545-45', '2026-04-30 19:39:00.374036+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301600-00,2026-04-30 19:51:00.552759+00:00,no,64.0,session_switch:book_margin,34.0,2026-04-30 19:51:00.552759+00:00,2026-04-30 19:46:00.547418+00:00,"('KXBTC15M-26APR301600-00', '2026-04-30 19:51:00.552759+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301615-15,2026-04-30 20:00:34.613721+00:00,no,64.0,session_switch:book_margin,-66.0,2026-04-30 20:00:34.613721+00:00,2026-04-30 20:00:34.613721+00:00,"('KXBTC15M-26APR301615-15', '2026-04-30 20:00:34.613721+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301630-30,2026-04-30 20:16:00.159267+00:00,no,80.0,session_switch:book_margin,-82.0,2026-04-30 20:16:00.159267+00:00,2026-04-30 20:16:00.159267+00:00,"('KXBTC15M-26APR301630-30', '2026-04-30 20:16:00.159267+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301645-45,2026-04-30 20:34:00.714641+00:00,yes,69.0,session_switch:book_margin,29.0,2026-04-30 20:34:00.714641+00:00,2026-04-30 20:34:00.714641+00:00,"('KXBTC15M-26APR301645-45', '2026-04-30 20:34:00.714641+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301700-00,2026-04-30 20:49:00.445187+00:00,yes,66.0,session_switch:book_margin,-68.0,2026-04-30 20:49:00.445187+00:00,2026-04-30 20:45:34.443455+00:00,"('KXBTC15M-26APR301700-00', '2026-04-30 20:49:00.445187+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301715-15,2026-04-30 21:03:00.039848+00:00,yes,64.0,session_switch:book_margin,-66.0,2026-04-30 21:03:00.039848+00:00,2026-04-30 21:00:38.039180+00:00,"('KXBTC15M-26APR301715-15', '2026-04-30 21:03:00.039848+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301730-30,2026-04-30 21:16:00.533975+00:00,no,67.0,session_switch:book_margin,31.0,2026-04-30 21:16:00.533975+00:00,2026-04-30 21:15:21.494354+00:00,"('KXBTC15M-26APR301730-30', '2026-04-30 21:16:00.533975+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301745-45,2026-04-30 21:30:27.986612+00:00,yes,62.0,session_switch:book_margin,36.0,2026-04-30 21:30:27.986612+00:00,2026-04-30 21:31:00.985367+00:00,"('KXBTC15M-26APR301745-45', '2026-04-30 21:30:27.986612+00:00', 'yes')",True,True,True,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301800-00,2026-04-30 21:46:00.597896+00:00,no,73.0,session_switch:book_margin,25.0,2026-04-30 21:46:00.597896+00:00,2026-04-30 21:45:33.598295+00:00,"('KXBTC15M-26APR301800-00', '2026-04-30 21:46:00.597896+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301815-15,2026-04-30 22:01:00.200463+00:00,yes,65.0,session_switch:book_margin,33.0,2026-04-30 22:01:00.200463+00:00,2026-04-30 22:00:40.200809+00:00,"('KXBTC15M-26APR301815-15', '2026-04-30 22:01:00.200463+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301830-30,2026-04-30 22:17:00.216425+00:00,yes,70.0,session_switch:book_margin,28.0,2026-04-30 22:17:00.216425+00:00,2026-04-30 22:17:00.216425+00:00,"('KXBTC15M-26APR301830-30', '2026-04-30 22:17:00.216425+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301845-45,2026-04-30 22:34:00.984922+00:00,no,89.0,session_switch:book_margin,10.0,2026-04-30 22:34:00.984922+00:00,2026-04-30 22:34:00.984922+00:00,"('KXBTC15M-26APR301845-45', '2026-04-30 22:34:00.984922+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301900-00,2026-04-30 22:51:00.574949+00:00,yes,74.0,session_switch:book_margin,-76.0,2026-04-30 22:51:00.574949+00:00,2026-04-30 22:47:00.577436+00:00,"('KXBTC15M-26APR301900-00', '2026-04-30 22:51:00.574949+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301915-15,2026-04-30 23:00:42.526665+00:00,yes,62.0,session_switch:book_margin,36.0,2026-04-30 23:00:42.526665+00:00,2026-04-30 23:01:00.526883+00:00,"('KXBTC15M-26APR301915-15', '2026-04-30 23:00:42.526665+00:00', 'yes')",True,True,True,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301930-30,2026-04-30 23:16:00.016125+00:00,yes,61.0,session_switch:book_margin,37.0,2026-04-30 23:16:00.016125+00:00,2026-04-30 23:16:00.016125+00:00,"('KXBTC15M-26APR301930-30', '2026-04-30 23:16:00.016125+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR301945-45,2026-04-30 23:30:42.722694+00:00,yes,61.0,session_switch:book_margin,37.0,2026-04-30 23:30:42.722694+00:00,2026-04-30 23:30:42.722694+00:00,"('KXBTC15M-26APR301945-45', '2026-04-30 23:30:42.722694+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302000-00,2026-04-30 23:45:28.858661+00:00,no,71.0,session_switch:book_margin,27.0,2026-04-30 23:45:28.858661+00:00,2026-04-30 23:45:28.858661+00:00,"('KXBTC15M-26APR302000-00', '2026-04-30 23:45:28.858661+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302015-15,2026-05-01 00:00:24.916552+00:00,yes,69.0,session_switch:book_margin,29.0,2026-05-01 00:00:24.916552+00:00,2026-05-01 00:00:24.916552+00:00,"('KXBTC15M-26APR302015-15', '2026-05-01 00:00:24.916552+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302030-30,2026-05-01 00:15:36.648079+00:00,yes,67.0,session_switch:book_margin,31.0,2026-05-01 00:15:36.648079+00:00,2026-05-01 00:16:00.649183+00:00,"('KXBTC15M-26APR302030-30', '2026-05-01 00:15:36.648079+00:00', 'yes')",True,True,True,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302045-45,2026-05-01 00:30:34.198674+00:00,yes,63.0,session_switch:book_margin,35.0,2026-05-01 00:30:34.198674+00:00,2026-05-01 00:31:00.189541+00:00,"('KXBTC15M-26APR302045-45', '2026-05-01 00:30:34.198674+00:00', 'yes')",True,True,True,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302115-15,2026-05-01 01:00:25.168625+00:00,yes,65.0,session_switch:book_margin,33.0,2026-05-01 01:00:25.168625+00:00,2026-05-01 01:00:25.168625+00:00,"('KXBTC15M-26APR302115-15', '2026-05-01 01:00:25.168625+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302130-30,2026-05-01 01:16:00.596281+00:00,yes,62.0,session_switch:book_margin,-64.0,2026-05-01 01:16:00.596281+00:00,2026-05-01 01:15:24.591362+00:00,"('KXBTC15M-26APR302130-30', '2026-05-01 01:16:00.596281+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302145-45,2026-05-01 01:34:00.225361+00:00,yes,66.0,session_switch:book_margin,32.0,2026-05-01 01:34:00.225361+00:00,2026-05-01 01:31:00.221417+00:00,"('KXBTC15M-26APR302145-45', '2026-05-01 01:34:00.225361+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302200-00,2026-05-01 01:48:00.828065+00:00,yes,63.0,session_switch:book_margin,35.0,2026-05-01 01:48:00.828065+00:00,2026-05-01 01:46:00.828625+00:00,"('KXBTC15M-26APR302200-00', '2026-05-01 01:48:00.828065+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302215-15,2026-05-01 02:03:00.306881+00:00,no,81.0,session_switch:book_margin,17.0,2026-05-01 02:03:00.306881+00:00,2026-05-01 02:02:00.307109+00:00,"('KXBTC15M-26APR302215-15', '2026-05-01 02:03:00.306881+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302230-30,2026-05-01 02:17:00.648213+00:00,yes,67.0,session_switch:book_margin,-69.0,2026-05-01 02:17:00.648213+00:00,2026-05-01 02:17:00.648213+00:00,"('KXBTC15M-26APR302230-30', '2026-05-01 02:17:00.648213+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302245-45,2026-05-01 02:32:00.052870+00:00,no,72.0,session_switch:book_margin,26.0,2026-05-01 02:32:00.052870+00:00,2026-05-01 02:31:00.118693+00:00,"('KXBTC15M-26APR302245-45', '2026-05-01 02:32:00.052870+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302300-00,2026-05-01 02:46:00.480436+00:00,no,62.0,session_switch:book_margin,36.0,2026-05-01 02:46:00.480436+00:00,2026-05-01 02:45:24.481301+00:00,"('KXBTC15M-26APR302300-00', '2026-05-01 02:46:00.480436+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302315-15,2026-05-01 03:02:00.011076+00:00,no,65.0,session_switch:book_margin,-67.0,2026-05-01 03:02:00.011076+00:00,2026-05-01 03:01:00.016889+00:00,"('KXBTC15M-26APR302315-15', '2026-05-01 03:02:00.011076+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302330-30,2026-05-01 03:16:00.673288+00:00,yes,72.0,session_switch:book_margin,26.0,2026-05-01 03:16:00.673288+00:00,2026-05-01 03:16:00.673288+00:00,"('KXBTC15M-26APR302330-30', '2026-05-01 03:16:00.673288+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26APR302345-45,2026-05-01 03:33:00.056918+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-01 03:33:00.056918+00:00,2026-05-01 03:39:00.033429+00:00,"('KXBTC15M-26APR302345-45', '2026-05-01 03:33:00.056918+00:00', 'no')",True,True,True,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010000-00,2026-05-01 03:52:00.573599+00:00,yes,66.0,session_switch:book_margin,-68.0,2026-05-01 03:52:00.573599+00:00,2026-05-01 03:46:00.577830+00:00,"('KXBTC15M-26MAY010000-00', '2026-05-01 03:52:00.573599+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010015-15,2026-05-01 04:02:00.019936+00:00,yes,63.0,session_switch:frontier_v2,-65.0,2026-05-01 04:02:00.019936+00:00,2026-05-01 04:02:00.019936+00:00,"('KXBTC15M-26MAY010015-15', '2026-05-01 04:02:00.019936+00:00', 'yes')",True,False,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010030-30,2026-05-01 04:15:33.708809+00:00,no,60.0,session_switch:frontier_v2,38.0,2026-05-01 04:19:00.710692+00:00,2026-05-01 04:15:33.708809+00:00,"('KXBTC15M-26MAY010030-30', '2026-05-01 04:15:33.708809+00:00', 'no')",True,False,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010045-45,2026-05-01 04:31:00.356614+00:00,yes,61.0,session_switch:frontier_v2,37.0,2026-05-01 04:31:00.356614+00:00,2026-05-01 04:31:00.356614+00:00,"('KXBTC15M-26MAY010045-45', '2026-05-01 04:31:00.356614+00:00', 'yes')",True,False,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010100-00,2026-05-01 04:47:00.164369+00:00,no,59.0,session_switch:frontier_v2,39.0,2026-05-01 04:53:00.172815+00:00,2026-05-01 04:47:00.164369+00:00,"('KXBTC15M-26MAY010100-00', '2026-05-01 04:47:00.164369+00:00', 'no')",True,False,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010115-15,2026-05-01 05:04:00.769685+00:00,yes,68.0,session_switch:book_margin,30.0,2026-05-01 05:04:00.769685+00:00,2026-05-01 05:00:22.767877+00:00,"('KXBTC15M-26MAY010115-15', '2026-05-01 05:04:00.769685+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010130-30,2026-05-01 05:17:00.125446+00:00,no,66.0,session_switch:book_margin,32.0,2026-05-01 05:17:00.125446+00:00,2026-05-01 05:15:28.128124+00:00,"('KXBTC15M-26MAY010130-30', '2026-05-01 05:17:00.125446+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010145-45,2026-05-01 05:39:00.744383+00:00,no,73.0,session_switch:book_margin,-75.0,2026-05-01 05:39:00.744383+00:00,2026-05-01 05:30:42.739571+00:00,"('KXBTC15M-26MAY010145-45', '2026-05-01 05:39:00.744383+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010200-00,2026-05-01 05:48:00.578759+00:00,yes,68.0,session_switch:book_margin,30.0,2026-05-01 05:48:00.578759+00:00,2026-05-01 05:46:00.577449+00:00,"('KXBTC15M-26MAY010200-00', '2026-05-01 05:48:00.578759+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010215-15,2026-05-01 06:07:00.927255+00:00,yes,65.0,session_switch:book_margin,-67.0,2026-05-01 06:07:00.927255+00:00,2026-05-01 06:00:37.923245+00:00,"('KXBTC15M-26MAY010215-15', '2026-05-01 06:07:00.927255+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010230-30,2026-05-01 06:16:00.420331+00:00,yes,62.0,session_switch:book_margin,36.0,2026-05-01 06:16:00.420331+00:00,2026-05-01 06:16:00.420331+00:00,"('KXBTC15M-26MAY010230-30', '2026-05-01 06:16:00.420331+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010245-45,2026-05-01 06:33:00.142997+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-01 06:33:00.142997+00:00,2026-05-01 06:33:00.142997+00:00,"('KXBTC15M-26MAY010245-45', '2026-05-01 06:33:00.142997+00:00', 'no')",True,True,False,False,v21,book_hour04_v2_switch
KXBTC15M-26MAY010300-00,2026-05-01 06:45:37.394291+00:00,yes,71.0,session_switch:book_margin,-73.0,2026-05-01 06:45:37.394291+00:00,2026-05-01 06:45:37.394291+00:00,"('KXBTC15M-26MAY010300-00', '2026-05-01 06:45:37.394291+00:00', 'yes')",True,True,False,False,v21,book_hour04_v2_switch
