model,gate_kind,shift_scale,anchor_sigma_mult,max_weight,gate_center,gate_width,posterior_temperature,all_heartbeats_train_brier,all_heartbeats_train_logloss,all_heartbeats_train_brier_delta,all_heartbeats_train_logloss_delta,all_heartbeats_validation_brier,all_heartbeats_validation_logloss,all_heartbeats_validation_brier_delta,all_heartbeats_validation_logloss_delta,all_heartbeats_holdout_brier,all_heartbeats_holdout_logloss,all_heartbeats_holdout_brier_delta,all_heartbeats_holdout_logloss_delta,all_heartbeats_all_brier,all_heartbeats_all_logloss,all_heartbeats_all_brier_delta,all_heartbeats_all_logloss_delta,minute_bucket_train_brier,minute_bucket_train_logloss,minute_bucket_train_brier_delta,minute_bucket_train_logloss_delta,minute_bucket_validation_brier,minute_bucket_validation_logloss,minute_bucket_validation_brier_delta,minute_bucket_validation_logloss_delta,minute_bucket_holdout_brier,minute_bucket_holdout_logloss,minute_bucket_holdout_brier_delta,minute_bucket_holdout_logloss_delta,minute_bucket_all_brier,minute_bucket_all_logloss,minute_bucket_all_brier_delta,minute_bucket_all_logloss_delta,validation_mean_brier_delta,validation_mean_logloss_delta,holdout_mean_brier_delta,holdout_mean_logloss_delta,all_splits_mean_brier_delta,validation_both_datasets_brier_improved,holdout_both_datasets_brier_improved
sweep_sigma_ss1.25_asm1.00_w0.100_c0.400_gw0.100_t0.98,sigma,1.25,1.0,0.1,0.4,0.1,0.98,0.1496638711679975,0.454192759496403,0.00011731239161705265,0.00039265924313658385,0.13413757690041142,0.40112396521388916,-0.0018798296041913354,-0.0058468325032088875,0.14709646486619588,0.43817019756312775,-4.587574103961933e-05,-0.00030974022148339,0.14603375852975561,0.44033531221567385,-0.0003162094518588676,-0.0010002753791453767,0.15235523358442188,0.4548735202219498,0.00015801969520373715,0.0002984380397521025,0.13727712170938164,0.40917056688026615,-0.002280802591757225,-0.0067597283193713276,0.15068826724941817,0.44663988312206043,7.033974458367509e-05,-0.00016311810922114978,0.14899937426696105,0.444066497505489,-0.0003484471233961006,-0.0012088141608103675,-0.00208031609797428,-0.0063032804112901075,1.2232001772027878e-05,-0.00023642916535226988,-0.0006434726842639524,True,False
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.200_t1.00,sigma,1.25,0.9,0.1,0.2,0.2,1.0,0.14980072397931568,0.45429901253331506,0.0002541652029352248,0.0004989122800486689,0.1341277725890647,0.40089071183183395,-0.0018896339155380637,-0.006080085885264097,0.1471711147305385,0.43826615031756366,2.8774123303015875e-05,-0.0002137874670474771,0.14612873030918397,0.44037135716245185,-0.00022123767243051318,-0.0009642304323673745,0.1525246982229168,0.45519010177965225,0.0003274843336986688,0.0006150195974545247,0.13728878477957562,0.4090551025821097,-0.0022691395215632404,-0.006875192617527781,0.15081224302121282,0.44691887154596976,0.00019431551637832944,0.00011587031468818232,0.14912811835590425,0.4442889518448772,-0.00021970303445290051,-0.0009863598214221447,-0.002079386718550652,-0.006477639251395939,0.00011154481984067266,-4.8958576179647384e-05,-0.0005590057101310109,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.500_gw0.050_t1.00,sigma,1.0,0.9,0.1,0.5,0.05,1.0,0.14963493938618702,0.4538700944122928,8.838060980656537e-05,6.999415902642081e-05,0.13413467667087417,0.40116690709970093,-0.0018827298337285858,-0.005803890617397112,0.1471159931124832,0.4381221466169428,-2.634749475230458e-05,-0.00035779116766831986,0.14601974598844203,0.44014096815600856,-0.0003302219931724526,-0.0011946194388106623,0.15232959647813438,0.45475013579681645,0.00013238258891623556,0.00017505361461872537,0.1372822364066391,0.4093036186730998,-0.0022756878944997505,-0.0066266765265377,0.15071637448625352,0.44667793317612153,9.844698141903141e-05,-0.00012506805516004915,0.14899063390192616,0.4440267601376638,-0.0003571874884309989,-0.0012485515286355664,-0.002079208864114168,-0.006215283571967406,3.6049743333363415e-05,-0.0002414296114141845,-0.0006442591738064681,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.650_gw0.050_t0.98,sigma,1.0,0.9,0.1,0.65,0.05,0.98,0.14951021929769792,0.4538931270348764,-3.63394786825344e-05,9.3026781609995e-05,0.1341773894760754,0.40151052164738893,-0.0018400170285273465,-0.0054602760697091135,0.14712034610730407,0.4383917796319831,-2.1994499931426992e-05,-8.815815262802618e-05,0.1459544539989017,0.44027768020045993,-0.00039551398271278626,-0.001057907394359292,0.15218540268029151,0.4545272272631782,-1.181120892662646e-05,-4.7854919019540976e-05,0.13724350986436193,0.4093348714374016,-0.002314414436776935,-0.006595423762235875,0.15072634411505534,0.4468661225283055,0.00010841661022084614,6.312129702390479e-05,0.1488983675594169,0.4439368936879193,-0.0004494538309402496,-0.0013384179783800798,-0.0020772157326521407,-0.006027849915972494,4.3211055144709576e-05,-1.2518427802060694e-05,-0.0006860266737706705,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.650_gw0.200_t0.98,sigma,1.25,1.1,0.1,0.65,0.2,0.98,0.1495705981995168,0.4539766511004027,2.4039423136335003e-05,0.0001765508471363031,0.1341619546627788,0.4012241000072588,-0.0018554518418239518,-0.005746697709839266,0.1470772657177614,0.4382073456288843,-6.507488947410378e-05,-0.00027259215572683626,0.14597891894414927,0.44023334384038737,-0.0003710490374652098,-0.001102243754431853,0.15224496465237347,0.45461665586671307,4.775076315532978e-05,4.157368451535026e-05,0.13725981389799125,0.40917143099541803,-0.0022981104031476185,-0.00675886420421945,0.15068493031273172,0.44669576175153175,6.700280789723179e-05,-0.00010723947974983217,0.14892909457785877,0.4439237515653126,-0.0004187268124983823,-0.0013515601009867484,-0.002076781122485785,-0.006252780957029358,9.639592115640028e-07,-0.00018991581773833421,-0.0006799740233761296,True,False
sweep_sigma_ss1.00_asm1.00_w0.125_c0.400_gw0.200_t1.00,sigma,1.0,1.0,0.125,0.4,0.2,1.0,0.14969264459490714,0.45397278817974274,0.00014608581852668112,0.0001726879264763448,0.13414831898390878,0.400922731309498,-0.0018690875206939794,-0.006048066407600028,0.14708748611137035,0.4380129593477497,-5.485449586514757e-05,-0.0004669784368614427,0.14605136058183477,0.44013165123445447,-0.0002986073997797156,-0.0012039363603647546,0.15239573587394384,0.45486541498945177,0.00019852198472569693,0.00029033280725404564,0.1372746633011068,0.4090258276618869,-0.0022832610000320663,-0.0069044675377505915,0.15070537898576208,0.4466180478407978,8.74514809275917e-05,-0.00018495339048379966,0.1490265928965719,0.44402825700107845,-0.00032122849378524165,-0.0012470546652209036,-0.002076174260363023,-0.00647626697267531,1.6298492531222064e-05,-0.0003259659136726212,-0.0006291906220685373,True,False
sweep_dollar_ss1.25_asm1.00_w0.100_c20.000_gw20.000_t1.00,dollar,1.25,1.0,0.1,20.0,20.0,1.0,0.149768100895218,0.4541542737309119,0.00022154211883754216,0.0003541734776454919,0.13413977028718238,0.40101147668436493,-0.0018776362174203753,-0.005959321032733111,0.1471296631816596,0.43808363562029107,-1.2677425575896573e-05,-0.0003963021643200726,0.14610329769025665,0.44027235494984734,-0.00024667029135783114,-0.0010632326449718787,0.1524815180678088,0.455062967538086,0.00028430417859065527,0.0004878853558882845,0.13728958915092854,0.4091451188207911,-0.0022683351502103266,-0.006785176378846403,0.15074113025604802,0.44669774377850724,0.00012320275121352475,-0.00010525745277434329,0.149088179260892,0.4441865861013258,-0.0002596421294651652,-0.0010887255649735805,-0.002072985683815351,-0.006372248705789757,5.526266281881409e-05,-0.00025077980854720794,-0.0005882666240941461,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.100_t1.00,sigma,1.25,1.1,0.1,0.5,0.1,1.0,0.1496970196403141,0.4539745515670156,0.000150460863933638,0.0001744513137492132,0.13413566085018697,0.4009664948967438,-0.0018817456544157896,-0.006004302820354246,0.14709680469587766,0.4379691739641175,-4.5535911357835746e-05,-0.0005107638204936427,0.14605330554934695,0.4401327334635444,-0.0002966624322675304,-0.0012028541312747998,0.1523960485653372,0.454870528232616,0.00019883467611905847,0.00029544605041825767,0.1372940677673988,0.40916832008442394,-0.0022638565337400607,-0.0067619751152135366,0.15070620168927068,0.44656070830882744,8.827418443618784e-05,-0.0002422929224541459,0.14903083513365722,0.4440484432413972,-0.0003169862566999304,-0.001226868424902161,-0.002072801094077925,-0.006383138967783891,2.1369136539176048e-05,-0.0003765283714738943,-0.0006255947291708003,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.400_gw0.050_t1.00,sigma,1.25,1.0,0.1,0.4,0.05,1.0,0.14976306762082675,0.45413259691991165,0.0002165088444462948,0.00033249666664525446,0.13413317660163537,0.40097275702744795,-0.0018842299029673826,-0.005998040689650097,0.14711990744801431,0.4379898057104787,-2.2433159221180166e-05,-0.0004901320741324544,0.1460970065110626,0.44023282355040855,-0.00025296147055187124,-0.0011027640444106757,0.1524612310552632,0.45503167582473825,0.00026401716604507186,0.0004565936425405259,0.1373002765541016,0.40918295263364435,-0.002257647747037267,-0.006747342565993131,0.15073642031616777,0.4466086537657477,0.00011849281133327616,-0.00019434746553387283,0.14907721263489243,0.44415761258518194,-0.00027060875546472407,-0.0011176990811174181,-0.0020709388250023247,-0.006372691627821614,4.8029826056048e-05,-0.0003422397698331636,-0.0005942153312335311,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.650_gw0.100_t1.00,sigma,1.0,0.9,0.1,0.65,0.1,1.0,0.149593904551455,0.45377488247048603,4.734577507453652e-05,-2.5217782780362352e-05,0.13416150427353885,0.4012832962304833,-0.0018559022310639106,-0.005687501486614732,0.14711511476920996,0.4381602055714948,-2.722583802552969e-05,-0.0003197322131163194,0.14600036586355603,0.44011488973272295,-0.0003496021180584563,-0.001220697862096276,0.15227728636347385,0.45463354512311716,8.007247425570463e-05,5.8462940919434825e-05,0.13727236993883538,0.4093130540939219,-0.002285554362303488,-0.006617241105715599,0.15074616187693524,0.4467796510344934,0.00012823437210074395,-2.3350196788174404e-05,0.14896322599662415,0.44397902682802853,-0.000384595393733006,-0.0012962848382708225,-0.0020707282966836993,-0.0061523712961651655,5.050426703760713e-05,-0.0001715412049522469,-0.0006521716349936572,True,False
sweep_dollar_ss1.00_asm1.00_w0.125_c20.000_gw10.000_t0.99,dollar,1.0,1.0,0.125,20.0,10.0,0.99,0.1497180804585259,0.4541467648374192,0.0001715216821454313,0.00034666458415283374,0.13415684158842003,0.4010194759006071,-0.001860564916182722,-0.00595132181649094,0.14706206891249093,0.43796463557838655,-8.027169474456031e-05,-0.0005153022062245882,0.1460632287715101,0.4402456560107872,-0.0002867392101043864,-0.0010899315840320334,0.1524180411865771,0.45493156050244044,0.0002208272973589498,0.00035647832024271464,0.13727726331662127,0.4090626825020227,-0.0022806609845175962,-0.006867612697614767,0.15064429382228472,0.4464749834357385,2.6366317450232657e-05,-0.00032801779554308963,0.14902829663970601,0.444046756384914,-0.00031952475065114005,-0.0012285552813853795,-0.002070612950350159,-0.006409467257052853,-2.6952688647163825e-05,-0.0004216600008838389,-0.0006337970497483775,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.200_t0.98,sigma,1.0,0.9,0.125,0.2,0.2,0.98,0.14968160598496388,0.4543392975424387,0.00013504720858342756,0.0005391972891722885,0.13417841791013713,0.401129312515845,-0.0018389885944656292,-0.005841485201253049,0.14712354144416073,0.4383977449718637,-1.8799163074761926e-05,-8.219281274746137e-05,0.14605800009424078,0.44046971495674003,-0.0002919678873737064,-0.0008658726380791903,0.15238733642724722,0.4549815211718752,0.00019012253802908052,0.00040643898967746006,0.13725670679586188,0.4090133193358836,-0.002301217505276981,-0.006916975863753894,0.15076301008837806,0.44693822967037916,0.0001450825835435654,0.00013522843909757887,0.1490294618953088,0.4441593257265083,-0.0003183594950483537,-0.0011159859397910643,-0.0020701030498713052,-0.0063792305325034715,6.314171023440174e-05,2.6517813175058746e-05,-0.0006147921554435498,True,False
sweep_sigma_ss1.00_asm1.10_w0.125_c0.500_gw0.100_t1.00,sigma,1.0,1.1,0.125,0.5,0.1,1.0,0.14964615123876188,0.45385654382464985,9.959246238142039e-05,5.644357138345768e-05,0.1341424837574076,0.40088983847570303,-0.001874922747195168,-0.006080959241395012,0.1470525605255372,0.4378951716570754,-8.978008169829854e-05,-0.0005847661275357185,0.14601534239024547,0.44003182892428183,-0.0003346255913690144,-0.0013037586705373916,0.1523404005515687,0.454739342721429,0.00014318666235055288,0.0001642605392312979,0.13729388219426297,0.40905992379440126,-0.002264042106875891,-0.00687037140523622,0.15062925592054272,0.44640891856906123,1.1328415708222739e-05,-0.00039408266222035193,0.14898205419060145,0.44391771262601115,-0.00036576719975570104,-0.0013575990402882043,-0.0020694824270355294,-0.006475665323315616,-3.92258329950379e-05,-0.0004894243948780352,-0.0006624395658881935,True,False
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.200_t0.99,sigma,1.25,0.9,0.1,0.2,0.2,0.99,0.14975636969681405,0.45433803496610636,0.00020981092043359517,0.0005379347128399714,0.13414600096189433,0.4010063696433899,-0.0018714055427084264,-0.005964428073708117,0.1471529323325432,0.4383286574722126,1.0591725307707023e-05,-0.00015128031239852735,0.14610217343999402,0.44043046020313925,-0.0002477945416204663,-0.0009051273916799718,0.15247170347474537,0.45510934603878755,0.0002744895855272267,0.0005342638565898339,0.13729273730840805,0.4090933111942914,-0.0022651869927308166,-0.006836984005346103,0.15078275455757037,0.4469106226851641,0.0001648270527358775,0.00010762145388254485,0.14909123454531695,0.4442465249572974,-0.00025658684504020757,-0.001028786709001972,-0.0020682962677196215,-0.00640070603952711,8.770938902179226e-05,-2.182942925799125e-05,-0.0005794788752391394,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.100_t1.00,sigma,1.0,0.9,0.125,0.2,0.1,1.0,0.14979191710476228,0.4542467452667557,0.0002453583283818228,0.00044664501348928853,0.1341619306980423,0.400933470822191,-0.0018554758065604526,-0.006037326894907047,0.14715867764295812,0.4381655725937305,1.633703572262446e-05,-0.00031436519088062775,0.14612782140774205,0.440328499966813,-0.0002221465738724282,-0.0010070876280062202,0.15251743729493167,0.45517574911169295,0.0003202234057135267,0.0006006669294952305,0.13727896526510816,0.4090056104353202,-0.0022789590360307033,-0.00692468476431729,0.15081092736065593,0.44685180970122235,0.00019299985582144075,4.8808469940764265e-05,0.14912153156830685,0.44425702944578077,-0.00022628982205030734,-0.0010182822205185849,-0.002067217421295578,-0.006481005829612169,0.0001046684457720326,-0.00013277836046993174,-0.0005599193694919569,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.500_gw0.050_t0.99,sigma,1.0,0.9,0.1,0.5,0.05,0.99,0.14959541458857684,0.4539229800903067,4.885581219638002e-05,0.0001228798370402906,0.13415781294915075,0.40130397854192906,-0.0018595935554520104,-0.00566681917516898,0.1471031011600049,0.4381992565631668,-3.923944723058237e-05,-0.0002806812214443677,0.14599812655666236,0.440215597937293,-0.0003518414249521207,-0.0011199896575262436,0.1522812453434438,0.4546833872499728,8.403145422566927e-05,0.00010830506777509408,0.1372908053812978,0.4093624733356969,-0.002267118919841077,-0.0065678218639405594,0.15069207058768555,0.44668382701271636,7.414308285105808e-05,-0.00011917421856522115,0.1489584962715861,0.4439996985248082,-0.0003893251187710445,-0.001275613141491161,-0.0020633562376465436,-0.00611732051955477,1.7451817810237857e-05,-0.00019992772000479442,-0.000659820262208427,True,False
sweep_sigma_ss1.00_asm1.00_w0.125_c0.400_gw0.200_t0.99,sigma,1.0,1.0,0.125,0.4,0.2,0.99,0.14964995145802332,0.4540137421631692,0.00010339268164286097,0.0002136419099028064,0.13416871345197218,0.4010427474879732,-0.001848693052630579,-0.005928050229124848,0.14707110461587644,0.4380771433280907,-7.123599135905323e-05,-0.0004027944565204167,0.14602659417178848,0.4401931219940208,-0.0003233738098259997,-0.001142465600798448,0.15234415211810098,0.45478660112069325,0.00014693822888284247,0.00021151893849552517,0.137280403250819,0.4090675913751753,-0.002277521050319864,-0.006862703824462191,0.15067752777873275,0.44661117026754354,5.960027389825817e-05,-0.00019183096373803776,0.1489912407274164,0.44398798149135904,-0.0003565806629407531,-0.0012873301749403154,-0.0020631070514752214,-0.0063953770267935195,-5.817858730397529e-06,-0.0002973127101292272,-0.0006479198183142557,True,False
sweep_dollar_ss1.25_asm1.00_w0.100_c20.000_gw20.000_t0.99,dollar,1.25,1.0,0.1,20.0,20.0,0.99,0.14972401264226823,0.4541911331944347,0.00017745386588777223,0.0003910329411683233,0.13415916107913137,0.40113087327050795,-0.0018582454254713887,-0.005839924446590095,0.14711031700193997,0.43813889995353916,-3.202360529552806e-05,-0.0003410378310719775,0.14607690075648377,0.4403294634677558,-0.0002730672251307076,-0.0010061241270634125,0.15242862653307254,0.4549803663508627,0.00023141264385440063,0.00040528416866497663,0.13729472472661056,0.4091868518381819,-0.0022631995745283073,-0.006743443361455603,0.15071017527162545,0.44668205181344106,9.224776679095381e-05,-0.00012094941784052127,0.14905130172546927,0.4441422726658788,-0.00029651966488788983,-0.0011330390004205548,-0.002060722499999848,-0.006291683904022849,3.0112080747712877e-05,-0.00023099362445624938,-0.0006087257214603495,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.100_t0.99,sigma,1.25,1.1,0.1,0.5,0.1,0.99,0.14965511590793354,0.4540186886476812,0.00010855713155308311,0.00021858839441479816,0.13415580949101918,0.40108768091920177,-0.0018615970135835713,-0.005883116797896271,0.14708129956253999,0.4380342196140152,-6.104104469550897e-05,-0.00044571817059596563,0.14602913814156998,0.4401965188258825,-0.0003208298400445009,-0.001139068768936713,0.15234521248256663,0.4547947663699342,0.00014799859334849175,0.0002196841877364908,0.13729954984407564,0.4092117737908532,-0.002258374457063228,-0.0067185214087842615,0.1506791878661034,0.4465545046193884,6.12603612689111e-05,-0.0002484966118931897,0.14899604694849167,0.444010471820181,-0.0003517744418654878,-0.0012648398461183596,-0.0020599857353233997,-0.006300819103340266,1.0965828670106426e-07,-0.0003471073912445777,-0.0006438660715286371,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.400_gw0.050_t0.99,sigma,1.25,1.0,0.1,0.4,0.05,0.99,0.14972020427728067,0.45417450410996046,0.00017364550090021025,0.00037440385669407217,0.13415184289368406,0.40108984022958716,-0.0018655636109186913,-0.005880957487510885,0.14710329181779194,0.4380515961368299,-3.9048789443552057e-05,-0.0004283416477812163,0.14607174438185316,0.44029379796764256,-0.00027822359976131805,-0.0010417896271766591,0.15240940000201214,0.45495362457206495,0.00021218611279399946,0.0003785423898672313,0.13730460525358615,0.4092230448912392,-0.0022533190475527154,-0.006707250308398305,0.15070828443536657,0.446599327776433,9.035693053208171e-05,-0.00020367345484856303,0.14904137234436948,0.44411697052700594,-0.0003064490459876723,-0.0011583411392934173,-0.0020594413292357033,-0.006294103897954595,2.565407054426483e-05,-0.00031600755131488967,-0.0006136238172814446,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.050_t1.00,sigma,1.0,0.9,0.125,0.2,0.05,1.0,0.1497942640116872,0.4542108713287409,0.0002477052353067333,0.000410771075474492,0.1341714918690227,0.400977808022996,-0.0018459146355800649,-0.005992989694102058,0.14716191449800586,0.4380990547776658,1.9573890770369085e-05,-0.0003808830069453317,0.14613179442858162,0.44030259638640484,-0.00021817355303285768,-0.00103299120841438,0.1525201658839138,0.45516917790147143,0.00032295199469564717,0.0005940957192737129,0.13728535619943155,0.40903954996121655,-0.002272568101707312,-0.006890745238420926,0.15080875092184864,0.4467910722930718,0.00019082341701415206,-1.1928938209782025e-05,0.1491240150176293,0.4442477646874361,-0.00022380637272784165,-0.0010275469788632585,-0.0020592413686436883,-0.006441867466261492,0.00010519865389226057,-0.00019640597257755688,-0.0005562380332500791,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.100_t0.99,sigma,1.0,0.9,0.125,0.2,0.1,0.99,0.14974730852968182,0.45428449928464193,0.0002007497533013658,0.0004843990313755375,0.1341801506097871,0.40104813411825213,-0.001837255894815648,-0.005922663598845912,0.14714066164860803,0.4382274697273151,-1.6789586274601476e-06,-0.0002524680572960625,0.14610114374756503,0.4403865212776546,-0.0002488242340494551,-0.0009490663171646263,0.15246412410655,0.45509409520936095,0.00026691021733185605,0.0005190130271632287,0.13728267947581396,0.40904244009603125,-0.0022752448253249014,-0.006887855103606233,0.15078177800728093,0.44684366985269747,0.00016385050244643873,4.0668621415884676e-05,0.14908447667648303,0.44421380910889013,-0.00026334471387412517,-0.0010615025574092218,-0.0020562503600702747,-0.0064052593512260725,8.108577190948929e-05,-0.0001058997179400889,-0.0005804448676147248,True,False
sweep_sigma_ss1.00_asm1.10_w0.125_c0.500_gw0.100_t0.99,sigma,1.0,1.1,0.125,0.5,0.1,0.99,0.14960500756977077,0.45390255945041214,5.844879339031439e-05,0.00010245919714574336,0.13416417681449685,0.40101382360519955,-0.0018532296901059009,-0.005956974111898494,0.14703757817265997,0.4379621551640408,-0.0001047624345755227,-0.0005177826205703395,0.14599204501892474,0.4400976894768743,-0.000357922962689744,-0.0012378981179449466,0.15229027095766667,0.45466528942102036,9.305706844853212e-05,9.020723882263715e-05,0.13730089097548318,0.4091056460621865,-0.0022570333256556885,-0.0068246491374509555,0.15060244188581645,0.44640384675453765,-1.5485619018040797e-05,-0.0003991544767439348,0.148948035764777,0.4438814468921934,-0.00039978562558015684,-0.0013938647741059684,-0.0020551315078807947,-0.006390811624674725,-6.012402679678175e-05,-0.00045846854865713715,-0.0006798342012527178,True,True
sweep_dollar_ss1.00_asm1.00_w0.125_c20.000_gw10.000_t0.98,dollar,1.0,1.0,0.125,20.0,10.0,0.98,0.1496766649504765,0.4542003869709743,0.0001301061740960341,0.00040028671770792057,0.1341799596797523,0.40115723024508504,-0.0018374468248504583,-0.005813567472013004,0.14704516920977395,0.4380340310130608,-9.717139746154291e-05,-0.00044590677155031955,0.14603967099553206,0.44031932094924536,-0.0003102969860824256,-0.00101626664557386,0.15236770392002588,0.45486270831875764,0.0001704900308077406,0.0002876261365599153,0.1372856042510513,0.4091204378646833,-0.0022723200500875673,-0.006809857334954206,0.15061546395713166,0.44647121844301724,-2.4635477028356334e-06,-0.0003317827882643454,0.14899401822001698,0.4440162839242343,-0.0003538031703401723,-0.0012590277420650442,-0.002054883437469013,-0.006311712403483605,-4.981747258218927e-05,-0.00038884477990733246,-0.0006514676025331049,True,True
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.200_t0.98,sigma,1.25,0.9,0.1,0.2,0.2,0.98,0.149714612578559,0.454393790340386,0.00016805380217854715,0.0005936900871196249,0.13416769810261292,0.4011415126211084,-0.0018497084019898358,-0.0058292850959896225,0.14713754298613696,0.4384073873063722,-4.7976210985345435e-06,-7.2550478238953e-05,0.14607842787384695,0.4405067465531706,-0.0002715401077675317,-0.0008288410416485981,0.15242125548738794,0.455042585802064,0.00022404159816979963,0.0004675036198663052,0.1373000312889615,0.40914927573863197,-0.0022578930121773533,-0.006781019461005511,0.15075590708917247,0.44691671733933214,0.0001379795843379772,0.00011371610805055443,0.14905707563922352,0.44421891699054056,-0.00029074575113363643,-0.0010563946757587983,-0.0020538007070835945,-0.006305152278497567,6.659098161972132e-05,2.0582814905800717e-05,-0.0005970540084299,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.650_gw0.100_t0.99,sigma,1.0,0.9,0.1,0.65,0.1,0.99,0.14955577518194235,0.453831520655682,9.216405561895957e-06,3.1420402415605064e-05,0.13418663773604292,0.40142800206591517,-0.0018307687685598373,-0.005542795651182875,0.14710361531995453,0.4382415899478586,-3.872528728096625e-05,-0.00023834783675252824,0.14598026206258438,0.440194155621299,-0.00036970591903009997,-0.001141431973520235,0.1522302896113733,0.4545704129489353,3.3075722155162524e-05,-4.669233262422079e-06,0.1372828715692108,0.40937871222408323,-0.0022750527319280733,-0.006551582975554249,0.15072345588462469,0.4467903029154182,0.00010552837979019292,-1.269831586336867e-05,0.148932607312034,0.4439564485298694,-0.0004152140783231506,-0.0013188631364299819,-0.0020529107502439553,-0.006047189313368562,3.3401546254613335e-05,-0.00012552307630794846,-0.000666121046710271,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.300_gw0.200_t1.00,sigma,1.25,1.0,0.1,0.3,0.2,1.0,0.14975475325416632,0.45412190674124364,0.0002081944777858613,0.00032180648797724976,0.13415585460137577,0.40099509051796123,-0.0018615519032269823,-0.005975707199136815,0.14713348720754207,0.43810090203596386,-8.85339969342036e-06,-0.00037903574864728284,0.14609929284915296,0.4402531244877301,-0.00025067513246151973,-0.0010824631070891488,0.15247013755401614,0.45504433772273495,0.0002729236647980027,0.00046925554053722784,0.13731706172593897,0.40917551105075806,-0.002240862575199898,-0.0067547841488794225,0.15075506404274483,0.4467287504318639,0.0001371365379103373,-7.425079941769663e-05,0.14908964299354346,0.44418769579493717,-0.0002581783968136908,-0.0010876158713621908,-0.00205120723921344,-0.006365245674008119,6.414156910845847e-05,-0.00022664327403248974,-0.0005821688662710165,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.200_t1.00,sigma,1.25,1.1,0.1,0.5,0.2,1.0,0.14968438576519133,0.4539348370642276,0.00013782698881087407,0.00013473681096121126,0.13416774758793193,0.40105473572683636,-0.0018496589166708266,-0.0059160619902616784,0.1471006713019388,0.43801095833481085,-4.1669305296698766e-05,-0.0004689794498002886,0.14605294903245108,0.44013500606314504,-0.00029701894916339677,-0.001200581531674183,0.15238238719751332,0.45483028424093863,0.00018517330829517786,0.00025520205874091095,0.13730979886902753,0.40920783089019613,-0.0022481254321113364,-0.006722464309441345,0.15072175262930257,0.44663363970687103,0.00010382512446807657,-0.00016936152441054952,0.1490288995808773,0.4440467873963598,-0.00031892180947984405,-0.0012285242699395793,-0.0020488921743910815,-0.006319263149851512,3.10779095856889e-05,-0.00031917048710541907,-0.0006187713720841223,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.050_t0.99,sigma,1.0,0.9,0.125,0.2,0.05,0.99,0.1497494821200647,0.45424741317604284,0.00020292334368424148,0.00044731292277644386,0.13418941876078241,0.4010915725664281,-0.0018279877438203418,-0.005879225150669964,0.1471437864569968,0.4381587326345666,1.4458497613056842e-06,-0.00032120515004452344,0.14610493168088098,0.44035926697406474,-0.0002450363007334977,-0.0009763206207544783,0.15246668200879013,0.455086598668181,0.00026946811957198613,0.0005115164859832988,0.13728882899054984,0.40907556094511194,-0.0022690953105890255,-0.006854734254525541,0.15077940786133404,0.4467807145875909,0.00016148035649954373,-2.228664369069433e-05,0.149086770661276,0.4442033823196977,-0.00026105072908114146,-0.0010719293466016633,-0.0020485415272046836,-0.006366979702597753,8.146310313042471e-05,-0.00017174589686760888,-0.0005769608974820484,True,False
sweep_sigma_ss1.00_asm1.00_w0.125_c0.400_gw0.200_t0.98,sigma,1.0,1.0,0.125,0.4,0.2,0.98,0.14960991321021788,0.4540715895533977,6.33544338374259e-05,0.00027148930013132233,0.1341926288230868,0.4011824632541245,-0.0018247776815159544,-0.0057883344629735545,0.14705758233019325,0.43815773158739507,-8.475827704224059e-05,-0.00032220619721606836,0.14600469735466032,0.4402719515863473,-0.0003452706269541639,-0.0010636360084719243,0.15229516800898424,0.45472194132117943,9.795411976609714e-05,0.0001468591389817142,0.13728953039670175,0.40912730459099816,-0.002268393904437116,-0.006802990608639314,0.150652379121001,0.44661880609565885,3.445161616649761e-05,-0.00018419513562273337,0.14895866664767166,0.4439626927463332,-0.0003891547426854991,-0.0013126189199661464,-0.002046585792976535,-0.006295662535806434,-2.515333043787149e-05,-0.00025320066641940087,-0.0006636949488708818,True,False
