model,gate_kind,shift_scale,anchor_sigma_mult,max_weight,gate_center,gate_width,posterior_temperature,all_heartbeats_train_brier,all_heartbeats_train_logloss,all_heartbeats_train_brier_delta,all_heartbeats_train_logloss_delta,all_heartbeats_validation_brier,all_heartbeats_validation_logloss,all_heartbeats_validation_brier_delta,all_heartbeats_validation_logloss_delta,all_heartbeats_holdout_brier,all_heartbeats_holdout_logloss,all_heartbeats_holdout_brier_delta,all_heartbeats_holdout_logloss_delta,all_heartbeats_all_brier,all_heartbeats_all_logloss,all_heartbeats_all_brier_delta,all_heartbeats_all_logloss_delta,minute_bucket_train_brier,minute_bucket_train_logloss,minute_bucket_train_brier_delta,minute_bucket_train_logloss_delta,minute_bucket_validation_brier,minute_bucket_validation_logloss,minute_bucket_validation_brier_delta,minute_bucket_validation_logloss_delta,minute_bucket_holdout_brier,minute_bucket_holdout_logloss,minute_bucket_holdout_brier_delta,minute_bucket_holdout_logloss_delta,minute_bucket_all_brier,minute_bucket_all_logloss,minute_bucket_all_brier_delta,minute_bucket_all_logloss_delta,validation_mean_brier_delta,validation_mean_logloss_delta,holdout_mean_brier_delta,holdout_mean_logloss_delta,all_splits_mean_brier_delta,validation_both_datasets_brier_improved,holdout_both_datasets_brier_improved
sweep_sigma_ss1.25_asm1.10_w0.125_c0.650_gw0.050_t0.99,sigma,1.25,1.1,0.125,0.65,0.05,0.99,0.14967042047168808,0.4540648663664627,0.00012386169530761992,0.00026476611319631305,0.1335874108793563,0.3994021267282459,-0.002429995625246456,-0.007568670988852166,0.14720407261584045,0.4383335977814042,6.173200860495887e-05,-0.00014634000320695728,0.14594877680337293,0.43994574450615775,-0.0004011911782415556,-0.0013898430886614688,0.15238705489623844,0.45490770133481767,0.00018984100702029716,0.0003326191526199507,0.13665288685316548,0.4073419981386659,-0.00290503744797338,-0.008588297060971584,0.15089382944957128,0.44705288593255693,0.00027590194473678387,0.0002498847012753491,0.148934354303111,0.44380285649977647,-0.00041346708724615544,-0.0014724551665228902,-0.002667516536609918,-0.008078484024911875,0.00016881697667087137,5.177234903419592e-05,-0.000780616069591696,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.500_gw0.200_t1.00,sigma,1.25,0.9,0.125,0.5,0.2,1.0,0.14983325380876056,0.45434286893957326,0.0002866950323801021,0.0005427686863068715,0.13357853230467065,0.39931678491754685,-0.002438874199932106,-0.007654012799551191,0.1472950859314302,0.43848666521967483,0.00015274532419470854,6.727435063691445e-06,0.14606277615375518,0.44012582230951647,-0.0002871918278593011,-0.0012097652853027552,0.1525876258736229,0.45535134629309615,0.0003904119844047593,0.0007762641108984281,0.13668051721842997,0.4073487634480028,-0.0028774070827088938,-0.008581531751634675,0.1510555084693494,0.44742640350244617,0.00043758096451490536,0.0006234022711645859,0.14909248673095674,0.444144908889434,-0.0002553346594004191,-0.0011304027768653802,-0.0026581406413205,-0.008117772275592933,0.00029516314435480695,0.0003150648531141387,-0.0006748079961910874,True,False
sweep_dollar_ss1.25_asm1.00_w0.125_c60.000_gw10.000_t0.98,dollar,1.25,1.0,0.125,60.0,10.0,0.98,0.14965695289367947,0.45418298341949964,0.00011039411729901749,0.0003828831662332499,0.13363913186962648,0.3998706231110237,-0.0023782746349762796,-0.0071001746060743165,0.1472008041346668,0.4383384717194439,5.8463527431301676e-05,-0.00014146606516723947,0.14595043448256137,0.4401115382443525,-0.00039953349905311186,-0.001224049350466716,0.15235863469670685,0.45490645757866865,0.00016142080748871024,0.0003313753964709343,0.13662427672151933,0.4074660669919487,-0.0029336475796195305,-0.008464228207688773,0.15085508835560277,0.4469598959834063,0.00023716085076827542,0.00015689475212471438,0.14890383521666725,0.4438084173997537,-0.0004439861736899031,-0.0014668942665456708,-0.002655961107297905,-0.007782201406881545,0.00014781218909978855,7.714343478737451e-06,-0.0007907471519347509,True,False
sweep_sigma_ss1.25_asm1.10_w0.125_c0.650_gw0.050_t0.98,sigma,1.25,1.1,0.125,0.65,0.05,0.98,0.1496313765979969,0.45412645376317834,8.481782161645635e-05,0.00032635350991194745,0.133608036837591,0.39952492862505845,-0.002409369667011746,-0.007445869092039592,0.14719159766559173,0.43841425866554296,4.925705835623351e-05,-6.567911906818491e-05,0.14592702508950461,0.440023434714556,-0.0004229428921098677,-0.0013121528802632065,0.15233899333347686,0.45484693266467924,0.0001417794442587217,0.0002718504824815171,0.13665802052762552,0.4073830045546215,-0.002899903773513346,-0.00854729064501597,0.1508705129131264,0.4470624078448826,0.0002525854082918999,0.0002594066136010209,0.14890189877519822,0.4437765278713273,-0.00044592261515893905,-0.0014987837949720362,-0.002654636720262546,-0.007996579868527781,0.0001509212333240667,9.6863747266418e-05,-0.0007968056180002967,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.500_gw0.200_t0.99,sigma,1.25,0.9,0.125,0.5,0.2,0.99,0.14978950481634629,0.4543828634449989,0.00024294603996583009,0.0005827631917325049,0.13359366621624374,0.3994150000015408,-0.002423740288359011,-0.007555797715557255,0.147277398852849,0.4385465382491422,0.00013505824561349522,6.66004645310525e-05,0.1460360599414029,0.4401814797113699,-0.0003139080402115857,-0.001154107883449329,0.15253520805149084,0.45527221031680026,0.0003379941622727034,0.0006971281346025426,0.13668075725723922,0.4073678554652173,-0.0028771670438996477,-0.008562439734420169,0.1510274556446806,0.4474183179892206,0.00040952813984609926,0.0006153167579390217,0.1490554913234762,0.4440996535261454,-0.00029233006688095253,-0.0011756581401539679,-0.0026504536661293293,-0.008059118724988712,0.00027229319272979724,0.0003409586112350371,-0.0006958967907600885,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.500_gw0.050_t1.00,sigma,1.25,0.9,0.125,0.5,0.05,1.0,0.14989465398564808,0.4544626464406785,0.0003480952092676237,0.0006625461874121275,0.133560699675517,0.39925335039210713,-0.0024567068290857474,-0.0077174473249909115,0.14730558521273215,0.4384351923139013,0.00016324460549665964,-4.474547070981716e-05,0.14609808996498536,0.44017456719848136,-0.0002518780166291257,-0.001161020396337864,0.15266297321557995,0.4555187114706916,0.0004657593263618087,0.0009436292884938968,0.1367336901469305,0.4074803136102417,-0.002824234154208377,-0.008449981589395805,0.1510448581982116,0.4473274411789014,0.00042693069337709777,0.0005244399476198036,0.14914621689455093,0.4442519150141107,-0.00020160449580622353,-0.0010233966521886462,-0.0026404704916470623,-0.008083714457193358,0.0002950876494368787,0.00023984723845499323,-0.0006461518581318224,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.500_gw0.200_t0.98,sigma,1.25,0.9,0.125,0.5,0.2,0.98,0.14974836737352368,0.45443964815900445,0.00020180859714322152,0.0006395479057380582,0.13361224173882175,0.39953239493161313,-0.0024051647657810094,-0.00743840278548491,0.14726252406402282,0.4386226301380847,0.00012018345678732612,0.00014269235347358356,0.14601216204962156,0.440254292689167,-0.00033780593199292386,-0.0010812949056522303,0.1524853474958111,0.4552071318772734,0.0002881336065929663,0.0006320496950756871,0.1366842988711046,0.4074043567654652,-0.0028736254300342767,-0.008525938434172264,0.15100207800105045,0.447424633722448,0.000384150496215957,0.0006216324911664239,0.14902122595327588,0.44406919632087993,-0.0003265954370812729,-0.0012061153454194229,-0.002639395097907643,-0.007982170609828587,0.00025216697650164155,0.00038216242232000375,-0.0007140856731793025,True,False
sweep_sigma_ss1.25_asm1.00_w0.125_c0.650_gw0.200_t1.00,sigma,1.25,1.0,0.125,0.65,0.2,1.0,0.14974286055728864,0.45409760980169495,0.0001963017809081813,0.00029750954842855393,0.13360586205825978,0.39943068627516465,-0.002411544446342978,-0.007540111441933395,0.1472243586938151,0.4383108963205862,8.201808657959386e-05,-0.000169041464024966,0.1459999469428725,0.43996655681710356,-0.00035002103874198776,-0.001369030777715663,0.15247578966144293,0.4550888680176029,0.00027857577222478724,0.0005137858354051783,0.13669144924332388,0.40742004981121543,-0.0028664750578149822,-0.008510245388422044,0.15095635091873957,0.4471773474557885,0.00033842341390508124,0.00037434622450693844,0.14900779591277882,0.4439520271462009,-0.0003400254775783318,-0.0013232845200984444,-0.00263900975207898,-0.00802517841517772,0.00021022075024233755,0.00010265238024098622,-0.0007304500750900528,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.500_gw0.050_t0.99,sigma,1.25,0.9,0.125,0.5,0.05,0.99,0.14985134286927748,0.4545040234086442,0.0003047840928970258,0.0007039231553778169,0.13357511381374762,0.39934836039859156,-0.0024422926908551357,-0.007622437318506481,0.14728815018152475,0.43849377187120414,0.0001458095742892518,1.3834086593000894e-05,0.14607154208535905,0.4402301509270533,-0.0002784258962554298,-0.0011054366677659133,0.15261106633803648,0.4554412250902221,0.00041385244881833594,0.0008661429080243921,0.13673347074838463,0.40749774473749734,-0.002824453552754236,-0.008432550462140143,0.15101690371772708,0.44731758462175236,0.0003989762128925878,0.0005145833904707797,0.14910945549448795,0.4442069625168169,-0.00023836589586920254,-0.0010683491494824504,-0.0026333731218046857,-0.008027493890323312,0.0002723928935909198,0.0002642087385318903,-0.0006672206524520283,True,False
sweep_sigma_ss1.25_asm1.00_w0.125_c0.650_gw0.200_t0.99,sigma,1.25,1.0,0.125,0.65,0.2,0.99,0.14970054181118975,0.4541403146854358,0.00015398303480929076,0.0003402144321694167,0.13362288644351575,0.3995348815787104,-0.0023945200610870077,-0.0074359161383876216,0.1472081637542487,0.43837333176885496,6.58231470131998e-05,-0.00010660601575618323,0.14597476573735343,0.44002555133970905,-0.000375202244261047,-0.0013100362551101696,0.1524245554246518,0.45501231026030337,0.00022734153543366165,0.0004372280781056448,0.1366936176268508,0.4074448609688781,-0.002864306674288053,-0.00848543423075937,0.15092955528387456,0.44717096163448544,0.00031162777904006345,0.0003679604032038597,0.14897214810429232,0.4439098043068062,-0.0003756732860648315,-0.0013655073594931455,-0.0026294133676875303,-0.007960675184573496,0.00018872546302663162,0.00013067719372383824,-0.0007500085398464742,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.500_gw0.050_t0.98,sigma,1.25,0.9,0.125,0.5,0.05,0.98,0.1498106404266878,0.45456222880650604,0.0002640816503073351,0.0007621285532396493,0.13359295399144755,0.399462481292721,-0.0024244525131552064,-0.007508316424377048,0.1472735306297607,0.4385685698986055,0.00013119002252520717,8.86321139943469e-05,0.14604780831549202,0.4403028992154124,-0.00030215966612245904,-0.001032688379406843,0.15256171488516004,0.45537783726892533,0.0003645009959419021,0.0008027550867276134,0.13673653726887353,0.4075325399120067,-0.002821387032265338,-0.00839775528763076,0.15099162515415193,0.4473221198809343,0.0003736976493174393,0.0005191186496527056,0.1490754200349928,0.4441768218320226,-0.0002724013553643545,-0.001098489834276739,-0.002622919772710272,-0.007953035856003904,0.00025244383592132325,0.00030387538182352625,-0.0006853948712214434,True,False
sweep_sigma_ss1.25_asm1.00_w0.125_c0.650_gw0.200_t0.98,sigma,1.25,1.0,0.125,0.65,0.2,0.98,0.14966088003164857,0.4541999530843895,0.00011432125526811276,0.0003998528311230931,0.13364339448607998,0.3996584700236527,-0.0023740120185227753,-0.007312327693445364,0.14719483305008865,0.4384521442748115,5.249244285315813e-05,-2.7793509799645122e-05,0.14595244889880507,0.4401018617723482,-0.00039751908280941106,-0.001233725822470999,0.15237591941283307,0.454949950577683,0.00017870552361493042,0.00037486839548528383,0.1366991337975852,0.40748729230450814,-0.002858790503553671,-0.008443002895129337,0.15090548239795637,0.44717911063228555,0.00028755489312187743,0.0003761094010039656,0.14893927366462506,0.44388253287844737,-0.00040854772573209464,-0.0013927787878519893,-0.002616401261038223,-0.00787766529428735,0.00017002366798751778,0.00017415794560216025,-0.0007666214012030612,True,False
sweep_sigma_ss1.25_asm1.10_w0.125_c0.650_gw0.100_t1.00,sigma,1.25,1.1,0.125,0.65,0.1,1.0,0.14971186842667164,0.45401713887131284,0.00016530965029118438,0.00021703861804645008,0.13364411621835529,0.3995043744142776,-0.0023732902862474703,-0.007466423302820435,0.14720150213785663,0.4382141404442,5.9161530621132385e-05,-0.00026579734041115577,0.14598448176664888,0.4399137718710434,-0.0003654862149655991,-0.00142181572377581,0.15243774104295485,0.4549825055128929,0.0002405271537367082,0.0004074233306951558,0.13672728340311885,0.40752227195613033,-0.002830640898020015,-0.008408023243507146,0.15090630673246297,0.44701619396798237,0.0002883792276284769,0.00021319273670078465,0.14898216485716878,0.4438765434786618,-0.0003656565331883743,-0.0013987681876375668,-0.0026019655921337426,-0.00793722327316379,0.00017377037912480464,-2.630230185518556e-05,-0.0007417589369983305,True,False
sweep_sigma_ss1.25_asm1.10_w0.125_c0.650_gw0.100_t0.99,sigma,1.25,1.1,0.125,0.65,0.1,0.99,0.14966996393247886,0.4540610051811202,0.00012340515609840508,0.00026090492785380004,0.13366155650301093,0.39960941267137096,-0.0023558500015918304,-0.007361385045727087,0.14718592431218636,0.4382772965022401,4.358370495086139e-05,-0.00020264128237101886,0.14595975572466008,0.43997377571235613,-0.0003902122569544031,-0.0013618118824630931,0.1523868794836309,0.45490671482810413,0.00018966559441274677,0.00033163264590641006,0.13672950943616755,0.40754748107425603,-0.002828414864971318,-0.008382814125381444,0.15087998688918366,0.4470101014857914,0.00026205938434917253,0.00020710025450981773,0.148946847155338,0.44383491911657674,-0.0004009742350191414,-0.0014403925497226133,-0.0025921324332815743,-0.007872099585554265,0.00015282154465001696,2.2294860693994334e-06,-0.0007609251711253271,True,False
sweep_sigma_ss1.25_asm1.10_w0.125_c0.650_gw0.100_t0.98,sigma,1.25,1.1,0.125,0.65,0.1,0.98,0.14963072574384534,0.4541218517935932,8.416696746488261e-05,0.0003217515403268201,0.1336824883474627,0.39973387256367937,-0.0023349181571400424,-0.007236925153418672,0.147173223353427,0.4383568783311164,3.0882746191507326e-05,-0.0001230594534947227,0.14593790375893756,0.44005113896437625,-0.0004120642226769222,-0.0012844486304429692,0.1523386241796342,0.454845159261982,0.0001414102904160608,0.00027007707978427,0.1367350849477465,0.4075903236105503,-0.0028228393533923646,-0.00833997158908717,0.15085640025457717,0.4470185845920888,0.00023847274974267418,0.0002155833608072366,0.1489143100668495,0.4438082791809567,-0.00043351132350766264,-0.0014670324853426342,-0.0025788787552662035,-0.007788448371252921,0.00013467774796709076,4.626195365625696e-05,-0.0007771374594528804,True,False
sweep_sigma_ss1.25_asm1.00_w0.125_c0.500_gw0.100_t1.00,sigma,1.25,1.0,0.125,0.5,0.1,1.0,0.14981747469239132,0.4542638429123167,0.00027091591601086096,0.00046374265905030354,0.13364973860401888,0.39949736269092384,-0.0023676679005838752,-0.007473435026174202,0.14723714127938917,0.43825394642771376,9.480067215367205e-05,-0.00022599135689738148,0.14605602234909293,0.4400681603714833,-0.0002939456325215528,-0.0012674272233359485,0.15256261334894874,0.45528312946112204,0.00036539945973060317,0.0007080472789243175,0.1367807466177312,0.40762043752232674,-0.0027771776834076556,-0.008309857677310739,0.15094277716864793,0.44707077165846826,0.00032484966381343683,0.00026777042718667543,0.14907506885846492,0.4440874476695964,-0.0002727525318922397,-0.0011878639967029536,-0.0025724227919957654,-0.00789164635174247,0.00020982516798355444,2.0889535144646976e-05,-0.0006814799787138263,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.400_gw0.200_t1.00,sigma,1.25,0.9,0.125,0.4,0.2,1.0,0.14986884795564503,0.4544348708345067,0.0003222891792645788,0.0006347705812402848,0.13366190546501464,0.3994968589147654,-0.0023555010395881204,-0.007473938802332658,0.1472995094176468,0.4384959243653981,0.0001571688104113067,1.598658078694193e-05,0.1461017253245368,0.4402189504925409,-0.0002482426570776797,-0.0011166371022783284,0.15262856065711697,0.45544365701022266,0.000431346767898827,0.0008685748280249372,0.1367748093406781,0.4075573485354233,-0.0027831149604607697,-0.008372946664214176,0.15105195629950532,0.44741970519096774,0.0004340287946708321,0.0006167039596861601,0.14913523626869574,0.4442407619915448,-0.0002125851216614183,-0.0010345496747545813,-0.002569308000024445,-0.007923442733273417,0.0002955988025410694,0.000316345270236551,-0.000632297074633891,True,False
sweep_sigma_ss1.25_asm1.00_w0.125_c0.500_gw0.100_t0.99,sigma,1.25,1.0,0.125,0.5,0.1,0.99,0.14977377674040962,0.4543029037036267,0.00022721796402916383,0.0005028034503603007,0.1336647797086521,0.3995942991324405,-0.002352626795950663,-0.007376498584657554,0.14721962126340654,0.438311212437443,7.728065617104707e-05,-0.00016872534716816379,0.14602935151264834,0.44012248009179666,-0.0003206164689661395,-0.001213107503022559,0.1525100660354483,0.45520305041685016,0.0003128521462301692,0.0006279682346524429,0.13678109372555497,0.4076392471919443,-0.002776830575583894,-0.008291048007693202,0.15091445589433794,0.4470588178479397,0.0002965283895034476,0.00025581661665813327,0.14903796364134436,0.44404079761585963,-0.00030985774901279295,-0.0012345140504397278,-0.0025647286857672785,-0.007833773296175378,0.00018690452283724734,4.354563474498474e-05,-0.0007025963692667883,True,False
sweep_sigma_ss1.25_asm0.90_w0.125_c0.400_gw0.200_t0.99,sigma,1.25,0.9,0.125,0.4,0.2,0.99,0.14982409734068536,0.45447210990582565,0.0002775385643049022,0.0006720096525592578,0.13367648879277555,0.3995931490986746,-0.002340917711827206,-0.007377648618423438,0.14728085158361137,0.4385534971567568,0.0001385109763758774,7.355937214564845e-05,0.14607410419933703,0.4402721102280006,-0.00027586378227745234,-0.0010634773668186104,0.15257520689791307,0.4553618232812806,0.0003779930086949268,0.0007867410990828883,0.13677461284588122,0.407574968052294,-0.0027833114552576477,-0.008355327147343494,0.1510228647089209,0.44740922842082526,0.00040493720408640854,0.0006062271895436733,0.14909738451736393,0.444193115725464,-0.00025043687299322603,-0.001082195940835362,-0.002562114583542427,-0.007866487882883466,0.00027172409023114297,0.00033989328084466086,-0.0006542082356037898,True,False
sweep_sigma_ss1.25_asm1.00_w0.125_c0.500_gw0.100_t0.98,sigma,1.25,1.0,0.125,0.5,0.1,0.98,0.14973269074164103,0.4543587581207295,0.00018613196526057196,0.0005586578674631193,0.1336832624632309,0.39971040470748526,-0.0023341440413718606,-0.007260393009612787,0.14720492299275834,0.4383846912121095,6.258238552284134e-05,-9.524657250165047e-05,0.14600550113796779,0.4401939540663125,-0.0003444668436466958,-0.0011416335285067136,0.15246007214970278,0.45513703028579816,0.00026285826048463856,0.0005619481036004403,0.1367847452340155,0.40767547470463045,-0.002773179067123377,-0.008254820495007031,0.15088881209724778,0.44706122939907444,0.0002708845924132841,0.0002582281677928622,0.14900358718389917,0.4440089410967572,-0.0003442342064579884,-0.0012663705695421523,-0.0025536615542476188,-0.007757606752309909,0.00016673348896806273,8.149079764560585e-05,-0.0007208109841356503,True,False
