dataset,block_kind,block,rows,base_brier,candidate_brier,brier_delta,base_logloss,candidate_logloss,logloss_delta
all_heartbeats,block20,14,934,0.15209338895746946,0.15210780624691128,1.4417289441820413e-05,0.44393593593420344,0.44343268460928115,-0.0005032513249222936
all_heartbeats,block20,15,965,0.0918559900700481,0.09186545448332854,9.464413280438344e-06,0.2814408061959064,0.2814666924092404,2.5886213333992103e-05
all_heartbeats,block20,16,929,0.1142370798254394,0.11433981664052247,0.00010273681508306265,0.34316219193399494,0.34349113872937104,0.00032894679537609495
all_heartbeats,block20,17,993,0.12484318646220463,0.12465357398370423,-0.00018961247850039775,0.3801783247063718,0.37928316930313366,-0.0008951554032381459
all_heartbeats,block20,18,931,0.17247641671671282,0.17215070668640645,-0.00032571003030637535,0.4950483541044457,0.49451181489935647,-0.0005365392050892259
all_heartbeats,block20,19,952,0.1772052646464578,0.17735305625724004,0.00014779161078223857,0.5350785533265254,0.5362055024979904,0.0011269491714649416
minute_bucket,block10,0,494,0.15342225272335897,0.1534744779516718,5.222522831282994e-05,0.44702064326543994,0.4472659043437879,0.00024526107834793587
minute_bucket,block10,1,493,0.17453403243605412,0.17509860207444405,0.000564569638389939,0.5169219765738013,0.5191466380668098,0.002224661493008484
minute_bucket,block10,2,495,0.15911939814138884,0.1595899745713876,0.00047057642999875915,0.4752735408628957,0.4803229533912863,0.005049412528390584
minute_bucket,block10,3,495,0.1376375676296475,0.13796927114144403,0.00033170351179653834,0.41111815501166726,0.4120100131942051,0.0008918581825378413
minute_bucket,block10,4,480,0.1512302344407391,0.15142440704675833,0.00019417260601922726,0.4410070605838847,0.4409824424399586,-2.4618143926125047e-05
minute_bucket,block10,5,481,0.13696247692393596,0.13734250037070272,0.0003800234467667696,0.43530181664806306,0.43424773417264323,-0.0010540824754198264
minute_bucket,block10,6,493,0.15043411535729131,0.1500101755948955,-0.0004239397623958252,0.4494078105516414,0.4485392514463917,-0.0008685591052497443
minute_bucket,block10,7,489,0.12436872875634564,0.12425849024019553,-0.00011023851615010738,0.37000395311409845,0.36944731728902763,-0.000556635825070817
minute_bucket,block10,8,495,0.12440561584584685,0.12402557858292909,-0.00038003726291775675,0.3754940632956373,0.37446014509797,-0.001033918197667294
minute_bucket,block10,9,483,0.17726904084613243,0.17730375030886736,3.470946273492759e-05,0.5188231063684068,0.5196577363716591,0.0008346300032523457
minute_bucket,block20,0,254,0.1497853857049913,0.1499849803341776,0.0001995946291862838,0.4375174341520433,0.43819037983962345,0.0006729456875801398
minute_bucket,block20,1,240,0.15727127031779808,0.15716752959685318,-0.00010374072094490594,0.4570782062437847,0.45687083444402854,-0.00020737179975616193
minute_bucket,block20,2,254,0.16429189837834207,0.1649615573782231,0.0006696589998810287,0.4944155143479798,0.4977429413034744,0.0033274269554945946
minute_bucket,block20,3,239,0.1854189782547105,0.18587186296498845,0.00045288471027796207,0.5408409782698629,0.5418936630788902,0.0010526848090273155
minute_bucket,block20,4,255,0.09406362828938575,0.09403941565089076,-2.421263849498867e-05,0.3095284026509305,0.3088617445533821,-0.0006666580975484004
minute_bucket,block20,5,240,0.22824115360914213,0.22923744342441546,0.0009962898152733324,0.6513777502131087,0.6625004877815595,0.011122737568450725
minute_bucket,block20,6,255,0.12213737343789433,0.12239618445285512,0.00025881101496079417,0.3697572203379563,0.3706614213906093,0.0009042010526529864
minute_bucket,block20,7,240,0.15410652395838523,0.1545156757480697,0.00040915178968448096,0.4550641481024852,0.4559428919855257,0.0008787438830404892
minute_bucket,block20,8,254,0.1522580080474468,0.152483997984293,0.00022598993684619373,0.4427681659189643,0.44290344260584613,0.00013527668688184669
minute_bucket,block20,9,226,0.15007512605089948,0.15023353935590072,0.00015841330500124262,0.4390277652072909,0.4388234422535187,-0.00020432295377220688
minute_bucket,block20,10,240,0.16113424841784818,0.16184105524075948,0.0007068068229112989,0.5098573491624325,0.5068410696395594,-0.0030162795228730888
minute_bucket,block20,11,241,0.11289100323705244,0.11294559925529352,5.459601824107929e-05,0.36105564318976985,0.3619556158653407,0.0008999726755708481
minute_bucket,block20,12,239,0.14445139256915374,0.14358749050382805,-0.000863902065325689,0.4188708276141142,0.41708216194422937,-0.0017886656698848369
minute_bucket,block20,13,254,0.1560635277445546,0.15605356825932515,-9.959485229443787e-06,0.4781414283550627,0.4781386388125996,-2.789542463077499e-06
minute_bucket,block20,14,240,0.1534804473882976,0.15342922532818756,-5.1222060110045486e-05,0.44804310606244896,0.44714345703175196,-0.0008996490306970029
minute_bucket,block20,15,249,0.09630924091831963,0.09614211907104658,-0.00016712184727304957,0.2947854924409896,0.29455947175387165,-0.00022602068711796708
minute_bucket,block20,16,240,0.11938644828130675,0.11917167123882756,-0.00021477704247918616,0.35685694906191817,0.35661246736982594,-0.00024448169209223547
minute_bucket,block20,17,255,0.12912953825953166,0.12859396196561287,-0.000535576293918788,0.39303487669207887,0.3912579594303408,-0.0017769172617380646
minute_bucket,block20,18,239,0.1759101692418638,0.17561718869864468,-0.0002929805432191346,0.5023322272432129,0.5028842571806714,0.0005520299374585091
minute_bucket,block20,19,244,0.17860006672080536,0.178955751230356,0.0003556845095506467,0.5349760576426748,0.5360874967267659,0.0011114390840911703
