dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,5,20,14,0.7,7,7,0.5,-166.0,-0.19168591224018475,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,6,20,13,0.65,11,2,0.8461538461538461,207.0,0.23180291153415453,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,7,20,12,0.6,8,4,0.6666666666666666,71.0,0.09739368998628258,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,8,20,13,0.65,8,5,0.6153846153846154,-84.0,-0.09502262443438914,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,9,20,10,0.5,7,3,0.7,69.0,0.10935023771790808,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,10,20,13,0.65,7,6,0.5384615384615384,-119.0,-0.1452991452991453,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,11,20,11,0.55,5,6,0.45454545454545453,-196.0,-0.28160919540229884,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,12,20,10,0.5,5,5,0.5,-128.0,-0.20382165605095542,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,13,20,13,0.65,10,3,0.7692307692307693,151.0,0.17785630153121318,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,14,20,13,0.65,7,6,0.5384615384615384,-147.0,-0.17355371900826447,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,15,13,9,0.6923076923076923,7,2,0.7777777777777778,148.0,0.26811594202898553,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,0,20,10,0.5,8,2,0.8,117.0,0.17130307467057102,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,1,20,6,0.3,4,2,0.6666666666666666,6.0,0.015228426395939087,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,2,20,7,0.35,5,2,0.7142857142857143,54.0,0.1210762331838565,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,3,20,9,0.45,6,3,0.6666666666666666,17.0,0.029159519725557463,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,4,20,9,0.45,5,4,0.5555555555555556,-67.0,-0.11816578483245149,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,5,20,8,0.4,7,1,0.875,203.0,0.4084507042253521,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,6,20,6,0.3,4,2,0.6666666666666666,8.0,0.02040816326530612,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,7,20,8,0.4,4,4,0.5,-94.0,-0.1902834008097166,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,8,20,6,0.3,5,1,0.8333333333333334,129.0,0.3477088948787062,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,9,20,12,0.6,9,3,0.75,117.0,0.14942528735632185,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,10,20,6,0.3,5,1,0.8333333333333334,111.0,0.2853470437017995,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=2c; ask<=98; sec>=600,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,0,20,16,0.8,12,4,0.75,221.0,0.2257405515832482,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,1,20,15,0.75,9,6,0.6,-6.0,-0.006622516556291391,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,2,20,11,0.55,8,3,0.7272727272727273,121.0,0.17820324005891017,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,3,20,13,0.65,9,4,0.6923076923076923,58.0,0.0688836104513064,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,4,20,16,0.8,7,9,0.4375,-254.0,-0.2662473794549266,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,5,20,17,0.85,8,9,0.47058823529411764,-240.0,-0.23076923076923078,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,6,20,12,0.6,9,3,0.75,111.0,0.14068441064638784,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,7,20,13,0.65,11,2,0.8461538461538461,266.0,0.31894484412470026,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,8,20,13,0.65,9,4,0.6923076923076923,8.0,0.008968609865470852,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,9,20,12,0.6,10,2,0.8333333333333334,166.0,0.19904076738609114,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,10,20,13,0.65,9,4,0.6923076923076923,73.0,0.08827085852478839,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,11,20,12,0.6,6,6,0.5,-180.0,-0.23076923076923078,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,12,20,12,0.6,7,5,0.5833333333333334,-75.0,-0.0967741935483871,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,13,20,10,0.5,8,2,0.8,173.0,0.2759170653907496,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,14,20,14,0.7,8,6,0.5714285714285714,-78.0,-0.0888382687927107,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,15,13,8,0.6153846153846154,7,1,0.875,221.0,0.4613778705636743,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,0,20,5,0.25,4,1,0.8,115.0,0.40350877192982454,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,1,20,4,0.2,4,0,1.0,150.0,0.6,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,2,20,4,0.2,3,1,0.75,59.0,0.24481327800829875,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,3,20,5,0.25,5,0,1.0,167.0,0.5015015015015015,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,4,20,2,0.1,0,2,0.0,-115.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,5,20,4,0.2,3,1,0.75,62.0,0.2605042016806723,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,7,20,3,0.15,0,3,0.0,-174.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,8,20,6,0.3,6,0,1.0,245.0,0.6901408450704225,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,9,20,8,0.4,7,1,0.875,172.0,0.32575757575757575,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,10,20,2,0.1,2,0,1.0,86.0,0.7543859649122807,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=120,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,0,20,14,0.7,10,4,0.7142857142857143,142.0,0.1655011655011655,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,1,20,15,0.75,9,6,0.6,-6.0,-0.006622516556291391,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,2,20,10,0.5,8,2,0.8,193.0,0.31795716639209226,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,3,20,13,0.65,9,4,0.6923076923076923,58.0,0.0688836104513064,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,4,20,14,0.7,6,8,0.42857142857142855,-239.0,-0.28486293206197855,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,5,20,17,0.85,8,9,0.47058823529411764,-240.0,-0.23076923076923078,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,6,20,10,0.5,8,2,0.8,138.0,0.2084592145015106,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,7,20,13,0.65,11,2,0.8461538461538461,266.0,0.31894484412470026,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,8,20,12,0.6,8,4,0.6666666666666666,-32.0,-0.038461538461538464,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,9,20,11,0.55,9,2,0.8181818181818182,145.0,0.19205298013245034,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,10,20,11,0.55,7,4,0.6363636363636364,13.0,0.018922852983988356,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,11,20,12,0.6,6,6,0.5,-180.0,-0.23076923076923078,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,12,20,11,0.55,7,4,0.6363636363636364,-20.0,-0.027777777777777776,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,13,20,9,0.45,7,2,0.7777777777777778,141.0,0.2522361359570662,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,14,20,12,0.6,6,6,0.5,-136.0,-0.18478260869565216,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,15,13,7,0.5384615384615384,6,1,0.8571428571428571,207.0,0.5267175572519084,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,0,20,5,0.25,4,1,0.8,115.0,0.40350877192982454,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,1,20,3,0.15,3,0,1.0,120.0,0.6666666666666666,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,2,20,3,0.15,2,1,0.6666666666666666,21.0,0.11731843575418995,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,3,20,4,0.2,4,0,1.0,135.0,0.5094339622641509,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,4,20,2,0.1,0,2,0.0,-115.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,5,20,3,0.15,2,1,0.6666666666666666,29.0,0.1695906432748538,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,7,20,3,0.15,0,3,0.0,-174.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,8,20,6,0.3,6,0,1.0,245.0,0.6901408450704225,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,9,20,7,0.35,7,0,1.0,235.0,0.5053763440860215,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,10,20,2,0.1,2,0,1.0,86.0,0.7543859649122807,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=300,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,0,20,10,0.5,7,3,0.7,97.0,0.16086235489220563,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,1,20,9,0.45,5,4,0.5555555555555556,-17.0,-0.03288201160541586,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,2,20,5,0.25,4,1,0.8,114.0,0.3986013986013986,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,3,20,9,0.45,6,3,0.6666666666666666,48.0,0.08695652173913043,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,4,20,11,0.55,4,7,0.36363636363636365,-252.0,-0.38650306748466257,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,5,20,11,0.55,5,6,0.45454545454545453,-172.0,-0.25595238095238093,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,6,20,8,0.4,7,1,0.875,167.0,0.3133208255159475,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,7,20,9,0.45,7,2,0.7777777777777778,154.0,0.28205128205128205,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,8,20,7,0.35,4,3,0.5714285714285714,-53.0,-0.11699779249448124,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,9,20,5,0.25,3,2,0.6,-20.0,-0.0625,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,10,20,8,0.4,5,3,0.625,2.0,0.004016064257028112,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,11,20,9,0.45,4,5,0.4444444444444444,-178.0,-0.3079584775086505,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,12,20,7,0.35,4,3,0.5714285714285714,-36.0,-0.08256880733944955,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,13,20,8,0.4,7,1,0.875,196.0,0.3888888888888889,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,14,20,8,0.4,4,4,0.5,-96.0,-0.1935483870967742,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,15,13,5,0.38461538461538464,4,1,0.8,105.0,0.3559322033898305,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,0,20,4,0.2,3,1,0.75,70.0,0.30434782608695654,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,1,20,3,0.15,3,0,1.0,120.0,0.6666666666666666,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,2,20,3,0.15,2,1,0.6666666666666666,21.0,0.11731843575418995,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,3,20,2,0.1,2,0,1.0,74.0,0.5873015873015873,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,4,20,2,0.1,0,2,0.0,-115.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,5,20,3,0.15,2,1,0.6666666666666666,29.0,0.1695906432748538,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,7,20,2,0.1,0,2,0.0,-109.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,8,20,3,0.15,3,0,1.0,125.0,0.7142857142857143,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,9,20,6,0.3,6,0,1.0,219.0,0.5748031496062992,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,10,20,2,0.1,2,0,1.0,86.0,0.7543859649122807,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=90; sec>=600,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,0,20,16,0.8,12,4,0.75,221.0,0.2257405515832482,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,1,20,15,0.75,9,6,0.6,-6.0,-0.006622516556291391,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,2,20,11,0.55,8,3,0.7272727272727273,121.0,0.17820324005891017,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,3,20,13,0.65,9,4,0.6923076923076923,58.0,0.0688836104513064,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,4,20,16,0.8,7,9,0.4375,-254.0,-0.2662473794549266,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,5,20,17,0.85,8,9,0.47058823529411764,-240.0,-0.23076923076923078,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,6,20,12,0.6,9,3,0.75,111.0,0.14068441064638784,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,7,20,13,0.65,11,2,0.8461538461538461,266.0,0.31894484412470026,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,8,20,13,0.65,9,4,0.6923076923076923,8.0,0.008968609865470852,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,9,20,12,0.6,10,2,0.8333333333333334,166.0,0.19904076738609114,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,10,20,13,0.65,9,4,0.6923076923076923,73.0,0.08827085852478839,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,11,20,13,0.65,7,6,0.5384615384615384,-172.0,-0.19724770642201836,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,12,20,12,0.6,7,5,0.5833333333333334,-75.0,-0.0967741935483871,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,13,20,10,0.5,8,2,0.8,173.0,0.2759170653907496,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,14,20,14,0.7,8,6,0.5714285714285714,-78.0,-0.0888382687927107,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,15,13,8,0.6153846153846154,7,1,0.875,221.0,0.4613778705636743,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,0,20,5,0.25,4,1,0.8,115.0,0.40350877192982454,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,1,20,4,0.2,4,0,1.0,150.0,0.6,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,2,20,4,0.2,3,1,0.75,59.0,0.24481327800829875,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,3,20,5,0.25,5,0,1.0,167.0,0.5015015015015015,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,4,20,2,0.1,0,2,0.0,-115.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,5,20,4,0.2,3,1,0.75,62.0,0.2605042016806723,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,7,20,3,0.15,0,3,0.0,-174.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,8,20,6,0.3,6,0,1.0,245.0,0.6901408450704225,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,9,20,8,0.4,7,1,0.875,172.0,0.32575757575757575,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,10,20,2,0.1,2,0,1.0,86.0,0.7543859649122807,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=120,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,0,20,14,0.7,10,4,0.7142857142857143,142.0,0.1655011655011655,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,1,20,15,0.75,9,6,0.6,-6.0,-0.006622516556291391,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,2,20,10,0.5,8,2,0.8,193.0,0.31795716639209226,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,3,20,13,0.65,9,4,0.6923076923076923,58.0,0.0688836104513064,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,4,20,14,0.7,6,8,0.42857142857142855,-239.0,-0.28486293206197855,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,5,20,17,0.85,8,9,0.47058823529411764,-240.0,-0.23076923076923078,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,6,20,10,0.5,8,2,0.8,138.0,0.2084592145015106,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,7,20,13,0.65,11,2,0.8461538461538461,266.0,0.31894484412470026,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,8,20,12,0.6,8,4,0.6666666666666666,-32.0,-0.038461538461538464,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,9,20,11,0.55,9,2,0.8181818181818182,145.0,0.19205298013245034,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,10,20,11,0.55,7,4,0.6363636363636364,13.0,0.018922852983988356,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,11,20,13,0.65,7,6,0.5384615384615384,-172.0,-0.19724770642201836,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,12,20,11,0.55,7,4,0.6363636363636364,-20.0,-0.027777777777777776,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,13,20,9,0.45,7,2,0.7777777777777778,141.0,0.2522361359570662,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,14,20,12,0.6,6,6,0.5,-136.0,-0.18478260869565216,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,15,13,7,0.5384615384615384,6,1,0.8571428571428571,207.0,0.5267175572519084,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,0,20,5,0.25,4,1,0.8,115.0,0.40350877192982454,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,1,20,3,0.15,3,0,1.0,120.0,0.6666666666666666,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,2,20,3,0.15,2,1,0.6666666666666666,21.0,0.11731843575418995,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,3,20,4,0.2,4,0,1.0,135.0,0.5094339622641509,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,4,20,2,0.1,0,2,0.0,-115.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,5,20,3,0.15,2,1,0.6666666666666666,29.0,0.1695906432748538,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,7,20,3,0.15,0,3,0.0,-174.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,8,20,6,0.3,6,0,1.0,245.0,0.6901408450704225,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,9,20,7,0.35,7,0,1.0,235.0,0.5053763440860215,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,10,20,2,0.1,2,0,1.0,86.0,0.7543859649122807,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=300,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,0,20,10,0.5,7,3,0.7,97.0,0.16086235489220563,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,1,20,9,0.45,5,4,0.5555555555555556,-17.0,-0.03288201160541586,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,2,20,5,0.25,4,1,0.8,114.0,0.3986013986013986,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,3,20,9,0.45,6,3,0.6666666666666666,48.0,0.08695652173913043,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,4,20,11,0.55,4,7,0.36363636363636365,-252.0,-0.38650306748466257,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,5,20,11,0.55,5,6,0.45454545454545453,-172.0,-0.25595238095238093,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,6,20,8,0.4,7,1,0.875,167.0,0.3133208255159475,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,7,20,9,0.45,7,2,0.7777777777777778,154.0,0.28205128205128205,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,8,20,7,0.35,4,3,0.5714285714285714,-53.0,-0.11699779249448124,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,9,20,5,0.25,3,2,0.6,-20.0,-0.0625,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,10,20,8,0.4,5,3,0.625,2.0,0.004016064257028112,True,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,11,20,9,0.45,4,5,0.4444444444444444,-178.0,-0.3079584775086505,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=5c; ask<=95; sec>=600,12,20,7,0.35,4,3,0.5714285714285714,-36.0,-0.08256880733944955,False,False
