dataset,candidate,label,hazard_ask_max,fallback,fallback_ask_max,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,hazard_ask80_else_logit55_edge15_ask95,hazard_ask<=80_else_logit55_edge15_ask95_ask<=95,80.0,logit55_edge15_ask95,95.0,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.52397260273973,72.0,0,0,772.2335,573.0,20009.0,20582.0,1691.0,1118.0,0.08451196961367384,0.05431930813332038,3.828767123287671,3.7898305084745765,0.7048630136986301,0.038287671232876686,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,72.0,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.67241379310344,71.0,0,0,771.7515,113.0,3983.0,4096.0,617.0,504.0,0.15490836053226212,0.123046875,8.689655172413794,8.542372881355933,0.7062068965517241,0.08689655172413802,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.10169491525424,72.5,0,0,774.221,115.0,4136.0,4251.0,164.0,49.0,0.039651837524177946,0.011526699600094096,0.8305084745762712,0.8305084745762712,0.7205084745762713,0.008305084745762525,True,True,True
v21,hazard_ask65_else_score60_ask70,hazard_ask<=65_else_score60_ask70_ask<=70,65.0,score60_ask70,70.0,221,175,126,49,0.72,0.7918552036199095,0.6492999594987898,65.0,65.14857142857143,68.0,0,0,779.351787,350.0,11401.0,11751.0,1199.0,849.0,0.10516621349004474,0.07224917028338014,4.851428571428571,3.841628959276018,0.6714857142857144,0.04851428571428562,132,105,73,32,0.6952380952380952,0.7954545454545454,0.6015967557520172,65.0,65.38095238095238,68.0,0,0,779.489766,210.0,6865.0,7075.0,435.0,225.0,0.06336489439184267,0.03180212014134275,2.142857142857143,1.7045454545454546,0.6738095238095239,0.021428571428571352,44,36,26,10,0.7222222222222222,0.8181818181818182,0.5600751000260289,65.0,64.58333333333333,67.0,0,0,779.191517,72.0,2325.0,2397.0,275.0,203.0,0.11827956989247312,0.08468919482686692,5.638888888888889,4.613636363636363,0.6658333333333333,0.05638888888888893,45,34,27,7,0.7941176470588235,0.7555555555555555,0.632016119488364,65.5,65.02941176470588,67.75,0,0,779.146653,68.0,2211.0,2279.0,489.0,421.0,0.22116689280868385,0.18473014480035102,12.382352941176471,9.355555555555556,0.6702941176470588,0.12382352941176467,False,True,True
v21,hazard_ask65_else_logit55_edge15_ask70,hazard_ask<=65_else_logit55_edge15_ask70_ask<=70,65.0,logit55_edge15_ask70,70.0,221,181,130,51,0.7182320441988951,0.8190045248868778,0.6486857714679335,65.0,65.27624309392266,68.0,0,0,779.226536,362.0,11815.0,12177.0,1185.0,823.0,0.10029623360135421,0.06758643344009198,4.54696132596685,3.723981900452489,0.6727624309392265,0.045469613259668584,132,108,75,33,0.6944444444444444,0.8181818181818182,0.6021339202309699,65.0,65.36111111111111,68.0,0,0,779.4049239999999,216.0,7059.0,7275.0,441.0,225.0,0.0624734381640459,0.030927835051546393,2.0833333333333335,1.7045454545454546,0.6736111111111112,0.02083333333333326,44,37,27,10,0.7297297297297297,0.8409090909090909,0.5702183167528574,65.0,65.08108108108108,67.0,0,0,779.364427,74.0,2408.0,2482.0,292.0,218.0,0.1212624584717608,0.08783239323126511,5.891891891891892,4.954545454545454,0.6708108108108108,0.05891891891891887,45,36,28,8,0.7777777777777778,0.8,0.6191529705388181,66.0,65.22222222222223,68.0,0,0,719.351717,72.0,2348.0,2420.0,452.0,380.0,0.19250425894378195,0.15702479338842976,10.555555555555555,8.444444444444445,0.6722222222222223,0.10555555555555551,True,True,True
v21,hazard_ask65_else_score60_ask75,hazard_ask<=65_else_score60_ask75_ask<=75,65.0,score60_ask75,75.0,221,200,147,53,0.735,0.9049773755656109,0.6698242380737758,67.0,66.81,70.0,0,0,779.5612900000001,400.0,13362.0,13762.0,1338.0,938.0,0.1001347103726987,0.0681586978636826,4.69,4.244343891402715,0.6881,0.04689999999999994,132,122,86,36,0.7049180327868853,0.9242424242424242,0.6187324662537962,66.5,66.99180327868852,70.0,0,0,779.7675320000001,244.0,8173.0,8417.0,427.0,183.0,0.052245197601859784,0.02174171319947725,1.5,1.3863636363636365,0.6899180327868852,0.015000000000000013,44,41,32,9,0.7804878048780488,0.9318181818181818,0.6329499401177383,65.0,66.5609756097561,69.0,0,0,779.247148,82.0,2729.0,2811.0,471.0,389.0,0.1725906925613778,0.1383849163998577,9.487804878048781,8.840909090909092,0.6856097560975609,0.09487804878048789,45,37,29,8,0.7837837837837838,0.8222222222222222,0.6280485160803085,67.0,66.48648648648648,70.0,0,0,779.214524,74.0,2460.0,2534.0,440.0,366.0,0.17886178861788618,0.14443567482241515,9.891891891891891,8.133333333333333,0.684864864864865,0.0989189189189188,True,True,True
v21,hazard_ask65_else_logit55_edge15_ask75,hazard_ask<=65_else_logit55_edge15_ask75_ask<=75,65.0,logit55_edge15_ask75,75.0,221,201,145,56,0.7213930348258707,0.9095022624434389,0.6557076301256701,66.0,66.6318407960199,70.0,0,0,779.504859,402.0,13393.0,13795.0,1107.0,705.0,0.08265511834540432,0.05110547299746285,3.5074626865671643,3.1900452488687785,0.6863184079601989,0.035074626865671754,132,122,85,37,0.6967213114754098,0.9242424242424242,0.6101788071372826,66.0,66.8360655737705,70.0,0,0,779.801117,244.0,8154.0,8398.0,346.0,102.0,0.04243316163845965,0.012145748987854251,0.8360655737704918,0.7727272727272727,0.6883606557377049,0.008360655737704947,44,41,31,10,0.7560975609756098,0.9318181818181818,0.6065666377742431,66.0,66.2439024390244,67.0,0,0,779.364427,82.0,2716.0,2798.0,384.0,302.0,0.14138438880706922,0.10793423874195854,7.365853658536586,6.863636363636363,0.682439024390244,0.07365853658536581,45,38,29,9,0.7631578947368421,0.8444444444444444,0.6079318763676019,67.0,66.39473684210526,69.75,0,0,719.5938145,76.0,2523.0,2599.0,377.0,301.0,0.14942528735632185,0.11581377452866487,7.921052631578948,6.688888888888889,0.6839473684210526,0.07921052631578951,True,True,True
v21,hazard_ask65_else_score60_ask80,hazard_ask<=65_else_score60_ask80_ask<=80,65.0,score60_ask80,80.0,221,210,154,56,0.7333333333333333,0.9502262443438914,0.6697233780582907,67.0,67.67619047619047,71.0,0,0,779.5278185,420.0,14212.0,14632.0,1188.0,768.0,0.08359133126934984,0.05248769819573537,3.657142857142857,3.475113122171946,0.6967619047619047,0.03657142857142859,132,126,89,37,0.7063492063492064,0.9545454545454546,0.6216697176328737,67.0,67.34126984126983,71.0,0,0,779.7675320000001,252.0,8485.0,8737.0,415.0,163.0,0.04890984089569829,0.018656289344168478,1.2936507936507937,1.2348484848484849,0.6934126984126985,0.012936507936507913,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,67.81818181818181,71.0,0,0,779.2121585,88.0,2984.0,3072.0,516.0,428.0,0.17292225201072386,0.13932291666666666,9.727272727272727,9.727272727272727,0.6981818181818182,0.09727272727272718,45,40,30,10,0.75,0.8888888888888888,0.5980603857923198,67.5,68.575,72.25,0,0,779.279792,80.0,2743.0,2823.0,257.0,177.0,0.0936930368209989,0.06269925611052073,4.425,3.933333333333333,0.70575,0.04425000000000001,True,True,True
v21,hazard_ask65_else_logit55_edge15_ask80,hazard_ask<=65_else_logit55_edge15_ask80_ask<=80,65.0,logit55_edge15_ask80,80.0,221,211,152,59,0.7203791469194313,0.9547511312217195,0.6562951962989501,67.0,67.46445497630332,71.0,0,0,779.489766,422.0,14235.0,14657.0,965.0,543.0,0.06779065683175273,0.037047144709012755,2.5734597156398102,2.4570135746606336,0.6946445497630331,0.025734597156398142,132,126,88,38,0.6984126984126984,0.9545454545454546,0.6133833019085098,66.0,67.19047619047619,71.0,0,0,779.801117,252.0,8466.0,8718.0,334.0,82.0,0.039451925348452634,0.009405827024546915,0.6507936507936508,0.6212121212121212,0.6919047619047619,0.006507936507936463,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.56818181818181,70.25,0,0,779.3057875,88.0,2973.0,3061.0,427.0,339.0,0.1436259670366633,0.11074812152891211,7.704545454545454,7.704545454545454,0.6956818181818183,0.07704545454545442,45,41,30,11,0.7317073170731707,0.9111111111111111,0.5806646689292336,67.0,68.1951219512195,72.0,0,0,779.132922,82.0,2796.0,2878.0,204.0,122.0,0.07296137339055794,0.0423905489923558,2.975609756097561,2.7111111111111112,0.7019512195121951,0.029756097560975636,True,True,True
v21,hazard_ask65_else_score60_ask95,hazard_ask<=65_else_score60_ask95_ask<=95,65.0,score60_ask95,95.0,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,67.0,68.85844748858447,72.0,0,0,779.504859,424.0,15080.0,15504.0,1120.0,696.0,0.07427055702917772,0.04489164086687306,3.1780821917808217,3.1493212669683257,0.707945205479452,0.03178082191780818,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,68.57251908396947,71.0,0,0,779.745618,255.0,8983.0,9238.0,317.0,62.0,0.03528887899365468,0.006711409395973154,0.4732824427480916,0.4696969696969697,0.7051908396946566,0.004732824427480797,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.2121585,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.5,78.0,0,0,779.4280695,83.0,3102.0,3185.0,298.0,215.0,0.09606705351386202,0.06750392464678179,4.886363636363637,4.777777777777778,0.7238636363636363,0.04886363636363644,True,True,True
v21,hazard_ask65_else_logit55_edge15_ask95,hazard_ask<=65_else_logit55_edge15_ask95_ask<=95,65.0,logit55_edge15_ask95,95.0,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard_ask70_else_score60_ask70,hazard_ask<=70_else_score60_ask70_ask<=70,70.0,score60_ask70,70.0,221,175,126,49,0.72,0.7918552036199095,0.6492999594987898,65.0,65.14857142857143,68.0,0,0,779.351787,350.0,11401.0,11751.0,1199.0,849.0,0.10516621349004474,0.07224917028338014,4.851428571428571,3.841628959276018,0.6714857142857144,0.04851428571428562,132,105,73,32,0.6952380952380952,0.7954545454545454,0.6015967557520172,65.0,65.38095238095238,68.0,0,0,779.489766,210.0,6865.0,7075.0,435.0,225.0,0.06336489439184267,0.03180212014134275,2.142857142857143,1.7045454545454546,0.6738095238095239,0.021428571428571352,44,36,26,10,0.7222222222222222,0.8181818181818182,0.5600751000260289,65.0,64.58333333333333,67.0,0,0,779.191517,72.0,2325.0,2397.0,275.0,203.0,0.11827956989247312,0.08468919482686692,5.638888888888889,4.613636363636363,0.6658333333333333,0.05638888888888893,45,34,27,7,0.7941176470588235,0.7555555555555555,0.632016119488364,65.5,65.02941176470588,67.75,0,0,779.146653,68.0,2211.0,2279.0,489.0,421.0,0.22116689280868385,0.18473014480035102,12.382352941176471,9.355555555555556,0.6702941176470588,0.12382352941176467,False,True,True
v21,hazard_ask70_else_logit55_edge15_ask70,hazard_ask<=70_else_logit55_edge15_ask70_ask<=70,70.0,logit55_edge15_ask70,70.0,221,181,130,51,0.7182320441988951,0.8190045248868778,0.6486857714679335,65.0,65.27624309392266,68.0,0,0,779.226536,362.0,11815.0,12177.0,1185.0,823.0,0.10029623360135421,0.06758643344009198,4.54696132596685,3.723981900452489,0.6727624309392265,0.045469613259668584,132,108,75,33,0.6944444444444444,0.8181818181818182,0.6021339202309699,65.0,65.36111111111111,68.0,0,0,779.4049239999999,216.0,7059.0,7275.0,441.0,225.0,0.0624734381640459,0.030927835051546393,2.0833333333333335,1.7045454545454546,0.6736111111111112,0.02083333333333326,44,37,27,10,0.7297297297297297,0.8409090909090909,0.5702183167528574,65.0,65.08108108108108,67.0,0,0,779.364427,74.0,2408.0,2482.0,292.0,218.0,0.1212624584717608,0.08783239323126511,5.891891891891892,4.954545454545454,0.6708108108108108,0.05891891891891887,45,36,28,8,0.7777777777777778,0.8,0.6191529705388181,66.0,65.22222222222223,68.0,0,0,719.351717,72.0,2348.0,2420.0,452.0,380.0,0.19250425894378195,0.15702479338842976,10.555555555555555,8.444444444444445,0.6722222222222223,0.10555555555555551,True,True,True
v21,hazard_ask70_else_score60_ask75,hazard_ask<=70_else_score60_ask75_ask<=75,70.0,score60_ask75,75.0,221,200,147,53,0.735,0.9049773755656109,0.6698242380737758,67.0,66.81,70.0,0,0,779.5612900000001,400.0,13362.0,13762.0,1338.0,938.0,0.1001347103726987,0.0681586978636826,4.69,4.244343891402715,0.6881,0.04689999999999994,132,122,86,36,0.7049180327868853,0.9242424242424242,0.6187324662537962,66.5,66.99180327868852,70.0,0,0,779.7675320000001,244.0,8173.0,8417.0,427.0,183.0,0.052245197601859784,0.02174171319947725,1.5,1.3863636363636365,0.6899180327868852,0.015000000000000013,44,41,32,9,0.7804878048780488,0.9318181818181818,0.6329499401177383,65.0,66.5609756097561,69.0,0,0,779.247148,82.0,2729.0,2811.0,471.0,389.0,0.1725906925613778,0.1383849163998577,9.487804878048781,8.840909090909092,0.6856097560975609,0.09487804878048789,45,37,29,8,0.7837837837837838,0.8222222222222222,0.6280485160803085,67.0,66.48648648648648,70.0,0,0,779.214524,74.0,2460.0,2534.0,440.0,366.0,0.17886178861788618,0.14443567482241515,9.891891891891891,8.133333333333333,0.684864864864865,0.0989189189189188,True,True,True
v21,hazard_ask70_else_logit55_edge15_ask75,hazard_ask<=70_else_logit55_edge15_ask75_ask<=75,70.0,logit55_edge15_ask75,75.0,221,201,145,56,0.7213930348258707,0.9095022624434389,0.6557076301256701,66.0,66.6318407960199,70.0,0,0,779.504859,402.0,13393.0,13795.0,1107.0,705.0,0.08265511834540432,0.05110547299746285,3.5074626865671643,3.1900452488687785,0.6863184079601989,0.035074626865671754,132,122,85,37,0.6967213114754098,0.9242424242424242,0.6101788071372826,66.0,66.8360655737705,70.0,0,0,779.801117,244.0,8154.0,8398.0,346.0,102.0,0.04243316163845965,0.012145748987854251,0.8360655737704918,0.7727272727272727,0.6883606557377049,0.008360655737704947,44,41,31,10,0.7560975609756098,0.9318181818181818,0.6065666377742431,66.0,66.2439024390244,67.0,0,0,779.364427,82.0,2716.0,2798.0,384.0,302.0,0.14138438880706922,0.10793423874195854,7.365853658536586,6.863636363636363,0.682439024390244,0.07365853658536581,45,38,29,9,0.7631578947368421,0.8444444444444444,0.6079318763676019,67.0,66.39473684210526,69.75,0,0,719.5938145,76.0,2523.0,2599.0,377.0,301.0,0.14942528735632185,0.11581377452866487,7.921052631578948,6.688888888888889,0.6839473684210526,0.07921052631578951,True,True,True
v21,hazard_ask70_else_score60_ask80,hazard_ask<=70_else_score60_ask80_ask<=80,70.0,score60_ask80,80.0,221,210,154,56,0.7333333333333333,0.9502262443438914,0.6697233780582907,67.0,67.67619047619047,71.0,0,0,779.5278185,420.0,14212.0,14632.0,1188.0,768.0,0.08359133126934984,0.05248769819573537,3.657142857142857,3.475113122171946,0.6967619047619047,0.03657142857142859,132,126,89,37,0.7063492063492064,0.9545454545454546,0.6216697176328737,67.0,67.34126984126983,71.0,0,0,779.7675320000001,252.0,8485.0,8737.0,415.0,163.0,0.04890984089569829,0.018656289344168478,1.2936507936507937,1.2348484848484849,0.6934126984126985,0.012936507936507913,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,67.81818181818181,71.0,0,0,779.2121585,88.0,2984.0,3072.0,516.0,428.0,0.17292225201072386,0.13932291666666666,9.727272727272727,9.727272727272727,0.6981818181818182,0.09727272727272718,45,40,30,10,0.75,0.8888888888888888,0.5980603857923198,67.5,68.575,72.25,0,0,779.279792,80.0,2743.0,2823.0,257.0,177.0,0.0936930368209989,0.06269925611052073,4.425,3.933333333333333,0.70575,0.04425000000000001,True,True,True
v21,hazard_ask70_else_logit55_edge15_ask80,hazard_ask<=70_else_logit55_edge15_ask80_ask<=80,70.0,logit55_edge15_ask80,80.0,221,211,152,59,0.7203791469194313,0.9547511312217195,0.6562951962989501,67.0,67.46445497630332,71.0,0,0,779.489766,422.0,14235.0,14657.0,965.0,543.0,0.06779065683175273,0.037047144709012755,2.5734597156398102,2.4570135746606336,0.6946445497630331,0.025734597156398142,132,126,88,38,0.6984126984126984,0.9545454545454546,0.6133833019085098,66.0,67.19047619047619,71.0,0,0,779.801117,252.0,8466.0,8718.0,334.0,82.0,0.039451925348452634,0.009405827024546915,0.6507936507936508,0.6212121212121212,0.6919047619047619,0.006507936507936463,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.56818181818181,70.25,0,0,779.3057875,88.0,2973.0,3061.0,427.0,339.0,0.1436259670366633,0.11074812152891211,7.704545454545454,7.704545454545454,0.6956818181818183,0.07704545454545442,45,41,30,11,0.7317073170731707,0.9111111111111111,0.5806646689292336,67.0,68.1951219512195,72.0,0,0,779.132922,82.0,2796.0,2878.0,204.0,122.0,0.07296137339055794,0.0423905489923558,2.975609756097561,2.7111111111111112,0.7019512195121951,0.029756097560975636,True,True,True
v21,hazard_ask70_else_score60_ask95,hazard_ask<=70_else_score60_ask95_ask<=95,70.0,score60_ask95,95.0,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,67.0,68.85844748858447,72.0,0,0,779.504859,424.0,15080.0,15504.0,1120.0,696.0,0.07427055702917772,0.04489164086687306,3.1780821917808217,3.1493212669683257,0.707945205479452,0.03178082191780818,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,68.57251908396947,71.0,0,0,779.745618,255.0,8983.0,9238.0,317.0,62.0,0.03528887899365468,0.006711409395973154,0.4732824427480916,0.4696969696969697,0.7051908396946566,0.004732824427480797,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.2121585,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.5,78.0,0,0,779.4280695,83.0,3102.0,3185.0,298.0,215.0,0.09606705351386202,0.06750392464678179,4.886363636363637,4.777777777777778,0.7238636363636363,0.04886363636363644,True,True,True
v21,hazard_ask70_else_logit55_edge15_ask95,hazard_ask<=70_else_logit55_edge15_ask95_ask<=95,70.0,logit55_edge15_ask95,95.0,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard_ask75_else_score60_ask70,hazard_ask<=75_else_score60_ask70_ask<=70,75.0,score60_ask70,70.0,221,200,147,53,0.735,0.9049773755656109,0.6698242380737758,67.0,66.81,70.0,0,0,779.5612900000001,400.0,13362.0,13762.0,1338.0,938.0,0.1001347103726987,0.0681586978636826,4.69,4.244343891402715,0.6881,0.04689999999999994,132,122,86,36,0.7049180327868853,0.9242424242424242,0.6187324662537962,66.5,66.99180327868852,70.0,0,0,779.7675320000001,244.0,8173.0,8417.0,427.0,183.0,0.052245197601859784,0.02174171319947725,1.5,1.3863636363636365,0.6899180327868852,0.015000000000000013,44,41,32,9,0.7804878048780488,0.9318181818181818,0.6329499401177383,65.0,66.5609756097561,69.0,0,0,779.247148,82.0,2729.0,2811.0,471.0,389.0,0.1725906925613778,0.1383849163998577,9.487804878048781,8.840909090909092,0.6856097560975609,0.09487804878048789,45,37,29,8,0.7837837837837838,0.8222222222222222,0.6280485160803085,67.0,66.48648648648648,70.0,0,0,779.214524,74.0,2460.0,2534.0,440.0,366.0,0.17886178861788618,0.14443567482241515,9.891891891891891,8.133333333333333,0.684864864864865,0.0989189189189188,True,True,True
v21,hazard_ask75_else_logit55_edge15_ask70,hazard_ask<=75_else_logit55_edge15_ask70_ask<=70,75.0,logit55_edge15_ask70,70.0,221,201,145,56,0.7213930348258707,0.9095022624434389,0.6557076301256701,66.0,66.6318407960199,70.0,0,0,779.504859,402.0,13393.0,13795.0,1107.0,705.0,0.08265511834540432,0.05110547299746285,3.5074626865671643,3.1900452488687785,0.6863184079601989,0.035074626865671754,132,122,85,37,0.6967213114754098,0.9242424242424242,0.6101788071372826,66.0,66.8360655737705,70.0,0,0,779.801117,244.0,8154.0,8398.0,346.0,102.0,0.04243316163845965,0.012145748987854251,0.8360655737704918,0.7727272727272727,0.6883606557377049,0.008360655737704947,44,41,31,10,0.7560975609756098,0.9318181818181818,0.6065666377742431,66.0,66.2439024390244,67.0,0,0,779.364427,82.0,2716.0,2798.0,384.0,302.0,0.14138438880706922,0.10793423874195854,7.365853658536586,6.863636363636363,0.682439024390244,0.07365853658536581,45,38,29,9,0.7631578947368421,0.8444444444444444,0.6079318763676019,67.0,66.39473684210526,69.75,0,0,719.5938145,76.0,2523.0,2599.0,377.0,301.0,0.14942528735632185,0.11581377452866487,7.921052631578948,6.688888888888889,0.6839473684210526,0.07921052631578951,True,True,True
v21,hazard_ask75_else_score60_ask75,hazard_ask<=75_else_score60_ask75_ask<=75,75.0,score60_ask75,75.0,221,200,147,53,0.735,0.9049773755656109,0.6698242380737758,67.0,66.81,70.0,0,0,779.5612900000001,400.0,13362.0,13762.0,1338.0,938.0,0.1001347103726987,0.0681586978636826,4.69,4.244343891402715,0.6881,0.04689999999999994,132,122,86,36,0.7049180327868853,0.9242424242424242,0.6187324662537962,66.5,66.99180327868852,70.0,0,0,779.7675320000001,244.0,8173.0,8417.0,427.0,183.0,0.052245197601859784,0.02174171319947725,1.5,1.3863636363636365,0.6899180327868852,0.015000000000000013,44,41,32,9,0.7804878048780488,0.9318181818181818,0.6329499401177383,65.0,66.5609756097561,69.0,0,0,779.247148,82.0,2729.0,2811.0,471.0,389.0,0.1725906925613778,0.1383849163998577,9.487804878048781,8.840909090909092,0.6856097560975609,0.09487804878048789,45,37,29,8,0.7837837837837838,0.8222222222222222,0.6280485160803085,67.0,66.48648648648648,70.0,0,0,779.214524,74.0,2460.0,2534.0,440.0,366.0,0.17886178861788618,0.14443567482241515,9.891891891891891,8.133333333333333,0.684864864864865,0.0989189189189188,True,True,True
v21,hazard_ask75_else_logit55_edge15_ask75,hazard_ask<=75_else_logit55_edge15_ask75_ask<=75,75.0,logit55_edge15_ask75,75.0,221,201,145,56,0.7213930348258707,0.9095022624434389,0.6557076301256701,66.0,66.6318407960199,70.0,0,0,779.504859,402.0,13393.0,13795.0,1107.0,705.0,0.08265511834540432,0.05110547299746285,3.5074626865671643,3.1900452488687785,0.6863184079601989,0.035074626865671754,132,122,85,37,0.6967213114754098,0.9242424242424242,0.6101788071372826,66.0,66.8360655737705,70.0,0,0,779.801117,244.0,8154.0,8398.0,346.0,102.0,0.04243316163845965,0.012145748987854251,0.8360655737704918,0.7727272727272727,0.6883606557377049,0.008360655737704947,44,41,31,10,0.7560975609756098,0.9318181818181818,0.6065666377742431,66.0,66.2439024390244,67.0,0,0,779.364427,82.0,2716.0,2798.0,384.0,302.0,0.14138438880706922,0.10793423874195854,7.365853658536586,6.863636363636363,0.682439024390244,0.07365853658536581,45,38,29,9,0.7631578947368421,0.8444444444444444,0.6079318763676019,67.0,66.39473684210526,69.75,0,0,719.5938145,76.0,2523.0,2599.0,377.0,301.0,0.14942528735632185,0.11581377452866487,7.921052631578948,6.688888888888889,0.6839473684210526,0.07921052631578951,True,True,True
