model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,path_points,min_bid_after_entry,max_bid_after_entry,min_p_side_after_entry,max_p_side_after_entry,bid_drawdown_cents,bid_runup_cents,p_side_drawdown,p_side_runup,first_prob52_elapsed_sec,first_prob56_elapsed_sec,first_bid_drop20_elapsed_sec,first_bid_drop40_elapsed_sec,last_path_seconds_to_close,w30_min_bid,w30_min_p_side,w30_bid_drawdown_cents,w30_p_side_drawdown,w60_min_bid,w60_min_p_side,w60_bid_drawdown_cents,w60_p_side_drawdown,w120_min_bid,w120_min_p_side,w120_bid_drawdown_cents,w120_p_side_drawdown,w240_min_bid,w240_min_p_side,w240_bid_drawdown_cents,w240_p_side_drawdown,fee_1c_entry_cents,settlement_fee_1c_entry_cents,exit_over_hold_cents
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010115-15,train,2026-05-01 05:05:13.411000+00:00,yes,yes,True,80.0,79.0,0.8418310894361716,0.8418310894361716,4.183108943617157,586.589,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,40,79.0,100.0,0.8418310894361716,0.999999,1.0,20.0,0.0,0.1581679105638284,,,,,0.816,79.0,0.8418310894361716,1.0,0.0,79.0,0.8418310894361716,1.0,0.0,79.0,0.8418310894361716,1.0,0.0,79.0,0.8418310894361716,1.0,0.0,35.0,35.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010130-30,train,2026-05-01 05:20:14.982000+00:00,no,no,True,88.0,87.0,0.9014235490353865,0.09857645096461354,2.1423549035386458,585.018,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,39,82.0,100.0,0.8324373739905814,0.999999,6.0,12.0,0.06898617504480509,0.09857545096461351,,,,,14.09,87.0,0.9014235490353865,1.0,0.0,82.0,0.8679873404442434,6.0,0.033436208591143046,82.0,0.8616562931165335,6.0,0.039767255918852995,82.0,0.8324373739905814,6.0,0.06898617504480509,20.0,20.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010200-00,train,2026-05-01 05:51:17.698000+00:00,yes,yes,True,61.0,60.0,0.6809022013323286,0.6809022013323286,7.090220133232862,522.302,settlement_win,,,,,,78.0,True,122.0,4.0,0.0,4.0,35,58.0,100.0,0.5413917870525603,0.999999,3.0,39.0,0.1395104142797683,0.3190967986676714,,45.015,,,11.798,58.0,0.6809022013323286,3.0,0.0,58.0,0.5413917870525603,3.0,0.1395104142797683,58.0,0.5413917870525603,3.0,0.1395104142797683,58.0,0.5413917870525603,3.0,0.1395104142797683,72.0,72.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010215-15,train,2026-05-01 06:07:03.960000+00:00,yes,no,False,65.0,64.0,0.6668216070999833,0.6668216070999833,1.6821607099983282,476.04,probability_reduce,2026-05-01 06:09:04.135000+00:00,355.865,53.0,0.5092923446770948,-2.0707655322905154,-24.0,False,130.0,4.0,4.0,8.0,31,3.0,64.0,4.659845862908796e-05,0.6668216070999833,62.0,-1.0,0.6667750086413542,0.0,120.175,15.034,75.131,180.243,25.363,52.0,0.545,13.0,0.12182160709998324,52.0,0.545,13.0,0.12182160709998324,43.0,0.545,22.0,0.12182160709998324,6.0,0.2757123624214692,59.0,0.3911092446785141,-34.0,-136.0,102.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010230-30,train,2026-05-01 06:29:21.118000+00:00,yes,yes,True,94.0,93.0,0.9579506212710257,0.9579506212710257,1.7950621271025682,38.882,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,3,93.0,100.0,0.9579506212710257,0.999999,1.0,6.0,0.0,0.04204837872897427,,,,,8.812,93.0,0.9579506212710257,1.0,0.0,93.0,0.9579506212710257,1.0,0.0,93.0,0.9579506212710257,1.0,0.0,93.0,0.9579506212710257,1.0,0.0,9.0,9.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010245-45,train,2026-05-01 06:40:07.380000+00:00,no,no,True,97.0,96.0,0.9836925262667541,0.016307473733245925,1.3692526266754044,292.62,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,20,96.0,100.0,0.9836925262667541,0.999999,1.0,3.0,0.0,0.016306473733245896,,,,,7.26,96.0,0.9836925262667541,1.0,0.0,96.0,0.9836925262667541,1.0,0.0,96.0,0.9836925262667541,1.0,0.0,96.0,0.9836925262667541,1.0,0.0,3.0,3.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010315-15,train,2026-05-01 07:05:09.417000+00:00,no,yes,False,76.0,75.0,0.8150755018871373,0.1849244981128627,5.507550188713722,590.583,probability_reduce,2026-05-01 07:10:10.020000+00:00,289.98,35.0,0.33499999999999996,-1.5,-82.0,False,152.0,3.0,4.0,7.0,40,9.0,79.0,0.14445068040731412,0.9958231499983825,67.0,3.0,0.6706248214798232,0.18074764811124522,300.603,300.603,165.285,285.562,4.624,74.0,0.8150755018871373,2.0,0.0,73.0,0.8150755018871373,3.0,0.0,73.0,0.7571654741216737,3.0,0.05791002776546361,56.0,0.5856037614267656,20.0,0.22947174046037166,-91.0,-157.0,66.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010330-30,train,2026-05-01 07:21:11.051000+00:00,yes,no,False,77.0,76.0,0.8030684664211067,0.8030684664211067,3.3068466421106706,528.949,probability_reduce,2026-05-01 07:23:11.273000+00:00,408.727,40.0,0.4484975805468056,4.849758054680564,-74.0,False,154.0,3.0,4.0,7.0,32,2.0,76.0,0.006498861710365622,0.814388120421561,75.0,-1.0,0.7965696047107411,0.011319654000454205,120.222,120.222,105.196,256.62,62.025,73.0,0.8030684664211067,4.0,0.0,73.0,0.8030684664211067,4.0,0.0,50.0,0.7811422208163453,27.0,0.02192624560476142,40.0,0.44751706300739924,37.0,0.3555514034137075,-83.0,-159.0,76.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010400-00,train,2026-05-01 07:50:14.912000+00:00,yes,yes,True,88.0,87.0,0.885095199955205,0.885095199955205,0.5095199955205061,585.088,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,39,87.0,100.0,0.75,0.999999,1.0,12.0,0.13509519995520503,0.11490380004479495,,,,,14.319,87.0,0.885095199955205,1.0,0.0,87.0,0.75,1.0,0.13509519995520503,87.0,0.75,1.0,0.13509519995520503,87.0,0.75,1.0,0.13509519995520503,20.0,20.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010415-15,train,2026-05-01 08:05:01.073000+00:00,no,yes,False,75.0,74.0,0.7760775880305332,0.22392241196946683,2.607758803053315,598.927,probability_reduce,2026-05-01 08:09:01.425000+00:00,358.575,43.0,0.41999999999999993,-1.000000000000007,-64.0,False,150.0,3.0,4.0,7.0,35,1.0,75.0,0.010104669208327977,0.7873898631835842,74.0,0.0,0.7659729188222052,0.011312275153050999,240.352,240.352,195.268,330.509,88.108,69.0,0.7760775880305332,6.0,0.0,66.0,0.7760775880305332,9.0,0.0,62.0,0.659536027616112,13.0,0.11654156041442121,36.0,0.622783399780706,39.0,0.1532941882498272,-73.0,-155.0,82.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010430-30,train,2026-05-01 08:20:02.577000+00:00,yes,yes,True,96.0,96.0,0.9723030102719444,0.9723030102719444,1.230301027194443,597.423,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,40,96.0,100.0,0.9723030102719444,0.999999,0.0,4.0,0.0,0.027695989728055537,,,,,11.597,96.0,0.9723030102719444,0.0,0.0,96.0,0.9723030102719444,0.0,0.0,96.0,0.9723030102719444,0.0,0.0,96.0,0.9723030102719444,0.0,0.0,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010445-45,train,2026-05-01 08:35:19.069000+00:00,no,no,True,68.0,67.0,0.6879198297788505,0.31208017022114953,0.7919829778850414,580.931,settlement_win,,,,,,64.0,True,136.0,4.0,0.0,4.0,39,58.0,100.0,0.6879198297788505,0.999999,10.0,32.0,0.0,0.3120791702211495,,,,,9.95,67.0,0.6879198297788505,1.0,0.0,67.0,0.6879198297788505,1.0,0.0,67.0,0.6879198297788505,1.0,0.0,58.0,0.6879198297788505,10.0,0.0,58.0,58.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010515-15,train,2026-05-01 09:05:36.832000+00:00,no,no,True,81.0,80.0,0.813641556688066,0.18635844331193396,0.3641556688066032,563.168,settlement_win,,,,,,38.0,True,162.0,3.0,0.0,3.0,38,75.0,100.0,0.6920061055328834,0.999999,6.0,19.0,0.1216354511551826,0.18635744331193393,,,,,7.202,75.0,0.775,6.0,0.038641556688066014,75.0,0.6920061055328834,6.0,0.1216354511551826,75.0,0.6920061055328834,6.0,0.1216354511551826,75.0,0.6920061055328834,6.0,0.1216354511551826,33.0,33.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010530-30,train,2026-05-01 09:25:38.822000+00:00,yes,yes,True,67.0,66.0,0.6896557634670761,0.6896557634670761,1.965576346707607,261.178,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,18,63.0,100.0,0.635,0.999999,4.0,33.0,0.054655763467076124,0.31034323653292384,,,,,5.732,65.0,0.6874117746024336,2.0,0.002243988864642499,63.0,0.635,4.0,0.054655763467076124,63.0,0.635,4.0,0.054655763467076124,63.0,0.635,4.0,0.054655763467076124,60.0,60.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010545-45,train,2026-05-01 09:37:24.815000+00:00,no,no,True,80.0,79.0,0.8226107768730326,0.17738922312696737,2.2610776873032705,455.185,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,31,70.0,100.0,0.6768503593264477,0.999999,10.0,20.0,0.14576041754658497,0.17738822312696734,,,,,4.446,71.0,0.8226107768730326,9.0,0.0,71.0,0.6768503593264477,9.0,0.14576041754658497,70.0,0.6768503593264477,10.0,0.14576041754658497,70.0,0.6768503593264477,10.0,0.14576041754658497,35.0,35.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010600-00,train,2026-05-01 09:50:10.901000+00:00,no,no,True,90.0,89.0,0.9125114955931958,0.08748850440680422,1.2511495593195718,589.099,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,40,86.0,100.0,0.8037155231495678,0.999999,4.0,10.0,0.10879597244362793,0.0874875044068042,,,,,3.15,87.0,0.9125114955931958,3.0,0.0,87.0,0.9125114955931958,3.0,0.0,86.0,0.8707375058578213,4.0,0.041773989735374495,86.0,0.8037155231495678,4.0,0.10879597244362793,16.0,16.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010615-15,train,2026-05-01 10:05:12.248000+00:00,no,no,True,76.0,75.0,0.7975524424062703,0.20244755759372968,3.755244240627036,587.752,settlement_win,,,,,,48.0,True,152.0,3.0,0.0,3.0,40,70.0,100.0,0.7569295946069883,0.999999,6.0,24.0,0.04062284779928205,0.20244655759372965,,,,,1.522,74.0,0.7975524424062703,2.0,0.0,74.0,0.7975524424062703,2.0,0.0,74.0,0.775422954850193,2.0,0.022129487556077354,70.0,0.7569295946069883,6.0,0.04062284779928205,43.0,43.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010630-30,train,2026-05-01 10:22:14.189000+00:00,yes,yes,True,98.0,98.0,0.9942028080494936,0.9942028080494936,1.420280804949357,465.811,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,32,98.0,100.0,0.75,0.999999,0.0,2.0,0.24420280804949357,0.005796191950506402,,,,,0.223,98.0,0.75,0.0,0.24420280804949357,98.0,0.75,0.0,0.24420280804949357,98.0,0.75,0.0,0.24420280804949357,98.0,0.75,0.0,0.24420280804949357,1.0,1.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010645-45,train,2026-05-01 10:40:00.627000+00:00,no,no,True,98.0,98.0,0.9866893547405267,0.013310645259473342,0.6689354740526596,299.373,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,20,98.0,100.0,0.9866893547405267,0.999999,0.0,2.0,0.0,0.013309645259473313,,,,,13.829,98.0,0.9866893547405267,0.0,0.0,98.0,0.9866893547405267,0.0,0.0,98.0,0.9866893547405267,0.0,0.0,98.0,0.9866893547405267,0.0,0.0,1.0,1.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010715-15,train,2026-05-01 11:13:03.347000+00:00,yes,yes,True,93.0,93.0,0.9307774183587442,0.9307774183587442,0.07774183587441996,116.653,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,8,93.0,100.0,0.9307774183587442,0.999999,0.0,7.0,0.0,0.0692215816412558,,,,,11.443,93.0,0.9307774183587442,0.0,0.0,93.0,0.9307774183587442,0.0,0.0,93.0,0.9307774183587442,0.0,0.0,93.0,0.9307774183587442,0.0,0.0,11.0,11.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010730-30,train,2026-05-01 11:22:04.079000+00:00,yes,yes,True,97.0,97.0,0.9949886476763032,0.9949886476763032,2.498864767630323,475.921,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,32,92.0,100.0,0.9291558533974804,0.999999,5.0,3.0,0.06583279427882283,0.005010352323696732,,,,,10.385,97.0,0.9949886476763032,0.0,0.0,97.0,0.9949886476763032,0.0,0.0,97.0,0.994801660242614,0.0,0.0001869874336892785,93.0,0.9873982957723928,4.0,0.007590351903910442,3.0,3.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010745-45,train,2026-05-01 11:42:35.717000+00:00,yes,yes,True,64.0,63.0,0.6582469556172921,0.6582469556172921,1.8246955617292144,144.283,settlement_win,,,,,,72.0,True,128.0,4.0,0.0,4.0,10,63.0,100.0,0.6582469556172921,0.999999,1.0,36.0,0.0,0.3417520443827079,,,,,9.093,63.0,0.6582469556172921,1.0,0.0,63.0,0.6582469556172921,1.0,0.0,63.0,0.6582469556172921,1.0,0.0,63.0,0.6582469556172921,1.0,0.0,66.0,66.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010800-00,train,2026-05-01 11:50:21.576000+00:00,no,yes,False,71.0,70.0,0.7389010933111446,0.2610989066888554,2.8901093311144592,578.424,probability_reduce,2026-05-01 11:52:06.728000+00:00,473.272,48.0,0.47888515980288493,-0.11148401971150435,-46.0,False,142.0,3.0,4.0,7.0,34,1.0,78.0,0.01469852389955384,0.7820776151206892,70.0,7.0,0.7242025694115908,0.043176521809544566,105.152,105.152,105.152,420.553,82.772,67.0,0.7,4.0,0.03890109331114466,67.0,0.7,4.0,0.03890109331114466,48.0,0.47888515980288493,23.0,0.2600159335082597,36.0,0.46627074054336815,35.0,0.2726303527677765,-55.0,-147.0,92.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010815-15,train,2026-05-01 12:07:07.854000+00:00,no,yes,False,71.0,70.0,0.7280819011030994,0.27191809889690055,1.8081901103099511,472.146,probability_reduce,2026-05-01 12:08:23.007000+00:00,396.993,45.0,0.475,2.5,-52.0,False,142.0,3.0,4.0,7.0,28,1.0,93.0,0.42771540235304717,0.9871987344400748,70.0,22.0,0.3003664987500523,0.2591168333369753,75.153,30.051,75.153,360.504,66.633,58.0,0.605,13.0,0.12308190110309947,52.0,0.545,19.0,0.1830819011030994,45.0,0.475,26.0,0.25308190110309947,44.0,0.475,27.0,0.25308190110309947,-61.0,-147.0,86.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010830-30,train,2026-05-01 12:21:23.833000+00:00,yes,yes,True,89.0,88.0,0.8930117082251003,0.8930117082251003,0.3011708225100307,516.167,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,35,88.0,100.0,0.75,0.999999,1.0,11.0,0.14301170822510034,0.10698729177489963,,,,,5.306,88.0,0.75,1.0,0.14301170822510034,88.0,0.75,1.0,0.14301170822510034,88.0,0.75,1.0,0.14301170822510034,88.0,0.75,1.0,0.14301170822510034,18.0,18.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010845-45,train,2026-05-01 12:35:10.056000+00:00,yes,yes,True,89.0,88.0,0.9004169820883653,0.9004169820883653,1.0416982088365359,589.944,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,40,88.0,100.0,0.75,0.999999,1.0,11.0,0.1504169820883653,0.09958201791163468,,,,,4.035,88.0,0.75,1.0,0.1504169820883653,88.0,0.75,1.0,0.1504169820883653,88.0,0.75,1.0,0.1504169820883653,88.0,0.75,1.0,0.1504169820883653,18.0,18.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010900-00,train,2026-05-01 12:52:11.585000+00:00,yes,yes,True,70.0,69.0,0.7203714140666199,0.7203714140666199,2.0371414066619877,468.415,probability_reduce,2026-05-01 12:55:56.985000+00:00,243.015,53.0,0.515,-1.5,-34.0,False,140.0,3.0,4.0,7.0,32,41.0,100.0,0.515,0.999999,29.0,30.0,0.20537141406661985,0.2796275859333801,225.4,225.4,135.248,,2.709,69.0,0.7203714140666199,1.0,0.0,69.0,0.7203714140666199,1.0,0.0,60.0,0.7029686372261698,10.0,0.017402776840450107,41.0,0.515,29.0,0.20537141406661985,-43.0,55.0,-98.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010915-15,train,2026-05-01 13:05:12.621000+00:00,yes,yes,True,96.0,96.0,0.9846775838486196,0.9846775838486196,2.467758384861952,587.379,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,40,94.0,100.0,0.9823634347474128,0.999999,2.0,4.0,0.0023141491012067528,0.015321416151380385,,,,,1.665,95.0,0.9846775838486196,1.0,0.0,94.0,0.9846775838486196,2.0,0.0,94.0,0.9823634347474128,2.0,0.0023141491012067528,94.0,0.9823634347474128,2.0,0.0023141491012067528,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010930-30,train,2026-05-01 13:26:14.486000+00:00,no,no,True,67.0,66.0,0.7038234270432775,0.2961765729567225,3.3823427043277547,225.514,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,16,61.0,100.0,0.7038234270432775,0.999999,6.0,33.0,0.0,0.2961755729567225,,,,,0.245,66.0,0.7038234270432775,1.0,0.0,66.0,0.7038234270432775,1.0,0.0,61.0,0.7038234270432775,6.0,0.0,61.0,0.7038234270432775,6.0,0.0,60.0,60.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010945-45,train,2026-05-01 13:35:00.141000+00:00,yes,no,False,81.0,80.0,0.8243140548777361,0.8243140548777361,1.4314054877736169,599.859,probability_reduce,2026-05-01 13:39:30.477000+00:00,329.523,37.0,0.4038912266855924,3.3891226685592386,-88.0,False,162.0,3.0,4.0,7.0,36,3.0,93.0,0.03,0.9389610172595333,78.0,12.0,0.7943140548777361,0.11464696238179717,270.336,255.31,225.24,270.336,74.3,80.0,0.75,1.0,0.07431405487773612,80.0,0.75,1.0,0.07431405487773612,80.0,0.75,1.0,0.07431405487773612,60.0,0.7088107417905729,21.0,0.11550331308716322,-97.0,-167.0,70.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011000-00,train,2026-05-01 13:50:31.184000+00:00,yes,yes,True,81.0,80.0,0.8259060256169913,0.8259060256169913,1.5906025616991286,568.816,settlement_win,,,,,,38.0,True,162.0,3.0,0.0,3.0,38,80.0,100.0,0.68,0.999999,1.0,19.0,0.1459060256169913,0.17409297438300864,,,,,13.083,80.0,0.75,1.0,0.07590602561699133,80.0,0.68,1.0,0.1459060256169913,80.0,0.68,1.0,0.1459060256169913,80.0,0.68,1.0,0.1459060256169913,33.0,33.0,0.0
