model,min_edge_cents,cost_cents,block_kind,block,denominator_markets,selected_markets,coverage,wins,losses,gross_net_cents,net_after_cost_cents
book_v31_platt,2.0,2.0,block10,5,33,27,0.8181818181818182,22,5,571.0,517.0
book_v31_platt,2.0,2.0,block10,6,33,29,0.8787878787878788,17,12,-68.0,-126.0
book_v31_platt,2.0,2.0,block10,7,33,30,0.9090909090909091,20,10,167.0,107.0
book_v31_platt,2.0,2.0,block10,8,33,29,0.8787878787878788,21,8,360.0,302.0
book_v31_platt,2.0,2.0,block10,9,33,33,1.0,19,14,-103.0,-169.0
book_v31_platt,2.0,2.0,block20,0,17,15,0.8823529411764706,9,6,64.0,34.0
book_v31_platt,2.0,2.0,block20,1,16,15,0.9375,8,7,-109.0,-139.0
book_v31_platt,2.0,2.0,block20,2,17,14,0.8235294117647058,7,7,-147.0,-175.0
book_v31_platt,2.0,2.0,block20,3,16,16,1.0,8,8,-126.0,-158.0
book_v31_platt,2.0,2.0,block20,4,17,13,0.7647058823529411,11,2,290.0,264.0
book_v31_platt,2.0,2.0,block20,5,16,16,1.0,10,6,11.0,-21.0
book_v31_platt,2.0,2.0,block20,6,17,14,0.8235294117647058,10,4,146.0,118.0
book_v31_platt,2.0,2.0,block20,7,16,16,1.0,9,7,-161.0,-193.0
book_v31_platt,2.0,2.0,block20,8,17,14,0.8235294117647058,10,4,108.0,80.0
book_v31_platt,2.0,2.0,block20,9,16,14,0.875,8,6,-86.0,-114.0
book_v31_platt,2.0,2.0,block20,10,16,14,0.875,10,4,241.0,213.0
book_v31_platt,2.0,2.0,block20,11,17,13,0.7647058823529411,12,1,330.0,304.0
book_v31_platt,2.0,2.0,block20,12,16,14,0.875,6,8,-291.0,-319.0
book_v31_platt,2.0,2.0,block20,13,17,15,0.8823529411764706,11,4,223.0,193.0
book_v31_platt,2.0,2.0,block20,14,16,14,0.875,8,6,-9.0,-37.0
book_v31_platt,2.0,2.0,block20,15,17,16,0.9411764705882353,12,4,176.0,144.0
book_v31_platt,2.0,2.0,block20,16,16,14,0.875,10,4,169.0,141.0
book_v31_platt,2.0,2.0,block20,17,17,15,0.8823529411764706,11,4,191.0,161.0
book_v31_platt,2.0,2.0,block20,18,16,16,1.0,9,7,-111.0,-143.0
book_v31_platt,2.0,2.0,block20,19,17,17,1.0,10,7,8.0,-26.0
