model,entry_policy,exit_policy,trades,min_split_coverage,all_net_after_fees_1c_entry_dollars,min_split_net_after_fees_1c_entry_dollars,train_net_after_fees_1c_entry_dollars,validation_net_after_fees_1c_entry_dollars,holdout_net_after_fees_1c_entry_dollars,positive_1c_days,total_days,worst_1c_day_dollars,settled_count,exit_count,losses,block10_positive,block10_worst_dollars
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take5_or_prob52,334,0.8133333333333334,-11.4,-11.4,-5.37,-3.32,-2.71,0,5,-5.14,57,277,57,3,-3.29
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take5_or_prob54,334,0.8133333333333334,-11.79,-11.79,-5.59,-3.32,-2.88,0,5,-5.14,57,277,57,3,-3.21
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take5_or_prob56,334,0.8133333333333334,-10.99,-10.99,-5.49,-3.91,-1.59,0,5,-5.77,57,277,57,4,-3.69
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take5_or_prob57,334,0.8133333333333334,-12.02,-12.02,-6.1,-4.31,-1.61,0,5,-5.87,57,277,57,4,-3.79
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take5_or_prob60,334,0.8133333333333334,-8.71,-8.71,-2.96,-3.78,-1.97,1,5,-3.76,57,277,57,2,-2.51
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take8,334,0.8133333333333334,-14.63,-14.63,-5.31,-5.9,-3.42,1,5,-8.39,124,210,57,4,-5.73
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take8_or_prob52,334,0.8133333333333334,-6.58,-6.58,-3.02,-0.65,-2.91,2,5,-5.27,87,247,57,4,-3.6
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take8_or_prob54,334,0.8133333333333334,-6.91,-6.91,-3.18,-0.65,-3.08,2,5,-5.27,87,247,57,4,-3.6
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take8_or_prob56,334,0.8133333333333334,-6.86,-6.86,-3.08,-1.99,-1.79,3,5,-5.9,87,247,57,3,-3.6
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take8_or_prob57,334,0.8133333333333334,-8.63,-8.63,-3.65,-2.68,-2.3,2,5,-6.0,87,247,57,3,-3.6
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take8_or_prob60,334,0.8133333333333334,-7.18,-7.18,-1.84,-2.5,-2.84,2,5,-3.86,87,247,57,3,-2.78
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take10,334,0.8133333333333334,-12.35,-12.35,-3.28,-4.94,-4.13,1,5,-7.03,140,194,57,5,-5.4
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take10_or_prob52,334,0.8133333333333334,-2.74,-2.74,-0.35,0.31,-2.7,3,5,-4.84,101,233,57,4,-3.55
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take10_or_prob54,334,0.8133333333333334,-3.07,-3.07,-0.51,0.31,-2.87,3,5,-4.84,101,233,57,4,-3.55
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take10_or_prob56,334,0.8133333333333334,-3.12,-3.12,-0.47,-1.07,-1.58,3,5,-5.53,101,233,57,3,-3.55
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take10_or_prob57,334,0.8133333333333334,-4.94,-4.94,-1.09,-1.76,-2.09,2,5,-5.63,101,233,57,3,-3.55
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take10_or_prob60,334,0.8133333333333334,-3.84,-3.84,0.67,-1.72,-2.79,2,5,-3.49,101,233,57,3,-2.73
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take12,334,0.8133333333333334,-9.23,-9.23,-0.69,-5.39,-3.15,2,5,-7.07,161,173,57,4,-6.42
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take12_or_prob52,334,0.8133333333333334,-0.14,-1.84,1.6,0.1,-1.84,3,5,-3.64,120,214,57,4,-3.02
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take12_or_prob54,334,0.8133333333333334,-0.61,-2.15,1.44,0.1,-2.15,3,5,-3.64,120,214,57,5,-3.02
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take12_or_prob56,334,0.8133333333333334,-0.81,-1.43,1.48,-1.43,-0.86,3,5,-4.33,120,214,57,5,-3.09
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take12_or_prob57,334,0.8133333333333334,-3.07,-3.07,0.59,-2.29,-1.37,3,5,-4.43,120,214,57,4,-3.02
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take12_or_prob60,334,0.8133333333333334,-2.41,-2.62,2.46,-2.25,-2.62,2,5,-2.31,119,215,57,3,-2.55
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take15,334,0.8133333333333334,-12.64,-12.64,-1.77,-6.9,-3.97,2,5,-8.9,196,138,57,4,-8.96
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take15_or_prob52,334,0.8133333333333334,-0.95,-1.59,1.31,-0.67,-1.59,2,5,-3.84,148,186,57,4,-4.22
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take15_or_prob54,334,0.8133333333333334,-1.0,-1.9,1.57,-0.67,-1.9,2,5,-3.56,148,186,57,4,-4.02
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take15_or_prob56,334,0.8133333333333334,-1.42,-2.24,1.43,-2.24,-0.61,3,5,-4.43,147,187,57,6,-4.79
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take15_or_prob57,334,0.8133333333333334,-3.77,-3.77,0.45,-3.1,-1.12,3,5,-4.62,147,187,57,6,-4.33
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take15_or_prob60,334,0.8133333333333334,-2.89,-3.06,2.54,-3.06,-2.37,2,5,-3.3,146,188,57,5,-4.25
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take20,334,0.8133333333333334,-14.87,-14.87,-3.24,-6.22,-5.41,0,5,-5.7,223,111,57,3,-8.0
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take20_or_prob52,334,0.8133333333333334,-1.05,-1.42,0.15,0.22,-1.42,3,5,-2.47,166,168,57,4,-3.99
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take20_or_prob54,334,0.8133333333333334,-1.19,-1.82,0.41,0.22,-1.82,2,5,-2.19,166,168,57,5,-3.71
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take20_or_prob56,334,0.8133333333333334,-2.43,-2.43,0.27,-2.17,-0.53,2,5,-3.06,165,169,57,4,-4.44
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take20_or_prob57,334,0.8133333333333334,-4.02,-4.02,-0.88,-1.78,-1.36,2,5,-3.25,165,169,57,4,-3.98
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,take20_or_prob60,334,0.8133333333333334,-3.93,-3.93,0.79,-1.83,-2.89,1,5,-1.64,163,171,57,4,-3.99
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair-2,334,0.8133333333333334,-18.46,-18.46,-6.24,-7.31,-4.91,0,5,-6.19,111,223,57,3,-5.51
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair-2_or_prob52,334,0.8133333333333334,-13.38,-13.38,-3.77,-6.04,-3.57,0,5,-4.36,103,231,57,3,-3.6
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair-2_or_prob54,334,0.8133333333333334,-12.84,-12.84,-3.23,-6.04,-3.57,0,5,-4.16,103,231,57,3,-3.4
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair-2_or_prob56,334,0.8133333333333334,-12.25,-12.25,-3.27,-5.61,-3.37,0,5,-4.01,103,231,57,3,-3.16
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair0,334,0.8133333333333334,-15.91,-15.91,-5.06,-5.78,-5.07,0,5,-5.58,6,328,57,2,-3.32
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair0_or_prob52,334,0.8133333333333334,-13.24,-13.24,-4.44,-5.34,-3.46,1,5,-4.91,4,330,57,3,-3.09
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair0_or_prob54,334,0.8133333333333334,-12.96,-12.96,-4.16,-5.34,-3.46,1,5,-4.63,4,330,57,3,-3.09
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair0_or_prob56,334,0.8133333333333334,-13.32,-13.32,-4.3,-5.76,-3.26,1,5,-4.63,4,330,57,3,-3.3
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair1,334,0.8133333333333334,-16.23,-16.23,-6.01,-6.2,-4.02,0,5,-5.06,0,334,57,0,-3.49
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair1_or_prob52,334,0.8133333333333334,-15.66,-15.66,-6.4,-5.93,-3.33,0,5,-4.83,0,334,57,0,-3.53
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair1_or_prob54,334,0.8133333333333334,-15.66,-15.66,-6.4,-5.93,-3.33,0,5,-4.83,0,334,57,0,-3.53
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair1_or_prob56,334,0.8133333333333334,-15.88,-15.88,-6.4,-6.35,-3.13,0,5,-4.83,0,334,57,0,-3.53
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair2,334,0.8133333333333334,-15.26,-15.26,-7.97,-4.26,-3.03,0,5,-4.55,0,334,57,0,-3.61
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair2_or_prob52,334,0.8133333333333334,-16.14,-16.14,-8.32,-4.53,-3.29,0,5,-5.19,0,334,57,0,-3.97
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair2_or_prob54,334,0.8133333333333334,-16.14,-16.14,-8.32,-4.53,-3.29,0,5,-5.19,0,334,57,0,-3.97
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair2_or_prob56,334,0.8133333333333334,-16.56,-16.56,-8.32,-4.95,-3.29,0,5,-5.19,0,334,57,0,-3.97
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair3,334,0.8133333333333334,-16.88,-16.88,-9.06,-4.74,-3.08,0,5,-4.38,0,334,57,0,-3.48
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair3_or_prob52,334,0.8133333333333334,-17.4,-17.4,-9.05,-5.01,-3.34,0,5,-4.66,0,334,57,0,-3.48
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair3_or_prob54,334,0.8133333333333334,-17.4,-17.4,-9.05,-5.01,-3.34,0,5,-4.66,0,334,57,0,-3.48
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair3_or_prob56,334,0.8133333333333334,-17.58,-17.58,-9.05,-5.19,-3.34,0,5,-4.66,0,334,57,0,-3.48
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair5,334,0.8133333333333334,-19.53,-19.53,-10.21,-5.6,-3.72,0,5,-5.05,0,334,57,0,-3.65
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair5_or_prob52,334,0.8133333333333334,-20.08,-20.08,-10.49,-5.87,-3.72,0,5,-5.31,0,334,57,0,-3.65
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair5_or_prob54,334,0.8133333333333334,-20.08,-20.08,-10.49,-5.87,-3.72,0,5,-5.31,0,334,57,0,-3.65
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,fair5_or_prob56,334,0.8133333333333334,-20.26,-20.26,-10.49,-6.05,-3.72,0,5,-5.31,0,334,57,0,-3.65
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop25,334,0.8133333333333334,-1.02,-6.55,5.83,-0.3,-6.55,2,5,-1.81,265,69,57,3,-5.01
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop25_or_prob52,334,0.8133333333333334,9.94,-0.23,6.13,4.04,-0.23,5,5,0.14,250,84,57,8,-2.59
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop25_or_prob54,334,0.8133333333333334,10.6,0.41,6.15,4.04,0.41,5,5,0.14,249,85,57,8,-2.31
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop25_or_prob56,334,0.8133333333333334,7.46,1.04,5.1,1.04,1.32,4,5,-0.36,242,92,57,8,-3.65
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop30,334,0.8133333333333334,-0.06,-5.27,4.78,0.43,-5.27,3,5,-1.84,263,71,57,4,-4.68
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop30_or_prob52,334,0.8133333333333334,10.29,0.17,6.31,3.81,0.17,5,5,0.14,250,84,57,8,-2.59
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop30_or_prob54,334,0.8133333333333334,10.95,0.81,6.33,3.81,0.81,5,5,0.14,249,85,57,8,-2.31
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop30_or_prob56,334,0.8133333333333334,7.81,0.81,5.28,0.81,1.72,3,5,-0.51,242,92,57,8,-3.51
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop35,334,0.8133333333333334,3.78,-4.87,7.14,1.51,-4.87,3,5,-1.08,261,73,57,7,-3.73
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop35_or_prob52,334,0.8133333333333334,10.39,-0.81,7.11,4.09,-0.81,5,5,0.14,249,85,57,7,-2.59
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop35_or_prob54,334,0.8133333333333334,11.05,-0.17,7.13,4.09,-0.17,5,5,0.14,248,86,57,8,-2.31
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop35_or_prob56,334,0.8133333333333334,7.38,0.34,6.08,0.96,0.34,4,5,-0.26,241,93,57,8,-3.36
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop40,334,0.8133333333333334,7.01,-3.69,7.09,3.61,-3.69,4,5,-1.0,258,76,57,6,-2.63
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop40_or_prob52,334,0.8133333333333334,10.03,-0.67,7.29,3.41,-0.67,5,5,0.22,248,86,57,7,-2.48
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop40_or_prob54,334,0.8133333333333334,10.69,-0.03,7.31,3.41,-0.03,5,5,0.22,247,87,57,8,-2.28
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop40_or_prob56,334,0.8133333333333334,7.64,0.4,6.01,1.23,0.4,4,5,0.0,240,94,57,8,-3.22
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop45,334,0.8133333333333334,10.54,-2.13,7.96,4.71,-2.13,4,5,-0.88,255,79,57,7,-2.37
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop45_or_prob52,334,0.8133333333333334,8.57,0.0,4.42,4.15,0.0,5,5,0.34,246,88,57,7,-2.98
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop45_or_prob54,334,0.8133333333333334,10.19,0.64,5.4,4.15,0.64,5,5,0.34,246,88,57,8,-2.7
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop45_or_prob56,334,0.8133333333333334,6.88,0.97,4.1,1.81,0.97,4,5,-1.0,239,95,57,8,-2.86
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop50,334,0.8133333333333334,9.89,-1.04,6.76,4.17,-1.04,5,5,0.06,247,87,57,6,-2.82
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop50_or_prob52,334,0.8133333333333334,9.19,-0.34,5.98,3.55,-0.34,5,5,0.06,245,89,57,7,-2.74
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop50_or_prob54,334,0.8133333333333334,10.41,0.3,6.56,3.55,0.3,5,5,0.06,245,89,57,8,-2.46
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop50_or_prob56,334,0.8133333333333334,6.62,0.37,5.3,0.95,0.37,5,5,0.06,238,96,57,8,-2.86
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop55,334,0.8133333333333334,5.09,-3.07,6.74,1.42,-3.07,4,5,0.0,236,98,57,5,-2.47
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop55_or_prob52,334,0.8133333333333334,5.29,-2.99,6.76,1.52,-2.99,5,5,0.02,236,98,57,5,-2.37
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop55_or_prob54,334,0.8133333333333334,5.49,-2.79,6.76,1.52,-2.79,5,5,0.02,236,98,57,5,-2.37
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop55_or_prob56,334,0.8133333333333334,4.41,-2.39,5.5,1.3,-2.39,5,5,0.02,233,101,57,5,-2.59
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop60,334,0.8133333333333334,-2.13,-2.61,0.51,-0.03,-2.61,3,5,-1.65,219,115,57,5,-3.39
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop60_or_prob52,334,0.8133333333333334,-2.13,-2.61,0.51,-0.03,-2.61,3,5,-1.65,219,115,57,5,-3.39
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop60_or_prob54,334,0.8133333333333334,-1.93,-2.41,0.51,-0.03,-2.41,3,5,-1.65,219,115,57,5,-3.39
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,stop60_or_prob56,334,0.8133333333333334,-1.71,-2.41,0.51,0.19,-2.41,3,5,-1.65,219,115,57,5,-3.17
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold15_prob52,334,0.8133333333333334,11.68,0.22,7.38,4.08,0.22,5,5,0.14,252,82,57,8,-2.78
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold15_prob54,334,0.8133333333333334,12.34,0.86,7.4,4.08,0.86,5,5,0.14,251,83,57,8,-2.5
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold15_prob56,334,0.8133333333333334,9.21,1.08,6.49,1.08,1.64,4,5,-0.74,244,90,57,8,-3.61
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold15_prob57,334,0.8133333333333334,6.78,0.74,4.75,1.29,0.74,4,5,-1.25,237,97,57,8,-3.15
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold30_prob52,334,0.8133333333333334,11.41,0.22,7.11,4.08,0.22,5,5,0.14,252,82,57,8,-2.78
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold30_prob54,334,0.8133333333333334,11.87,0.66,7.13,4.08,0.66,5,5,0.14,251,83,57,8,-2.5
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold30_prob56,334,0.8133333333333334,8.74,1.08,6.22,1.08,1.44,4,5,-1.01,244,90,57,7,-3.61
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold30_prob57,334,0.8133333333333334,6.84,1.03,4.52,1.29,1.03,4,5,-1.38,237,97,57,7,-3.27
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold45_prob52,334,0.8133333333333334,10.79,-0.17,6.88,4.08,-0.17,4,5,-0.25,252,82,57,8,-2.78
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold45_prob54,334,0.8133333333333334,11.25,0.27,6.9,4.08,0.27,4,5,-0.25,251,83,57,8,-2.5
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold45_prob56,334,0.8133333333333334,8.67,1.08,6.18,1.08,1.41,3,5,-1.13,244,90,57,7,-3.57
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold45_prob57,334,0.8133333333333334,6.88,1.08,4.51,1.29,1.08,3,5,-1.56,237,97,57,7,-3.23
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold60_prob52,334,0.8133333333333334,10.17,-0.54,6.73,3.98,-0.54,4,5,-0.35,252,82,57,8,-2.78
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold60_prob54,334,0.8133333333333334,10.67,-0.06,6.75,3.98,-0.06,4,5,-0.35,251,83,57,8,-2.5
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold60_prob56,334,0.8133333333333334,8.3,1.0,6.07,1.0,1.23,3,5,-1.17,245,89,57,7,-3.61
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold60_prob57,334,0.8133333333333334,6.38,0.79,4.38,1.21,0.79,3,5,-1.64,237,97,57,7,-3.27
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold90_prob52,334,0.8133333333333334,11.63,-0.94,8.5,4.07,-0.94,4,5,-0.35,254,80,57,8,-3.46
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold90_prob54,334,0.8133333333333334,11.99,-0.48,8.4,4.07,-0.48,4,5,-0.35,253,81,57,8,-3.18
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold90_prob56,334,0.8133333333333334,9.57,0.55,8.33,0.69,0.55,4,5,-0.27,248,86,57,7,-3.9
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold90_prob57,334,0.8133333333333334,5.74,0.16,4.55,1.03,0.16,2,5,-0.82,241,93,57,7,-3.46
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold120_prob52,334,0.8133333333333334,11.56,-2.13,8.38,5.31,-2.13,3,5,-0.6,258,76,57,7,-2.8
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold120_prob54,334,0.8133333333333334,11.38,-2.13,8.2,5.31,-2.13,3,5,-0.45,257,77,57,7,-2.52
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold120_prob56,334,0.8133333333333334,9.0,-0.23,7.51,1.72,-0.23,3,5,-0.68,251,83,57,7,-3.58
v47_recross_sigma1_v3cap68,edge0_ask100_p0.65_stc0-600,hold120_prob57,334,0.8133333333333334,7.78,-0.23,5.12,2.89,-0.23,3,5,-1.16,247,87,57,6,-3.16
