policy,source,market,ts_wall,side,reason,p_side,ask_cents,ask_prob,v28_minus_ask_prob,edge_cents,raw_edge_cents,seconds_to_close,sigma_t_dollars,abs_d_sigma,eligible_depth,recross_hazard_score,h6_recross_hazard_high,book_age_ms,btc_age_ms,actionable,status,result,side_won,gross_cents,hold_gross_cents
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY062115-15,2026-05-07T01:02:05.343442+00:00,yes,approved_entry,0.942571,73.0,0.73,0.21257100000000007,17.757121,19.757121,774.658,95.357648,1.308547,1252.35,0.23905318791075164,False,500.0,78.0,True,finalized,yes,True,-12,54
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY062130-30,2026-05-07T01:19:31.919768+00:00,no,approved_entry,0.887777,76.0,0.76,0.12777700000000003,9.277671,11.277671,628.084,98.793384,0.999156,24.0,0.3038697963028121,True,297.0,0.0,True,finalized,yes,False,-32,-152
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY062200-00,2026-05-07T01:52:09.332060+00:00,no,edge_below_floor,0.928945,90.0,0.9,0.028945,-0.10553,1.89447,470.669,78.360486,1.23085,22.51,0.16549401813638673,False,156.0,16.0,True,finalized,no,True,20,20
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY062215-15,2026-05-07T02:00:49.721290+00:00,no,p_below_floor,0.661831,59.0,0.59,0.07183099999999998,3.183115,5.183115,850.282,103.244165,0.404187,68.33,0.6698685223589202,True,375.0,15.0,True,finalized,no,True,82,82
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY062245-45,2026-05-07T02:33:01.368642+00:00,yes,edge_below_floor,0.921219,89.0,0.89,0.031218999999999997,0.121939,2.121939,718.632,101.203744,1.176636,1034.0,0.2788188160167099,True,937.0,875.0,True,finalized,yes,True,22,22
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY062300-00,2026-05-07T02:45:44.718830+00:00,yes,p_below_floor,0.758354,73.0,0.73,0.02835399999999999,-0.664611,1.335389,855.282,108.073147,0.609402,91.0,0.5727845346949045,True,578.0,0.0,True,finalized,yes,True,54,54
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY062315-15,2026-05-07T03:04:20.470538+00:00,no,p_below_floor,0.74458,68.0,0.68,0.06457999999999997,2.458023,4.458023,639.531,94.773164,0.562923,268.35,0.45500961379933097,True,515.0,31.0,True,finalized,no,True,64,64
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY062345-45,2026-05-07T03:36:05.257853+00:00,no,p_below_floor,0.736402,62.0,0.62,0.116402,7.640199,9.640199,534.744,85.405335,0.544345,50.0,0.38197125028977946,True,297.0,0.0,True,finalized,yes,False,-124,-124
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY070000-00,2026-05-07T03:53:32.799784+00:00,no,approved_entry,0.863962,78.0,0.78,0.08396199999999998,4.896244,6.896244,387.203,72.906016,0.906372,60.35,0.1931875391606329,False,703.0,16.0,True,finalized,no,True,2,44
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070015-15,2026-05-07T04:06:05.976395+00:00,no,p_below_floor,0.720379,66.0,0.66,0.06037899999999996,2.037906,4.037906,534.025,85.326718,0.526681,1140.98,0.38815924002885155,True,375.0,0.0,True,finalized,yes,False,-132,-132
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY070030-30,2026-05-07T04:22:22.987474+00:00,yes,approved_entry,0.924288,82.0,0.82,0.10428800000000005,6.928791,8.928791,457.016,79.866432,1.178593,236.0,0.1751266718605662,False,547.0,0.0,True,finalized,yes,True,30,36
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070045-45,2026-05-07T04:33:14.073127+00:00,yes,p_below_floor,0.807999,78.0,0.78,0.027998999999999996,-0.700065,1.299935,705.928,98.284907,0.72066,79.32,0.4234158576674696,True,0.0,0.0,True,finalized,no,False,-156,-156
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070115-15,2026-05-07T05:02:05.219016+00:00,yes,p_below_floor,0.773654,72.0,0.72,0.05365399999999998,1.865354,3.865354,774.782,100.868887,0.649457,7.0,0.48884383667306214,True,813.0,0.0,True,finalized,yes,True,56,56
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070145-45,2026-05-07T05:38:23.476574+00:00,no,p_below_floor,0.83804,81.0,0.81,0.028039999999999954,-0.695986,1.304014,396.525,69.945536,0.811917,65.0,0.20614032759403206,False,515.0,0.0,True,finalized,no,True,38,38
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070200-00,2026-05-07T05:54:54.731769+00:00,no,p_below_floor,0.74186,71.0,0.71,0.03186,-0.313958,1.686042,305.27,60.368134,0.556916,529.78,0.20144802541452023,False,578.0,31.0,True,finalized,no,True,58,58
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070530-30,2026-05-07T09:17:22.599750+00:00,yes,p_below_floor,0.734154,63.0,0.63,0.10415399999999997,6.415408,8.415408,757.401,95.267281,0.533866,60.0,0.5124251003074911,True,812.0,0.0,True,finalized,no,False,-126,-126
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070545-45,2026-05-07T09:30:44.310732+00:00,yes,p_below_floor,0.707647,60.0,0.6,0.10764700000000005,6.764695,8.764695,855.69,101.328958,0.46275,64.64,0.6220148866755595,True,16.0,0.0,True,finalized,no,False,-120,-120
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070600-00,2026-05-07T09:51:05.324526+00:00,yes,p_below_floor,0.72396,67.0,0.67,0.05396000000000001,1.396006,3.396006,534.677,84.025485,0.495921,257.0,0.39442076468786447,True,640.0,15.0,True,finalized,yes,True,66,66
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070615-15,2026-05-07T10:07:05.285507+00:00,yes,p_below_floor,0.840931,64.0,0.64,0.20093099999999997,16.0931,18.0931,474.715,79.199733,0.819952,60.0,0.2533484847166239,True,140.0,0.0,True,finalized,no,False,-128,-128
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY070645-45,2026-05-07T10:31:23.542448+00:00,yes,approved_entry,0.895399,81.0,0.81,0.08539899999999989,5.039895,7.039895,816.468,106.686678,1.013529,1405.25,0.36879792565874936,True,16.0,0.0,True,finalized,yes,True,38,38
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY070745-45,2026-05-07T11:37:05.530271+00:00,yes,approved_entry,0.903807,68.0,0.68,0.22380699999999998,18.380737,20.380737,474.481,80.242802,1.081343,1155.7,0.1975936328082862,False,609.0,16.0,True,finalized,yes,True,34,64
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY070815-15,2026-05-07T12:04:59.759684+00:00,yes,approved_entry,0.950799,90.0,0.9,0.05079899999999993,2.079863,4.079863,600.244,91.905021,1.397312,665.0,0.1855824939071499,False,390.0,62.0,True,finalized,yes,True,2,20
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY070830-30,2026-05-07T12:20:30.562448+00:00,no,approved_entry,0.875926,82.0,0.82,0.05592600000000003,2.09255,4.09255,569.448,91.61227,0.951073,1230.2,0.2815228625858157,True,282.0,16.0,True,finalized,no,True,18,36
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070900-00,2026-05-07T12:48:46.850391+00:00,no,p_below_floor,0.674159,63.0,0.63,0.04415899999999995,0.415927,2.415927,673.158,98.512746,0.412332,80.24,0.5641000830902119,True,250.0,94.0,True,finalized,yes,False,-126,-126
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070915-15,2026-05-07T13:01:20.666238+00:00,no,p_below_floor,0.788001,75.0,0.75,0.03800099999999995,0.300056,2.300056,819.337,107.186661,0.676857,2740.59,0.5197512124916837,True,0.0,328.0,True,finalized,no,True,50,50
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070930-30,2026-05-07T13:16:03.408331+00:00,no,p_below_floor,0.652332,62.0,0.62,0.03233200000000003,-0.766805,1.233195,836.596,113.306654,0.388238,1836.15,0.7409389591216494,True,625.0,812.0,True,finalized,yes,False,-124,-124
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY070945-45,2026-05-07T13:31:39.502031+00:00,no,p_below_floor,0.705657,64.0,0.64,0.06565699999999997,2.565662,4.565662,800.498,114.379324,0.493664,64.0,0.6584318721457517,True,219.0,31.0,True,finalized,no,True,72,72
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071000-00,2026-05-07T13:45:51.046663+00:00,no,p_below_floor,0.720981,66.0,0.66,0.06098099999999995,2.098125,4.098125,848.956,127.19827,0.560582,100.0,0.7052528853810713,True,16.0,0.0,True,finalized,no,True,68,68
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071015-15,2026-05-07T14:04:19.438156+00:00,no,p_below_floor,0.653002,63.0,0.63,0.023001999999999967,-1.699788,0.300212,640.57,136.675649,0.377061,273.0,0.7908564776213988,True,641.0,109.0,True,finalized,yes,False,-126,-126
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071030-30,2026-05-07T14:16:07.454881+00:00,no,p_below_floor,0.785846,76.0,0.76,0.025846000000000036,-0.915366,1.084634,832.545,157.261674,0.683797,2525.0,0.7281227471104471,True,875.0,203.0,True,finalized,no,True,48,48
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071045-45,2026-05-07T14:31:17.155911+00:00,no,p_below_floor,0.826507,73.0,0.73,0.09650700000000001,6.15074,8.15074,822.844,140.521597,0.817739,200.99,0.5931179124200848,True,31.0,16.0,True,finalized,no,True,54,54
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071100-00,2026-05-07T14:47:02.194123+00:00,yes,p_below_floor,0.678229,65.0,0.65,0.02822899999999995,-1.177082,0.822918,777.806,139.375803,0.397271,153.0,0.8709017619583825,True,78.0,62.0,True,finalized,no,False,-130,-130
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071115-15,2026-05-07T15:05:56.894101+00:00,no,p_below_floor,0.749035,71.0,0.71,0.03903500000000004,0.403454,2.403454,543.108,112.17049,0.609296,100.0,0.4737907435624072,True,140.0,562.0,True,finalized,yes,False,-142,-142
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071130-30,2026-05-07T15:18:38.807312+00:00,no,edge_below_floor,0.86035,83.0,0.83,0.030349999999999988,0.034992,2.034992,681.194,124.648835,0.936351,88.0,0.425157949375378,True,359.0,0.0,True,finalized,no,True,34,34
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071145-45,2026-05-07T15:31:01.072973+00:00,yes,p_below_floor,0.742383,69.0,0.69,0.05238300000000007,1.738254,3.738254,838.927,158.844651,0.54163,1529.64,0.8425684056643667,True,1000.0,875.0,True,finalized,yes,True,62,62
p65_v28_premium_anchor_plus_02,approved_entry,KXBTC15M-26MAY071200-00,2026-05-07T15:57:45.869204+00:00,no,approved_entry,0.859141,77.0,0.77,0.08914100000000003,5.414132,7.414132,134.131,58.11616,0.918677,513.0,0.08952903130635531,False,156.0,0.0,True,finalized,no,True,42,46
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071215-15,2026-05-07T16:02:58.067892+00:00,yes,p_below_floor,0.687605,65.0,0.65,0.037605,-0.239502,1.760498,721.932,131.640759,0.407321,158.32,0.7845488796053156,True,704.0,469.0,True,finalized,no,False,-130,-130
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071230-30,2026-05-07T16:15:36.510038+00:00,no,p_below_floor,0.729882,70.0,0.7,0.029882000000000075,-0.511765,1.488235,863.492,147.681864,0.573733,2.0,0.8150157354486834,True,578.0,234.0,True,finalized,yes,False,-140,-140
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071245-45,2026-05-07T16:35:40.969945+00:00,no,edge_below_floor,0.921069,90.0,0.9,0.021069000000000004,-0.893063,1.106937,559.031,118.436592,1.209635,10.0,0.2784484389990302,True,328.0,141.0,True,finalized,no,True,20,20
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071300-00,2026-05-07T16:46:17.493781+00:00,yes,p_below_floor,0.706312,68.0,0.68,0.026312000000000002,-1.368815,0.631185,822.506,135.589953,0.467549,958.11,0.8121230595879899,True,31.0,390.0,True,finalized,no,False,-136,-136
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071315-15,2026-05-07T17:03:02.531145+00:00,yes,p_below_floor,0.743772,70.0,0.7,0.04377200000000003,0.877162,2.877162,717.47,119.074495,0.553183,1475.53,0.6114416836067001,True,375.0,188.0,True,finalized,yes,True,60,60
p65_v28_premium_anchor_plus_02,rejected_actionable,KXBTC15M-26MAY071330-30,2026-05-07T17:17:31.296938+00:00,no,p_below_floor,0.81079,77.0,0.77,0.04078999999999999,0.579006,2.579006,748.703,117.877787,0.741743,220.91,0.5120715102702462,True,812.0,0.0,True,finalized,no,True,46,46
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY051300-00,2026-05-05T16:50:05.755107+00:00,yes,approved_entry,0.867375,81.0,0.81,0.057374999999999954,2.23752,4.23752,594.247,115.035336,0.93606,65.0,0.36657919808610573,True,578.0,31.0,True,finalized,yes,True,36,38
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY051330-30,2026-05-05T17:21:10.942716+00:00,yes,approved_entry,0.879391,82.0,0.82,0.05939100000000008,2.439055,4.439055,529.068,106.389306,0.992205,7.02,0.30242891547156237,True,469.0,0.0,True,finalized,yes,True,0,36
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051530-30,2026-05-05T19:17:10.516924+00:00,yes,p_below_floor,0.813599,77.0,0.77,0.04359899999999994,0.85995,2.85995,769.483,117.68131,0.758404,72.36,0.5097005262572569,True,1000.0,328.0,True,finalized,yes,True,46,46
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051545-45,2026-05-05T19:33:58.779492+00:00,yes,edge_below_floor,0.872659,84.0,0.84,0.032658999999999994,0.265936,2.265936,661.221,107.341766,0.951913,4735.0,0.3551487064873567,True,359.0,31.0,True,finalized,yes,True,32,32
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY051615-15,2026-05-05T20:07:14.784265+00:00,no,approved_entry,0.855253,76.0,0.76,0.09525300000000003,6.02531,8.02531,465.231,91.135075,0.878092,7.0,0.2723002958536802,True,312.0,15.0,True,finalized,yes,False,-24,-152
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051700-00,2026-05-05T20:51:07.096574+00:00,no,p_below_floor,0.671507,62.0,0.62,0.05150699999999997,1.150692,3.150692,532.903,94.258823,0.387762,73.48,0.492177712450351,True,360.0,1485.0,True,finalized,no,True,76,76
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY051715-15,2026-05-05T21:03:37.881802+00:00,yes,approved_entry,0.877551,82.0,0.82,0.05755100000000002,2.255072,4.255072,682.131,97.818587,0.960247,27.0,0.3259898292285944,True,906.0,15.0,True,finalized,no,False,-28,-164
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051730-30,2026-05-05T21:18:36.981301+00:00,no,p_below_floor,0.744177,70.0,0.7,0.04417700000000002,0.917658,2.917658,683.019,95.675747,0.559285,58.46,0.47643385019918455,True,63.0,188.0,True,finalized,no,True,60,60
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051745-45,2026-05-05T21:30:31.244987+00:00,no,p_below_floor,0.78022,71.0,0.71,0.07022000000000006,3.52204,5.52204,868.757,107.444854,0.665923,40.0,0.5423839624480261,True,0.0,594.0,True,finalized,no,True,58,58
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051800-00,2026-05-05T21:47:35.087787+00:00,yes,p_below_floor,0.830241,79.0,0.79,0.04024099999999997,0.524076,2.524076,744.912,96.445061,0.794753,129.65,0.39632765739265674,True,31.0,859.0,True,finalized,yes,True,42,42
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051815-15,2026-05-05T22:00:16.340721+00:00,yes,p_below_floor,0.77913,74.0,0.74,0.03913,0.41302,2.41302,883.663,103.02218,0.669176,1504.55,0.5227973434259201,True,0.0,344.0,True,finalized,no,False,-148,-148
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051830-30,2026-05-05T22:17:00.468759+00:00,yes,p_below_floor,0.58124,31.0,0.31,0.27124,23.623991,25.623991,779.531,100.102356,0.180915,186.2,0.777444424872164,True,922.0,0.0,True,finalized,yes,True,138,138
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY051845-45,2026-05-05T22:30:45.039013+00:00,no,approved_entry,0.864024,79.0,0.79,0.07402399999999998,3.902414,5.902414,854.974,103.506064,0.885262,97.0,0.4162522477382457,True,968.0,0.0,True,finalized,no,True,42,42
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051900-00,2026-05-05T22:46:08.719237+00:00,yes,p_below_floor,0.639842,53.0,0.53,0.109842,6.984175,8.984175,831.283,118.840133,0.262538,510.0,0.8784105018067421,True,703.0,0.0,True,finalized,yes,True,94,94
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051915-15,2026-05-05T23:05:20.667619+00:00,no,p_below_floor,0.707359,53.0,0.53,0.17735899999999993,13.735933,15.735933,579.332,118.654984,0.495807,10.0,0.5798320873520214,True,937.0,16.0,True,finalized,yes,False,-106,-106
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY051945-45,2026-05-05T23:33:23.957336+00:00,yes,p_below_floor,0.613944,51.0,0.51,0.10394400000000004,6.394396,8.394396,696.051,101.037802,0.208932,946.97,0.7210164136419789,True,203.0,0.0,True,finalized,yes,True,98,98
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052000-00,2026-05-05T23:51:46.913093+00:00,yes,p_below_floor,0.787643,58.0,0.58,0.20764300000000002,16.764318,18.764318,493.087,84.498457,0.679066,45.0,0.31715727919117215,True,828.0,31.0,True,finalized,no,False,-116,-116
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052015-15,2026-05-06T00:00:26.952847+00:00,no,p_below_floor,0.567861,49.0,0.49,0.07786099999999996,3.786057,5.786057,873.05,111.598841,0.15036,455.52,0.945708885728407,True,78.0,0.0,True,finalized,yes,False,-98,-98
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052030-30,2026-05-06T00:17:01.730758+00:00,yes,p_below_floor,0.781441,53.0,0.53,0.251441,21.144061,23.144061,778.27,116.149502,0.690834,551.0,0.5412972843124103,True,32.0,0.0,True,finalized,no,False,-106,-106
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052045-45,2026-05-06T00:33:43.340773+00:00,yes,p_below_floor,0.658389,57.0,0.57,0.08838900000000005,4.838944,6.838944,676.659,110.662615,0.339862,181.63,0.683068745032999,True,734.0,0.0,True,finalized,no,False,-114,-114
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052100-00,2026-05-06T00:46:31.822373+00:00,yes,p_below_floor,0.565554,46.0,0.46,0.10555399999999998,6.555373,8.555373,808.178,112.90117,0.1558,528.35,0.9155195434941771,True,468.0,0.0,True,finalized,yes,True,108,108
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052115-15,2026-05-06T01:00:49.489174+00:00,yes,p_below_floor,0.571476,53.0,0.53,0.04147599999999996,0.147567,2.147567,850.512,118.243045,0.195783,34.61,0.9450767881068326,True,187.0,15.0,True,finalized,yes,True,94,94
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052145-45,2026-05-06T01:35:20.258067+00:00,yes,edge_below_floor,0.865417,83.0,0.83,0.03541700000000003,0.541718,2.541718,579.745,97.20063,0.941969,94.92,0.30414059562596774,True,985.0,16.0,True,finalized,yes,True,34,34
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052200-00,2026-05-06T01:47:00.639948+00:00,yes,p_below_floor,0.591979,49.0,0.49,0.10197900000000004,6.197914,8.197914,779.362,111.59949,0.23432,363.58,0.8215739975054913,True,656.0,16.0,True,finalized,yes,True,102,102
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052215-15,2026-05-06T02:01:20.642847+00:00,no,p_below_floor,0.809232,77.0,0.77,0.039231999999999934,0.423182,2.423182,819.362,122.77792,0.740524,43.26,0.558639241423537,True,156.0,31.0,True,finalized,no,True,46,46
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052230-30,2026-05-06T02:23:49.063251+00:00,no,p_below_floor,0.730624,65.0,0.65,0.08062400000000003,4.062396,6.062396,370.94,76.206996,0.529873,40.0,0.2880079670335639,True,719.0,16.0,True,finalized,no,True,70,70
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052245-45,2026-05-06T02:32:27.510357+00:00,no,p_below_floor,0.643789,57.0,0.57,0.073789,3.378868,5.378868,752.49,104.202793,0.362082,5.0,0.6633737111403216,True,94.0,47.0,True,finalized,yes,False,-114,-114
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY052300-00,2026-05-06T02:52:05.427121+00:00,yes,approved_entry,0.918967,85.0,0.85,0.068967,3.896671,5.896671,474.591,82.766141,1.210157,90.0,0.17919533255862446,False,656.0,0.0,True,finalized,yes,True,28,30
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY052315-15,2026-05-06T03:07:10.446683+00:00,yes,approved_entry,0.884999,81.0,0.81,0.07499899999999993,3.999851,5.999851,469.554,83.314172,1.030077,41.68,0.21482441758698537,False,718.0,0.0,True,finalized,yes,True,-38,38
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052330-30,2026-05-06T03:21:05.292887+00:00,no,p_below_floor,0.699662,50.0,0.5,0.199662,15.966162,17.966162,534.711,87.7942,0.46142,71.07,0.4265912767767896,True,687.0,0.0,True,finalized,yes,False,-100,-100
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY052345-45,2026-05-06T03:31:50.554352+00:00,no,p_below_floor,0.640384,54.0,0.54,0.10038399999999992,6.038368,8.038368,789.447,117.407631,0.286438,563.54,0.8257301017422674,True,32.0,16.0,True,finalized,no,True,92,92
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060000-00,2026-05-06T03:52:01.049190+00:00,no,p_below_floor,0.678147,63.0,0.63,0.04814700000000005,0.81466,2.81466,478.951,90.537581,0.417064,2221.82,0.4352357696142842,True,625.0,16.0,True,finalized,yes,False,-126,-126
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060015-15,2026-05-06T04:05:50.426099+00:00,no,p_below_floor,0.643392,56.0,0.56,0.08339199999999991,4.339243,6.339243,549.577,90.060135,0.322451,143.25,0.5097848484443152,True,782.0,0.0,True,finalized,no,True,88,88
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060030-30,2026-05-06T04:15:46.967766+00:00,yes,p_below_floor,0.617077,51.0,0.51,0.10707699999999998,6.707692,8.707692,853.033,111.993405,0.270552,120.79,0.8318688646787503,True,516.0,32.0,True,finalized,no,False,-102,-102
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060045-45,2026-05-06T04:31:21.224300+00:00,no,p_below_floor,0.826505,79.0,0.79,0.03650500000000001,0.150509,2.150509,818.779,108.001132,0.802399,3376.74,0.4617564201649501,True,235.0,0.0,True,finalized,no,True,42,42
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060100-00,2026-05-06T04:49:34.169448+00:00,yes,edge_below_floor,0.852056,81.0,0.81,0.04205599999999998,0.705607,2.705607,625.831,89.097078,0.847166,45.0,0.3184573107855489,True,313.0,297.0,True,finalized,no,False,-162,-162
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060115-15,2026-05-06T05:02:55.435272+00:00,no,p_below_floor,0.72616,68.0,0.68,0.04615999999999998,0.616006,2.616006,724.567,99.926283,0.542,1042.81,0.5214469653978052,True,47.0,453.0,True,finalized,no,True,64,64
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060145-45,2026-05-06T05:33:30.839278+00:00,no,p_below_floor,0.632841,59.0,0.59,0.04284100000000002,0.284085,2.284085,689.162,89.07553,0.322984,126.76,0.5643228722450362,True,79.0,63.0,True,finalized,no,True,82,82
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060200-00,2026-05-06T05:48:08.220163+00:00,yes,edge_below_floor,0.858683,82.0,0.82,0.03868300000000002,0.368252,2.368252,711.781,91.775989,0.847498,17.94,0.3497174549616659,True,594.0,0.0,True,finalized,yes,True,36,36
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060215-15,2026-05-06T06:00:15.350074+00:00,yes,p_below_floor,0.583024,53.0,0.53,0.05302399999999996,1.302385,3.302385,884.651,100.454734,0.228362,2067.85,0.7926086054038434,True,0.0,15.0,True,finalized,no,False,-106,-106
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060230-30,2026-05-06T06:16:55.551133+00:00,no,p_below_floor,0.717693,67.0,0.67,0.047692999999999985,0.769331,2.769331,784.451,91.034906,0.518373,1123.61,0.5061078463951759,True,47.0,172.0,True,finalized,yes,False,-134,-134
p55_edge_nonnegative,approved_entry,KXBTC15M-26MAY060245-45,2026-05-06T06:37:19.508201+00:00,yes,approved_entry,0.857529,80.0,0.8,0.05752899999999994,2.252876,4.252876,460.502,67.412411,0.854887,40.0,0.2050981102340683,False,235.0,16.0,True,finalized,yes,True,-8,40
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060300-00,2026-05-06T06:48:57.329500+00:00,yes,edge_below_floor,0.8538,80.0,0.8,0.05379999999999996,1.880015,3.880015,662.67,81.547268,0.839758,136.38,0.30215831542410543,True,719.0,0.0,True,finalized,yes,True,40,40
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060315-15,2026-05-06T07:03:35.332985+00:00,yes,p_below_floor,0.783841,73.0,0.73,0.05384100000000003,1.884126,3.884126,684.667,79.445357,0.645223,40.9,0.3634713430444812,True,63.0,500.0,True,finalized,yes,True,54,54
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060330-30,2026-05-06T07:15:15.855222+00:00,no,p_below_floor,0.63088,57.0,0.57,0.060880000000000045,2.087981,4.087981,884.146,92.697014,0.287388,1000.83,0.6892796561237851,True,0.0,234.0,True,finalized,yes,False,-114,-114
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060345-45,2026-05-06T07:32:31.748415+00:00,no,p_below_floor,0.702712,66.0,0.66,0.04271199999999997,0.271199,2.271199,748.254,91.765406,0.456054,85.03,0.5302986525608238,True,594.0,0.0,True,finalized,no,True,68,68
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060400-00,2026-05-06T07:48:01.080099+00:00,yes,p_below_floor,0.560697,48.0,0.48,0.08069700000000002,4.06972,6.06972,718.921,92.602236,0.108421,181.0,0.742598660534136,True,719.0,16.0,True,finalized,no,False,-96,-96
p55_edge_nonnegative,rejected_actionable,KXBTC15M-26MAY060415-15,2026-05-06T08:03:18.135309+00:00,yes,edge_below_floor,0.916604,87.0,0.87,0.04660399999999998,1.66036,3.66036,701.865,93.646505,1.109919,309.03,0.27256206745314365,True,875.0,0.0,True,finalized,yes,True,26,26
