dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_seconds_to_close
v21,min55_fade_signed_move_5m_abs60_over40,over_margin,<=20,58,45,13,0.7758620689655172,645.0,11.120689655172415,63.0,839.2201875000001
v21,min55_fade_signed_move_5m_abs60_over40,over_margin,<=40,29,19,10,0.6551724137931034,31.0,1.0689655172413792,61.0,839.405568
v21,min55_fade_signed_move_5m_abs60_over40,over_margin,>40,24,16,8,0.6666666666666666,668.0,27.833333333333332,39.0,839.4050705
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,split,holdout,62,45,17,0.7258064516129032,150.0,2.4193548387096775,66.5,769.7445
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,split,train,181,120,61,0.6629834254143646,-86.0,-0.47513812154696133,62.0,774.434
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,split,validation,61,42,19,0.6885245901639344,99.0,1.6229508196721312,63.0,778.287
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,side,no,148,102,46,0.6891891891891891,175.0,1.1824324324324325,63.0,774.9159999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,side,yes,156,105,51,0.6730769230769231,-12.0,-0.07692307692307693,63.0,772.6765
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,0,9,5,4,0.5555555555555556,-106.0,-11.777777777777779,65.0,776.443
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,1,8,5,3,0.625,-60.0,-7.5,66.0,776.2445
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,10,12,10,2,0.8333333333333334,202.0,16.833333333333332,61.0,802.5615
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,11,12,8,4,0.6666666666666666,-33.0,-2.75,65.0,800.763
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,12,12,11,1,0.9166666666666666,262.0,21.833333333333332,68.5,772.7485
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,13,12,6,6,0.5,-213.0,-17.75,63.0,768.435
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,14,11,5,6,0.45454545454545453,-228.0,-20.727272727272727,61.0,776.205
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,15,11,8,3,0.7272727272727273,68.0,6.181818181818182,61.0,767.621
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,16,8,4,4,0.5,-163.0,-20.375,66.0,741.375
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,17,12,8,4,0.6666666666666666,-3.0,-0.25,63.0,771.3050000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,18,12,10,2,0.8333333333333334,192.0,16.0,65.0,767.6305
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,19,12,9,3,0.75,94.0,7.833333333333333,62.0,833.088
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,2,14,8,6,0.5714285714285714,-106.0,-7.571428571428571,61.0,739.479
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,20,12,11,1,0.9166666666666666,295.0,24.583333333333332,59.5,689.9175
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,21,12,8,4,0.6666666666666666,-26.0,-2.1666666666666665,66.0,801.116
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,22,12,10,2,0.8333333333333334,129.0,10.75,67.5,801.4214999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,23,12,10,2,0.8333333333333334,213.0,17.75,62.5,771.5545
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,3,16,10,6,0.625,-79.0,-4.9375,62.5,773.2964999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,4,16,11,5,0.6875,45.0,2.8125,61.0,773.204
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,5,16,9,7,0.5625,-130.0,-8.125,60.5,818.9895
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,6,16,13,3,0.8125,233.0,14.5625,61.0,767.546
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,7,16,10,6,0.625,-103.0,-6.4375,66.0,766.803
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,8,16,10,6,0.625,-94.0,-5.875,65.5,826.1175000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,9,15,8,7,0.5333333333333333,-226.0,-15.066666666666666,65.0,794.923
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,action,base_after_veto,304,207,97,0.680921052631579,163.0,0.5361842105263158,63.0,773.8209999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=0,26,17,9,0.6538461538461539,35.0,1.3461538461538463,61.0,835.7275
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=120,15,13,2,0.8666666666666667,165.0,11.0,73.0,769.219
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=40,207,137,70,0.6618357487922706,229.0,1.106280193236715,62.0,772.014
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=80,38,26,12,0.6842105263157895,-212.0,-5.578947368421052,72.0,743.1220000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,>120,18,14,4,0.7777777777777778,-54.0,-3.0,81.5,768.9685
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=-20,28,21,7,0.75,238.0,8.5,61.5,830.9504999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=0,79,54,25,0.6835443037974683,130.0,1.6455696202531647,63.0,773.036
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=20,156,103,53,0.6602564102564102,-143.0,-0.9166666666666666,63.0,770.9265
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=40,25,18,7,0.72,86.0,3.44,66.0,794.923
current,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,>40,16,11,5,0.6875,-148.0,-9.25,76.5,771.6215
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,split,holdout,44,29,15,0.6590909090909091,-46.0,-1.0454545454545454,62.0,779.7321305
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,split,train,131,94,37,0.7175572519083969,408.0,3.114503816793893,64.0,779.457895
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,split,validation,44,31,13,0.7045454545454546,193.0,4.386363636363637,62.0,779.2648610000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,side,no,107,76,31,0.7102803738317757,349.0,3.2616822429906542,62.0,779.650672
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,side,yes,112,78,34,0.6964285714285714,206.0,1.8392857142857142,64.0,779.311882
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,0,7,4,3,0.5714285714285714,-70.0,-10.0,63.0,779.813438
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,1,8,6,2,0.75,83.0,10.375,62.0,749.2907295
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,10,10,9,1,0.9,218.0,21.8,64.5,809.27001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,11,12,10,2,0.8333333333333334,181.0,15.083333333333334,63.5,779.4206825
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,12,12,10,2,0.8333333333333334,184.0,15.333333333333334,64.0,779.1156040000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,13,12,6,6,0.5,-240.0,-20.0,66.0,779.0890025
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,14,12,7,5,0.5833333333333334,-155.0,-12.916666666666666,66.5,779.4739505
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,15,12,6,6,0.5,-246.0,-20.5,63.5,749.24987
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,16,9,7,2,0.7777777777777778,76.0,8.444444444444445,65.0,837.005956
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,17,8,6,2,0.75,47.0,5.875,62.5,749.7130435
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,18,8,6,2,0.75,53.0,6.625,67.0,779.3776210000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,19,8,5,3,0.625,-21.0,-2.625,60.5,779.3105615
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,2,8,4,4,0.5,-130.0,-16.25,63.0,809.2721214999999
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,20,8,5,3,0.625,-52.0,-6.5,66.5,719.2507215
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,21,8,7,1,0.875,150.0,18.75,65.5,809.486607
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,22,8,8,0,1.0,214.0,26.75,70.5,749.602264
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,23,8,8,0,1.0,273.0,34.125,63.0,809.3762280000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,3,8,3,5,0.375,-233.0,-29.125,64.5,839.3030785000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,4,10,9,1,0.9,220.0,22.0,60.5,779.5413895
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,5,12,10,2,0.8333333333333334,215.0,17.916666666666668,60.0,839.648613
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,6,8,4,4,0.5,-110.0,-13.75,61.0,749.835296
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,7,8,3,5,0.375,-211.0,-26.375,59.0,809.335321
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,8,7,3,4,0.42857142857142855,-160.0,-22.857142857142858,61.0,839.094062
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,hour,9,8,8,0,1.0,269.0,33.625,61.0,839.487263
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,action,base_after_veto,219,154,65,0.7031963470319634,555.0,2.5342465753424657,63.0,779.504859
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=0,16,12,4,0.75,149.0,9.3125,62.0,839.8693665000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=120,14,11,3,0.7857142857142857,-30.0,-2.142857142857143,80.0,779.3463855
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=40,149,101,48,0.6778523489932886,521.0,3.4966442953020134,61.0,779.513328
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,<=80,28,20,8,0.7142857142857143,-73.0,-2.607142857142857,71.0,749.4795665
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,impulse,>120,12,10,2,0.8333333333333334,-12.0,-1.0,82.0,749.5696740000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=-20,26,19,7,0.7307692307692307,133.0,5.115384615384615,64.5,839.3715145
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=0,67,46,21,0.6865671641791045,87.0,1.2985074626865671,63.0,779.422564
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=20,101,72,29,0.7128712871287128,436.0,4.316831683168317,62.0,779.411632
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,<=40,17,11,6,0.6470588235294118,-80.0,-4.705882352941177,70.0,779.457895
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.5,over_margin,>40,8,6,2,0.75,-21.0,-2.625,79.0,749.642512
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,split,holdout,62,47,15,0.7580645161290323,325.0,5.241935483870968,66.0,711.4224999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,split,train,181,118,63,0.6519337016574586,-362.0,-2.0,62.0,770.596
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,split,validation,61,42,19,0.6885245901639344,93.0,1.5245901639344261,63.0,777.905
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,side,no,150,103,47,0.6866666666666666,100.0,0.6666666666666666,63.0,770.5045
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,side,yes,154,104,50,0.6753246753246753,-44.0,-0.2857142857142857,63.0,768.2915
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,0,9,5,4,0.5555555555555556,-139.0,-15.444444444444445,65.0,719.437
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,1,8,5,3,0.625,-47.0,-5.875,63.5,776.2445
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,10,12,10,2,0.8333333333333334,201.0,16.75,61.0,799.03
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,11,12,8,4,0.6666666666666666,-33.0,-2.75,65.0,800.763
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,12,12,10,2,0.8333333333333334,157.0,13.083333333333334,69.0,772.7485
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,13,12,6,6,0.5,-237.0,-19.75,64.0,768.435
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,14,11,5,6,0.45454545454545453,-219.0,-19.90909090909091,60.0,772.011
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,15,11,8,3,0.7272727272727273,68.0,6.181818181818182,61.0,767.621
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,16,8,4,4,0.5,-155.0,-19.375,66.0,687.1305
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,17,12,7,5,0.5833333333333334,-97.0,-8.083333333333334,62.5,771.3050000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,18,12,10,2,0.8333333333333334,193.0,16.083333333333332,65.0,766.2685
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,19,12,9,3,0.75,88.0,7.333333333333333,62.0,833.088
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,2,14,8,6,0.5714285714285714,-106.0,-7.571428571428571,61.0,739.479
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,20,12,11,1,0.9166666666666666,292.0,24.333333333333332,59.5,683.835
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,21,12,8,4,0.6666666666666666,-28.0,-2.3333333333333335,66.0,801.116
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,22,12,10,2,0.8333333333333334,117.0,9.75,69.5,772.6814999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,23,12,10,2,0.8333333333333334,188.0,15.666666666666666,64.5,716.5015000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,3,16,10,6,0.625,-79.0,-4.9375,62.5,747.7774999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,4,16,12,4,0.75,155.0,9.6875,60.0,741.9780000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,5,16,9,7,0.5625,-138.0,-8.625,60.5,794.628
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,6,16,13,3,0.8125,222.0,13.875,61.0,765.3934999999999
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,7,16,10,6,0.625,-113.0,-7.0625,66.0,711.7280000000001
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,8,16,10,6,0.625,-103.0,-6.4375,66.5,799.2725
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,9,15,9,6,0.6,-131.0,-8.733333333333333,63.0,776.279
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,action,base_after_veto,304,207,97,0.680921052631579,56.0,0.18421052631578946,63.0,769.338
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=0,27,18,9,0.6666666666666666,54.0,2.0,61.0,835.087
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=120,13,11,2,0.8461538461538461,48.0,3.6923076923076925,80.0,647.675
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=40,221,146,75,0.6606334841628959,166.0,0.751131221719457,62.0,770.596
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=80,30,21,9,0.7,-191.0,-6.366666666666666,73.5,647.7865
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,>120,13,11,2,0.8461538461538461,-21.0,-1.6153846153846154,87.0,705.868
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=-20,32,23,9,0.71875,119.0,3.71875,62.0,830.062
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=0,89,62,27,0.6966292134831461,174.0,1.9550561797752808,63.0,769.427
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=20,155,103,52,0.6645161290322581,-77.0,-0.4967741935483871,62.0,768.753
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=40,18,12,6,0.6666666666666666,-49.0,-2.7222222222222223,63.0,767.552
current,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,>40,10,7,3,0.7,-111.0,-11.1,80.5,697.7945
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,split,holdout,44,29,15,0.6590909090909091,-39.0,-0.8863636363636364,62.0,779.6382615
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,split,train,131,95,36,0.7251908396946565,469.0,3.5801526717557253,64.0,779.136441
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,split,validation,44,31,13,0.7045454545454546,176.0,4.0,62.0,779.2254800000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,side,no,106,76,30,0.7169811320754716,425.0,4.009433962264151,62.0,779.553592
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,side,yes,113,79,34,0.6991150442477876,181.0,1.6017699115044248,64.0,779.102176
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,0,7,4,3,0.5714285714285714,-60.0,-8.571428571428571,62.0,779.813438
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,1,8,6,2,0.75,83.0,10.375,62.0,749.2907295
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,10,10,9,1,0.9,218.0,21.8,64.5,809.27001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,11,12,10,2,0.8333333333333334,172.0,14.333333333333334,63.5,779.4206825
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,12,12,10,2,0.8333333333333334,177.0,14.75,64.0,749.2158395
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,13,12,6,6,0.5,-263.0,-21.916666666666668,69.0,779.0890025
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,14,12,7,5,0.5833333333333334,-138.0,-11.5,62.0,749.5560889999999
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,15,12,7,5,0.5833333333333334,-145.0,-12.083333333333334,63.5,719.1176415
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,16,9,7,2,0.7777777777777778,62.0,6.888888888888889,68.0,779.834948
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,17,8,6,2,0.75,58.0,7.25,62.5,719.834429
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,18,8,6,2,0.75,51.0,6.375,62.0,659.6768394999999
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,19,8,5,3,0.625,-29.0,-3.625,60.5,749.2484215
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,2,8,4,4,0.5,-118.0,-14.75,63.0,809.2721214999999
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,20,8,5,3,0.625,-52.0,-6.5,66.5,719.2507215
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,21,8,7,1,0.875,141.0,17.625,65.5,779.5967284999999
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,22,8,8,0,1.0,201.0,25.125,76.0,719.4170409999999
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,23,8,8,0,1.0,273.0,34.125,63.0,809.3762280000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,3,8,3,5,0.375,-233.0,-29.125,64.5,839.3030785000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,4,10,9,1,0.9,212.0,21.2,60.5,749.5415455
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,5,12,10,2,0.8333333333333334,209.0,17.416666666666668,60.0,839.648613
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,6,8,4,4,0.5,-110.0,-13.75,61.0,749.835296
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,7,8,3,5,0.375,-207.0,-25.875,59.0,809.335321
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,8,7,3,4,0.42857142857142855,-153.0,-21.857142857142858,61.0,779.650672
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,hour,9,8,8,0,1.0,257.0,32.125,61.0,839.336337
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,action,base_after_veto,219,155,64,0.7077625570776256,606.0,2.767123287671233,63.0,779.325548
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=0,16,12,4,0.75,149.0,9.3125,62.0,839.8693665000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=120,12,9,3,0.75,-107.0,-8.916666666666666,82.5,689.414981
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=40,158,107,51,0.6772151898734177,507.0,3.2088607594936707,61.0,779.416898
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,<=80,20,16,4,0.8,93.0,4.65,72.5,659.8320205
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,impulse,>120,13,11,2,0.8461538461538461,-36.0,-2.769230769230769,89.0,659.593786
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=-20,29,21,8,0.7241379310344828,102.0,3.5172413793103448,65.0,839.136245
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=0,72,50,22,0.6944444444444444,109.0,1.5138888888888888,63.5,779.315563
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=20,102,73,29,0.7156862745098039,423.0,4.147058823529412,62.0,779.2153040000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,<=40,12,8,4,0.6666666666666666,-37.0,-3.0833333333333335,61.0,779.5060195000001
v21,min55_veto_impulse_3_5m_abs40_over0_sig0.75,over_margin,>40,4,3,1,0.75,9.0,2.25,73.5,569.7001315
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,split,holdout,62,44,18,0.7096774193548387,51.0,0.8225806451612904,67.0,773.8015
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,split,train,181,118,63,0.6519337016574586,-245.0,-1.3535911602209945,62.0,778.174
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,split,validation,61,42,19,0.6885245901639344,109.0,1.7868852459016393,63.0,778.287
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,side,no,149,101,48,0.6778523489932886,44.0,0.2953020134228188,63.0,776.916
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,side,yes,155,103,52,0.6645161290322581,-129.0,-0.832258064516129,63.0,777.272
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,0,9,5,4,0.5555555555555556,-96.0,-10.666666666666666,62.0,825.945
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,1,8,5,3,0.625,-58.0,-7.25,66.0,777.094
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,10,12,10,2,0.8333333333333334,202.0,16.833333333333332,61.0,802.5615
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,11,12,8,4,0.6666666666666666,-45.0,-3.75,67.0,827.79
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,12,12,11,1,0.9166666666666666,260.0,21.666666666666668,68.5,776.7860000000001
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,13,12,6,6,0.5,-185.0,-15.416666666666666,63.0,798.012
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,14,11,5,6,0.45454545454545453,-228.0,-20.727272727272727,61.0,776.205
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,15,11,8,3,0.7272727272727273,68.0,6.181818181818182,61.0,767.621
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,16,8,4,4,0.5,-145.0,-18.125,62.5,772.8805
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,17,12,8,4,0.6666666666666666,-3.0,-0.25,63.0,771.3050000000001
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,18,12,9,3,0.75,82.0,6.833333333333333,67.0,769.4014999999999
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,19,12,9,3,0.75,95.0,7.916666666666667,62.0,833.088
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,2,14,8,6,0.5714285714285714,-128.0,-9.142857142857142,61.0,773.6120000000001
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,20,12,11,1,0.9166666666666666,325.0,27.083333333333332,59.5,745.6095
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,21,12,8,4,0.6666666666666666,-48.0,-4.0,67.0,833.308
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,22,12,10,2,0.8333333333333334,148.0,12.333333333333334,65.5,801.4214999999999
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,23,12,10,2,0.8333333333333334,220.0,18.333333333333332,60.5,781.3775
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,3,16,10,6,0.625,-79.0,-4.9375,62.5,773.2964999999999
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,4,16,11,5,0.6875,45.0,2.8125,61.0,773.204
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,5,16,9,7,0.5625,-130.0,-8.125,60.5,818.9895
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,6,16,13,3,0.8125,227.0,14.1875,61.0,767.546
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,7,16,8,8,0.5,-302.0,-18.875,66.0,773.7075
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,8,16,10,6,0.625,-94.0,-5.875,65.5,826.1175000000001
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,hour,9,15,8,7,0.5333333333333333,-216.0,-14.4,65.0,794.923
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,action,base_after_veto,304,204,100,0.6710526315789473,-85.0,-0.27960526315789475,63.0,777.2585
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,impulse,<=0,26,17,9,0.6538461538461539,35.0,1.3461538461538463,61.0,835.7275
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,impulse,<=120,18,15,3,0.8333333333333334,138.0,7.666666666666667,73.0,770.6425
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,impulse,<=40,193,127,66,0.6580310880829016,129.0,0.6683937823834197,61.0,773.575
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,impulse,<=80,53,35,18,0.660377358490566,-282.0,-5.320754716981132,69.0,774.221
current,min55_veto_impulse_3_5m_abs40_over20_sig0.5,impulse,>120,14,10,4,0.7142857142857143,-105.0,-7.5,79.5,781.453
