label,chooser,min_score,ask_max,min_seconds_to_close,gate,coverage_pass,target_pass,nondegenerate_pass,wilson_pass,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=0,brownian_p_rv_30m,0.6,95.0,0.0,none,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,629.0,65.0,804.606,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,32,27,5,0.84375,1.0,0.6824585040246961,453.0,70.0,740.1825
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=0; margin_rv15>=0,brownian_p_rv_30m,0.6,95.0,0.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,629.0,65.0,804.606,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,32,27,5,0.84375,1.0,0.6824585040246961,453.0,70.0,740.1825
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=0; spread<=4,brownian_p_rv_30m,0.6,95.0,0.0,spread<=4,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,629.0,65.0,804.606,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,32,27,5,0.84375,1.0,0.6824585040246961,453.0,70.0,740.1825
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=120; spread<=4,brownian_p_rv_30m,0.6,100.0,120.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,619.0,65.0,804.606,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=120; margin_rv15>=0,brownian_p_rv_30m,0.6,100.0,120.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,619.0,65.0,804.606,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=60; margin_rv15>=0,brownian_p_rv_30m,0.6,100.0,60.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,619.0,65.0,804.606,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=60; spread<=4,brownian_p_rv_30m,0.6,100.0,60.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,619.0,65.0,804.606,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=60,brownian_p_rv_30m,0.6,100.0,60.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,619.0,65.0,804.606,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=120,brownian_p_rv_30m,0.6,100.0,120.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,108,47,0.6967741935483871,0.9935897435897436,0.6203753635262882,619.0,65.0,804.606,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=60; spread<=4,brownian_p_rv_30m,0.6,95.0,60.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,615.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=0; spread<=4,brownian_p_rv_30m,0.6,90.0,0.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,623.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,447.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=120; margin_rv15>=0,brownian_p_rv_30m,0.6,95.0,120.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,615.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=120; spread<=4,brownian_p_rv_30m,0.6,95.0,120.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,615.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=120,brownian_p_rv_30m,0.6,95.0,120.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,615.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=0,brownian_p_rv_30m,0.6,90.0,0.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,623.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,447.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=60; margin_rv15>=0,brownian_p_rv_30m,0.6,95.0,60.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,615.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=0; margin_rv15>=0,brownian_p_rv_30m,0.6,90.0,0.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,623.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,447.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=60,brownian_p_rv_30m,0.6,95.0,60.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,615.0,65.0,814.8405,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,439.0,70.0,766.614
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=240,brownian_p_rv_30m,0.6,100.0,240.0,none,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,613.0,65.0,814.8405,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=240; spread<=4,brownian_p_rv_30m,0.6,100.0,240.0,spread<=4,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,613.0,65.0,814.8405,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=100; sec>=240; margin_rv15>=0,brownian_p_rv_30m,0.6,100.0,240.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,154,107,47,0.6948051948051948,0.9871794871794872,0.6180692927455591,613.0,65.0,814.8405,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,454.0,65.0,826.504,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=60,brownian_p_rv_30m,0.6,90.0,60.0,none,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=240; margin_rv15>=0,brownian_p_rv_30m,0.6,95.0,240.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=60; margin_rv15>=0,brownian_p_rv_30m,0.6,90.0,60.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=240; spread<=4,brownian_p_rv_30m,0.6,95.0,240.0,spread<=4,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=60; spread<=4,brownian_p_rv_30m,0.6,90.0,60.0,spread<=4,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=120,brownian_p_rv_30m,0.6,90.0,120.0,none,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=95; sec>=240,brownian_p_rv_30m,0.6,95.0,240.0,none,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=120; margin_rv15>=0,brownian_p_rv_30m,0.6,90.0,120.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=240,brownian_p_rv_30m,0.6,90.0,240.0,none,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=240; spread<=4,brownian_p_rv_30m,0.6,90.0,240.0,spread<=4,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=240; margin_rv15>=0,brownian_p_rv_30m,0.6,90.0,240.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.6; ask<=90; sec>=120; spread<=4,brownian_p_rv_30m,0.6,90.0,120.0,spread<=4,True,False,False,False,0.5483870967741935,0.9375,0.3777216763735451,156,153,106,47,0.6928104575163399,0.9807692307692307,0.6157352583180851,609.0,65.0,825.075,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,450.0,65.0,826.825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-274.0,63.0,825.968,32,30,25,5,0.8333333333333334,0.9375,0.6643564949358397,433.0,69.5,767.1875
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=0; spread<=4,brownian_p_rv_15m,0.6,100.0,0.0,spread<=4,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,104,52,0.6666666666666666,1.0,0.5894717296107738,256.0,65.0,778.591,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=0; margin_rv15>=0,brownian_p_rv_15m,0.6,100.0,0.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,104,52,0.6666666666666666,1.0,0.5894717296107738,256.0,65.0,778.591,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=0,brownian_p_rv_15m,0.6,100.0,0.0,none,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,104,52,0.6666666666666666,1.0,0.5894717296107738,256.0,65.0,778.591,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec>=0,brownian_p_rv_15m,0.6,90.0,0.0,none,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,252.0,65.0,778.863,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,285.0,64.5,825.8825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec>=0; spread<=4,brownian_p_rv_15m,0.6,95.0,0.0,spread<=4,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,252.0,65.0,778.863,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,285.0,64.5,825.8825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec>=0,brownian_p_rv_15m,0.6,95.0,0.0,none,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,252.0,65.0,778.863,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,285.0,64.5,825.8825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec>=0; margin_rv15>=0,brownian_p_rv_15m,0.6,95.0,0.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,252.0,65.0,778.863,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,285.0,64.5,825.8825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec>=0; margin_rv15>=0,brownian_p_rv_15m,0.6,90.0,0.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,252.0,65.0,778.863,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,285.0,64.5,825.8825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec>=0; spread<=4,brownian_p_rv_15m,0.6,90.0,0.0,spread<=4,True,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,252.0,65.0,778.863,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,285.0,64.5,825.8825,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,32,24,8,0.75,1.0,0.5789344100575552,228.0,68.0,772.3330000000001
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=240; margin_rv15>=0,brownian_p_rv_15m,0.6,100.0,240.0,margin_rv15>=0,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,242.0,65.0,778.863,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,214.0,68.0,775.398
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=60,brownian_p_rv_15m,0.6,100.0,60.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,242.0,65.0,778.863,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,214.0,68.0,775.398
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=60; spread<=4,brownian_p_rv_15m,0.6,100.0,60.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,242.0,65.0,778.863,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,214.0,68.0,775.398
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=120,brownian_p_rv_15m,0.6,100.0,120.0,none,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,242.0,65.0,778.863,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,214.0,68.0,775.398
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=240; spread<=4,brownian_p_rv_15m,0.6,100.0,240.0,spread<=4,True,False,False,False,0.5483870967741935,0.96875,0.3777216763735451,156,155,103,52,0.6645161290322581,0.9935897435897436,0.5870028931379894,242.0,65.0,778.863,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,289.0,65.0,825.82,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-261.0,63.0,778.181,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,214.0,68.0,775.398
