dataset,split,feature,bucket,rows,brier_delta,logloss_delta,candidate_brier,candidate_logloss,candidate_side_accuracy,mean_p_yes,yes_rate
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(3.42e-05, 3.87e-05]",98,-0.0002785043295304296,-0.0011700849040312544,0.08270028788049912,0.2602502574040691,0.8877551020408163,0.4275830153539652,0.3979591836734694
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(3.87e-05, 5.62e-05]",92,-0.00018189054667011595,0.00013345644437551263,0.11969230152428191,0.38099035964858113,0.8478260869565217,0.44938894092411646,0.42391304347826086
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(5.62e-05, 0.000121]",105,-8.769740139025206e-06,0.0005068769674423934,0.14397501208328092,0.44552524378695846,0.7619047619047619,0.5149735418408501,0.5047619047619047
minute_bucket,all,signed_velocity_dps_3m,"(-0.0533, 8.33e-05]",612,-5.919735609824506e-05,-0.00018099219043388182,0.1641219643605579,0.47742543492276424,0.7320261437908496,0.4590088238013954,0.4477124183006536
minute_bucket,all,signed_velocity_dps_3m,"(-0.12, -0.0533]",611,7.689993730131128e-06,0.0002471788264171715,0.16386205208491833,0.48693886191636915,0.7495908346972177,0.42368251788055733,0.3829787234042553
minute_bucket,all,signed_velocity_dps_3m,"(-0.256, -0.12]",613,-0.0013208327683666699,-0.0030538887742085352,0.14840566114780415,0.44346404086793895,0.7797716150081566,0.34958435141758376,0.3539967373572594
minute_bucket,all,signed_velocity_dps_3m,"(-3.35, -0.256]",613,-0.00189943690698606,-0.005394149420158922,0.12361981290945993,0.3806512330948191,0.8189233278955954,0.29445215514847406,0.27895595432300163
minute_bucket,all,signed_velocity_dps_3m,"(0.0584, 0.133]",612,-0.000354057076070613,-0.0008361937658817875,0.1563786408523001,0.46383006076877975,0.7581699346405228,0.5832204013553536,0.565359477124183
minute_bucket,all,signed_velocity_dps_3m,"(0.133, 0.273]",612,2.1630493683588714e-05,0.0001651450688467948,0.15244417776540284,0.4585674242552158,0.7630718954248366,0.6662094925310866,0.6699346405228758
minute_bucket,all,signed_velocity_dps_3m,"(0.273, 2.981]",613,0.0002236783744292148,-0.001150753608146926,0.11712331329694153,0.3615132971079174,0.8221859706362153,0.7624990128613026,0.766721044045677
minute_bucket,all,signed_velocity_dps_3m,"(8.33e-05, 0.0584]",612,-8.440654902061584e-05,-0.000416183749126775,0.1654770571496895,0.4794897128223772,0.7173202614379085,0.513249525743568,0.5049019607843137
minute_bucket,validation,signed_velocity_dps_3m,"(-0.0533, 8.33e-05]",138,8.739904595966852e-05,-4.303498433072539e-05,0.1526797455130525,0.43966648936836183,0.6956521739130435,0.44312401017715386,0.39855072463768115
minute_bucket,validation,signed_velocity_dps_3m,"(-0.12, -0.0533]",165,-4.962930806978738e-05,-5.9387033295499325e-05,0.16009317475018184,0.46345982769748295,0.7575757575757576,0.4365681300146118,0.4
minute_bucket,validation,signed_velocity_dps_3m,"(-0.256, -0.12]",116,-0.002895284058975156,-0.00687170320481989,0.14472382078036652,0.42933376669868745,0.8103448275862069,0.34517466497349625,0.3793103448275862
minute_bucket,validation,signed_velocity_dps_3m,"(-3.35, -0.256]",76,-0.005986334664604243,-0.02110086964585567,0.1013666659737243,0.3077590436782563,0.8552631578947368,0.2998027944125736,0.32894736842105265
minute_bucket,validation,signed_velocity_dps_3m,"(0.0584, 0.133]",120,-0.0007250641993314377,-0.00093026295623716,0.16463153810651393,0.4883401573521758,0.7333333333333333,0.5714159116914191,0.5916666666666667
minute_bucket,validation,signed_velocity_dps_3m,"(0.133, 0.273]",124,-0.001748539509281971,-0.0038891721644812027,0.12799493401995377,0.3979173439647071,0.8225806451612904,0.7292744764577719,0.7419354838709677
minute_bucket,validation,signed_velocity_dps_3m,"(0.273, 2.981]",97,-0.009708326161472144,-0.028725077050857528,0.0748390928142555,0.25676340578498746,0.8969072164948454,0.8279941039817127,0.8247422680412371
minute_bucket,validation,signed_velocity_dps_3m,"(8.33e-05, 0.0584]",146,-0.0002265618982676687,-0.001074133431765878,0.13778609794282262,0.4061925508233629,0.7602739726027398,0.5085370940514721,0.5205479452054794
minute_bucket,holdout,signed_velocity_dps_3m,"(-0.0533, 8.33e-05]",61,-0.0001065940178970326,0.0004633070713153664,0.1667541346981787,0.49838272009069384,0.7868852459016393,0.4578720552348636,0.4098360655737705
minute_bucket,holdout,signed_velocity_dps_3m,"(-0.12, -0.0533]",63,-0.00028909188589618107,-0.000823216947933969,0.1841477807045303,0.5326485428588155,0.7301587301587301,0.44660571823902284,0.36507936507936506
minute_bucket,holdout,signed_velocity_dps_3m,"(-0.256, -0.12]",116,0.00032663957341141914,0.0006794948982127291,0.14772211605436655,0.4419249720121032,0.7586206896551724,0.36867192376334806,0.31896551724137934
minute_bucket,holdout,signed_velocity_dps_3m,"(-3.35, -0.256]",253,-0.001272284896397885,-0.0033976602149169977,0.13403354151542934,0.41743654110012823,0.8063241106719368,0.28435274032096336,0.26877470355731226
minute_bucket,holdout,signed_velocity_dps_3m,"(0.0584, 0.133]",82,-0.0004953639462070558,-0.001674408749790024,0.14171455775596098,0.4171057683127343,0.7195121951219512,0.4774367329691628,0.35365853658536583
minute_bucket,holdout,signed_velocity_dps_3m,"(0.133, 0.273]",119,-0.0011656668308102636,-0.0021996249391447176,0.1780023486869884,0.5138214374598724,0.6890756302521008,0.5664725616419677,0.47058823529411764
minute_bucket,holdout,signed_velocity_dps_3m,"(0.273, 2.981]",235,0.001675941637213657,0.0030811458033653816,0.14147492915375862,0.40961348629282796,0.774468085106383,0.6993553478782697,0.6978723404255319
minute_bucket,holdout,signed_velocity_dps_3m,"(8.33e-05, 0.0584]",49,-0.0001715449686878756,-0.0006701696512530497,0.17005471683302012,0.49023637942292375,0.7346938775510204,0.48499325717139635,0.4489795918367347
