model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,candidate,entry_policy,exit_policy,fee_adjusted_pnl_cents,fee_adjusted_1c_entry_pnl_cents,fee_adjusted_1c_roundtrip_pnl_cents
v38_long60_antipersist,KXBTC15M-26MAY031345-45,validation,2026-05-03 17:36:09.532000+00:00,yes,yes,True,93.0,92.0,0.9333172549176946,0.9333172549176946,0.3317254917694612,530.468,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,13.0,11.0,11.0
v38_long60_antipersist,KXBTC15M-26MAY031400-00,validation,2026-05-03 17:51:10.643000+00:00,no,no,True,86.0,85.0,0.8927321514056226,0.1072678485943774,3.2732151405622574,529.357,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,26.0,24.0,24.0
v38_long60_antipersist,KXBTC15M-26MAY031415-15,validation,2026-05-03 18:05:11.930000+00:00,no,no,True,88.0,87.0,0.8846497898917958,0.1153502101082042,0.4649789891795706,588.07,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,22.0,20.0,20.0
v38_long60_antipersist,KXBTC15M-26MAY031430-30,validation,2026-05-03 18:20:13.276000+00:00,yes,yes,True,64.0,63.0,0.7257849358543563,0.7257849358543563,8.578493585435638,586.724,settlement_win,,,,,,72.0,True,128.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,68.0,66.0,66.0
v38_long60_antipersist,KXBTC15M-26MAY031445-45,validation,2026-05-03 18:40:00.137000+00:00,no,no,True,98.0,97.0,0.9870112659108868,0.0129887340891131,0.7011265910886806,299.863,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,3.0,1.0,1.0
v38_long60_antipersist,KXBTC15M-26MAY031500-00,validation,2026-05-03 18:52:16.315000+00:00,yes,yes,True,94.0,94.0,0.9566027806745494,0.9566027806745494,1.6602780674549393,463.685,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,11.0,9.0,9.0
v38_long60_antipersist,KXBTC15M-26MAY031515-15,validation,2026-05-03 19:07:02.720000+00:00,no,no,True,65.0,64.0,0.6642016144760197,0.3357983855239804,1.42016144760197,477.28,probability_reduce,2026-05-03 19:08:02.831000+00:00,417.169,22.0,0.3178106319222675,9.78106319222675,-86.0,False,130.0,4.0,3.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-93.0,-95.0,-97.0
v38_long60_antipersist,KXBTC15M-26MAY031530-30,validation,2026-05-03 19:27:49.792000+00:00,yes,no,False,48.0,47.0,0.6716832398284931,0.6716832398284931,19.168323982849316,130.208,probability_reduce,2026-05-03 19:29:04.919000+00:00,55.081,5.0,0.2713807725822577,22.138077258225767,-86.0,False,96.0,4.0,1.0,5.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-91.0,-93.0,-95.0
v38_long60_antipersist,KXBTC15M-26MAY031545-45,validation,2026-05-03 19:35:05.285000+00:00,yes,yes,True,98.0,97.0,0.9926932196271367,0.9926932196271367,1.2693219627136756,594.715,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,3.0,1.0,1.0
v38_long60_antipersist,KXBTC15M-26MAY031600-00,validation,2026-05-03 19:51:52.123000+00:00,no,no,True,67.0,65.0,0.6823206155042687,0.3176793844957312,1.232061550426863,487.877,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,62.0,60.0,60.0
v38_long60_antipersist,KXBTC15M-26MAY031615-15,validation,2026-05-03 20:08:17.053000+00:00,no,no,True,88.0,87.0,0.901278492729541,0.098721507270459,2.1278492729540943,402.947,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,22.0,20.0,20.0
v38_long60_antipersist,KXBTC15M-26MAY031630-30,validation,2026-05-03 20:20:03.227000+00:00,yes,yes,True,84.0,83.0,0.8553531408388849,0.8553531408388849,1.535314083888494,596.773,settlement_win,,,,,,32.0,True,168.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,30.0,28.0,28.0
v38_long60_antipersist,KXBTC15M-26MAY031645-45,validation,2026-05-03 20:36:04.672000+00:00,yes,yes,True,97.0,97.0,0.9964035736773744,0.9964035736773744,2.640357367737437,535.328,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,5.0,3.0,3.0
v38_long60_antipersist,KXBTC15M-26MAY031700-00,validation,2026-05-03 20:50:05.980000+00:00,no,no,True,93.0,92.0,0.9857057938146508,0.0142942061853493,5.57057938146508,594.02,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,13.0,11.0,11.0
v38_long60_antipersist,KXBTC15M-26MAY031715-15,validation,2026-05-03 21:05:37.388000+00:00,no,yes,False,56.0,55.0,0.6731390385293863,0.3268609614706136,11.313903852938623,562.612,probability_reduce,2026-05-03 21:06:22.438000+00:00,517.562,45.0,0.4498537710780597,-0.014622892194033454,-22.0,False,112.0,4.0,4.0,8.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-30.0,-32.0,-34.0
v38_long60_antipersist,KXBTC15M-26MAY031730-30,validation,2026-05-03 21:20:53.734000+00:00,no,no,True,72.0,71.0,0.7289548180794638,0.2710451819205361,0.895481807946382,546.266,settlement_win,,,,,,56.0,True,144.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,53.0,51.0,51.0
v38_long60_antipersist,KXBTC15M-26MAY031745-45,validation,2026-05-03 21:38:10.448000+00:00,no,no,True,88.0,86.0,0.9613233221771128,0.0386766778228872,8.13233221771128,409.552,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,22.0,20.0,20.0
v38_long60_antipersist,KXBTC15M-26MAY031800-00,validation,2026-05-03 21:50:11.320000+00:00,no,yes,False,64.0,63.0,0.6688934412049482,0.3311065587950518,2.889344120494826,588.68,probability_reduce,2026-05-03 21:51:11.447000+00:00,528.553,46.0,0.3994467528896825,-6.055324711031751,-36.0,False,128.0,4.0,4.0,8.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-44.0,-46.0,-48.0
v38_long60_antipersist,KXBTC15M-26MAY031815-15,validation,2026-05-03 22:05:12.467000+00:00,yes,yes,True,94.0,94.0,0.9981870306450116,0.9981870306450116,5.818703064501165,587.533,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,11.0,9.0,9.0
v38_long60_antipersist,KXBTC15M-26MAY031830-30,validation,2026-05-03 22:20:13.988000+00:00,no,no,True,76.0,75.0,0.821612664680925,0.178387335319075,6.161266468092492,586.012,settlement_win,,,,,,48.0,True,152.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,45.0,43.0,43.0
v38_long60_antipersist,KXBTC15M-26MAY031845-45,validation,2026-05-03 22:35:00.056000+00:00,yes,yes,True,86.0,85.0,0.8896468049713108,0.8896468049713108,2.96468049713107,599.944,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,26.0,24.0,24.0
v38_long60_antipersist,KXBTC15M-26MAY031900-00,validation,2026-05-03 22:50:01.430000+00:00,yes,no,False,69.0,68.0,0.7083753116427794,0.7083753116427794,1.837531164277948,598.57,probability_reduce,2026-05-03 22:52:01.588000+00:00,478.412,28.0,0.2697683208439792,-1.0231679156020768,-82.0,False,138.0,3.0,3.0,6.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-88.0,-90.0,-92.0
v38_long60_antipersist,KXBTC15M-26MAY031915-15,holdout,2026-05-03 23:05:02.854000+00:00,yes,no,False,76.0,75.0,0.7808401735561964,0.7808401735561964,2.084017355619636,597.146,probability_reduce,2026-05-03 23:09:03.147000+00:00,356.853,33.0,0.4050721160586756,7.50721160586756,-86.0,False,152.0,3.0,4.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-93.0,-95.0,-97.0
v38_long60_antipersist,KXBTC15M-26MAY031930-30,holdout,2026-05-03 23:20:04.233000+00:00,no,no,True,85.0,84.0,0.8511187609143678,0.1488812390856322,0.11187609143678401,595.767,settlement_win,,,,,,30.0,True,170.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,28.0,26.0,26.0
v38_long60_antipersist,KXBTC15M-26MAY031945-45,holdout,2026-05-03 23:37:05.729000+00:00,no,no,True,74.0,72.0,0.7872230173087507,0.2127769826912494,4.72230173087506,474.271,probability_reduce,2026-05-03 23:39:05.880000+00:00,354.12,36.0,0.2764249733686972,-8.35750266313028,-76.0,False,148.0,3.0,4.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-83.0,-85.0,-87.0
v38_long60_antipersist,KXBTC15M-26MAY032000-00,holdout,2026-05-03 23:51:06.840000+00:00,no,no,True,75.0,74.0,0.7578832379581697,0.2421167620418303,0.7883237958169644,533.16,settlement_win,,,,,,50.0,True,150.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,47.0,45.0,45.0
v38_long60_antipersist,KXBTC15M-26MAY032015-15,holdout,2026-05-04 00:05:08.313000+00:00,no,no,True,72.0,71.0,0.7807146133376215,0.2192853866623785,6.071461333762144,591.687,settlement_win,,,,,,56.0,True,144.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,53.0,51.0,51.0
v38_long60_antipersist,KXBTC15M-26MAY032030-30,holdout,2026-05-04 00:20:09.562000+00:00,no,no,True,72.0,71.0,0.7379741160685871,0.2620258839314129,1.7974116068587023,590.438,settlement_win,,,,,,56.0,True,144.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,53.0,51.0,51.0
v38_long60_antipersist,KXBTC15M-26MAY032045-45,holdout,2026-05-04 00:38:26.191000+00:00,no,no,True,76.0,75.0,0.7667262524926701,0.2332737475073298,0.6726252492670142,393.809,settlement_win,,,,,,48.0,True,152.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,45.0,43.0,43.0
v38_long60_antipersist,KXBTC15M-26MAY032100-00,holdout,2026-05-04 00:50:12.492000+00:00,yes,yes,True,80.0,79.0,0.849007588755228,0.849007588755228,4.900758875522797,587.508,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,37.0,35.0,35.0
v38_long60_antipersist,KXBTC15M-26MAY032115-15,holdout,2026-05-04 01:05:29.091000+00:00,no,no,True,91.0,91.0,0.9216806267250802,0.0783193732749198,1.1680626725080288,570.909,settlement_win,,,,,,18.0,True,182.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,16.0,14.0,14.0
v38_long60_antipersist,KXBTC15M-26MAY032130-30,holdout,2026-05-04 01:21:30.613000+00:00,no,yes,False,67.0,65.0,0.678800782906545,0.321199217093455,0.8800782906544953,509.387,probability_reduce,2026-05-04 01:27:01.058000+00:00,178.942,23.0,0.2138871839447027,-1.6112816055297294,-88.0,False,134.0,4.0,3.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-95.0,-97.0,-99.0
v38_long60_antipersist,KXBTC15M-26MAY032145-45,holdout,2026-05-04 01:35:01.695000+00:00,yes,yes,True,97.0,97.0,0.9971785544241696,0.9971785544241696,2.717855442416962,598.305,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,5.0,3.0,3.0
v38_long60_antipersist,KXBTC15M-26MAY032200-00,holdout,2026-05-04 01:50:03.054000+00:00,yes,yes,True,90.0,89.0,0.9266942005139308,0.9266942005139308,2.6694200513930753,596.946,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,18.0,16.0,16.0
v38_long60_antipersist,KXBTC15M-26MAY032215-15,holdout,2026-05-04 02:07:04.763000+00:00,yes,yes,True,79.0,78.0,0.8605959242651129,0.8605959242651129,7.059592426511287,475.237,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,39.0,37.0,37.0
v38_long60_antipersist,KXBTC15M-26MAY032230-30,holdout,2026-05-04 02:20:05.965000+00:00,no,no,True,65.0,64.0,0.6595239628153581,0.3404760371846419,0.9523962815358118,594.035,settlement_win,,,,,,70.0,True,130.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,66.0,64.0,64.0
v38_long60_antipersist,KXBTC15M-26MAY032300-00,holdout,2026-05-04 02:52:08.927000+00:00,yes,yes,True,77.0,76.0,0.7756685090669405,0.7756685090669405,0.5668509066940572,471.073,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,43.0,41.0,41.0
v38_long60_antipersist,KXBTC15M-26MAY032315-15,holdout,2026-05-04 03:05:10.145000+00:00,no,yes,False,72.0,71.0,0.7890370536215847,0.2109629463784152,6.903705362158476,589.855,probability_reduce,2026-05-04 03:07:40.269000+00:00,439.731,65.0,0.4435366049836349,-20.64633950163651,-14.0,False,144.0,3.0,4.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-21.0,-23.0,-25.0
v38_long60_antipersist,KXBTC15M-26MAY032330-30,holdout,2026-05-04 03:20:11.394000+00:00,no,no,True,75.0,74.0,0.8072454862764862,0.1927545137235138,5.724548627648616,588.606,settlement_win,,,,,,50.0,True,150.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,47.0,45.0,45.0
v38_long60_antipersist,KXBTC15M-26MAY032345-45,holdout,2026-05-04 03:36:57.912000+00:00,no,no,True,68.0,66.0,0.7040949663264542,0.2959050336735457,2.409496632645414,482.088,settlement_win,,,,,,64.0,True,136.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,60.0,58.0,58.0
v38_long60_antipersist,KXBTC15M-26MAY040000-00,holdout,2026-05-04 03:51:59.322000+00:00,yes,yes,True,96.0,96.0,0.9606006934330904,0.9606006934330904,0.06006934330903846,480.678,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,7.0,5.0,5.0
v38_long60_antipersist,KXBTC15M-26MAY040015-15,holdout,2026-05-04 04:05:15.481000+00:00,yes,yes,True,90.0,90.0,0.906341603970374,0.906341603970374,0.6341603970374052,584.519,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,18.0,16.0,16.0
v38_long60_antipersist,KXBTC15M-26MAY040030-30,holdout,2026-05-04 04:20:46.840000+00:00,yes,no,False,71.0,70.0,0.754060965557674,0.754060965557674,4.406096555767405,553.16,probability_reduce,2026-05-04 04:22:01.957000+00:00,478.043,20.0,0.2529959606728604,5.299596067286039,-102.0,False,142.0,3.0,3.0,6.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-108.0,-110.0,-112.0
v38_long60_antipersist,KXBTC15M-26MAY040045-45,holdout,2026-05-04 04:36:18.126000+00:00,yes,no,False,56.0,53.0,0.6778930410919047,0.6778930410919047,11.789304109190468,521.874,probability_reduce,2026-05-04 04:40:03.509000+00:00,296.491,26.0,0.2697945849704474,0.9794584970447389,-60.0,False,112.0,4.0,3.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-67.0,-69.0,-71.0
v38_long60_antipersist,KXBTC15M-26MAY040100-00,holdout,2026-05-04 04:53:34.760000+00:00,no,no,True,44.0,43.0,0.6591180281264151,0.3408819718735849,21.91180281264151,385.24,settlement_win,,,,,,112.0,True,88.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,108.0,106.0,106.0
v38_long60_antipersist,KXBTC15M-26MAY040115-15,holdout,2026-05-04 05:09:21.042000+00:00,no,no,True,87.0,86.0,0.8872836937148664,0.1127163062851335,1.728369371486636,338.958,settlement_win,,,,,,26.0,True,174.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,24.0,22.0,22.0
v38_long60_antipersist,KXBTC15M-26MAY040130-30,holdout,2026-05-04 05:25:52.640000+00:00,no,no,True,88.0,87.0,0.9040561687036242,0.0959438312963759,2.4056168703624223,247.36,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,22.0,20.0,20.0
v38_long60_antipersist,KXBTC15M-26MAY040145-45,holdout,2026-05-04 05:41:23.981000+00:00,yes,yes,True,81.0,80.0,0.8175740471859729,0.8175740471859729,0.7574047185972859,216.019,settlement_win,,,,,,38.0,True,162.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,35.0,33.0,33.0
v38_long60_antipersist,KXBTC15M-26MAY040245-45,holdout,2026-05-04 06:35:13.704000+00:00,yes,yes,True,68.0,67.0,0.7089746356916802,0.7089746356916802,2.897463569168025,586.296,settlement_win,,,,,,64.0,True,136.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,60.0,58.0,58.0
v38_long60_antipersist,KXBTC15M-26MAY040315-15,holdout,2026-05-04 07:09:32.035000+00:00,no,no,True,69.0,68.0,0.7406700166868467,0.2593299833131532,5.067001668684668,327.965,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,59.0,57.0,57.0
v38_long60_antipersist,KXBTC15M-26MAY040330-30,holdout,2026-05-04 07:26:48.845000+00:00,no,no,True,66.0,64.0,0.6919866956804004,0.3080133043195996,3.1986695680400317,191.155,settlement_win,,,,,,68.0,True,132.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,64.0,62.0,62.0
v38_long60_antipersist,KXBTC15M-26MAY040345-45,holdout,2026-05-04 07:43:05.412000+00:00,no,no,True,99.0,99.0,0.991269329305242,0.0087306706947578,0.1269329305242053,114.588,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,1.0,-1.0,-1.0
v38_long60_antipersist,KXBTC15M-26MAY040400-00,holdout,2026-05-04 07:50:35.975000+00:00,yes,no,False,55.0,53.0,0.6527917452213386,0.6527917452213386,10.279174522133872,564.025,probability_reduce,2026-05-04 07:53:06.135000+00:00,413.865,27.0,0.3584276772281707,8.842767722817072,-56.0,False,110.0,4.0,3.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-63.0,-65.0,-67.0
v38_long60_antipersist,KXBTC15M-26MAY040415-15,holdout,2026-05-04 08:07:22.448000+00:00,no,yes,False,62.0,61.0,0.8301934810516338,0.1698065189483661,21.019348105163388,457.552,probability_reduce,2026-05-04 08:10:07.713000+00:00,292.287,33.0,0.283860338645395,-4.613966135460501,-58.0,False,124.0,4.0,4.0,8.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-66.0,-68.0,-70.0
v38_long60_antipersist,KXBTC15M-26MAY040430-30,holdout,2026-05-04 08:24:54.053000+00:00,no,no,True,95.0,95.0,0.968560170625048,0.0314398293749519,1.8560170625047903,305.947,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,9.0,7.0,7.0
v38_long60_antipersist,KXBTC15M-26MAY040445-45,holdout,2026-05-04 08:37:55.276000+00:00,no,no,True,69.0,68.0,0.6962161697497309,0.3037838302502691,0.6216169749730938,424.724,probability_reduce,2026-05-04 08:42:10.657000+00:00,169.343,21.0,0.4094701494998954,19.947014949989544,-96.0,False,138.0,3.0,3.0,6.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-102.0,-104.0,-106.0
v38_long60_antipersist,KXBTC15M-26MAY040500-00,holdout,2026-05-04 08:52:26.610000+00:00,no,no,True,81.0,80.0,0.8286030927784653,0.1713969072215347,1.8603092778465395,453.39,probability_reduce,2026-05-04 08:56:11.884000+00:00,228.116,20.0,0.1667489122188522,-3.325108778114778,-122.0,False,162.0,3.0,3.0,6.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-128.0,-130.0,-132.0
v38_long60_antipersist,KXBTC15M-26MAY040515-15,holdout,2026-05-04 09:11:13.103000+00:00,yes,yes,True,87.0,86.0,0.9063206387898182,0.9063206387898182,3.6320638789818105,226.897,settlement_win,,,,,,26.0,True,174.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,24.0,22.0,22.0
v38_long60_antipersist,KXBTC15M-26MAY040530-30,holdout,2026-05-04 09:27:14.697000+00:00,yes,yes,True,95.0,94.0,0.9668366219694088,0.9668366219694088,1.6836621969408725,165.303,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,9.0,7.0,7.0
v38_long60_antipersist,KXBTC15M-26MAY040545-45,holdout,2026-05-04 09:38:30.757000+00:00,yes,yes,True,61.0,60.0,0.6584332393757159,0.6584332393757159,4.843323937571583,389.243,settlement_win,,,,,,78.0,True,122.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,74.0,72.0,72.0
v38_long60_antipersist,KXBTC15M-26MAY040600-00,holdout,2026-05-04 09:51:31.914000+00:00,yes,no,False,64.0,63.0,0.6577064311936792,0.6577064311936792,1.770643119367918,508.086,probability_reduce,2026-05-04 09:59:02.619000+00:00,57.381,34.0,0.4125378445573114,7.253784455731143,-60.0,False,128.0,4.0,4.0,8.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-68.0,-70.0,-72.0
v38_long60_antipersist,KXBTC15M-26MAY040615-15,holdout,2026-05-04 10:05:48.198000+00:00,no,no,True,99.0,99.0,0.999552279763649,0.0004477202363509,0.9552279763648954,551.802,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,1.0,-1.0,-1.0
v38_long60_antipersist,KXBTC15M-26MAY040630-30,holdout,2026-05-04 10:20:04.380000+00:00,no,no,True,94.0,92.0,0.9673261440978236,0.0326738559021764,2.7326144097823573,595.62,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,11.0,9.0,9.0
v38_long60_antipersist,KXBTC15M-26MAY040645-45,holdout,2026-05-04 10:35:06.336000+00:00,yes,yes,True,97.0,97.0,0.984625388975568,0.984625388975568,1.4625388975567972,593.664,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,5.0,3.0,3.0
v38_long60_antipersist,KXBTC15M-26MAY040700-00,holdout,2026-05-04 10:50:22.915000+00:00,yes,yes,True,77.0,76.0,0.7771693230936004,0.7771693230936004,0.7169323093600468,577.085,probability_reduce,2026-05-04 10:55:08.375000+00:00,291.625,48.0,0.4342913540443944,-4.570864595560558,-58.0,False,154.0,3.0,4.0,7.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-65.0,-67.0,-69.0
v38_long60_antipersist,KXBTC15M-26MAY040715-15,holdout,2026-05-04 11:11:24.562000+00:00,yes,yes,True,90.0,89.0,0.917762837207052,0.917762837207052,1.7762837207051945,215.438,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,18.0,16.0,16.0
v38_long60_antipersist,KXBTC15M-26MAY040730-30,holdout,2026-05-04 11:21:25.426000+00:00,yes,no,False,65.0,64.0,0.7587998707330974,0.7587998707330974,10.879987073309735,514.574,probability_reduce,2026-05-04 11:23:10.593000+00:00,409.407,33.0,0.4059691887964645,7.596918879646452,-64.0,False,130.0,4.0,4.0,8.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-72.0,-74.0,-76.0
v38_long60_antipersist,KXBTC15M-26MAY040845-45,holdout,2026-05-04 12:42:46.370000+00:00,yes,yes,True,47.0,46.0,0.7754539052273549,0.7754539052273549,30.545390522735488,133.63,settlement_win,,,,,,106.0,True,94.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,102.0,100.0,100.0
v38_long60_antipersist,KXBTC15M-26MAY040900-00,holdout,2026-05-04 12:58:02.689000+00:00,no,no,True,55.0,54.0,0.6604471223252903,0.3395528776747096,11.044712232529037,117.311,settlement_win,,,,,,90.0,True,110.0,4.0,0.0,4.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,86.0,84.0,84.0
v38_long60_antipersist,KXBTC15M-26MAY040915-15,holdout,2026-05-04 13:05:03.202000+00:00,no,no,True,94.0,94.0,0.9651849665900136,0.0348150334099865,2.5184966590013573,596.798,probability_reduce,2026-05-04 13:14:04.126000+00:00,55.874,64.0,0.4404849632292518,-19.951503677074818,-60.0,False,188.0,1.0,4.0,5.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,-65.0,-67.0,-69.0
v38_long60_antipersist,KXBTC15M-26MAY040930-30,holdout,2026-05-04 13:23:04.737000+00:00,yes,yes,True,80.0,79.0,0.8644771155691525,0.8644771155691525,6.447711556915252,415.263,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,v38_p65_edge0_prob45,edge0_ask100_p0.65_stc0-600,prob45,37.0,35.0,35.0
