model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,entry_policy,exit_policy
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010245-45,train,2026-05-01 06:40:07.380000+00:00,no,no,True,97.0,96.0,0.9836925262667541,0.016307473733245925,1.3692526266754044,292.62,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010315-15,train,2026-05-01 07:05:09.417000+00:00,no,yes,False,76.0,75.0,0.8150755018871373,0.1849244981128627,5.507550188713722,590.583,probability_reduce,2026-05-01 07:10:10.020000+00:00,289.98,35.0,0.33499999999999996,-1.5,-82.0,False,152.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010330-30,train,2026-05-01 07:21:11.051000+00:00,yes,no,False,77.0,76.0,0.8030684664211067,0.8030684664211067,3.3068466421106706,528.949,probability_reduce,2026-05-01 07:23:11.273000+00:00,408.727,40.0,0.4484975805468056,4.849758054680564,-74.0,False,154.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010400-00,train,2026-05-01 07:50:14.912000+00:00,yes,yes,True,88.0,87.0,0.885095199955205,0.885095199955205,0.5095199955205061,585.088,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010415-15,train,2026-05-01 08:05:01.073000+00:00,no,yes,False,75.0,74.0,0.7760775880305332,0.22392241196946683,2.607758803053315,598.927,probability_reduce,2026-05-01 08:09:01.425000+00:00,358.575,43.0,0.41999999999999993,-1.000000000000007,-64.0,False,150.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010430-30,train,2026-05-01 08:20:02.577000+00:00,yes,yes,True,96.0,96.0,0.9723030102719444,0.9723030102719444,1.230301027194443,597.423,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010445-45,train,2026-05-01 08:35:19.069000+00:00,no,no,True,68.0,67.0,0.6879198297788505,0.31208017022114953,0.7919829778850414,580.931,settlement_win,,,,,,64.0,True,136.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010515-15,train,2026-05-01 09:05:36.832000+00:00,no,no,True,81.0,80.0,0.813641556688066,0.18635844331193396,0.3641556688066032,563.168,settlement_win,,,,,,38.0,True,162.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010530-30,train,2026-05-01 09:25:38.822000+00:00,yes,yes,True,67.0,66.0,0.6896557634670761,0.6896557634670761,1.965576346707607,261.178,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010545-45,train,2026-05-01 09:37:24.815000+00:00,no,no,True,80.0,79.0,0.8226107768730326,0.17738922312696737,2.2610776873032705,455.185,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010600-00,train,2026-05-01 09:50:10.901000+00:00,no,no,True,90.0,89.0,0.9125114955931958,0.08748850440680422,1.2511495593195718,589.099,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010615-15,train,2026-05-01 10:05:12.248000+00:00,no,no,True,76.0,75.0,0.7975524424062703,0.20244755759372968,3.755244240627036,587.752,settlement_win,,,,,,48.0,True,152.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010630-30,train,2026-05-01 10:22:14.189000+00:00,yes,yes,True,98.0,98.0,0.9942028080494936,0.9942028080494936,1.420280804949357,465.811,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010645-45,train,2026-05-01 10:40:00.627000+00:00,no,no,True,98.0,98.0,0.9866893547405267,0.013310645259473342,0.6689354740526596,299.373,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010715-15,train,2026-05-01 11:13:03.347000+00:00,yes,yes,True,93.0,93.0,0.9307774183587442,0.9307774183587442,0.07774183587441996,116.653,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010730-30,train,2026-05-01 11:22:04.079000+00:00,yes,yes,True,97.0,97.0,0.9949886476763032,0.9949886476763032,2.498864767630323,475.921,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010745-45,train,2026-05-01 11:42:35.717000+00:00,yes,yes,True,64.0,63.0,0.6582469556172921,0.6582469556172921,1.8246955617292144,144.283,settlement_win,,,,,,72.0,True,128.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010800-00,train,2026-05-01 11:50:21.576000+00:00,no,yes,False,71.0,70.0,0.7389010933111446,0.2610989066888554,2.8901093311144592,578.424,probability_reduce,2026-05-01 11:52:06.728000+00:00,473.272,48.0,0.47888515980288493,-0.11148401971150435,-46.0,False,142.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010815-15,train,2026-05-01 12:07:07.854000+00:00,no,yes,False,71.0,70.0,0.7280819011030994,0.27191809889690055,1.8081901103099511,472.146,probability_reduce,2026-05-01 12:08:23.007000+00:00,396.993,45.0,0.475,2.5,-52.0,False,142.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010830-30,train,2026-05-01 12:21:23.833000+00:00,yes,yes,True,89.0,88.0,0.8930117082251003,0.8930117082251003,0.3011708225100307,516.167,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010845-45,train,2026-05-01 12:35:10.056000+00:00,yes,yes,True,89.0,88.0,0.9004169820883653,0.9004169820883653,1.0416982088365359,589.944,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010900-00,train,2026-05-01 12:52:11.585000+00:00,yes,yes,True,70.0,69.0,0.7203714140666199,0.7203714140666199,2.0371414066619877,468.415,probability_reduce,2026-05-01 12:55:56.985000+00:00,243.015,53.0,0.515,-1.5,-34.0,False,140.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010915-15,train,2026-05-01 13:05:12.621000+00:00,yes,yes,True,96.0,96.0,0.9846775838486196,0.9846775838486196,2.467758384861952,587.379,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010930-30,train,2026-05-01 13:26:14.486000+00:00,no,no,True,67.0,66.0,0.7038234270432775,0.2961765729567225,3.3823427043277547,225.514,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY010945-45,train,2026-05-01 13:35:00.141000+00:00,yes,no,False,81.0,80.0,0.8243140548777361,0.8243140548777361,1.4314054877736169,599.859,probability_reduce,2026-05-01 13:39:30.477000+00:00,329.523,37.0,0.4038912266855924,3.3891226685592386,-88.0,False,162.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011000-00,train,2026-05-01 13:50:31.184000+00:00,yes,yes,True,81.0,80.0,0.8259060256169913,0.8259060256169913,1.5906025616991286,568.816,settlement_win,,,,,,38.0,True,162.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011015-15,train,2026-05-01 14:11:32.771000+00:00,no,yes,False,90.0,90.0,0.9,0.1,0.0,207.229,probability_reduce,2026-05-01 14:12:47.834000+00:00,132.166,49.0,0.5,1.0,-82.0,False,180.0,2.0,4.0,6.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011030-30,train,2026-05-01 14:20:03.486000+00:00,no,no,True,92.0,92.0,0.9769237337530567,0.023076266246943256,5.692373375305678,596.514,settlement_win,,,,,,16.0,True,184.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011045-45,train,2026-05-01 14:42:05.176000+00:00,no,no,True,96.0,96.0,0.96,0.04,0.0,174.824,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011100-00,train,2026-05-01 14:52:05.900000+00:00,yes,yes,True,96.0,95.0,0.981138566932212,0.981138566932212,2.1138566932212086,474.1,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011115-15,train,2026-05-01 15:05:07.133000+00:00,no,yes,False,69.0,68.0,0.7499348488320712,0.2500651511679288,5.993484883207117,592.867,probability_reduce,2026-05-01 15:12:07.753000+00:00,172.247,50.0,0.485,-1.5,-38.0,False,138.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011130-30,train,2026-05-01 15:23:08.814000+00:00,yes,yes,True,67.0,66.0,0.7077558306362608,0.7077558306362608,3.7755830636260725,411.186,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011145-45,train,2026-05-01 15:38:24.931000+00:00,yes,yes,True,95.0,94.0,0.9714217772834204,0.9714217772834204,2.142177728342034,395.069,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011200-00,train,2026-05-01 15:52:41.200000+00:00,no,no,True,97.0,97.0,0.9974339748031463,0.002566025196853672,2.743397480314627,438.8,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011215-15,train,2026-05-01 16:05:12.463000+00:00,yes,no,False,93.0,93.0,0.9422120835781196,0.9422120835781196,1.2212083578119604,587.537,probability_reduce,2026-05-01 16:14:13.205000+00:00,46.795,1.0,2.278499167041037e-05,-0.997721500832959,-184.0,False,186.0,1.0,1.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011230-30,train,2026-05-01 16:20:58.804000+00:00,no,no,True,74.0,73.0,0.759058543244121,0.24094145675587897,1.905854324412104,541.196,probability_reduce,2026-05-01 16:23:13.941000+00:00,406.059,29.0,0.3445883474144543,5.458834741445429,-90.0,False,148.0,3.0,3.0,6.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011245-45,train,2026-05-01 16:36:00.115000+00:00,no,no,True,72.0,71.0,0.7248249387524706,0.27517506124752944,0.48249387524705867,539.885,probability_reduce,2026-05-01 16:40:00.469000+00:00,299.531,49.0,0.46330245103170187,-2.669754896829815,-46.0,False,144.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011300-00,train,2026-05-01 16:50:01.408000+00:00,no,no,True,77.0,76.0,0.7755418513206194,0.22445814867938063,0.5541851320619315,598.592,probability_reduce,2026-05-01 16:55:01.875000+00:00,298.125,40.0,0.37958916402493936,-2.0410835975060664,-74.0,False,154.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011315-15,train,2026-05-01 17:08:02.849000+00:00,no,yes,False,72.0,71.0,0.7727901633821646,0.22720983661783545,5.279016338216451,417.151,probability_reduce,2026-05-01 17:11:03.147000+00:00,236.853,54.0,0.5154586572156026,-2.4541342784397386,-36.0,False,144.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011330-30,train,2026-05-01 17:23:34.431000+00:00,no,no,True,69.0,68.0,0.6992288670793392,0.3007711329206608,0.9228867079339125,385.569,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011345-45,train,2026-05-01 17:37:05.581000+00:00,yes,yes,True,88.0,87.0,0.887086087840822,0.887086087840822,0.7086087840822017,474.419,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011400-00,train,2026-05-01 17:54:07.105000+00:00,yes,yes,True,74.0,73.0,0.755,0.755,1.5,352.895,settlement_win,,,,,,52.0,True,148.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011415-15,train,2026-05-01 18:14:23.720000+00:00,no,no,True,96.0,96.0,0.96,0.04,0.0,36.28,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011430-30,train,2026-05-01 18:21:09.226000+00:00,yes,yes,True,74.0,73.0,0.7420628382513611,0.7420628382513611,0.20628382513611143,530.774,settlement_win,,,,,,52.0,True,148.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011445-45,train,2026-05-01 18:36:40.360000+00:00,no,no,True,67.0,65.0,0.7480686493952706,0.2519313506047294,7.80686493952706,499.64,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011500-00,train,2026-05-01 18:50:11.475000+00:00,yes,no,False,73.0,72.0,0.737251075204341,0.737251075204341,0.7251075204340935,588.525,probability_reduce,2026-05-01 18:54:11.786000+00:00,348.214,47.0,0.516278648760333,4.6278648760333,-52.0,False,146.0,3.0,4.0,7.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011515-15,train,2026-05-01 19:10:13.279000+00:00,yes,yes,True,90.0,89.0,0.9320485014691612,0.9320485014691612,3.2048501469161152,286.721,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011530-30,train,2026-05-01 19:23:29.192000+00:00,no,no,True,91.0,91.0,0.9277527376550891,0.07224726234491086,1.7752737655089135,390.808,settlement_win,,,,,,18.0,True,182.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011545-45,train,2026-05-01 19:38:45.668000+00:00,no,no,True,91.0,91.0,0.9238926138528937,0.07610738614710633,1.3892613852893732,374.332,settlement_win,,,,,,18.0,True,182.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011600-00,train,2026-05-01 19:54:32.201000+00:00,yes,yes,True,89.0,88.0,0.8955534353429508,0.8955534353429508,0.5553435342950905,327.799,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011630-30,train,2026-05-01 20:22:34.651000+00:00,no,no,True,96.0,96.0,0.9778079245787634,0.02219207542123658,1.7807924578763448,445.349,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011645-45,train,2026-05-01 20:35:50.713000+00:00,no,no,True,63.0,62.0,0.6510545918574867,0.3489454081425133,2.1054591857486713,549.287,settlement_win,,,,,,74.0,True,126.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011700-00,train,2026-05-01 20:53:07.382000+00:00,no,no,True,97.0,97.0,0.9836015091731718,0.016398490826828205,1.3601509173171848,412.618,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011715-15,train,2026-05-01 21:06:38.456000+00:00,yes,yes,True,67.0,66.0,0.6803648144432541,0.6803648144432541,1.0364814443254176,501.544,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011730-30,train,2026-05-01 21:22:39.960000+00:00,yes,yes,True,60.0,59.0,0.6930282589058814,0.6930282589058814,9.302825890588139,440.04,settlement_win,,,,,,80.0,True,120.0,4.0,0.0,4.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011745-45,train,2026-05-01 21:38:41.211000+00:00,yes,yes,True,93.0,93.0,0.931195538156032,0.931195538156032,0.11955381560319722,378.789,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011800-00,train,2026-05-01 21:51:12.187000+00:00,yes,yes,True,71.0,70.0,0.766688662784199,0.766688662784199,5.668866278419898,527.813,settlement_win,,,,,,58.0,True,142.0,3.0,0.0,3.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011815-15,train,2026-05-01 22:07:43.505000+00:00,yes,yes,True,84.0,83.0,0.8522832735411789,0.8522832735411789,1.2283273541178943,436.495,settlement_win,,,,,,32.0,True,168.0,2.0,0.0,2.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011830-30,train,2026-05-01 22:25:29.895000+00:00,yes,yes,True,96.0,96.0,0.9613906887156652,0.9613906887156652,0.13906887156652203,270.105,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011900-00,train,2026-05-01 22:58:02.535000+00:00,no,no,True,99.0,99.0,0.9918240300190552,0.00817596998094483,0.18240300190551295,117.465,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011915-15,train,2026-05-01 23:12:48.950000+00:00,yes,no,False,42.0,41.0,0.7703126408625443,0.7703126408625443,35.031264086254424,131.05,probability_reduce,2026-05-01 23:14:04.030000+00:00,55.97,47.0,0.43682195055753414,-3.317804944246589,10.0,False,84.0,4.0,4.0,8.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012015-15,train,2026-05-02 00:10:26.996000+00:00,yes,no,False,81.0,80.0,0.8178959104951679,0.8178959104951679,0.7895910495167868,273.004,probability_reduce,2026-05-02 00:13:12.242000+00:00,107.758,27.0,0.4297378228972131,15.973782289721306,-108.0,False,162.0,3.0,3.0,6.0,edge0_ask100_p0.65_stc0-600,prob52
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012030-30,train,2026-05-02 00:25:28.542000+00:00,yes,yes,True,98.0,98.0,0.9833976993666887,0.9833976993666887,0.3397699366688727,271.458,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,edge0_ask100_p0.65_stc0-600,prob52
