abs_d_sigma,actionable,ask_cents,ask_prob,book_age_ms,btc_age_ms,edge_cents,eff_edge_prob,eligible_depth,estimated_entry_fee_cents,feature_count,fv,gross_cents,h6_recross_hazard_high,hold_gross_cents,is_first_market_observation,is_first_market_side_observation,lambda_plus,market,market_observation_index,market_side_observation_index,meta_policy,net_gross_cents_after_entry_fee,outlier_count,outlier_share,p_eff,p_side,policy,raw_edge_cents,reason,recross_hazard_score,result,seconds_to_close,selection_reason,side,side_won,sigma_t_dollars,source,spectral_tag,status,top_eigenvalue,top_over_mp_edge,ts_wall,v28_minus_ask_prob,window_n
0.353478,True,62.0,0.62,31.0,531.0,-1.94265,0.0,658.66,4.0,11,first_side_raw_later_book,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY060215-15,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-128.0,4,0.9133466055677214,0.62,0.640573,first_side_raw_later_book_p60_edge0,0.05735,p_below_floor,0.6836815702625788,no,864.648,use_wait_policy,yes,False,99.327385,rejected_actionable,spectral_dominant_factor,finalized,9.796617782255925,4.48030992169135,2026-05-06T06:00:35.353473+00:00,0.020572999999999952,48
0.331027,True,65.0,0.65,47.0,78.0,-5.838579,0.0,40.0,4.0,11,first_side_raw_later_book,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY060230-30,7,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,-134.0,3,0.8311737722686074,0.65,0.631614,first_side_raw_later_book_p60_edge0,-3.838579,p_below_floor,0.6416438496477136,yes,824.454,use_wait_policy,no,False,93.345906,rejected_actionable,spectral_dominant_factor,finalized,6.400612390048333,2.9272069027715575,2026-05-06T06:16:15.548816+00:00,-0.018386000000000013,48
0.346255,True,65.0,0.65,0.0,46.0,-2.91706,0.010828999999999978,63.0,4.0,11,first_side_raw_later_book,-130,True,-130,False,True,2.1865937744230046,KXBTC15M-26MAY060245-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-134.0,3,0.9021659636350425,0.660829,0.660829,first_side_raw_later_book_p60_edge0,-0.91706,p_below_floor,0.6637197089991075,yes,868.74,use_wait_policy,no,False,95.507548,rejected_actionable,spectral_dominant_factor,finalized,39.18001548757424,17.918287313295313,2026-05-06T06:30:31.260794+00:00,0.010828999999999978,48
0.396112,True,64.0,0.64,0.0,62.0,-1.885877,0.021140999999999965,2149.18,4.0,11,first_side_raw_later_book,72,True,72,True,True,2.1865937744230046,KXBTC15M-26MAY060300-00,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,68.0,4,0.9761336162947843,0.661141,0.661141,first_side_raw_later_book_p60_edge0,0.114123,p_below_floor,0.6202945450205513,yes,869.393,use_wait_policy,yes,True,93.786516,rejected_actionable,spectral_dominant_factor,finalized,66.14318316867846,30.24941529714738,2026-05-06T06:45:30.608279+00:00,0.021140999999999965,48
0.285702,True,61.0,0.61,16.0,172.0,-3.336029,0.0,510.9,4.0,11,first_side_raw_later_book,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY060315-15,10,5,raw_edge20_else_first_side_raw_later_book_p60_edge0,74.0,4,0.9531081472609809,0.61,0.61664,first_side_raw_later_book_p60_edge0,-1.336029,p_below_floor,0.5956041645925411,yes,784.729,use_wait_policy,yes,True,84.878546,rejected_actionable,spectral_dominant_factor,finalized,23.542099231423933,10.766562818755025,2026-05-06T07:01:55.271715+00:00,0.006639999999999979,48
0.287388,True,57.0,0.57,0.0,234.0,2.087981,0.060880000000000045,1000.83,4.0,11,first_side_raw_later_book,-114,True,-114,False,True,2.1865937744230046,KXBTC15M-26MAY060330-30,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-118.0,3,0.8720441322343815,0.63088,0.63088,first_side_raw_later_book_p60_edge0,4.087981,p_below_floor,0.6892796561237851,yes,884.146,use_wait_policy,no,False,92.697014,rejected_actionable,spectral_dominant_factor,finalized,14.738741738677327,6.7405029279233935,2026-05-06T07:15:15.855222+00:00,0.060880000000000045,48
0.154776,True,64.0,0.64,875.0,0.0,-10.676318,0.0,124.66,4.0,11,first_side_raw_later_book,72,True,72,False,False,2.1865937744230046,KXBTC15M-26MAY060345-45,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,68.0,2,0.5657883988071284,0.64,0.573237,first_side_raw_later_book_p60_edge0,-8.676318,p_below_floor,0.7825208782189242,no,816.979,use_wait_policy,no,True,95.880459,rejected_actionable,spectral_dominant_factor,finalized,5.520055259177738,2.5244996687299004,2026-05-06T07:31:23.023316+00:00,-0.06676300000000002,48
0.059013,True,50.0,0.5,218.0,31.0,-0.027694,0.03972299999999995,147.01,4.0,11,v28_raw,-100,True,-100,False,False,2.1865937744230046,KXBTC15M-26MAY060400-00,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-104.0,4,0.9877128705687045,0.539723,0.539723,v28_raw_p50_edge0,1.972306,p_below_floor,0.8117766764883497,no,746.444,wait_missing_use_raw,yes,False,94.555812,rejected_actionable,spectral_dominant_factor,finalized,317.55079543121394,145.22624144716082,2026-05-06T07:47:33.557061+00:00,0.03972299999999995,48
0.394255,True,67.0,0.67,782.0,0.0,-3.316868,0.0,368.34,4.0,11,first_side_raw_later_book,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY060415-15,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,62.0,5,0.9577651404413585,0.67,0.676831,first_side_raw_later_book_p60_edge0,-1.316868,p_below_floor,0.6258304026756056,yes,792.955,use_wait_policy,yes,True,98.895473,rejected_actionable,spectral_dominant_factor,finalized,49.42299795454821,22.602734231048416,2026-05-06T08:01:47.044824+00:00,0.0068309999999999205,48
0.322198,True,45.0,0.45,78.0,16.0,14.637394,0.18637399999999998,1140.0,4.0,11,first_side_raw_later_book,-90,True,-90,False,True,2.1865937744230046,KXBTC15M-26MAY060445-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-94.0,3,0.8503713419445826,0.636374,0.636374,first_side_raw_later_book_p60_edge0,16.637394,p_below_floor,0.6665690270808117,yes,864.716,use_wait_policy,no,False,93.855224,rejected_actionable,spectral_dominant_factor,finalized,13.942594434409308,6.376399035567757,2026-05-06T08:30:35.287901+00:00,0.18637399999999998,48
0.377919,True,61.0,0.61,875.0,16.0,2.413631,0.06413599999999997,133.0,4.0,11,first_side_raw_later_book,-122,True,-122,False,True,2.1865937744230046,KXBTC15M-26MAY060500-00,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-126.0,4,0.9039894765930785,0.674136,0.674136,first_side_raw_later_book_p60_edge0,4.413631,p_below_floor,0.6203177051235377,yes,783.254,use_wait_policy,no,False,97.031391,rejected_actionable,spectral_dominant_factor,finalized,5.608223196971835,2.5648217161195044,2026-05-06T08:46:56.748188+00:00,0.06413599999999997,48
0.585377,True,74.0,0.74,31.0,15.0,-1.284642,0.0,169.13,3.0,11,first_side_raw_later_book,52,True,52,False,False,2.1865937744230046,KXBTC15M-26MAY060515-15,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,49.0,4,0.9367519142972617,0.74,0.762154,first_side_raw_later_book_p60_edge0,0.715358,p_below_floor,0.5992302446790942,no,804.775,use_wait_policy,no,True,113.789907,rejected_actionable,spectral_dominant_factor,finalized,30.907053380810993,14.134794373942048,2026-05-06T09:01:35.227814+00:00,0.022154000000000007,48
0.213574,True,60.0,0.6,188.0,47.0,-5.558127,0.0,231.99,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY060530-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,4,0.956361919503232,0.6,0.584419,first_side_raw_later_book_p60_edge0,-3.558127,p_below_floor,0.7875887408466055,no,746.301,use_wait_policy,yes,False,107.082315,rejected_actionable,spectral_dominant_factor,finalized,32.741641652609296,14.973810881378329,2026-05-06T09:17:33.698897+00:00,-0.015580999999999956,48
0.323422,True,44.0,0.44,812.0,0.0,14.664224,0.18664200000000003,82.0,4.0,11,first_side_raw_later_book,-88,True,-88,False,True,2.1865937744230046,KXBTC15M-26MAY060545-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-92.0,3,0.9577115674225567,0.626642,0.626642,first_side_raw_later_book_p60_edge0,16.664224,p_below_floor,0.6890532658346525,yes,807.56,use_wait_policy,no,False,100.518741,rejected_actionable,spectral_dominant_factor,finalized,98.062392056578,44.84710109560912,2026-05-06T09:31:32.441205+00:00,0.18664200000000003,48
0.672314,True,75.0,0.75,0.0,219.0,0.735659,0.04235699999999998,38.0,3.0,11,first_side_raw_later_book,50,True,50,False,True,2.1865937744230046,KXBTC15M-26MAY060600-00,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,47.0,3,0.946002735608495,0.792357,0.792357,first_side_raw_later_book_p60_edge0,2.735659,p_below_floor,0.5522738981680996,no,868.886,use_wait_policy,no,True,110.097291,rejected_actionable,spectral_dominant_factor,finalized,66.82894420937401,30.563035983676823,2026-05-06T09:45:31.115998+00:00,0.04235699999999998,48
0.381922,True,63.0,0.63,62.0,62.0,-2.339434,0.0,9.0,4.0,11,first_side_raw_later_book,74,True,74,False,False,2.1865937744230046,KXBTC15M-26MAY060615-15,9,4,raw_edge20_else_first_side_raw_later_book_p60_edge0,70.0,3,0.8959474453028281,0.63,0.646606,first_side_raw_later_book_p60_edge0,-0.339434,p_below_floor,0.7291083744694327,yes,789.104,use_wait_policy,yes,True,114.080873,rejected_actionable,spectral_dominant_factor,finalized,9.682555374547892,4.428145496345297,2026-05-06T10:01:50.897076+00:00,0.01660600000000001,48
0.393798,True,66.0,0.66,0.0,109.0,-2.465572,0.015344000000000024,55.0,4.0,11,first_side_raw_later_book,-132,True,-132,False,True,2.1865937744230046,KXBTC15M-26MAY060630-30,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-136.0,2,0.9531821155432609,0.675344,0.675344,first_side_raw_later_book_p60_edge0,-0.465572,p_below_floor,0.76204257128047,yes,868.927,use_wait_policy,no,False,114.982869,rejected_actionable,spectral_dominant_factor,finalized,83.78242824012844,38.31641213843519,2026-05-06T10:15:31.073594+00:00,0.015344000000000024,48
0.493753,True,64.0,0.64,1000.0,63.0,0.975416,0.0,2305.04,4.0,11,first_side_raw_later_book,72,True,72,False,False,2.1865937744230046,KXBTC15M-26MAY060645-45,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,68.0,3,0.9217208909902672,0.64,0.689754,first_side_raw_later_book_p60_edge0,2.975416,p_below_floor,0.6744411499377241,yes,864.213,use_wait_policy,yes,True,112.768842,rejected_actionable,spectral_dominant_factor,finalized,26.57152192087824,12.152015720382217,2026-05-06T10:30:35.787089+00:00,0.049753999999999965,48
0.147731,True,60.0,0.6,16.0,547.0,-6.584947,0.0,2646.8,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY060700-00,19,9,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,4,0.9289225505308487,0.6,0.574151,first_side_raw_later_book_p60_edge0,-4.584947,p_below_floor,0.7880503492709943,yes,704.805,use_wait_policy,no,False,103.22847,rejected_actionable,spectral_dominant_factor,finalized,17.095797808493504,7.818460844655391,2026-05-06T10:48:15.195936+00:00,-0.02584900000000001,48
0.516726,True,65.0,0.65,0.0,860.0,1.67161,0.0,1415.93,4.0,11,first_side_raw_later_book,70,True,70,False,False,2.1865937744230046,KXBTC15M-26MAY060715-15,10,5,raw_edge20_else_first_side_raw_later_book_p60_edge0,66.0,3,0.884039326327866,0.65,0.706716,first_side_raw_later_book_p60_edge0,3.67161,p_below_floor,0.624978235114277,yes,784.528,use_wait_policy,yes,True,112.22592,rejected_actionable,spectral_dominant_factor,finalized,21.558538843778997,9.859416548219084,2026-05-06T11:01:55.472364+00:00,0.05671599999999999,48
0.508986,True,67.0,0.67,734.0,375.0,-1.308846,0.0,117.81,4.0,11,first_side_raw_later_book,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY060730-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,62.0,4,0.9619503520010614,0.67,0.696912,first_side_raw_later_book_p60_edge0,0.691154,p_below_floor,0.6649975855152402,yes,847.401,use_wait_policy,yes,True,114.010972,rejected_actionable,spectral_dominant_factor,finalized,34.33436038910886,15.702212633514408,2026-05-06T11:15:52.598939+00:00,0.026911999999999936,48
0.070586,True,61.0,0.61,656.0,15.0,-9.992333,0.0,55.0,4.0,11,first_side_raw_later_book,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY060745-45,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,74.0,5,0.9837895282233133,0.61,0.550077,first_side_raw_later_book_p60_edge0,-7.992333,p_below_floor,0.970281794912146,no,684.116,use_wait_policy,no,True,119.428884,rejected_actionable,spectral_dominant_factor,finalized,43.29932793458134,19.802182024417,2026-05-06T11:33:35.885728+00:00,-0.05992299999999995,48
0.541613,True,69.0,0.69,47.0,156.0,0.43961,0.0,1615.0,3.0,11,first_side_raw_later_book,62,True,62,False,False,2.1865937744230046,KXBTC15M-26MAY060800-00,12,6,raw_edge20_else_first_side_raw_later_book_p60_edge0,59.0,4,0.9555706653803613,0.69,0.729396,first_side_raw_later_book_p60_edge0,2.43961,p_below_floor,0.7065269733875676,yes,764.124,use_wait_policy,yes,True,131.791566,rejected_actionable,spectral_dominant_factor,finalized,47.824575239431276,21.871723865147818,2026-05-06T11:47:15.877247+00:00,0.0393960000000001,48
0.422724,True,67.0,0.67,31.0,188.0,-3.288975,0.0,2372.86,4.0,11,first_side_raw_later_book,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY060815-15,11,5,raw_edge20_else_first_side_raw_later_book_p60_edge0,62.0,4,0.9048328933296823,0.67,0.67711,first_side_raw_later_book_p60_edge0,-1.288975,p_below_floor,0.7092820345116356,no,784.511,use_wait_policy,no,True,115.938425,rejected_actionable,spectral_dominant_factor,finalized,5.546180569052596,2.5364476172608303,2026-05-06T12:01:55.490710+00:00,0.00710999999999995,48
0.286154,True,59.0,0.59,0.0,0.0,-2.926991,0.010730000000000017,28.05,4.0,11,first_side_raw_later_book,-118,True,-118,False,True,2.1865937744230046,KXBTC15M-26MAY060830-30,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-122.0,4,0.9032676033954463,0.60073,0.60073,first_side_raw_later_book_p60_edge0,-0.926991,p_below_floor,0.94370017939859,yes,884.233,use_wait_policy,no,False,126.749728,rejected_actionable,spectral_dominant_factor,finalized,22.137314856902105,10.124109524067254,2026-05-06T12:15:15.769157+00:00,0.010730000000000017,48
0.222624,True,61.0,0.61,110.0,297.0,-4.955677,0.0,69.29,4.0,11,first_side_raw_later_book,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY060845-45,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,74.0,3,0.9404195809255688,0.61,0.600443,first_side_raw_later_book_p60_edge0,-2.955677,p_below_floor,0.999308021366763,no,829.008,use_wait_policy,no,True,130.084527,rejected_actionable,spectral_dominant_factor,finalized,35.32841260434574,16.156824837603022,2026-05-06T12:31:10.994511+00:00,-0.009557000000000038,48
0.696155,True,77.0,0.77,46.0,437.0,-0.223983,0.0,735.04,3.0,11,first_side_raw_later_book,-154,True,-154,False,False,2.1865937744230046,KXBTC15M-26MAY060900-00,12,6,raw_edge20_else_first_side_raw_later_book_p60_edge0,-157.0,2,0.9412649704338565,0.77,0.80276,first_side_raw_later_book_p60_edge0,1.776017,p_below_floor,0.5083984794613383,no,749.122,use_wait_policy,yes,False,111.785506,rejected_actionable,spectral_dominant_factor,finalized,56.893488051267184,26.019230785690937,2026-05-06T12:47:30.877954+00:00,0.03276000000000001,48
0.431641,True,60.0,0.6,0.0,329.0,3.209897,0.07209900000000002,1629.17,4.0,11,first_side_raw_later_book,80,True,80,False,True,2.1865937744230046,KXBTC15M-26MAY060915-15,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,76.0,3,0.7681278238143089,0.672099,0.672099,first_side_raw_later_book_p60_edge0,5.209897,p_below_floor,0.8316367623679325,no,869.636,use_wait_policy,no,True,130.270321,rejected_actionable,spectral_dominant_factor,finalized,4.472008747102745,2.0451941276942547,2026-05-06T13:00:30.368690+00:00,0.07209900000000002,48
0.244982,True,60.0,0.6,31.0,281.0,-3.562287,0.0,686.08,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY060930-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,3,0.8351600144364757,0.6,0.604377,first_side_raw_later_book_p60_edge0,-1.562287,p_below_floor,1.150583070145743,no,864.34,use_wait_policy,yes,False,153.113352,rejected_actionable,spectral_dominant_factor,finalized,6.614651333353852,3.0250938289163094,2026-05-06T13:15:35.659762+00:00,0.004377000000000075,48
0.648099,True,50.0,0.5,15.0,78.0,22.189071,0.261891,1623.65,4.0,11,v28_raw,100,True,100,False,True,2.1865937744230046,KXBTC15M-26MAY060945-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,96.0,2,0.8615085349330642,0.761891,0.761891,v28_raw_p50_edge0,24.189071,p_below_floor,0.7777211088980476,no,884.381,raw_high_convex_edge,no,True,151.628055,rejected_actionable,spectral_dominant_factor,finalized,22.874370753838097,10.46118900611713,2026-05-06T13:30:15.622325+00:00,0.261891,48
0.57436,True,60.0,0.6,16.0,32.0,9.410227,0.0,7460.94,4.0,11,first_side_raw_later_book,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY061000-00,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,76.0,4,0.9615038209656301,0.6,0.734102,first_side_raw_later_book_p60_edge0,11.410227,p_below_floor,0.8167140989174954,no,844.376,use_wait_policy,no,True,149.749281,rejected_actionable,spectral_dominant_factor,finalized,42.598762325233295,19.48179073018453,2026-05-06T13:45:55.624283+00:00,0.13410200000000005,48
0.472862,True,60.0,0.6,16.0,16.0,4.416282,0.0,856.02,4.0,11,first_side_raw_later_book,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY061015-15,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,76.0,3,0.8308939420631852,0.6,0.684163,first_side_raw_later_book_p60_edge0,6.416282,p_below_floor,0.9159373512777116,no,864.001,use_wait_policy,no,True,157.064898,rejected_actionable,spectral_dominant_factor,finalized,10.869589453856964,4.971014543716615,2026-05-06T14:00:36.002451+00:00,0.08416299999999999,48
0.232373,True,61.0,0.61,0.0,344.0,-3.184746,0.008152999999999966,1541.51,4.0,11,first_side_raw_later_book,78,True,78,True,True,2.1865937744230046,KXBTC15M-26MAY061030-30,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,74.0,3,0.9267858945306682,0.618153,0.618153,first_side_raw_later_book_p60_edge0,-1.184746,p_below_floor,1.1682803908710917,yes,868.942,use_wait_policy,yes,True,168.006018,rejected_actionable,spectral_dominant_factor,finalized,38.39982077400292,17.561479056225618,2026-05-06T14:15:31.060926+00:00,0.008152999999999966,48
0.212683,True,57.0,0.57,0.0,47.0,-0.823286,0.0317670000000001,2043.0,4.0,11,first_side_raw_later_book,-114,True,-114,False,True,2.1865937744230046,KXBTC15M-26MAY061045-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-118.0,2,0.7680363369028154,0.601767,0.601767,first_side_raw_later_book_p60_edge0,1.176714,p_below_floor,1.1914432313408034,yes,868.842,use_wait_policy,no,False,170.253162,rejected_actionable,spectral_dominant_factor,finalized,9.346854971081308,4.274618852579393,2026-05-06T14:30:31.159666+00:00,0.0317670000000001,48
0.597049,True,74.0,0.74,609.0,0.0,-3.462629,0.00037399999999998546,385.76,3.0,11,first_side_raw_later_book,-148,True,-148,True,True,2.1865937744230046,KXBTC15M-26MAY061100-00,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-151.0,4,0.8999992454481611,0.740374,0.740374,first_side_raw_later_book_p60_edge0,-1.462629,p_below_floor,0.8095870263237541,no,865.321,use_wait_policy,yes,False,158.814408,rejected_actionable,spectral_dominant_factor,finalized,14.984936017254253,6.853095528092984,2026-05-06T14:45:34.678564+00:00,0.00037399999999998546,48
0.339963,True,64.0,0.64,453.0,0.0,-1.88062,0.0,107.38,4.0,11,first_side_raw_later_book,-128,True,-128,False,False,2.1865937744230046,KXBTC15M-26MAY061115-15,14,7,raw_edge20_else_first_side_raw_later_book_p60_edge0,-132.0,3,0.9067726566310123,0.64,0.661194,first_side_raw_later_book_p60_edge0,0.11938,p_below_floor,0.887163305133714,no,715.111,use_wait_policy,yes,False,139.824138,rejected_actionable,spectral_dominant_factor,finalized,14.976842876337432,6.849394273195304,2026-05-06T15:03:04.896839+00:00,0.021193999999999935,48
0.341283,True,65.0,0.65,407.0,16.0,-3.689892,0.0031010000000000204,653.17,4.0,11,first_side_raw_later_book,70,True,70,True,True,2.1865937744230046,KXBTC15M-26MAY061130-30,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,66.0,3,0.9903965637679607,0.653101,0.653101,first_side_raw_later_book_p60_edge0,-1.689892,p_below_floor,1.0562212924605836,yes,883.089,use_wait_policy,yes,True,155.355004,rejected_actionable,spectral_dominant_factor,finalized,431.6680002488882,197.4157272824012,2026-05-06T15:15:16.911180+00:00,0.0031010000000000204,48
0.249202,True,63.0,0.63,94.0,344.0,-6.699743,0.0,267.74,4.0,11,first_side_raw_later_book,-126,True,-126,False,False,2.1865937744230046,KXBTC15M-26MAY061145-45,14,7,raw_edge20_else_first_side_raw_later_book_p60_edge0,-130.0,4,0.9179143159813498,0.63,0.603003,first_side_raw_later_book_p60_edge0,-4.699743,p_below_floor,0.975953687690958,no,739.88,use_wait_policy,yes,False,138.101016,rejected_actionable,spectral_dominant_factor,finalized,23.57396871183439,10.781137762113612,2026-05-06T15:32:40.119864+00:00,-0.02699700000000005,48
0.876136,True,81.0,0.81,0.0,250.0,0.357552,0.038575999999999944,241.0,3.0,11,first_side_raw_later_book,38,True,38,True,True,2.1865937744230046,KXBTC15M-26MAY061200-00,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,35.0,3,0.8647532618522639,0.848576,0.848576,first_side_raw_later_book_p60_edge0,2.357552,p_below_floor,0.6137067077911612,yes,868.928,use_wait_policy,yes,True,154.673474,rejected_actionable,spectral_dominant_factor,finalized,13.818675592469898,6.319726944304665,2026-05-06T15:45:31.071643+00:00,0.038575999999999944,48
0.127901,True,61.0,0.61,360.0,1235.0,-9.898514,0.0,412.0,4.0,11,first_side_raw_later_book,-122,True,-122,False,False,2.1865937744230046,KXBTC15M-26MAY061215-15,11,5,raw_edge20_else_first_side_raw_later_book_p60_edge0,-126.0,3,0.9349929498603092,0.61,0.551015,first_side_raw_later_book_p60_edge0,-7.898514,p_below_floor,1.1636504331789654,yes,765.897,use_wait_policy,no,False,143.352511,rejected_actionable,spectral_dominant_factor,finalized,36.20944878886985,16.559751158362623,2026-05-06T16:02:14.102766+00:00,-0.058984999999999954,48
0.45174,True,68.0,0.68,0.0,31.0,-3.867132,0.0,2079.75,4.0,11,first_side_raw_later_book,-136,True,-136,False,False,2.1865937744230046,KXBTC15M-26MAY061230-30,4,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-140.0,3,0.9919795621358003,0.68,0.681329,first_side_raw_later_book_p60_edge0,-1.867132,p_below_floor,0.8624571365398368,no,829.291,use_wait_policy,yes,False,141.154097,rejected_actionable,spectral_dominant_factor,finalized,441.863010740923,202.0782350656428,2026-05-06T16:16:10.710809+00:00,0.0013289999999999136,48
0.374122,True,67.0,0.67,390.0,31.0,-6.937835,0.0,201.0,4.0,11,first_side_raw_later_book,-134,True,-134,False,False,2.1865937744230046,KXBTC15M-26MAY061245-45,11,5,raw_edge20_else_first_side_raw_later_book_p60_edge0,-138.0,2,0.9578589710383587,0.67,0.640622,first_side_raw_later_book_p60_edge0,-4.937835,p_below_floor,0.8748964245993747,yes,778.996,use_wait_policy,no,False,136.706575,rejected_actionable,spectral_dominant_factor,finalized,85.13504617140777,38.93500803269829,2026-05-06T16:32:01.006339+00:00,-0.029378000000000015,48
0.324611,True,64.0,0.64,31.0,15.0,-2.831864,0.0,322.36,4.0,11,first_side_raw_later_book,72,True,72,False,False,2.1865937744230046,KXBTC15M-26MAY061300-00,19,9,raw_edge20_else_first_side_raw_later_book_p60_edge0,68.0,4,0.8243740779418406,0.64,0.651681,first_side_raw_later_book_p60_edge0,-0.831864,p_below_floor,0.7831031659047875,no,696.598,use_wait_policy,no,True,123.147582,rejected_actionable,spectral_dominant_factor,finalized,5.384053171800382,2.46230151881829,2026-05-06T16:48:23.404277+00:00,0.011680999999999941,48
1.815216,True,89.0,0.89,766.0,0.0,5.364022,0.08363999999999994,1564.77,1.0,11,first_side_raw_later_book,-10,False,22,True,True,2.1865937744230046,KXBTC15M-26MAY061400-00,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-11.0,4,0.9748206556055093,0.97364,0.97364,first_side_raw_later_book_p60_edge0,7.364022,approved_entry,0.05173622929495089,no,208.945,use_wait_policy,no,True,65.953573,approved_entry,spectral_dominant_factor,finalized,100.28025615303204,45.86140202447702,2026-05-06T17:56:31.054630+00:00,0.08363999999999994,48
0.112581,True,62.0,0.62,32.0,47.0,-10.917018,0.0,1539.0,4.0,11,first_side_raw_later_book,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY061415-15,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-128.0,4,0.8590821157953998,0.62,0.55083,first_side_raw_later_book_p60_edge0,-8.917018,p_below_floor,1.1414549899672997,no,834.013,use_wait_policy,yes,False,132.704895,rejected_actionable,spectral_dominant_factor,finalized,7.334011890927429,3.354080660392769,2026-05-06T18:01:05.986808+00:00,-0.06916999999999995,48
0.42429,True,67.0,0.67,1000.0,62.0,-3.148797,0.0,150.0,4.0,11,first_side_raw_later_book,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY061430-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,62.0,3,0.9586733656354847,0.67,0.678512,first_side_raw_later_book_p60_edge0,-1.148797,p_below_floor,0.8935551730324466,yes,864.426,use_wait_policy,yes,True,139.36237,rejected_actionable,spectral_dominant_factor,finalized,69.14986769766524,31.624469303134468,2026-05-06T18:15:35.575390+00:00,0.008511999999999964,48
0.536135,True,71.0,0.71,0.0,734.0,-2.083571,0.014164000000000065,1968.25,3.0,11,first_side_raw_later_book,58,True,58,False,True,2.1865937744230046,KXBTC15M-26MAY061445-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,55.0,2,0.8184001582979232,0.724164,0.724164,first_side_raw_later_book_p60_edge0,-0.083571,p_below_floor,0.8002629316895712,no,884.401,use_wait_policy,no,True,137.997054,rejected_actionable,spectral_dominant_factor,finalized,23.691634664961093,10.834950205240023,2026-05-06T18:30:15.600159+00:00,0.014164000000000065,48
0.196336,True,62.0,0.62,172.0,0.0,-7.177642,0.0,51.0,4.0,11,first_side_raw_later_book,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY061500-00,4,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-128.0,3,0.9742282556953371,0.62,0.588224,first_side_raw_later_book_p60_edge0,-5.177642,p_below_floor,0.9681426540964172,no,821.951,use_wait_policy,yes,False,123.283594,rejected_actionable,spectral_dominant_factor,finalized,95.02653079855676,43.458703628492785,2026-05-06T18:46:18.048988+00:00,-0.031776000000000026,48
