label,feature_set,c_value,prob_threshold,ask_cap,min_seconds,target_pass,wilson_pass,train_selected_candidate,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
book_physics; C=1; p>=0.85; ask<=90; sec>=120,book_physics,1.0,0.85,90.0,120.0,False,False,False,0.8,0.9375,0.6269430358685175,156,144,123,21,0.8541666666666666,0.9230769230769231,0.7873328546140447,139.0,84.0,525.3675000000001,93,84,73,11,0.8690476190476191,0.9032258064516129,0.7805392707681339,199.0,84.5,546.0325,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,68.0,84.0,412.1475,32,30,24,6,0.8,0.9375,0.6269430358685175,-128.0,84.0,532.4865
book_physics_price; C=0.05; p>=0.85; ask<=95; sec>=240,book_physics_price,0.05,0.85,95.0,240.0,False,False,False,0.8,0.7741935483870968,0.6269430358685175,156,129,110,19,0.8527131782945736,0.8269230769230769,0.7813915846337536,173.0,83.0,557.139,93,75,66,9,0.88,0.8064516129032258,0.7874035979525127,302.0,83.0,583.577,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-18.0,84.0,489.92600000000004,32,30,24,6,0.8,0.9375,0.6269430358685175,-111.0,83.0,539.9995
book_physics_price; C=0.05; p>=0.85; ask<=100; sec>=240,book_physics_price,0.05,0.85,100.0,240.0,False,False,False,0.8,0.7741935483870968,0.6269430358685175,156,129,110,19,0.8527131782945736,0.8269230769230769,0.7813915846337536,168.0,83.0,558.892,93,75,66,9,0.88,0.8064516129032258,0.7874035979525127,297.0,83.0,583.577,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-18.0,84.0,489.92600000000004,32,30,24,6,0.8,0.9375,0.6269430358685175,-111.0,83.0,539.9995
physics_no_book_price; C=0.1; p>=0.85; ask<=100; sec>=240,physics_no_book_price,0.1,0.85,100.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,108,92,16,0.8518518518518519,0.6923076923076923,0.7728286547321882,-140.0,87.0,530.8910000000001,93,65,57,8,0.8769230769230769,0.6989247311827957,0.7754850591783847,55.0,88.0,536.639,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-135.0,87.5,476.99,32,23,19,4,0.8260869565217391,0.71875,0.6286235235977387,-60.0,85.0,531.524
physics_no_book_price; C=1; p>=0.95; ask<=90; sec>=240,physics_no_book_price,1.0,0.95,90.0,240.0,False,False,False,0.8,0.15625,0.37553462976252533,156,27,23,4,0.8518518518518519,0.17307692307692307,0.6752131457218702,-28.0,88.0,436.495,93,17,15,2,0.8823529411764706,0.1827956989247312,0.6566364940511412,39.0,89.0,422.333,31,5,4,1,0.8,0.16129032258064516,0.37553462976252533,-43.0,90.0,509.117,32,5,4,1,0.8,0.15625,0.37553462976252533,-24.0,86.0,467.822
physics_no_book_price; C=0.3; p>=0.85; ask<=100; sec>=240,physics_no_book_price,0.3,0.85,100.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,107,91,16,0.8504672897196262,0.6858974358974359,0.7708304349721777,-193.0,87.0,530.258,93,65,57,8,0.8769230769230769,0.6989247311827957,0.7754850591783847,35.0,88.0,531.764,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-144.0,88.5,476.99,32,22,18,4,0.8181818181818182,0.6875,0.6148339256287346,-84.0,85.5,532.4865
physics_no_book_price; C=1; p>=0.85; ask<=100; sec>=240,physics_no_book_price,1.0,0.85,100.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,107,91,16,0.8504672897196262,0.6858974358974359,0.7708304349721777,-241.0,88.0,526.525,93,65,57,8,0.8769230769230769,0.6989247311827957,0.7754850591783847,5.0,88.0,527.456,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-144.0,88.0,476.99,32,22,18,4,0.8181818181818182,0.6875,0.6148339256287346,-102.0,87.5,518.626
book_physics_price; C=0.05; p>=0.85; ask<=90; sec>=240,book_physics_price,0.05,0.85,90.0,240.0,False,False,False,0.8,0.7741935483870968,0.6269430358685175,156,127,108,19,0.8503937007874016,0.8141025641025641,0.7781297358041736,176.0,83.0,557.139,93,73,64,9,0.8767123287671232,0.7849462365591398,0.7819969564497797,293.0,83.0,585.934,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-6.0,83.5,489.92600000000004,32,30,24,6,0.8,0.9375,0.6269430358685175,-111.0,83.0,539.9995
physics_no_book_price; C=0.1; p>=0.85; ask<=95; sec>=240,physics_no_book_price,0.1,0.85,95.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,106,90,16,0.8490566037735849,0.6794871794871795,0.7687968486643731,-137.0,87.0,531.644,93,63,55,8,0.873015873015873,0.6774193548387096,0.7689296552173034,56.0,87.0,539.211,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-133.0,87.5,476.99,32,23,19,4,0.8260869565217391,0.71875,0.6286235235977387,-60.0,85.0,531.524
physics_no_book_price; C=0.3; p>=0.85; ask<=95; sec>=240,physics_no_book_price,0.3,0.85,95.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,105,89,16,0.8476190476190476,0.6730769230769231,0.7667269516059707,-193.0,87.0,531.524,93,63,55,8,0.873015873015873,0.6774193548387096,0.7689296552173034,33.0,87.0,539.211,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-142.0,88.5,476.99,32,22,18,4,0.8181818181818182,0.6875,0.6148339256287346,-84.0,85.5,532.4865
physics_no_book_price; C=1; p>=0.85; ask<=95; sec>=240,physics_no_book_price,1.0,0.85,95.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,104,88,16,0.8461538461538461,0.6666666666666666,0.7646197658147564,-242.0,88.0,526.9905,93,63,55,8,0.873015873015873,0.6774193548387096,0.7689296552173034,6.0,88.0,527.456,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-142.0,88.0,476.99,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-106.0,87.0,527.941
physics_no_book_price; C=1; p>=0.95; ask<=90; sec>=60,physics_no_book_price,1.0,0.95,90.0,60.0,False,False,False,0.8,0.16129032258064516,0.37553462976252533,156,30,25,5,0.8333333333333334,0.19230769230769232,0.6643564949358397,-53.0,88.0,424.1775,93,19,16,3,0.8421052631578947,0.20430107526881722,0.6243452472967093,4.0,89.0,404.656,31,5,4,1,0.8,0.16129032258064516,0.37553462976252533,-43.0,90.0,509.117,32,6,5,1,0.8333333333333334,0.1875,0.4364971778135299,-14.0,86.5,414.4385
physics_no_book_price; C=1; p>=0.95; ask<=90; sec>=120,physics_no_book_price,1.0,0.95,90.0,120.0,False,False,False,0.8,0.16129032258064516,0.37553462976252533,156,30,25,5,0.8333333333333334,0.19230769230769232,0.6643564949358397,-53.0,88.0,424.1775,93,19,16,3,0.8421052631578947,0.20430107526881722,0.6243452472967093,4.0,89.0,404.656,31,5,4,1,0.8,0.16129032258064516,0.37553462976252533,-43.0,90.0,509.117,32,6,5,1,0.8333333333333334,0.1875,0.4364971778135299,-14.0,86.5,414.4385
physics_no_book_price; C=1; p>=0.8; ask<=100; sec>=60,physics_no_book_price,1.0,0.8,100.0,60.0,False,False,False,0.8,0.9375,0.6269430358685175,156,149,124,25,0.8322147651006712,0.9551282051282052,0.7640385092411147,17.0,83.0,528.868,93,88,74,14,0.8409090909090909,0.946236559139785,0.7504987505642384,92.0,84.0,529.981,31,31,26,5,0.8387096774193549,1.0,0.6736564604120674,8.0,83.0,466.276,32,30,24,6,0.8,0.9375,0.6269430358685175,-83.0,82.5,532.4865
physics_no_book_price; C=1; p>=0.85; ask<=90; sec>=0,physics_no_book_price,1.0,0.85,90.0,0.0,False,False,False,0.8,0.625,0.5839825677481064,156,104,86,18,0.8269230769230769,0.6666666666666666,0.7429326899825905,-258.0,87.0,509.214,93,60,50,10,0.8333333333333334,0.6451612903225806,0.7196838683638547,-123.0,87.0,525.8905,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-41.0,85.5,416.42,32,20,16,4,0.8,0.625,0.5839825677481064,-94.0,87.0,529.7325000000001
physics_no_book_price; C=0.3; p>=0.8; ask<=100; sec>=60,physics_no_book_price,0.3,0.8,100.0,60.0,False,False,False,0.8,0.9375,0.6269430358685175,156,150,124,26,0.8266666666666667,0.9615384615384616,0.7581400726100628,-2.0,83.0,529.3985,93,89,75,14,0.8426966292134831,0.956989247311828,0.7531121499312459,121.0,84.0,530.258,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-39.0,80.0,473.978,32,30,24,6,0.8,0.9375,0.6269430358685175,-84.0,82.5,532.4865
physics_no_book_price; C=0.3; p>=0.8; ask<=100; sec>=120,physics_no_book_price,0.3,0.8,100.0,120.0,False,False,False,0.8,0.875,0.6269430358685175,156,144,119,25,0.8263888888888888,0.9230769230769231,0.7562655721912298,34.0,83.0,531.644,93,86,72,14,0.8372093023255814,0.9247311827956989,0.7451029913702094,101.0,83.0,534.2015,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-43.0,79.5,490.091,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,-24.0,82.5,559.645
physics_no_book_price; C=1; p>=0.85; ask<=90; sec>=60,physics_no_book_price,1.0,0.85,90.0,60.0,False,False,False,0.8,0.625,0.5839825677481064,156,103,85,18,0.8252427184466019,0.6602564102564102,0.7405963558470098,-274.0,87.0,509.311,93,60,50,10,0.8333333333333334,0.6451612903225806,0.7196838683638547,-123.0,87.0,525.8905,31,23,19,4,0.8260869565217391,0.7419354838709677,0.6286235235977387,-57.0,86.0,418.997,32,20,16,4,0.8,0.625,0.5839825677481064,-94.0,87.0,529.7325000000001
physics_no_book_price; C=0.05; p>=0.8; ask<=100; sec>=120,physics_no_book_price,0.05,0.8,100.0,120.0,False,False,False,0.8,0.84375,0.6269430358685175,156,142,117,25,0.823943661971831,0.9102564102564102,0.7530115194452803,1.0,83.0,538.208,93,85,71,14,0.8352941176470589,0.9139784946236559,0.7423169668021895,102.0,83.0,548.346,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-12.0,79.0,532.226,32,27,22,5,0.8148148148148148,0.84375,0.6330131638145157,-89.0,85.0,533.449
physics_no_book_price; C=0.1; p>=0.8; ask<=100; sec>=120,physics_no_book_price,0.1,0.8,100.0,120.0,False,False,False,0.8,0.84375,0.6269430358685175,156,142,117,25,0.823943661971831,0.9102564102564102,0.7530115194452803,20.0,83.0,537.2725,93,85,71,14,0.8352941176470589,0.9139784946236559,0.7423169668021895,107.0,83.0,538.774,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-35.0,79.5,501.06949999999995,32,27,22,5,0.8148148148148148,0.84375,0.6330131638145157,-52.0,83.0,545.067
physics_no_book_price; C=0.3; p>=0.8; ask<=95; sec>=120,physics_no_book_price,0.3,0.8,95.0,120.0,False,False,False,0.8,0.84375,0.6269430358685175,156,142,117,25,0.823943661971831,0.9102564102564102,0.7530115194452803,47.0,83.0,532.6065,93,85,71,14,0.8352941176470589,0.9139784946236559,0.7423169668021895,111.0,83.0,536.639,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-40.0,79.5,475.068,32,27,22,5,0.8148148148148148,0.84375,0.6330131638145157,-24.0,82.0,585.841
physics_no_book_price; C=0.05; p>=0.8; ask<=95; sec>=120,physics_no_book_price,0.05,0.8,95.0,120.0,False,False,False,0.8,0.8125,0.6212374288068301,156,140,115,25,0.8214285714285714,0.8974358974358975,0.7496696703597743,4.0,82.5,538.8389999999999,93,84,70,14,0.8333333333333334,0.9032258064516129,0.7394696025466009,103.0,82.5,552.921,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-10.0,79.0,532.226,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,-89.0,84.0,559.645
physics_no_book_price; C=0.1; p>=0.8; ask<=95; sec>=120,physics_no_book_price,0.1,0.8,95.0,120.0,False,False,False,0.8,0.8125,0.6212374288068301,156,140,115,25,0.8214285714285714,0.8974358974358975,0.7496696703597743,23.0,83.0,538.208,93,84,70,14,0.8333333333333334,0.9032258064516129,0.7394696025466009,108.0,83.0,538.971,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-33.0,79.5,501.06949999999995,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,-52.0,82.5,565.454
physics_no_book_price; C=1; p>=0.85; ask<=90; sec>=120,physics_no_book_price,1.0,0.85,90.0,120.0,False,False,False,0.8,0.625,0.5839825677481064,156,99,81,18,0.8181818181818182,0.6346153846153846,0.730812057244057,-327.0,87.0,525.853,93,58,48,10,0.8275862068965517,0.6236559139784946,0.7109174349067379,-147.0,87.0,526.2265,31,21,17,4,0.8095238095238095,0.6774193548387096,0.5999943530979507,-86.0,86.0,466.276,32,20,16,4,0.8,0.625,0.5839825677481064,-94.0,87.0,529.7325000000001
book_physics_price; C=0.1; p>=0.85; ask<=95; sec>=240,book_physics_price,0.1,0.85,95.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,127,109,18,0.8582677165354331,0.8141025641025641,0.7870690156524678,242.0,83.0,559.117,93,74,66,8,0.8918918918918919,0.7956989247311828,0.800911555641104,383.0,83.0,584.8915,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-19.0,84.0,489.92600000000004,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-122.0,83.0,548.475
book_physics_price; C=0.1; p>=0.85; ask<=100; sec>=240,book_physics_price,0.1,0.85,100.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,127,109,18,0.8582677165354331,0.8141025641025641,0.7870690156524678,237.0,83.0,559.117,93,74,66,8,0.8918918918918919,0.7956989247311828,0.800911555641104,378.0,83.0,584.8915,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-19.0,84.0,489.92600000000004,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-122.0,83.0,548.475
book_physics_price; C=0.3; p>=0.85; ask<=95; sec>=240,book_physics_price,0.3,0.85,95.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,127,109,18,0.8582677165354331,0.8141025641025641,0.7870690156524678,203.0,84.0,557.139,93,74,66,8,0.8918918918918919,0.7956989247311828,0.800911555641104,352.0,84.0,584.8915,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-26.0,84.0,482.4205,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-123.0,83.0,548.475
book_physics_price; C=0.3; p>=0.85; ask<=100; sec>=240,book_physics_price,0.3,0.85,100.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,127,109,18,0.8582677165354331,0.8141025641025641,0.7870690156524678,198.0,84.0,558.892,93,74,66,8,0.8918918918918919,0.7956989247311828,0.800911555641104,347.0,84.0,584.8915,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-26.0,84.0,482.4205,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-123.0,83.0,548.475
book_physics_price; C=0.1; p>=0.85; ask<=90; sec>=240,book_physics_price,0.1,0.85,90.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,125,107,18,0.856,0.8012820512820513,0.7838403899326722,245.0,83.0,559.117,93,72,64,8,0.8888888888888888,0.7741935483870968,0.7957706176633595,374.0,83.0,592.7370000000001,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-7.0,83.5,489.92600000000004,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-122.0,83.0,548.475
book_physics_price; C=0.3; p>=0.85; ask<=90; sec>=240,book_physics_price,0.3,0.85,90.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,124,106,18,0.8548387096774194,0.7948717948717948,0.7821891669914196,198.0,84.0,558.1279999999999,93,71,63,8,0.8873239436619719,0.7634408602150538,0.793099514891887,335.0,84.0,599.268,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-14.0,84.0,482.4205,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-123.0,83.0,548.475
book_physics; C=1; p>=0.85; ask<=95; sec>=240,book_physics,1.0,0.85,95.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,127,108,19,0.8503937007874016,0.8141025641025641,0.7781297358041736,47.0,84.0,545.275,93,74,65,9,0.8783783783783784,0.7956989247311828,0.7847341343323125,233.0,84.0,585.8495,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-46.0,84.5,455.04949999999997,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-140.0,84.0,533.449
book_physics; C=1; p>=0.85; ask<=100; sec>=240,book_physics,1.0,0.85,100.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,127,108,19,0.8503937007874016,0.8141025641025641,0.7781297358041736,42.0,84.0,557.139,93,74,65,9,0.8783783783783784,0.7956989247311828,0.7847341343323125,228.0,84.0,585.8495,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-46.0,84.5,455.04949999999997,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-140.0,84.0,533.449
book_physics; C=1; p>=0.85; ask<=90; sec>=240,book_physics,1.0,0.85,90.0,240.0,False,False,False,0.7931034482758621,0.7741935483870968,0.616099095961321,156,124,105,19,0.8467741935483871,0.7948717948717948,0.7730507471592929,45.0,84.0,551.9645,93,71,62,9,0.8732394366197183,0.7634408602150538,0.7763089172134626,216.0,84.0,591.265,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-31.0,84.0,450.4625,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-140.0,84.0,533.449
physics_no_book_price; C=0.05; p>=0.8; ask<=100; sec>=60,physics_no_book_price,0.05,0.8,100.0,60.0,False,False,False,0.7931034482758621,0.90625,0.616099095961321,156,148,122,26,0.8243243243243243,0.9487179487179487,0.7550373869853625,-37.0,83.0,534.87,93,88,74,14,0.8409090909090909,0.946236559139785,0.7504987505642384,120.0,83.0,538.8389999999999,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-8.0,79.0,528.161,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-149.0,85.0,531.524
physics_no_book_price; C=0.1; p>=0.8; ask<=100; sec>=60,physics_no_book_price,0.1,0.8,100.0,60.0,False,False,False,0.7931034482758621,0.90625,0.616099095961321,156,148,122,26,0.8243243243243243,0.9487179487179487,0.7550373869853625,-16.0,83.0,532.6065,93,88,74,14,0.8409090909090909,0.946236559139785,0.7504987505642384,127.0,83.5,537.5745,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-31.0,80.0,473.978,32,29,23,6,0.7931034482758621,0.90625,0.616099095961321,-112.0,83.0,533.449
physics_no_book_price; C=1; p>=0.8; ask<=90; sec>=120,physics_no_book_price,1.0,0.8,90.0,120.0,False,False,False,0.7916666666666666,0.7741935483870968,0.5952954674681135,156,126,102,24,0.8095238095238095,0.8076923076923077,0.7322059334337443,24.0,82.0,538.971,93,77,63,14,0.8181818181818182,0.8279569892473119,0.7176371712788386,87.0,83.0,538.774,31,24,19,5,0.7916666666666666,0.7741935483870968,0.5952954674681135,-27.0,79.5,510.52049999999997,32,25,20,5,0.8,0.78125,0.6086904963045967,-36.0,82.0,586.365
physics_no_book_price; C=0.1; p>=0.9; ask<=100; sec>=240,physics_no_book_price,0.1,0.9,100.0,240.0,False,False,False,0.7894736842105263,0.59375,0.5666572155618583,156,94,84,10,0.8936170212765957,0.6025641025641025,0.8151444897581666,-78.0,90.5,467.394,93,56,53,3,0.9464285714285714,0.6021505376344086,0.8539269093117846,210.0,91.0,466.746,31,19,16,3,0.8421052631578947,0.6129032258064516,0.6243452472967093,-117.0,92.0,467.826,32,19,15,4,0.7894736842105263,0.59375,0.5666572155618583,-171.0,88.0,469.978
physics_no_book_price; C=1; p>=0.9; ask<=90; sec>=120,physics_no_book_price,1.0,0.9,90.0,120.0,False,False,False,0.7857142857142857,0.375,0.524107694133997,156,67,58,9,0.8656716417910447,0.42948717948717946,0.7639962773866296,24.0,88.0,469.478,93,41,36,5,0.8780487804878049,0.44086021505376344,0.7445578847902311,53.0,88.0,474.419,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-99.0,87.5,455.8005,32,12,11,1,0.9166666666666666,0.375,0.646120088858883,70.0,87.0,455.659
physics_no_book_price; C=0.3; p>=0.9; ask<=90; sec>=120,physics_no_book_price,0.3,0.9,90.0,120.0,False,False,False,0.7857142857142857,0.40625,0.524107694133997,156,68,58,10,0.8529411764705882,0.4358974358974359,0.7500260574669123,-34.0,87.5,456.75,93,41,36,5,0.8780487804878049,0.44086021505376344,0.7445578847902311,54.0,88.0,474.419,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-99.0,87.5,463.3085,32,13,11,2,0.8461538461538461,0.40625,0.5776536898051745,11.0,87.0,439.905
physics_no_book_price; C=1; p>=0.8; ask<=95; sec>=0,physics_no_book_price,1.0,0.8,95.0,0.0,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,145,120,25,0.8275862068965517,0.9294871794871795,0.7578607455114587,34.0,83.0,529.704,93,87,73,14,0.8390804597701149,0.9354838709677419,0.7478296289321998,102.0,84.0,530.258,31,30,25,5,0.8333333333333334,0.967741935483871,0.6643564949358397,19.0,83.0,470.127,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-87.0,82.0,559.645
physics_no_book_price; C=1; p>=0.8; ask<=95; sec>=60,physics_no_book_price,1.0,0.8,95.0,60.0,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,144,119,25,0.8263888888888888,0.9230769230769231,0.7562655721912298,18.0,83.0,529.981,93,87,73,14,0.8390804597701149,0.9354838709677419,0.7478296289321998,102.0,84.0,530.258,31,29,24,5,0.8275862068965517,0.9354838709677419,0.6545156010980476,3.0,83.0,473.978,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-87.0,82.0,559.645
physics_no_book_price; C=0.3; p>=0.8; ask<=95; sec>=0,physics_no_book_price,0.3,0.8,95.0,0.0,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,121,26,0.8231292517006803,0.9423076923076923,0.7534560867727113,19.0,83.0,530.258,93,88,74,14,0.8409090909090909,0.946236559139785,0.7504987505642384,131.0,83.5,531.011,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-24.0,80.0,473.978,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-88.0,82.0,559.645
physics_no_book_price; C=0.3; p>=0.8; ask<=95; sec>=60,physics_no_book_price,0.3,0.8,95.0,60.0,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,146,120,26,0.821917808219178,0.9358974358974359,0.7518542991960415,3.0,83.0,530.8910000000001,93,88,74,14,0.8409090909090909,0.946236559139785,0.7504987505642384,131.0,83.5,531.011,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-40.0,79.5,475.068,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-88.0,82.0,559.645
