label,feature_set,c_value,prob_threshold,ask_cap,min_seconds,target_pass,wilson_pass,train_selected_candidate,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
book_physics; C=0.3; p>=0.75; ask<=100; sec>=240,book_physics,0.3,0.75,100.0,240.0,False,False,False,0.6206896551724138,0.9354838709677419,0.44002544205988514,156,150,113,37,0.7533333333333333,0.9615384615384616,0.6785967057397266,158.0,74.0,694.6279999999999,93,90,72,18,0.8,0.967741935483871,0.7058626364885745,465.0,74.0,699.98,31,29,18,11,0.6206896551724138,0.9354838709677419,0.44002544205988514,-298.0,73.0,715.497,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-9.0,74.0,681.761
book_physics; C=0.3; p>=0.75; ask<=90; sec>=240,book_physics,0.3,0.75,90.0,240.0,False,False,False,0.6206896551724138,0.9354838709677419,0.44002544205988514,156,148,111,37,0.75,0.9487179487179487,0.6745116957767451,150.0,74.0,699.98,93,88,70,18,0.7954545454545454,0.946236559139785,0.6996803607394828,457.0,74.0,702.2139999999999,31,29,18,11,0.6206896551724138,0.9354838709677419,0.44002544205988514,-298.0,73.0,715.497,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-9.0,74.0,681.761
book_physics; C=1; p>=0.75; ask<=95; sec>=240,book_physics,1.0,0.75,95.0,240.0,False,False,False,0.6206896551724138,0.9354838709677419,0.44002544205988514,156,151,113,38,0.7483443708609272,0.967948717948718,0.6735529355457894,77.0,74.0,689.937,93,91,72,19,0.7912087912087912,0.978494623655914,0.6967681450525728,371.0,74.0,696.356,31,29,18,11,0.6206896551724138,0.9354838709677419,0.44002544205988514,-294.0,72.0,715.497,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,0.0,74.0,681.761
book_physics; C=1; p>=0.75; ask<=100; sec>=240,book_physics,1.0,0.75,100.0,240.0,False,False,False,0.6206896551724138,0.9354838709677419,0.44002544205988514,156,151,113,38,0.7483443708609272,0.967948717948718,0.6735529355457894,72.0,74.0,689.937,93,91,72,19,0.7912087912087912,0.978494623655914,0.6967681450525728,366.0,74.0,696.356,31,29,18,11,0.6206896551724138,0.9354838709677419,0.44002544205988514,-294.0,72.0,715.497,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,0.0,74.0,681.761
book_physics; C=1; p>=0.75; ask<=90; sec>=240,book_physics,1.0,0.75,90.0,240.0,False,False,False,0.6206896551724138,0.9354838709677419,0.44002544205988514,156,149,111,38,0.7449664429530202,0.9551282051282052,0.6694331878110515,68.0,74.0,696.356,93,89,70,19,0.7865168539325843,0.956989247311828,0.690471517751574,362.0,74.0,699.319,31,29,18,11,0.6206896551724138,0.9354838709677419,0.44002544205988514,-294.0,72.0,715.497,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,0.0,74.0,681.761
book_physics_price; C=0.05; p>=0.75; ask<=95; sec>=0,book_physics_price,0.05,0.75,95.0,0.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,110.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,459.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-13.0,75.5,646.014
book_physics_price; C=0.05; p>=0.75; ask<=95; sec>=60,book_physics_price,0.05,0.75,95.0,60.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,110.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,459.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-13.0,75.5,646.014
book_physics_price; C=0.05; p>=0.75; ask<=100; sec>=0,book_physics_price,0.05,0.75,100.0,0.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,105.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,454.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-13.0,75.5,646.014
book_physics_price; C=0.05; p>=0.75; ask<=100; sec>=60,book_physics_price,0.05,0.75,100.0,60.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,105.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,454.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-13.0,75.5,646.014
book_physics_price; C=0.1; p>=0.75; ask<=95; sec>=0,book_physics_price,0.1,0.75,95.0,0.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,125.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,476.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.1; p>=0.75; ask<=95; sec>=60,book_physics_price,0.1,0.75,95.0,60.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,125.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,476.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.1; p>=0.75; ask<=100; sec>=0,book_physics_price,0.1,0.75,100.0,0.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,120.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,471.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.1; p>=0.75; ask<=100; sec>=60,book_physics_price,0.1,0.75,100.0,60.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,156,117,39,0.75,1.0,0.6765953762387031,120.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,471.0,74.0,700.641,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.05; p>=0.75; ask<=90; sec>=0,book_physics_price,0.05,0.75,90.0,0.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,155,116,39,0.7483870967741936,0.9935897435897436,0.6746299987685337,115.0,74.0,689.937,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,464.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-13.0,75.5,646.014
book_physics_price; C=0.05; p>=0.75; ask<=90; sec>=60,book_physics_price,0.05,0.75,90.0,60.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,155,116,39,0.7483870967741936,0.9935897435897436,0.6746299987685337,115.0,74.0,689.937,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,464.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-13.0,75.5,646.014
book_physics_price; C=0.1; p>=0.75; ask<=90; sec>=0,book_physics_price,0.1,0.75,90.0,0.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,155,116,39,0.7483870967741936,0.9935897435897436,0.6746299987685337,130.0,74.0,689.937,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,481.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.1; p>=0.75; ask<=90; sec>=60,book_physics_price,0.1,0.75,90.0,60.0,False,False,False,0.6129032258064516,1.0,0.4382410861966073,156,155,116,39,0.7483870967741936,0.9935897435897436,0.6746299987685337,130.0,74.0,689.937,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,481.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.05; p>=0.75; ask<=95; sec>=120,book_physics_price,0.05,0.75,95.0,120.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,154,115,39,0.7467532467532467,0.9871794871794872,0.672640717039935,81.0,74.0,691.2075,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,450.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-33.0,75.0,646.04
book_physics_price; C=0.05; p>=0.75; ask<=100; sec>=120,book_physics_price,0.05,0.75,100.0,120.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,154,115,39,0.7467532467532467,0.9871794871794872,0.672640717039935,76.0,74.0,691.2075,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,445.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-33.0,75.0,646.04
book_physics_price; C=0.1; p>=0.75; ask<=95; sec>=120,book_physics_price,0.1,0.75,95.0,120.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,154,115,39,0.7467532467532467,0.9871794871794872,0.672640717039935,96.0,74.0,691.2075,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,467.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.1; p>=0.75; ask<=100; sec>=120,book_physics_price,0.1,0.75,100.0,120.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,154,115,39,0.7467532467532467,0.9871794871794872,0.672640717039935,91.0,74.0,691.2075,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,462.0,74.0,702.2139999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.05; p>=0.75; ask<=90; sec>=120,book_physics_price,0.05,0.75,90.0,120.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,153,114,39,0.7450980392156863,0.9807692307692307,0.6706270952847245,74.0,74.0,692.478,93,91,72,19,0.7912087912087912,0.978494623655914,0.6967681450525728,443.0,74.0,703.787,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-33.0,75.0,646.04
book_physics_price; C=0.1; p>=0.75; ask<=90; sec>=120,book_physics_price,0.1,0.75,90.0,120.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,153,114,39,0.7450980392156863,0.9807692307692307,0.6706270952847245,89.0,74.0,692.478,93,91,72,19,0.7912087912087912,0.978494623655914,0.6967681450525728,460.0,74.0,703.787,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.1; p>=0.75; ask<=95; sec>=240,book_physics_price,0.1,0.75,95.0,240.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,152,113,39,0.743421052631579,0.9743589743589743,0.6685886871729833,61.0,73.5,695.8985,93,90,71,19,0.7888888888888889,0.967741935483871,0.6936520041874271,432.0,73.5,707.1179999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.1; p>=0.75; ask<=100; sec>=240,book_physics_price,0.1,0.75,100.0,240.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,152,113,39,0.743421052631579,0.9743589743589743,0.6685886871729833,56.0,73.5,695.8985,93,90,71,19,0.7888888888888889,0.967741935483871,0.6936520041874271,427.0,73.5,707.1179999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.05; p>=0.75; ask<=95; sec>=240,book_physics_price,0.05,0.75,95.0,240.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,152,113,39,0.743421052631579,0.9743589743589743,0.6685886871729833,46.0,74.0,695.8985,93,90,71,19,0.7888888888888889,0.967741935483871,0.6936520041874271,415.0,74.0,707.1179999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-33.0,75.0,646.04
book_physics_price; C=0.05; p>=0.75; ask<=100; sec>=240,book_physics_price,0.05,0.75,100.0,240.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,152,113,39,0.743421052631579,0.9743589743589743,0.6685886871729833,41.0,74.0,695.8985,93,90,71,19,0.7888888888888889,0.967741935483871,0.6936520041874271,410.0,74.0,707.1179999999999,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-33.0,75.0,646.04
book_physics_price; C=0.1; p>=0.75; ask<=90; sec>=240,book_physics_price,0.1,0.75,90.0,240.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,151,112,39,0.7417218543046358,0.967948717948718,0.6665250354949417,54.0,73.0,699.319,93,89,70,19,0.7865168539325843,0.956989247311828,0.690471517751574,425.0,73.0,710.449,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.05; p>=0.75; ask<=90; sec>=240,book_physics_price,0.05,0.75,90.0,240.0,False,False,False,0.6129032258064516,0.96875,0.4382410861966073,156,151,112,39,0.7417218543046358,0.967948717948718,0.6665250354949417,39.0,74.0,699.319,93,89,70,19,0.7865168539325843,0.956989247311828,0.690471517751574,408.0,74.0,710.449,31,31,19,12,0.6129032258064516,1.0,0.4382410861966073,-336.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-33.0,75.0,646.04
physics_no_book_price; C=0.3; p>=0.95; ask<=90; sec>=0,physics_no_book_price,0.3,0.95,90.0,0.0,False,False,False,0.6,0.09375,0.23072428127601285,156,21,17,4,0.8095238095238095,0.1346153846153846,0.5999943530979507,-17.0,88.0,422.333,93,13,11,2,0.8461538461538461,0.13978494623655913,0.5776536898051745,-26.0,89.0,404.656,31,5,3,2,0.6,0.16129032258064516,0.23072428127601285,-52.0,85.0,494.087,32,3,3,0,1.0,0.09375,0.4385029682449545,61.0,86.0,467.822
book_physics_price; C=0.3; p>=0.75; ask<=95; sec>=0,book_physics_price,0.3,0.75,95.0,0.0,False,False,False,0.5806451612903226,1.0,0.40766262495369715,156,156,116,40,0.7435897435897436,1.0,0.6697908323780178,38.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,474.0,74.0,700.641,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.3; p>=0.75; ask<=95; sec>=60,book_physics_price,0.3,0.75,95.0,60.0,False,False,False,0.5806451612903226,1.0,0.40766262495369715,156,156,116,40,0.7435897435897436,1.0,0.6697908323780178,38.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,474.0,74.0,700.641,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.3; p>=0.75; ask<=100; sec>=0,book_physics_price,0.3,0.75,100.0,0.0,False,False,False,0.5806451612903226,1.0,0.40766262495369715,156,156,116,40,0.7435897435897436,1.0,0.6697908323780178,33.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,469.0,74.0,700.641,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.3; p>=0.75; ask<=100; sec>=60,book_physics_price,0.3,0.75,100.0,60.0,False,False,False,0.5806451612903226,1.0,0.40766262495369715,156,156,116,40,0.7435897435897436,1.0,0.6697908323780178,33.0,74.0,689.2085,93,93,74,19,0.7956989247311828,1.0,0.7028149970672776,469.0,74.0,700.641,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.3; p>=0.75; ask<=90; sec>=0,book_physics_price,0.3,0.75,90.0,0.0,False,False,False,0.5806451612903226,1.0,0.40766262495369715,156,155,115,40,0.7419354838709677,0.9935897435897436,0.6677856871404546,43.0,74.0,689.937,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,479.0,74.0,702.2139999999999,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.3; p>=0.75; ask<=90; sec>=60,book_physics_price,0.3,0.75,90.0,60.0,False,False,False,0.5806451612903226,1.0,0.40766262495369715,156,155,115,40,0.7419354838709677,0.9935897435897436,0.6677856871404546,43.0,74.0,689.937,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,479.0,74.0,702.2139999999999,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,32,24,8,0.75,1.0,0.5789344100575552,-15.0,76.0,656.4214999999999
book_physics_price; C=0.3; p>=0.75; ask<=95; sec>=120,book_physics_price,0.3,0.75,95.0,120.0,False,False,False,0.5806451612903226,0.96875,0.40766262495369715,156,154,114,40,0.7402597402597403,0.9871794871794872,0.6657561799445755,9.0,73.5,691.2075,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,465.0,74.0,702.2139999999999,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.3; p>=0.75; ask<=100; sec>=120,book_physics_price,0.3,0.75,100.0,120.0,False,False,False,0.5806451612903226,0.96875,0.40766262495369715,156,154,114,40,0.7402597402597403,0.9871794871794872,0.6657561799445755,4.0,73.5,691.2075,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,460.0,74.0,702.2139999999999,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.3; p>=0.75; ask<=90; sec>=120,book_physics_price,0.3,0.75,90.0,120.0,False,False,False,0.5806451612903226,0.96875,0.40766262495369715,156,153,113,40,0.738562091503268,0.9807692307692307,0.6637018673288092,2.0,73.0,692.478,93,91,72,19,0.7912087912087912,0.978494623655914,0.6967681450525728,458.0,74.0,703.787,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.3; p>=0.75; ask<=95; sec>=240,book_physics_price,0.3,0.75,95.0,240.0,False,False,False,0.5806451612903226,0.96875,0.40766262495369715,156,152,112,40,0.7368421052631579,0.9743589743589743,0.6616222951054884,-26.0,73.0,695.8985,93,90,71,19,0.7888888888888889,0.967741935483871,0.6936520041874271,430.0,74.0,707.1179999999999,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.3; p>=0.75; ask<=100; sec>=240,book_physics_price,0.3,0.75,100.0,240.0,False,False,False,0.5806451612903226,0.96875,0.40766262495369715,156,152,112,40,0.7368421052631579,0.9743589743589743,0.6616222951054884,-31.0,73.0,695.8985,93,90,71,19,0.7888888888888889,0.967741935483871,0.6936520041874271,425.0,74.0,707.1179999999999,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics_price; C=0.3; p>=0.75; ask<=90; sec>=240,book_physics_price,0.3,0.75,90.0,240.0,False,False,False,0.5806451612903226,0.96875,0.40766262495369715,156,151,111,40,0.7350993377483444,0.967948717948718,0.6595169980387422,-33.0,73.0,699.319,93,89,70,19,0.7865168539325843,0.956989247311828,0.690471517751574,423.0,74.0,710.449,31,31,18,13,0.5806451612903226,1.0,0.40766262495369715,-421.0,72.0,666.091,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,-35.0,76.0,666.803
book_physics; C=0.05; p>=0.7; ask<=95; sec>=0,book_physics,0.05,0.7,95.0,0.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-131.0,69.0,751.133,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,63.0,69.0,752.292,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-434.0,68.0,747.102,32,32,25,7,0.78125,1.0,0.6124500635075646,240.0,69.0,739.7055
book_physics; C=0.05; p>=0.7; ask<=95; sec>=60,book_physics,0.05,0.7,95.0,60.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-131.0,69.0,751.133,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,63.0,69.0,752.292,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-434.0,68.0,747.102,32,32,25,7,0.78125,1.0,0.6124500635075646,240.0,69.0,739.7055
book_physics; C=0.05; p>=0.7; ask<=100; sec>=0,book_physics,0.05,0.7,100.0,0.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-136.0,69.0,751.133,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,58.0,69.0,752.292,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-434.0,68.0,747.102,32,32,25,7,0.78125,1.0,0.6124500635075646,240.0,69.0,739.7055
book_physics; C=0.05; p>=0.7; ask<=100; sec>=60,book_physics,0.05,0.7,100.0,60.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-136.0,69.0,751.133,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,58.0,69.0,752.292,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-434.0,68.0,747.102,32,32,25,7,0.78125,1.0,0.6124500635075646,240.0,69.0,739.7055
book_physics; C=0.3; p>=0.7; ask<=95; sec>=0,book_physics,0.3,0.7,95.0,0.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-111.0,69.0,756.899,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,68.0,69.0,756.868,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-415.0,68.0,755.019,32,32,25,7,0.78125,1.0,0.6124500635075646,236.0,69.0,763.1759999999999
book_physics; C=0.3; p>=0.7; ask<=95; sec>=60,book_physics,0.3,0.7,95.0,60.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-111.0,69.0,756.899,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,68.0,69.0,756.868,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-415.0,68.0,755.019,32,32,25,7,0.78125,1.0,0.6124500635075646,236.0,69.0,763.1759999999999
book_physics; C=0.3; p>=0.7; ask<=100; sec>=0,book_physics,0.3,0.7,100.0,0.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-116.0,69.0,756.899,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,63.0,69.0,756.868,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-415.0,68.0,755.019,32,32,25,7,0.78125,1.0,0.6124500635075646,236.0,69.0,763.1759999999999
book_physics; C=0.3; p>=0.7; ask<=100; sec>=60,book_physics,0.3,0.7,100.0,60.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-116.0,69.0,756.899,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,63.0,69.0,756.868,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-415.0,68.0,755.019,32,32,25,7,0.78125,1.0,0.6124500635075646,236.0,69.0,763.1759999999999
book_physics; C=1; p>=0.7; ask<=95; sec>=0,book_physics,1.0,0.7,95.0,0.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-140.0,69.0,756.899,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,65.0,69.0,759.377,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-432.0,68.0,742.539,32,32,25,7,0.78125,1.0,0.6124500635075646,227.0,69.0,757.9075
book_physics; C=1; p>=0.7; ask<=95; sec>=60,book_physics,1.0,0.7,95.0,60.0,False,False,False,0.5483870967741935,1.0,0.3777216763735451,156,156,108,48,0.6923076923076923,1.0,0.6159865933477112,-140.0,69.0,756.899,93,93,66,27,0.7096774193548387,1.0,0.6105740949932597,65.0,69.0,759.377,31,31,17,14,0.5483870967741935,1.0,0.3777216763735451,-432.0,68.0,742.539,32,32,25,7,0.78125,1.0,0.6124500635075646,227.0,69.0,757.9075
