dataset,policy,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,16,9,7,2,0.7777777777777778,86.0,9.555555555555555,66.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,17,8,6,2,0.75,43.0,5.375,65.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,18,8,6,2,0.75,45.0,5.625,66.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,19,8,6,2,0.75,25.0,3.125,69.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,20,8,4,4,0.5,-165.0,-20.625,66.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,21,8,7,1,0.875,127.0,15.875,67.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,22,8,7,1,0.875,101.0,12.625,72.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,23,8,8,0,1.0,238.0,29.75,69.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,3,8,3,5,0.375,-265.0,-33.125,66.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,4,10,7,3,0.7,-2.0,-0.2,68.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,5,12,10,2,0.8333333333333334,142.0,11.833333333333334,68.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,6,8,5,3,0.625,-40.0,-5.0,63.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,8,6,2,4,0.3333333333333333,-235.0,-39.166666666666664,70.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,9,8,7,1,0.875,128.0,16.0,69.0
v21,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=55,2,1,1,0.5,8.0,4.0,44.0
v21,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=65,79,55,24,0.6962025316455697,358.0,4.531645569620253,63.0
v21,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=75,104,78,26,0.75,339.0,3.2596153846153846,70.0
v21,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=85,29,24,5,0.8275862068965517,20.0,0.6896551724137931,80.0
v21,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=95,4,4,0,1.0,30.0,7.5,92.0
v21,v2_wait_score_min60_brownian70_early,time_bucket,sec<=300,2,2,0,1.0,35.0,17.5,81.0
v21,v2_wait_score_min60_brownian70_early,time_bucket,sec<=600,41,30,11,0.7317073170731707,-17.0,-0.4146341463414634,72.0
v21,v2_wait_score_min60_brownian70_early,time_bucket,sec<=900,175,130,45,0.7428571428571429,737.0,4.211428571428572,67.0
