dataset,candidate,slice,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_edge
current,book_margin__only_fade_prev1,prev3_streak=False,181,129,52,0.712707182320442,480.0,2.6519337016574585,65.0,-2.5
current,book_margin__only_fade_prev1,prev3_streak=True,55,35,20,0.6363636363636364,-225.0,-4.090909090909091,63.0,-2.5
current,book_margin__only_fade_prev1,prev_flip=False,116,78,38,0.6724137931034483,-139.0,-1.1982758620689655,64.0,-2.5
current,book_margin__only_fade_prev1,prev_flip=True,120,86,34,0.7166666666666667,394.0,3.283333333333333,64.5,-2.5
current,book_margin__only_fade_prev1,prev_alternation=False,173,117,56,0.6763005780346821,-164.0,-0.9479768786127167,64.0,-2.5
current,book_margin__only_fade_prev1,prev_alternation=True,63,47,16,0.746031746031746,419.0,6.650793650793651,63.0,-2.5
current,book_margin__skip_follow_prev1,split=holdout,47,26,21,0.5531914893617021,-634.0,-13.48936170212766,65.0,-2.5
current,book_margin__skip_follow_prev1,split=train,140,96,44,0.6857142857142857,107.0,0.7642857142857142,63.0,-2.5
current,book_margin__skip_follow_prev1,split=validation,50,42,8,0.84,714.0,14.28,66.5,-2.5
current,book_margin__skip_follow_prev1,side=no,114,81,33,0.7105263157894737,274.0,2.4035087719298245,64.0,-2.5
current,book_margin__skip_follow_prev1,side=yes,123,83,40,0.6747967479674797,-87.0,-0.7073170731707317,64.0,-2.5
current,book_margin__skip_follow_prev1,"score=(-1.001, 0.625]",111,71,40,0.6396396396396397,25.0,0.22522522522522523,62.0,-2.5
current,book_margin__skip_follow_prev1,"score=(0.625, 0.65]",24,12,12,0.5,-402.0,-16.75,65.0,-2.5
current,book_margin__skip_follow_prev1,"score=(0.65, 0.7]",58,45,13,0.7758620689655172,437.0,7.5344827586206895,68.0,-2.5
current,book_margin__skip_follow_prev1,"score=(0.7, 0.8]",36,29,7,0.8055555555555556,111.0,3.0833333333333335,75.5,-2.5
current,book_margin__skip_follow_prev1,"edge=(-3.0, 0.0]",201,144,57,0.7164179104477612,610.0,3.0348258706467663,64.0,-2.5
current,book_margin__skip_follow_prev1,"edge=(-5.0, -3.0]",36,20,16,0.5555555555555556,-423.0,-11.75,64.0,-3.0
current,book_margin__skip_follow_prev1,"ask=(60.0, 70.0]",193,128,65,0.6632124352331606,60.0,0.31088082901554404,63.0,-2.5
current,book_margin__skip_follow_prev1,"ask=(70.0, 80.0]",36,29,7,0.8055555555555556,111.0,3.0833333333333335,75.5,-2.5
current,book_margin__skip_follow_prev1,"time=(-1.001, 600.0]",49,36,13,0.7346938775510204,138.0,2.816326530612245,67.0,-2.5
current,book_margin__skip_follow_prev1,"time=(600.0, 720.0]",42,26,16,0.6190476190476191,-215.0,-5.119047619047619,63.5,-2.5
current,book_margin__skip_follow_prev1,"time=(720.0, 840.0]",101,76,25,0.7524752475247525,724.0,7.1683168316831685,63.0,-2.5
current,book_margin__skip_follow_prev1,"time=(840.0, 10000.0]",45,26,19,0.5777777777777777,-460.0,-10.222222222222221,64.0,-2.5
current,book_margin__skip_follow_prev1,prev1=no,122,83,39,0.680327868852459,-19.0,-0.1557377049180328,64.0,-2.5
current,book_margin__skip_follow_prev1,prev1=yes,114,81,33,0.7105263157894737,274.0,2.4035087719298245,64.0,-2.5
current,book_margin__skip_follow_prev1,prev_relation=fade,237,164,73,0.6919831223628692,187.0,0.7890295358649789,64.0,-2.5
current,book_margin__skip_follow_prev1,prev2_streak=False,122,86,36,0.7049180327868853,263.0,2.1557377049180326,64.5,-2.5
current,book_margin__skip_follow_prev1,prev2_streak=True,115,78,37,0.6782608695652174,-76.0,-0.6608695652173913,64.0,-2.5
current,book_margin__skip_follow_prev1,prev3_streak=False,182,129,53,0.7087912087912088,412.0,2.2637362637362637,65.0,-2.5
current,book_margin__skip_follow_prev1,prev3_streak=True,55,35,20,0.6363636363636364,-225.0,-4.090909090909091,63.0,-2.5
current,book_margin__skip_follow_prev1,prev_flip=False,117,78,39,0.6666666666666666,-207.0,-1.7692307692307692,64.0,-2.5
current,book_margin__skip_follow_prev1,prev_flip=True,120,86,34,0.7166666666666667,394.0,3.283333333333333,64.5,-2.5
current,book_margin__skip_follow_prev1,prev_alternation=False,174,117,57,0.6724137931034483,-232.0,-1.3333333333333333,64.5,-2.5
current,book_margin__skip_follow_prev1,prev_alternation=True,63,47,16,0.746031746031746,419.0,6.650793650793651,63.0,-2.5
current,book_margin__skip_fade_prev1,split=holdout,53,39,14,0.7358490566037735,207.0,3.9056603773584904,66.0,-2.5
current,book_margin__skip_fade_prev1,split=train,130,89,41,0.6846153846153846,83.0,0.6384615384615384,64.0,-2.5
current,book_margin__skip_fade_prev1,split=validation,40,23,17,0.575,-440.0,-11.0,64.0,-2.5
current,book_margin__skip_fade_prev1,side=no,114,77,37,0.6754385964912281,-100.0,-0.8771929824561403,65.0,-2.5
current,book_margin__skip_fade_prev1,side=yes,109,74,35,0.6788990825688074,-50.0,-0.45871559633027525,64.0,-2.5
current,book_margin__skip_fade_prev1,"score=(-1.001, 0.625]",84,58,26,0.6904761904761905,427.0,5.083333333333333,62.0,-2.5
current,book_margin__skip_fade_prev1,"score=(0.625, 0.65]",61,34,27,0.5573770491803278,-657.0,-10.770491803278688,64.0,-2.5
current,book_margin__skip_fade_prev1,"score=(0.65, 0.7]",38,28,10,0.7368421052631579,149.0,3.9210526315789473,68.0,-2.5
current,book_margin__skip_fade_prev1,"score=(0.7, 0.8]",30,21,9,0.7,-188.0,-6.266666666666667,73.5,-2.5
current,book_margin__skip_fade_prev1,"edge=(-3.0, 0.0]",190,133,57,0.7,278.0,1.4631578947368422,64.0,-2.5
current,book_margin__skip_fade_prev1,"edge=(-5.0, -3.0]",33,18,15,0.5454545454545454,-428.0,-12.969696969696969,64.0,-3.0
current,book_margin__skip_fade_prev1,"ask=(60.0, 70.0]",183,120,63,0.6557377049180327,-81.0,-0.4426229508196721,64.0,-2.5
current,book_margin__skip_fade_prev1,"ask=(70.0, 80.0]",30,21,9,0.7,-188.0,-6.266666666666667,73.5,-2.5
current,book_margin__skip_fade_prev1,"time=(-1.001, 600.0]",66,45,21,0.6818181818181818,-127.0,-1.9242424242424243,65.0,-2.5
current,book_margin__skip_fade_prev1,"time=(600.0, 720.0]",33,22,11,0.6666666666666666,-53.0,-1.606060606060606,65.0,-2.5
current,book_margin__skip_fade_prev1,"time=(720.0, 840.0]",85,58,27,0.6823529411764706,80.0,0.9411764705882353,64.0,-2.5
current,book_margin__skip_fade_prev1,"time=(840.0, 10000.0]",39,26,13,0.6666666666666666,-50.0,-1.2820512820512822,64.0,-2.5
current,book_margin__skip_fade_prev1,prev1=no,114,77,37,0.6754385964912281,-100.0,-0.8771929824561403,65.0,-2.5
current,book_margin__skip_fade_prev1,prev1=yes,108,74,34,0.6851851851851852,18.0,0.16666666666666666,64.0,-2.5
current,book_margin__skip_fade_prev1,prev_relation=follow,222,151,71,0.6801801801801802,-82.0,-0.36936936936936937,64.0,-2.5
current,book_margin__skip_fade_prev1,prev2_streak=False,118,80,38,0.6779661016949152,-120.0,-1.0169491525423728,64.0,-2.5
current,book_margin__skip_fade_prev1,prev2_streak=True,105,71,34,0.6761904761904762,-30.0,-0.2857142857142857,64.0,-2.5
current,book_margin__skip_fade_prev1,prev3_streak=False,174,115,59,0.6609195402298851,-372.0,-2.1379310344827585,64.0,-2.5
current,book_margin__skip_fade_prev1,prev3_streak=True,49,36,13,0.7346938775510204,222.0,4.530612244897959,65.0,-2.5
current,book_margin__skip_fade_prev1,prev_flip=False,107,72,35,0.6728971962616822,-63.0,-0.5887850467289719,64.0,-2.5
current,book_margin__skip_fade_prev1,prev_flip=True,116,79,37,0.6810344827586207,-87.0,-0.75,64.0,-2.5
current,book_margin__skip_fade_prev1,prev_alternation=False,164,111,53,0.676829268292683,-87.0,-0.5304878048780488,64.0,-2.5
current,book_margin__skip_fade_prev1,prev_alternation=True,59,40,19,0.6779661016949152,-63.0,-1.0677966101694916,64.0,-2.5
current,book_margin__skip_follow_2streak,split=holdout,54,35,19,0.6481481481481481,-235.0,-4.351851851851852,65.0,-2.5
current,book_margin__skip_follow_2streak,split=train,170,116,54,0.6823529411764706,149.0,0.8764705882352941,64.0,-2.5
current,book_margin__skip_follow_2streak,split=validation,64,48,16,0.75,377.0,5.890625,65.5,-2.5
current,book_margin__skip_follow_2streak,side=no,145,101,44,0.696551724137931,217.0,1.4965517241379311,64.0,-2.5
current,book_margin__skip_follow_2streak,side=yes,143,98,45,0.6853146853146853,74.0,0.5174825174825175,64.0,-2.5
current,book_margin__skip_follow_2streak,"score=(-1.001, 0.625]",127,86,41,0.6771653543307087,501.0,3.9448818897637796,62.0,-2.5
current,book_margin__skip_follow_2streak,"score=(0.625, 0.65]",50,26,24,0.52,-723.0,-14.46,64.0,-2.5
current,book_margin__skip_follow_2streak,"score=(0.65, 0.7]",65,49,16,0.7538461538461538,348.0,5.3538461538461535,68.0,-2.5
current,book_margin__skip_follow_2streak,"score=(0.7, 0.8]",38,31,7,0.8157894736842105,149.0,3.9210526315789473,76.0,-2.5
current,book_margin__skip_follow_2streak,"edge=(-3.0, 0.0]",243,173,70,0.7119341563786008,706.0,2.905349794238683,64.0,-2.5
current,book_margin__skip_follow_2streak,"edge=(-5.0, -3.0]",45,26,19,0.5777777777777777,-415.0,-9.222222222222221,64.0,-3.0
current,book_margin__skip_follow_2streak,"ask=(60.0, 70.0]",242,161,81,0.6652892561983471,126.0,0.5206611570247934,63.0,-2.5
current,book_margin__skip_follow_2streak,"ask=(70.0, 80.0]",38,31,7,0.8157894736842105,149.0,3.9210526315789473,76.0,-2.5
current,book_margin__skip_follow_2streak,"time=(-1.001, 600.0]",39,26,13,0.6666666666666666,-125.0,-3.2051282051282053,65.0,-2.5
current,book_margin__skip_follow_2streak,"time=(600.0, 720.0]",47,31,16,0.6595744680851063,-61.0,-1.297872340425532,64.0,-2.5
current,book_margin__skip_follow_2streak,"time=(720.0, 840.0]",143,106,37,0.7412587412587412,904.0,6.321678321678322,64.0,-2.5
current,book_margin__skip_follow_2streak,"time=(840.0, 10000.0]",59,36,23,0.6101694915254238,-427.0,-7.237288135593221,64.0,-2.5
current,book_margin__skip_follow_2streak,prev1=no,148,101,47,0.6824324324324325,66.0,0.44594594594594594,64.0,-2.5
current,book_margin__skip_follow_2streak,prev1=yes,139,98,41,0.7050359712230215,293.0,2.1079136690647484,64.0,-2.5
current,book_margin__skip_follow_2streak,prev_relation=fade,206,142,64,0.6893203883495146,121.0,0.587378640776699,64.0,-2.5
current,book_margin__skip_follow_2streak,prev_relation=follow,82,57,25,0.6951219512195121,170.0,2.073170731707317,64.0,-2.5
current,book_margin__skip_follow_2streak,prev2_streak=False,173,121,52,0.6994219653179191,367.0,2.121387283236994,64.0,-2.5
current,book_margin__skip_follow_2streak,prev2_streak=True,115,78,37,0.6782608695652174,-76.0,-0.6608695652173913,64.0,-2.5
current,book_margin__skip_follow_2streak,prev3_streak=False,233,164,69,0.703862660944206,516.0,2.2145922746781115,64.0,-2.5
current,book_margin__skip_follow_2streak,prev3_streak=True,55,35,20,0.6363636363636364,-225.0,-4.090909090909091,63.0,-2.5
current,book_margin__skip_follow_2streak,prev_flip=False,117,79,38,0.6752136752136753,-109.0,-0.9316239316239316,64.0,-2.5
current,book_margin__skip_follow_2streak,prev_flip=True,171,120,51,0.7017543859649122,400.0,2.3391812865497075,64.0,-2.5
current,book_margin__skip_follow_2streak,prev_alternation=False,199,131,68,0.6582914572864321,-513.0,-2.577889447236181,64.0,-2.5
current,book_margin__skip_follow_2streak,prev_alternation=True,89,68,21,0.7640449438202247,804.0,9.03370786516854,64.0,-2.5
current,book_margin__skip_fade_2streak,split=holdout,59,40,19,0.6779661016949152,-29.0,-0.4915254237288136,65.0,-2.5
current,book_margin__skip_fade_2streak,split=train,164,113,51,0.6890243902439024,234.0,1.4268292682926829,64.0,-2.5
current,book_margin__skip_fade_2streak,split=validation,55,39,16,0.7090909090909091,132.0,2.4,64.0,-2.5
current,book_margin__skip_fade_2streak,side=no,144,101,43,0.7013888888888888,290.0,2.013888888888889,64.0,-2.5
current,book_margin__skip_fade_2streak,side=yes,134,91,43,0.6791044776119403,47.0,0.35074626865671643,64.0,-2.5
current,book_margin__skip_fade_2streak,"score=(-1.001, 0.625]",119,83,36,0.6974789915966386,709.0,5.957983193277311,62.0,-2.5
current,book_margin__skip_fade_2streak,"score=(0.625, 0.65]",61,35,26,0.5737704918032787,-555.0,-9.098360655737705,64.0,-2.5
current,book_margin__skip_fade_2streak,"score=(0.65, 0.7]",56,41,15,0.7321428571428571,182.0,3.25,68.0,-2.5
current,book_margin__skip_fade_2streak,"score=(0.7, 0.8]",33,25,8,0.7575757575757576,-29.0,-0.8787878787878788,74.0,-2.5
current,book_margin__skip_fade_2streak,"edge=(-3.0, 0.0]",236,169,67,0.7161016949152542,859.0,3.639830508474576,64.0,-2.5
current,book_margin__skip_fade_2streak,"edge=(-5.0, -3.0]",42,23,19,0.5476190476190477,-522.0,-12.428571428571429,64.0,-3.0
current,book_margin__skip_fade_2streak,"ask=(60.0, 70.0]",236,159,77,0.673728813559322,336.0,1.423728813559322,63.0,-2.5
current,book_margin__skip_fade_2streak,"ask=(70.0, 80.0]",33,25,8,0.7575757575757576,-29.0,-0.8787878787878788,74.0,-2.5
current,book_margin__skip_fade_2streak,"time=(-1.001, 600.0]",47,33,14,0.7021276595744681,84.0,1.7872340425531914,64.0,-2.5
current,book_margin__skip_fade_2streak,"time=(600.0, 720.0]",40,26,14,0.65,-112.0,-2.8,64.0,-2.5
current,book_margin__skip_fade_2streak,"time=(720.0, 840.0]",131,94,37,0.7175572519083969,564.0,4.305343511450381,64.0,-2.5
current,book_margin__skip_fade_2streak,"time=(840.0, 10000.0]",60,39,21,0.65,-199.0,-3.316666666666667,64.0,-2.5
current,book_margin__skip_fade_2streak,prev1=no,138,95,43,0.6884057971014492,185.0,1.3405797101449275,64.0,-2.5
current,book_margin__skip_fade_2streak,prev1=yes,139,97,42,0.697841726618705,220.0,1.5827338129496402,64.0,-2.5
current,book_margin__skip_fade_2streak,prev_relation=fade,91,64,27,0.7032967032967034,197.0,2.1648351648351647,64.0,-2.5
current,book_margin__skip_fade_2streak,prev_relation=follow,187,128,59,0.6844919786096256,140.0,0.7486631016042781,64.0,-2.5
current,book_margin__skip_fade_2streak,prev2_streak=False,173,121,52,0.6994219653179191,367.0,2.121387283236994,64.0,-2.5
current,book_margin__skip_fade_2streak,prev2_streak=True,105,71,34,0.6761904761904762,-30.0,-0.2857142857142857,64.0,-2.5
current,book_margin__skip_fade_2streak,prev3_streak=False,229,156,73,0.6812227074235808,115.0,0.5021834061135371,64.0,-2.5
current,book_margin__skip_fade_2streak,prev3_streak=True,49,36,13,0.7346938775510204,222.0,4.530612244897959,65.0,-2.5
current,book_margin__skip_fade_2streak,prev_flip=False,107,72,35,0.6728971962616822,-63.0,-0.5887850467289719,64.0,-2.5
current,book_margin__skip_fade_2streak,prev_flip=True,171,120,51,0.7017543859649122,400.0,2.3391812865497075,64.0,-2.5
current,book_margin__skip_fade_2streak,prev_alternation=False,189,124,65,0.656084656084656,-467.0,-2.4708994708994707,64.0,-2.5
current,book_margin__skip_fade_2streak,prev_alternation=True,89,68,21,0.7640449438202247,804.0,9.03370786516854,64.0,-2.5
current,book_margin__skip_follow_3streak,split=holdout,61,41,20,0.6721311475409836,-91.0,-1.4918032786885247,65.0,-2.5
current,book_margin__skip_follow_3streak,split=train,182,125,57,0.6868131868131868,277.0,1.521978021978022,63.5,-2.5
current,book_margin__skip_follow_3streak,split=validation,66,47,19,0.7121212121212122,159.0,2.409090909090909,65.0,-2.5
current,book_margin__skip_follow_3streak,side=no,157,109,48,0.6942675159235668,237.0,1.5095541401273886,64.0,-2.5
current,book_margin__skip_follow_3streak,side=yes,152,104,48,0.6842105263157895,108.0,0.7105263157894737,64.0,-2.5
current,book_margin__skip_follow_3streak,"score=(-1.001, 0.625]",139,95,44,0.6834532374100719,632.0,4.546762589928058,62.0,-2.5
current,book_margin__skip_follow_3streak,"score=(0.625, 0.65]",60,31,29,0.5166666666666667,-890.0,-14.833333333333334,64.0,-2.5
current,book_margin__skip_follow_3streak,"score=(0.65, 0.7]",64,49,15,0.765625,420.0,6.5625,68.0,-2.5
current,book_margin__skip_follow_3streak,"score=(0.7, 0.8]",39,32,7,0.8205128205128205,184.0,4.717948717948718,75.0,-2.5
current,book_margin__skip_follow_3streak,"edge=(-3.0, 0.0]",259,185,74,0.7142857142857143,901.0,3.4787644787644787,64.0,-2.5
current,book_margin__skip_follow_3streak,"edge=(-5.0, -3.0]",50,28,22,0.56,-556.0,-11.12,64.0,-3.0
current,book_margin__skip_follow_3streak,"ask=(60.0, 70.0]",263,175,88,0.6653992395437263,162.0,0.6159695817490495,63.0,-2.5
current,book_margin__skip_follow_3streak,"ask=(70.0, 80.0]",39,32,7,0.8205128205128205,184.0,4.717948717948718,75.0,-2.5
current,book_margin__skip_follow_3streak,"time=(-1.001, 600.0]",31,22,9,0.7096774193548387,63.0,2.032258064516129,64.0,-2.5
current,book_margin__skip_follow_3streak,"time=(600.0, 720.0]",48,32,16,0.6666666666666666,-31.0,-0.6458333333333334,64.0,-2.5
current,book_margin__skip_follow_3streak,"time=(720.0, 840.0]",158,116,42,0.7341772151898734,915.0,5.791139240506329,64.0,-2.5
current,book_margin__skip_follow_3streak,"time=(840.0, 10000.0]",72,43,29,0.5972222222222222,-602.0,-8.36111111111111,64.0,-2.5
current,book_margin__skip_follow_3streak,prev1=no,158,109,49,0.689873417721519,220.0,1.3924050632911393,64.0,-2.5
current,book_margin__skip_follow_3streak,prev1=yes,150,104,46,0.6933333333333334,193.0,1.2866666666666666,64.0,-2.5
current,book_margin__skip_follow_3streak,prev_relation=fade,190,132,58,0.6947368421052632,259.0,1.3631578947368421,63.5,-2.5
current,book_margin__skip_follow_3streak,prev_relation=follow,119,81,38,0.680672268907563,86.0,0.7226890756302521,64.0,-2.5
current,book_margin__skip_follow_3streak,prev2_streak=False,173,121,52,0.6994219653179191,367.0,2.121387283236994,64.0,-2.5
current,book_margin__skip_follow_3streak,prev2_streak=True,136,92,44,0.6764705882352942,-22.0,-0.16176470588235295,64.0,-2.5
