dataset,policy,block,markets,wins,losses,net_pnl_cents
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,6,20,19,1,205.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,7,20,16,4,-60.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,8,20,13,7,-285.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,9,20,19,1,201.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,1,20,18,2,93.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,2,20,17,3,6.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,3,20,17,3,7.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,4,20,15,5,-203.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,5,20,16,4,-103.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,6,20,19,1,208.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,7,20,16,4,-83.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,8,20,16,4,-126.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,9,20,18,2,113.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,1,20,17,3,20.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,2,20,15,5,-88.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,3,20,17,3,48.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,4,20,11,9,-495.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,5,20,16,4,-103.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,6,20,16,4,-38.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,7,20,14,6,-175.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,8,20,13,7,-352.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,9,20,17,3,31.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,1,20,13,7,-301.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,2,20,12,8,-333.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,3,20,17,3,48.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,4,20,13,7,-250.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,5,20,16,4,-103.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,6,20,14,6,-199.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,7,20,11,9,-421.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,8,20,12,8,-323.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,9,20,16,4,-51.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,1,20,13,7,-301.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,2,20,12,8,-333.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,3,20,17,3,48.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,4,20,12,8,-324.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,5,20,16,4,-103.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,6,20,14,6,-199.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,7,20,11,9,-421.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,8,20,12,8,-323.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,9,20,16,4,-51.0
v21,p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,1,20,17,3,19.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,2,20,14,6,-253.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,3,20,15,5,-123.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,4,20,13,7,-311.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,5,20,16,4,-21.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,6,20,19,1,213.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,7,20,14,6,-261.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,9,20,16,4,7.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,1,20,14,6,-120.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,2,20,15,5,-50.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,3,20,12,8,-326.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,4,20,10,10,-515.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,5,20,13,7,-240.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,6,20,14,6,-123.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,7,20,7,13,-677.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,8,20,13,7,-211.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,9,20,15,5,-63.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,1,20,9,11,-455.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,2,20,13,7,-116.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,3,20,10,10,-404.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,4,20,8,12,-653.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,5,20,9,11,-507.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,6,20,13,7,-194.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,7,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,8,20,9,11,-474.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,9,20,13,7,-201.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,1,20,9,11,-455.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,2,20,12,8,-189.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,3,20,10,10,-404.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,4,20,9,11,-448.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,5,20,9,11,-507.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,6,20,12,8,-262.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,7,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,8,20,9,11,-474.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,9,20,13,7,-201.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,1,20,15,5,-132.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,2,20,13,7,-330.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,3,20,15,5,-123.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,4,20,11,9,-457.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,5,20,15,5,-99.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,6,20,18,2,141.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,7,20,12,8,-399.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,9,20,14,6,-135.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,1,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,2,20,11,9,-355.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,3,20,11,9,-353.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,4,20,8,12,-608.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,5,20,12,8,-313.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,6,20,13,7,-195.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,7,20,7,13,-623.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,8,20,11,9,-298.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,9,20,13,7,-205.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,1,20,6,14,-690.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,2,20,11,9,-288.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,3,20,8,12,-571.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,4,20,5,15,-818.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,5,20,9,11,-513.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,6,20,11,9,-342.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,7,20,5,15,-764.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,8,20,9,11,-380.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,9,20,10,10,-418.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,1,20,6,14,-690.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,2,20,11,9,-288.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,3,20,8,12,-571.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,4,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,5,20,9,11,-513.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,6,20,11,9,-342.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,7,20,5,15,-764.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,8,20,9,11,-380.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,9,20,10,10,-418.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,1,20,15,5,-132.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,2,20,14,6,-207.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,3,20,14,6,-199.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,4,20,10,10,-549.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,5,20,14,6,-181.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,6,20,17,3,66.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,7,20,12,8,-355.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,9,20,13,7,-224.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,1,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,2,20,11,9,-364.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,3,20,10,10,-429.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,4,20,7,13,-700.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,5,20,11,9,-395.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,6,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,7,20,6,14,-714.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,8,20,11,9,-298.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,9,20,12,8,-294.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,1,20,6,14,-701.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,2,20,11,9,-297.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,3,20,8,12,-574.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,4,20,6,14,-711.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,5,20,8,12,-595.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,6,20,10,10,-422.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,7,20,4,16,-873.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,8,20,9,11,-389.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,9,20,10,10,-451.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,1,20,6,14,-701.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,2,20,11,9,-297.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,3,20,8,12,-574.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,4,20,6,14,-711.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,5,20,8,12,-595.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,6,20,10,10,-422.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,7,20,4,16,-873.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,8,20,9,11,-389.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,9,20,10,10,-451.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,1,20,17,3,19.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,2,20,14,6,-253.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,3,20,15,5,-123.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,4,20,13,7,-311.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,5,20,16,4,-21.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,6,20,19,1,213.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,7,20,14,6,-261.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,9,20,16,4,7.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,1,20,14,6,-120.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,2,20,15,5,-50.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,3,20,12,8,-326.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,4,20,10,10,-515.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,5,20,13,7,-240.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,6,20,14,6,-123.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,7,20,7,13,-677.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,8,20,13,7,-211.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,9,20,15,5,-63.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,1,20,9,11,-455.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,2,20,13,7,-116.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,3,20,10,10,-404.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,4,20,8,12,-653.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,5,20,9,11,-507.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,6,20,13,7,-194.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,7,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,8,20,9,11,-474.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,9,20,13,7,-201.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,1,20,9,11,-455.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,2,20,12,8,-189.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,3,20,10,10,-404.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,4,20,9,11,-448.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,5,20,9,11,-507.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,6,20,12,8,-262.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,7,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,8,20,9,11,-474.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,9,20,13,7,-201.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,1,20,15,5,-132.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,2,20,13,7,-330.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,3,20,15,5,-123.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,4,20,11,9,-457.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,5,20,15,5,-99.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,6,20,18,2,141.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,7,20,12,8,-399.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,9,20,14,6,-135.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,1,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,2,20,11,9,-355.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,3,20,11,9,-353.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,4,20,8,12,-608.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,5,20,12,8,-313.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,6,20,13,7,-195.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,7,20,7,13,-623.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,8,20,11,9,-298.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,9,20,13,7,-205.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,1,20,6,14,-690.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,2,20,11,9,-288.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,3,20,8,12,-571.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,4,20,5,15,-818.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,5,20,9,11,-513.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,6,20,11,9,-342.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,7,20,5,15,-764.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,8,20,9,11,-380.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,9,20,10,10,-418.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,1,20,6,14,-690.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,2,20,11,9,-288.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,3,20,8,12,-571.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,4,20,6,14,-678.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,5,20,9,11,-513.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,6,20,11,9,-342.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,7,20,5,15,-764.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,8,20,9,11,-380.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,9,20,10,10,-418.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age900,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,1,20,15,5,-132.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,2,20,14,6,-207.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,3,20,14,6,-199.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,4,20,10,10,-549.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,5,20,14,6,-181.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,6,20,17,3,66.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,7,20,12,8,-355.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,8,20,15,5,-77.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,9,20,13,7,-224.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,1,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,2,20,11,9,-364.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,3,20,10,10,-429.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,4,20,7,13,-700.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,5,20,11,9,-395.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,6,20,11,9,-351.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,7,20,6,14,-714.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,8,20,11,9,-298.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,9,20,12,8,-294.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age300,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,1,20,6,14,-701.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,2,20,11,9,-297.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,3,20,8,12,-574.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,4,20,6,14,-711.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,5,20,8,12,-595.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,6,20,10,10,-422.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,7,20,4,16,-873.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,8,20,9,11,-389.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,9,20,10,10,-451.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,10,3,3,0,44.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age900,1,20,6,14,-701.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age900,2,20,11,9,-297.0
v21,p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age900,3,20,8,12,-574.0
