lock_name,market,registry_entry_dt,selected_entry_dt,registry_side,selected_side,registry_ask,selected_ask,registry_win,selected_win,registry_net,selected_net,entry_dt_diff_sec,ask_diff,net_diff,mismatch_reasons
kinetic_combo_price_guard,KXBTC15M-26MAY040400-00,2026-05-04 07:45:35.601000+00:00,,yes,,61.0,,False,,-63.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040415-15,2026-05-04 08:07:22.448000+00:00,,no,,62.0,,False,,-64.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040430-30,2026-05-04 08:18:38.489000+00:00,,no,,68.0,,True,,30.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040445-45,2026-05-04 08:32:09.791000+00:00,,yes,,66.0,,False,,-68.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040500-00,2026-05-04 08:49:11.259000+00:00,,no,,59.0,,True,,39.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040515-15,2026-05-04 09:01:27.292000+00:00,,no,,68.0,,False,,-70.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040530-30,2026-05-04 09:21:14.139000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040545-45,2026-05-04 09:31:15.069000+00:00,,no,,66.0,,False,,-68.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040600-00,2026-05-04 09:48:46.732000+00:00,,no,,67.0,,True,,31.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040615-15,2026-05-04 10:01:02.858000+00:00,,no,,60.0,,True,,38.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040630-30,2026-05-04 10:18:49.302000+00:00,,no,,69.0,,True,,29.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040700-00,2026-05-04 10:49:22.800000+00:00,,yes,,69.0,,True,,29.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040715-15,2026-05-04 11:01:08.871000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040730-30,2026-05-04 11:17:10.006000+00:00,,yes,,59.0,,False,,-61.0,,,,,registry_only
kinetic_combo_price_guard,KXBTC15M-26MAY040900-00,2026-05-04 12:48:01.657000+00:00,,no,,67.0,,True,,31.0,,,,,registry_only
