model,split,side_rows,opportunities,brier,logloss,ece10,side_choice_wins,side_choice_accuracy,high_p_rows,high_p_mean_pred,high_p_realized,high_p_overconfidence
v32_avg110_final60_exact,all,9796,4898,0.14934782139035718,0.44527531166629947,0.014326732430718275,3759,0.7674561045324623,2152,0.9434216062534679,0.9433085501858736,0.00011305606759437481
v32_avg110_final60_exact,train,5876,2938,0.15219721388921814,0.4545750821821977,0.0199747405631568,2248,0.765146358066712,1235,0.9390991519738179,0.9433198380566802,-0.004220686082862302
v32_avg110_final60_exact,validation,1964,982,0.13955792430113886,0.4159302951996375,0.013575134636822923,762,0.7759674134419552,500,0.9507060375436811,0.944,0.006706037543681154
v32_avg110_final60_exact,holdout,1956,978,0.1506179275048345,0.4468030012312816,0.012592778492806734,749,0.7658486707566462,417,0.9474887894435425,0.9424460431654677,0.005042746278074883
v33_antipersist3,all,9796,4898,0.14914682448488126,0.44470178181343295,0.015398539603797333,3757,0.7670477746018783,2140,0.9445666325787613,0.9457943925233645,-0.001227759944603224
v33_antipersist3,train,5876,2938,0.1521941539870563,0.45457160495142185,0.0221109625646196,2250,0.7658270932607216,1231,0.939933746059869,0.9455727051177905,-0.005638959057921444
v33_antipersist3,validation,1964,982,0.13869214739777053,0.4133342475375738,0.016695684313843467,764,0.7780040733197556,494,0.9525460056393751,0.9493927125506073,0.0031532930887677724
v33_antipersist3,holdout,1956,978,0.15048980896560965,0.4465477718742531,0.013159510081215143,743,0.7597137014314929,415,0.9488106639349371,0.9421686746987952,0.006641989236141899
v34_material_antipersist3,all,9796,4898,0.14891426840145341,0.4439463638121554,0.015030053404471763,3760,0.7676602694977542,2143,0.944534346484786,0.9454036397573495,-0.000869293272563576
v34_material_antipersist3,train,5876,2938,0.1522124005530786,0.4545603078862842,0.019194743404781566,2247,0.7648059904697073,1236,0.9396560228058027,0.9433656957928802,-0.0037096729870774725
v34_material_antipersist3,validation,1964,982,0.137454508383908,0.40986760048345555,0.01225996630659519,768,0.7820773930753564,493,0.9531485136864808,0.9513184584178499,0.0018300552686308924
v34_material_antipersist3,holdout,1956,978,0.1505130128551903,0.44627926554936703,0.01130172008223489,745,0.7617586912065439,414,0.9488406837717119,0.9444444444444444,0.004396239327267515
v35_h150_t102_antipersist3,all,9796,4898,0.14902512836114787,0.4445243462411638,0.014615209832763695,3760,0.7676602694977542,2148,0.9442574575427483,0.9436685288640596,0.0005889286786886494
v35_h150_t102_antipersist3,train,5876,2938,0.15254502641913903,0.4557992512868646,0.020850124281982966,2248,0.765146358066712,1236,0.9399249554845883,0.9393203883495146,0.0006045671350737303
v35_h150_t102_antipersist3,validation,1964,982,0.13718678034189316,0.4091543677366657,0.008921443131392821,768,0.7820773930753564,496,0.951980572932976,0.9516129032258065,0.00036766970716950453
v35_h150_t102_antipersist3,holdout,1956,978,0.15033780449665932,0.44616815796626436,0.01249000057488091,744,0.7607361963190185,416,0.9479216578079721,0.9471153846153846,0.0008062731925875255
v36_piecewise_h150_t102_antipersist3,all,9796,4898,0.14888038705291967,0.44371365834042975,0.014195462617954588,3760,0.7676602694977542,2143,0.9441812830564308,0.94493700419972,-0.0007557211432892563
v36_piecewise_h150_t102_antipersist3,train,5876,2938,0.15221432402790327,0.4543906082577207,0.019393404185389807,2248,0.765146358066712,1235,0.9394205274918466,0.9425101214574899,-0.0030895939656433447
v36_piecewise_h150_t102_antipersist3,validation,1964,982,0.13736837088427822,0.40946215052819934,0.006678591616246593,768,0.7820773930753564,494,0.9525163121084003,0.951417004048583,0.0010993080598172833
v36_piecewise_h150_t102_antipersist3,holdout,1956,978,0.15042404047327154,0.4460307358604803,0.012017351830958246,744,0.7607361963190185,414,0.9484373911979487,0.9444444444444444,0.003992946753504256
v37_piecewise_dynamic_temp_antipersist3,all,9796,4898,0.1488341165266003,0.44354123226175696,0.015476609332522564,3760,0.7676602694977542,2147,0.9447991783439098,0.9450395901257569,-0.000240411781847083
v37_piecewise_dynamic_temp_antipersist3,train,5876,2938,0.15215696748861693,0.4542529783114365,0.020720675977810805,2248,0.765146358066712,1238,0.9400890690063157,0.9426494345718901,-0.002560365565574374
v37_piecewise_dynamic_temp_antipersist3,validation,1964,982,0.13734328406062118,0.4092245913737615,0.00890864802007294,768,0.7820773930753564,494,0.9530718548829453,0.951417004048583,0.0016548508343623425
v37_piecewise_dynamic_temp_antipersist3,holdout,1956,978,0.1503898029838463,0.4458191785378847,0.011505999351217511,744,0.7607361963190185,415,0.9490025835238092,0.944578313253012,0.00442427027079717
v38_long60_antipersist,all,9796,4898,0.14879919797937927,0.4434609075944869,0.01528319818055203,3760,0.7676602694977542,2145,0.9448982516462925,0.9449883449883449,-9.009334205245523e-05
v38_long60_antipersist,train,5876,2938,0.152137657597608,0.4542072505901311,0.020570114309432487,2248,0.765146358066712,1237,0.9401606312820556,0.9426030719482619,-0.002442440666206247
v38_long60_antipersist,validation,1964,982,0.13731690666521884,0.40915440221046995,0.010944672403150729,768,0.7820773930753564,494,0.9530439148017735,0.951417004048583,0.001626910753190547
v38_long60_antipersist,holdout,1956,978,0.15029941854394943,0.4456247445739368,0.011639880390450852,744,0.7607361963190185,414,0.949334190756808,0.9444444444444444,0.004889746312363608
v39_midband_v28_fallback,all,9796,4898,0.1487807314233772,0.443325419561942,0.016884441087849474,3762,0.768068599428338,2103,0.9457560004942251,0.9491203043271517,-0.0033643038329265185
v39_midband_v28_fallback,train,5876,2938,0.15219795984537776,0.454185476304319,0.02156393825534112,2248,0.765146358066712,1213,0.9407602995320412,0.9464138499587799,-0.005653550426738652
v39_midband_v28_fallback,validation,1964,982,0.1371287526001082,0.4089209791294015,0.011917704770489108,768,0.7820773930753564,481,0.9549888303792132,0.9584199584199584,-0.0034311280407451905
v39_midband_v28_fallback,holdout,1956,978,0.15021470494138567,0.4452459858151638,0.01385892623399172,746,0.7627811860940695,409,0.9497139322606065,0.9462102689486552,0.0035036633119512883
v28_avg60_temp104,all,9796,4898,0.15067361056502432,0.4501276055373911,0.027388737549394502,3759,0.7674561045324623,1943,0.9340045746736524,0.9541945445187854,-0.020189969845132993
v28_avg60_temp104,train,5876,2938,0.1535714663992466,0.4593171017705819,0.035121595302924725,2248,0.765146358066712,1107,0.9280794504320063,0.953026196928636,-0.024946746496629646
v28_avg60_temp104,validation,1964,982,0.1402064255227159,0.4194048121512771,0.018280316379880174,762,0.7759674134419552,462,0.9427138377764175,0.9567099567099567,-0.013996118933539248
v28_avg60_temp104,holdout,1956,978,0.1524781865063351,0.45336998096893455,0.028596401810037277,749,0.7658486707566462,374,0.9407838072459116,0.9545454545454546,-0.01376164729954299
v29_signed_small,all,9796,4898,0.15001862264873891,0.44746541262565687,0.022721060741416235,3759,0.7674561045324623,1997,0.9368606410684649,0.9534301452178268,-0.01656950414936187
v29_signed_small,train,5876,2938,0.15280787882377891,0.4562417537212423,0.030018635309447445,2248,0.765146358066712,1142,0.9316001507930768,0.9527145359019265,-0.021114385108849665
v29_signed_small,validation,1964,982,0.13989141720592366,0.41768309356819733,0.016498690337453225,762,0.7759674134419552,471,0.9448338345557593,0.9554140127388535,-0.010580178183094202
v29_signed_small,holdout,1956,978,0.15180807162887902,0.4510046224166546,0.02708950122853978,749,0.7658486707566462,384,0.9427254998236144,0.953125,-0.010399500176385579
v29_signed_default,all,9796,4898,0.15001269080757115,0.4474491012549471,0.022523260194006123,3759,0.7674561045324623,1999,0.9368950631511623,0.9529764882441221,-0.016081425092959734
v29_signed_default,train,5876,2938,0.1527959535070435,0.4562112252594011,0.02980185384645254,2248,0.765146358066712,1143,0.9316960267772848,0.952755905511811,-0.021059878734526194
v29_signed_default,validation,1964,982,0.13990950961433618,0.4177296697988924,0.016268690848934744,762,0.7759674134419552,472,0.9446837040320458,0.9533898305084746,-0.008706126476428766
v29_signed_default,holdout,1956,978,0.15179602221933686,0.45096787565654195,0.026972388034679814,749,0.7658486707566462,384,0.9427967821083626,0.953125,-0.010328217891637403
v29_signed_more,all,9796,4898,0.1500063384884399,0.447431901131999,0.022298024688317698,3759,0.7674561045324623,2002,0.9368865564326435,0.9530469530469531,-0.01616039661430957
v29_signed_more,train,5876,2938,0.15278276398983592,0.45617782267249246,0.02955411780092785,2248,0.765146358066712,1146,0.9315944548181637,0.9528795811518325,-0.021285126333668747
v29_signed_more,validation,1964,982,0.13993085140040548,0.4177853104632751,0.015017957143929046,762,0.7759674134419552,472,0.9448641366279228,0.9533898305084746,-0.008525693880551799
v29_signed_more,holdout,1956,978,0.15178240208491048,0.4509262104885604,0.026843322481785302,749,0.7658486707566462,384,0.9428743965316594,0.953125,-0.010250603468340613
v29_no_signed_temp112,all,9796,4898,0.15061790613770337,0.4494188609558259,0.030976014596961386,3759,0.7674561045324623,1926,0.9325115567586344,0.9579439252336449,-0.025432368475010514
v29_no_signed_temp112,train,5876,2938,0.15356126803726572,0.45865531746048954,0.038385780550868484,2248,0.765146358066712,1100,0.9266231987404101,0.9563636363636364,-0.029740437623226312
v29_no_signed_temp112,validation,1964,982,0.14008648308393704,0.4186290469933529,0.021226500257599295,762,0.7759674134419552,458,0.9402470318540891,0.962882096069869,-0.022635064215779876
v29_no_signed_temp112,holdout,1956,978,0.15235027850772834,0.45258745819554613,0.03099832327765415,749,0.7658486707566462,368,0.9404853236780049,0.9565217391304348,-0.016036415452429953
