feature,bucket,split,model,rows,mean_pred,realized,error,abs_error,brier,logloss
signed_velocity_dps_5m,"(-0.101, -0.0449]",validation,v28_live_surface,1099,0.3575048286904002,0.3403093721565059,0.01719545653389426,0.01719545653389426,0.1559825318589482,0.46710994759287405
signed_velocity_dps_5m,"(-0.101, -0.0449]",validation,v28_avg90,1099,0.3500740886701947,0.3403093721565059,0.009764716513688765,0.009764716513688765,0.15480365051415443,0.4635823288848181
signed_velocity_dps_5m,"(-0.101, -0.0449]",validation,v31_avg90_final60_exact,1099,0.3489656588476911,0.3403093721565059,0.008656286691185178,0.008656286691185178,0.154564607288078,0.462250584027392
signed_velocity_dps_5m,"(-0.206, -0.101]",validation,v28_live_surface,1033,0.2816279939187307,0.2855759922555663,-0.0039479983368355676,0.0039479983368355676,0.11990286547799443,0.36649766670163625
signed_velocity_dps_5m,"(-0.206, -0.101]",validation,v28_avg90,1033,0.2737160214256346,0.2855759922555663,-0.011859970829931676,0.011859970829931676,0.11986796311743185,0.3639810760000177
signed_velocity_dps_5m,"(-0.206, -0.101]",validation,v31_avg90_final60_exact,1033,0.27412583832498294,0.2855759922555663,-0.011450153930583351,0.011450153930583351,0.11980819079078482,0.3634865812284726
signed_velocity_dps_5m,"(-2.963, -0.206]",validation,v28_live_surface,646,0.13656921499757174,0.18885448916408668,-0.05228527416651493,0.05228527416651493,0.09034293771427435,0.2943655016820701
signed_velocity_dps_5m,"(-2.963, -0.206]",validation,v28_avg90,646,0.13129651615151122,0.18885448916408668,-0.05755797301257545,0.05755797301257545,0.0911133909120706,0.2974899139966543
signed_velocity_dps_5m,"(-2.963, -0.206]",validation,v31_avg90_final60_exact,646,0.13129075449338046,0.18885448916408668,-0.05756373467070622,0.05756373467070622,0.09111337794241084,0.2974816978958202
signed_velocity_dps_5m,"(0.0, 0.0449]",validation,v28_live_surface,1040,0.535338051075933,0.5423076923076923,-0.006969641231759249,0.006969641231759249,0.1616998935518015,0.46646711909935085
signed_velocity_dps_5m,"(0.0, 0.0449]",validation,v28_avg90,1040,0.5371541456156153,0.5423076923076923,-0.005153546692077016,0.005153546692077016,0.1607532154580432,0.46094304242782824
signed_velocity_dps_5m,"(0.0, 0.0449]",validation,v31_avg90_final60_exact,1040,0.5375008975265351,0.5423076923076923,-0.004806794781157198,0.004806794781157198,0.1603305830815657,0.45935970933841386
signed_velocity_dps_5m,"(0.0449, 0.101]",validation,v28_live_surface,1103,0.6423696766043765,0.6609247506799637,-0.018555074075587208,0.018555074075587208,0.15597443944520403,0.4672211079230992
signed_velocity_dps_5m,"(0.0449, 0.101]",validation,v28_avg90,1103,0.6497885170447864,0.6609247506799637,-0.01113623363517735,0.01113623363517735,0.15478809950431596,0.4636816180272895
signed_velocity_dps_5m,"(0.0449, 0.101]",validation,v31_avg90_final60_exact,1103,0.650892927176184,0.6609247506799637,-0.010031823503779735,0.010031823503779735,0.15454992316210558,0.46235470270697104
signed_velocity_dps_5m,"(0.101, 0.206]",validation,v28_live_surface,1029,0.7188014793552713,0.7133138969873664,0.00548758236790492,0.00548758236790492,0.11977128847783504,0.3659874053140725
signed_velocity_dps_5m,"(0.101, 0.206]",validation,v28_avg90,1029,0.7267280778604237,0.7133138969873664,0.013414180873057346,0.013414180873057346,0.11974882804869032,0.36348746964852585
signed_velocity_dps_5m,"(0.101, 0.206]",validation,v31_avg90_final60_exact,1029,0.7263166678924676,0.7133138969873664,0.013002770905101269,0.013002770905101269,0.11968882337091927,0.36299105264268894
signed_velocity_dps_5m,"(0.206, 2.962]",validation,v28_live_surface,646,0.8634307850024282,0.8111455108359134,0.05228527416651485,0.05228527416651485,0.09034293771427433,0.29436550168207004
signed_velocity_dps_5m,"(0.206, 2.962]",validation,v28_avg90,646,0.8687034838484886,0.8111455108359134,0.05755797301257526,0.05755797301257526,0.0911133909120706,0.2974899139966543
signed_velocity_dps_5m,"(0.206, 2.962]",validation,v31_avg90_final60_exact,646,0.8687092455066195,0.8111455108359134,0.05756373467070619,0.05756373467070619,0.09111337794241083,0.2974816978958202
signed_velocity_dps_5m,"(-0.0449, 0.0]",holdout,v28_live_surface,510,0.4524752715988274,0.46862745098039216,-0.01615217938156477,0.01615217938156477,0.18874898737137483,0.5544939578139151
signed_velocity_dps_5m,"(-0.0449, 0.0]",holdout,v28_avg90,510,0.4479312868479208,0.46862745098039216,-0.020696164132471384,0.020696164132471384,0.18610905000001643,0.5473967831744186
signed_velocity_dps_5m,"(-0.0449, 0.0]",holdout,v31_avg90_final60_exact,510,0.4471139905378186,0.46862745098039216,-0.021513460442573573,0.021513460442573573,0.18541521627559374,0.544490177673425
signed_velocity_dps_5m,"(-0.101, -0.0449]",holdout,v28_live_surface,546,0.4350453190382826,0.4706959706959707,-0.035650651657688104,0.035650651657688104,0.16313343624330504,0.4778619750432659
signed_velocity_dps_5m,"(-0.101, -0.0449]",holdout,v28_avg90,546,0.43209275525085117,0.4706959706959707,-0.03860321544511952,0.03860321544511952,0.16035771842934401,0.4671915907389271
signed_velocity_dps_5m,"(-0.101, -0.0449]",holdout,v31_avg90_final60_exact,546,0.43432286618927357,0.4706959706959707,-0.03637310450669712,0.03637310450669712,0.15875522379383036,0.46120741841845936
signed_velocity_dps_5m,"(-0.206, -0.101]",holdout,v28_live_surface,796,0.37973500732372767,0.3693467336683417,0.010388273655385971,0.010388273655385971,0.1785871364254875,0.5294047925065607
signed_velocity_dps_5m,"(-0.206, -0.101]",holdout,v28_avg90,796,0.3713233790025135,0.3693467336683417,0.0019766453341718004,0.0019766453341718004,0.17710575196959788,0.5256225096388747
signed_velocity_dps_5m,"(-0.206, -0.101]",holdout,v31_avg90_final60_exact,796,0.37035700490994583,0.3693467336683417,0.0010102712416041326,0.0010102712416041326,0.17656818145274553,0.523386029810643
signed_velocity_dps_5m,"(-2.963, -0.206]",holdout,v28_live_surface,1957,0.234269927860665,0.23249872253449158,0.0017712053261734195,0.0017712053261734195,0.12232316843342068,0.371185958086666
signed_velocity_dps_5m,"(-2.963, -0.206]",holdout,v28_avg90,1957,0.22538068680554546,0.23249872253449158,-0.0071180357289461205,0.0071180357289461205,0.12230272814439067,0.37084436039760316
signed_velocity_dps_5m,"(-2.963, -0.206]",holdout,v31_avg90_final60_exact,1957,0.22548217550324082,0.23249872253449158,-0.007016547031250764,0.007016547031250764,0.12243080360082068,0.37095863550273384
signed_velocity_dps_5m,"(0.0, 0.0449]",holdout,v28_live_surface,502,0.5482820945908327,0.5318725099601593,0.016409584630673324,0.016409584630673324,0.1877987211362385,0.5523360359351601
signed_velocity_dps_5m,"(0.0, 0.0449]",holdout,v28_avg90,502,0.5528984934413552,0.5318725099601593,0.021025983481195887,0.021025983481195887,0.185117134079985,0.5451266009806348
signed_velocity_dps_5m,"(0.0, 0.0449]",holdout,v31_avg90_final60_exact,502,0.5537288143938496,0.5318725099601593,0.021856304433690243,0.021856304433690243,0.1844122432444161,0.5421736750732508
signed_velocity_dps_5m,"(0.0449, 0.101]",holdout,v28_live_surface,546,0.5649546809617174,0.5293040293040293,0.035650651657688104,0.035650651657688104,0.16313343624330504,0.4778619750432659
signed_velocity_dps_5m,"(0.0449, 0.101]",holdout,v28_avg90,546,0.5679072447491489,0.5293040293040293,0.038603215445119576,0.038603215445119576,0.16035771842934401,0.4671915907389271
signed_velocity_dps_5m,"(0.0449, 0.101]",holdout,v31_avg90_final60_exact,546,0.5656771338107265,0.5293040293040293,0.036373104506697174,0.036373104506697174,0.15875522379383036,0.4612074184184593
signed_velocity_dps_5m,"(0.101, 0.206]",holdout,v28_live_surface,800,0.621221340875787,0.6325,-0.011278659124212997,0.011278659124212997,0.1778721508287747,0.5278021785010603
signed_velocity_dps_5m,"(0.101, 0.206]",holdout,v28_avg90,800,0.6297184541650548,0.6325,-0.002781545834945165,0.002781545834945165,0.17635338278958151,0.5238840694963333
signed_velocity_dps_5m,"(0.101, 0.206]",holdout,v31_avg90_final60_exact,800,0.6306799963871594,0.6325,-0.001820003612840515,0.001820003612840515,0.17581850012531341,0.5216587720672428
signed_velocity_dps_5m,"(0.206, 2.962]",holdout,v28_live_surface,1953,0.7656362583954744,0.7670250896057348,-0.001388831210260344,0.001388831210260344,0.12250080929640172,0.3715183778852941
signed_velocity_dps_5m,"(0.206, 2.962]",holdout,v28_avg90,1953,0.7744914607800835,0.7670250896057348,0.007466371174348674,0.007466371174348674,0.12249867450829866,0.37123946511704403
signed_velocity_dps_5m,"(0.206, 2.962]",holdout,v31_avg90_final60_exact,1953,0.7743897642202321,0.7670250896057348,0.007364674614497302,0.007364674614497302,0.12262701228005159,0.3713539742725693
adverse_move_1m,"(-0.001, 4.87]",all,v28_live_surface,23781,0.5514353011086592,0.5551911189605147,-0.003755817851855414,0.003755817851855414,0.14847499233336406,0.44429591101111415
adverse_move_1m,"(-0.001, 4.87]",all,v28_avg90,23781,0.5532547664037775,0.5551911189605147,-0.0019363525567371864,0.0019363525567371864,0.1474626762560704,0.44079835632415426
adverse_move_1m,"(-0.001, 4.87]",all,v31_avg90_final60_exact,23781,0.5534183735658182,0.5551911189605147,-0.0017727453946964067,0.0017727453946964067,0.14759068829302674,0.44319659479526197
adverse_move_1m,"(12.38, 27.35]",all,v28_live_surface,4753,0.4283376326253302,0.41973490427098675,0.008602728354343447,0.008602728354343447,0.15096742672589705,0.45063522107839915
adverse_move_1m,"(12.38, 27.35]",all,v28_avg90,4753,0.42572174116399136,0.41973490427098675,0.00598683689300461,0.00598683689300461,0.15036353148549927,0.4493153556166268
adverse_move_1m,"(12.38, 27.35]",all,v31_avg90_final60_exact,4753,0.4250491293914888,0.41973490427098675,0.0053142251205020585,0.0053142251205020585,0.15069368487469845,0.4580778256349186
adverse_move_1m,"(27.35, 494.76]",all,v28_live_surface,4755,0.3530192497572826,0.3499474237644585,0.0030718259928241287,0.0030718259928241287,0.1408387312266132,0.4261597736537231
adverse_move_1m,"(27.35, 494.76]",all,v28_avg90,4755,0.34840388203198397,0.3499474237644585,-0.001543541732474507,0.001543541732474507,0.14076162454687205,0.42670094207455334
adverse_move_1m,"(27.35, 494.76]",all,v31_avg90_final60_exact,4755,0.3483442588028181,0.3499474237644585,-0.0016031649616403687,0.0016031649616403687,0.14085286277659967,0.4280505175509555
adverse_move_1m,"(4.87, 12.38]",all,v28_live_surface,4753,0.4613553132486642,0.4542394277298548,0.007115885518809373,0.007115885518809373,0.14338276134873493,0.43095116113076104
adverse_move_1m,"(4.87, 12.38]",all,v28_avg90,4753,0.4594850631889818,0.4542394277298548,0.005245635459126985,0.005245635459126985,0.14175821326261231,0.4246117298983777
adverse_move_1m,"(4.87, 12.38]",all,v31_avg90_final60_exact,4753,0.459398736719152,0.4542394277298548,0.005159308989297173,0.005159308989297173,0.1414187757934608,0.42459433199366126
adverse_move_1m,"(-0.001, 4.87]",validation,v28_live_surface,4922,0.5551283675250749,0.5664364079642422,-0.011308040439167333,0.011308040439167333,0.13706290977102703,0.4099244516012801
adverse_move_1m,"(-0.001, 4.87]",validation,v28_avg90,4922,0.5565172879557287,0.5664364079642422,-0.009919120008513471,0.009919120008513471,0.1364699491435123,0.40631912654894986
adverse_move_1m,"(-0.001, 4.87]",validation,v31_avg90_final60_exact,4922,0.5564269467342697,0.5664364079642422,-0.010009461229972483,0.010009461229972483,0.13628132696565026,0.40538266667634465
adverse_move_1m,"(12.38, 27.35]",validation,v28_live_surface,989,0.4167541425604581,0.4024266936299292,0.014327448930528897,0.014327448930528897,0.1457647300974127,0.4362629349466228
adverse_move_1m,"(12.38, 27.35]",validation,v28_avg90,989,0.414963876578502,0.4024266936299292,0.012537182948572756,0.012537182948572756,0.1457229291218687,0.436439452074923
adverse_move_1m,"(12.38, 27.35]",validation,v31_avg90_final60_exact,989,0.41498009115377327,0.4024266936299292,0.012553397523844045,0.012553397523844045,0.14570043793401202,0.4360684999751025
adverse_move_1m,"(27.35, 494.76]",validation,v28_live_surface,649,0.3154410297780621,0.33281972265023113,-0.017378692872169033,0.017378692872169033,0.12191156417769095,0.3759494319798605
adverse_move_1m,"(27.35, 494.76]",validation,v28_avg90,649,0.3116103022738566,0.33281972265023113,-0.02120942037637452,0.02120942037637452,0.1228646948117847,0.3789116312773398
adverse_move_1m,"(27.35, 494.76]",validation,v31_avg90_final60_exact,649,0.3118969421370147,0.33281972265023113,-0.020922780513216443,0.020922780513216443,0.12282324617592749,0.37851452853021994
adverse_move_1m,"(4.87, 12.38]",validation,v28_live_surface,1076,0.4356571558766973,0.38661710037174724,0.04904005550495005,0.04904005550495005,0.13542956701434636,0.4101861573568422
adverse_move_1m,"(4.87, 12.38]",validation,v28_avg90,1076,0.4332598035037466,0.38661710037174724,0.04664270313199936,0.04664270313199936,0.1342254380326272,0.40576426706635993
adverse_move_1m,"(4.87, 12.38]",validation,v31_avg90_final60_exact,1076,0.4334852626170261,0.38661710037174724,0.046868162245278844,0.046868162245278844,0.13371386142598773,0.40388796351586886
adverse_move_1m,"(-0.001, 4.87]",holdout,v28_live_surface,4189,0.5694409348974553,0.5617092384817379,0.0077316964157173595,0.0077316964157173595,0.14757308089275292,0.44104244556244393
adverse_move_1m,"(-0.001, 4.87]",holdout,v28_avg90,4189,0.5716167259685346,0.5617092384817379,0.009907487486796707,0.009907487486796707,0.14634806976552525,0.436825443295819
adverse_move_1m,"(-0.001, 4.87]",holdout,v31_avg90_final60_exact,4189,0.5721491323884139,0.5617092384817379,0.01043989390667599,0.01043989390667599,0.14599702595610495,0.43517732547314436
adverse_move_1m,"(12.38, 27.35]",holdout,v28_live_surface,877,0.4294829753572605,0.44811858608893956,-0.018635610731679075,0.018635610731679075,0.15742124864145815,0.4640961074094414
adverse_move_1m,"(12.38, 27.35]",holdout,v28_avg90,877,0.42835085060594114,0.44811858608893956,-0.019767735482998428,0.019767735482998428,0.15591129801472123,0.45871516799532924
adverse_move_1m,"(12.38, 27.35]",holdout,v31_avg90_final60_exact,877,0.42781313471893406,0.44811858608893956,-0.0203054513700055,0.0203054513700055,0.155103781673771,0.45588978272978675
adverse_move_1m,"(27.35, 494.76]",holdout,v28_live_surface,1888,0.3754124867989066,0.3728813559322034,0.0025311308667032018,0.0025311308667032018,0.1485591558789785,0.4463801665119215
adverse_move_1m,"(27.35, 494.76]",holdout,v28_avg90,1888,0.37105938793314486,0.3728813559322034,-0.001821967999058538,0.001821967999058538,0.14811917062084567,0.44659479099445865
adverse_move_1m,"(27.35, 494.76]",holdout,v31_avg90_final60_exact,1888,0.37014547924940927,0.3728813559322034,-0.002735876682794125,0.002735876682794125,0.1478805270316871,0.44546993247311384
adverse_move_1m,"(4.87, 12.38]",holdout,v28_live_surface,656,0.509415517149248,0.5411585365853658,-0.03174301943611779,0.03174301943611779,0.1448788097064854,0.4271635821033285
adverse_move_1m,"(4.87, 12.38]",holdout,v28_avg90,656,0.5095635892052137,0.5411585365853658,-0.031594947380152116,0.031594947380152116,0.1435442281812453,0.4206540281155792
adverse_move_1m,"(4.87, 12.38]",holdout,v31_avg90_final60_exact,656,0.5095129580084512,0.5411585365853658,-0.031645578576914635,0.031645578576914635,0.143265438513185,0.41896638240725087
adverse_move_3m,"(-0.001, 10.32]",all,v28_live_surface,23778,0.5966380755134939,0.6014803599966355,-0.004842284483141612,0.004842284483141612,0.15040776873840675,0.44845239775295725
adverse_move_3m,"(-0.001, 10.32]",all,v28_avg90,23778,0.6000692506744536,0.6014803599966355,-0.0014111093221819138,0.0014111093221819138,0.14939089817760234,0.4447574389782755
adverse_move_3m,"(-0.001, 10.32]",all,v31_avg90_final60_exact,23778,0.6001587301551392,0.6014803599966355,-0.001321629841496308,0.001321629841496308,0.14947260573970755,0.44697850173993287
adverse_move_3m,"(10.32, 23.05]",all,v28_live_surface,4762,0.4205475668315393,0.4082318353632927,0.012315731468246605,0.012315731468246605,0.1586966793964738,0.4724101894927758
adverse_move_3m,"(10.32, 23.05]",all,v28_avg90,4762,0.4169856276360813,0.4082318353632927,0.008753792272788607,0.008753792272788607,0.15743546406609119,0.4685998430598956
adverse_move_3m,"(10.32, 23.05]",all,v31_avg90_final60_exact,4762,0.4169633611025083,0.4082318353632927,0.008731525739215595,0.008731525739215595,0.15750273350730082,0.46891198189640837
adverse_move_3m,"(23.05, 47.48]",all,v28_live_surface,4749,0.34312737433849666,0.3350178985049484,0.008109475833548263,0.008109475833548263,0.14796797136124143,0.4457940367017887
adverse_move_3m,"(23.05, 47.48]",all,v28_avg90,4749,0.3371496909540277,0.3350178985049484,0.002131792449079295,0.002131792449079295,0.14705400478676472,0.44358651898202756
adverse_move_3m,"(23.05, 47.48]",all,v31_avg90_final60_exact,4749,0.33698095373342557,0.3350178985049484,0.001963055228477173,0.001963055228477173,0.14747720459044872,0.454950997223893
adverse_move_3m,"(47.48, 602.77]",all,v28_live_surface,4753,0.2528887915957981,0.24910582789816957,0.003782963697628511,0.003782963697628511,0.1188321050365291,0.3686885212892251
adverse_move_3m,"(47.48, 602.77]",all,v28_avg90,4753,0.2452648677296753,0.24910582789816957,-0.0038409601684942785,0.0038409601684942785,0.11872546940283199,0.3685791949168369
adverse_move_3m,"(47.48, 602.77]",all,v31_avg90_final60_exact,4753,0.24500812950156067,0.24910582789816957,-0.004097698396608895,0.004097698396608895,0.11854895129694654,0.36789464317493564
adverse_move_3m,"(-0.001, 10.32]",validation,v28_live_surface,4927,0.5917815094148074,0.5959001420742845,-0.004118632659477095,0.004118632659477095,0.13820278685679843,0.4131874665971182
adverse_move_3m,"(-0.001, 10.32]",validation,v28_avg90,4927,0.594361149644614,0.5959001420742845,-0.0015389924296705937,0.0015389924296705937,0.13748013481545865,0.4093128666880191
adverse_move_3m,"(-0.001, 10.32]",validation,v31_avg90_final60_exact,4927,0.5942511145829656,0.5959001420742845,-0.0016490274913188996,0.0016490274913188996,0.13718622363160282,0.40798895579666966
adverse_move_3m,"(10.32, 23.05]",validation,v28_live_surface,1093,0.43558629766341644,0.40347666971637697,0.032109627947039476,0.032109627947039476,0.15841415804348646,0.46593207258918745
adverse_move_3m,"(10.32, 23.05]",validation,v28_avg90,1093,0.43265233944590814,0.40347666971637697,0.029175669729531173,0.029175669729531173,0.15838157868370034,0.4655162688536799
adverse_move_3m,"(10.32, 23.05]",validation,v31_avg90_final60_exact,1093,0.432869671102221,0.40347666971637697,0.029393001385844053,0.029393001385844053,0.15835662153944766,0.46525584868124154
adverse_move_3m,"(23.05, 47.48]",validation,v28_live_surface,954,0.3068882712371918,0.30712788259958074,-0.0002396113623889251,0.0002396113623889251,0.13284661350277302,0.40493586990787095
adverse_move_3m,"(23.05, 47.48]",validation,v28_avg90,954,0.3005366301528571,0.30712788259958074,-0.00659125244672365,0.00659125244672365,0.1325961360793229,0.4036604683948617
adverse_move_3m,"(23.05, 47.48]",validation,v31_avg90_final60_exact,954,0.30085356027284704,0.30712788259958074,-0.0062743223267336945,0.0062743223267336945,0.13254099829579552,0.4032016599657639
adverse_move_3m,"(47.48, 602.77]",validation,v28_live_surface,662,0.20154874472333603,0.22356495468277945,-0.022016209959443422,0.022016209959443422,0.09489471956415729,0.30682244253551366
adverse_move_3m,"(47.48, 602.77]",validation,v28_avg90,662,0.1963469237474075,0.22356495468277945,-0.02721803093537195,0.02721803093537195,0.09519398985668806,0.3073587555298892
adverse_move_3m,"(47.48, 602.77]",validation,v31_avg90_final60_exact,662,0.1963503193877709,0.22356495468277945,-0.02721463529500856,0.02721463529500856,0.09519396156268273,0.30734742928913167
adverse_move_3m,"(-0.001, 10.32]",holdout,v28_live_surface,4237,0.6207560530248751,0.6160018881283927,0.0047541648964823935,0.0047541648964823935,0.15051924333235286,0.4488068438744629
adverse_move_3m,"(-0.001, 10.32]",holdout,v28_avg90,4237,0.625274400403387,0.6160018881283927,0.00927251227499426,0.00927251227499426,0.14940118034774583,0.4452118509825806
adverse_move_3m,"(-0.001, 10.32]",holdout,v31_avg90_final60_exact,4237,0.6254099753673275,0.6160018881283927,0.009408087238934715,0.009408087238934715,0.1490490337415405,0.4435361254364741
adverse_move_3m,"(10.32, 23.05]",holdout,v28_live_surface,567,0.4899843540769936,0.5079365079365079,-0.01795215385951432,0.01795215385951432,0.15944968749362123,0.4710250129492938
adverse_move_3m,"(10.32, 23.05]",holdout,v28_avg90,567,0.48936564945707595,0.5079365079365079,-0.018570858479431962,0.018570858479431962,0.156690700617524,0.460327692195601
adverse_move_3m,"(10.32, 23.05]",holdout,v31_avg90_final60_exact,567,0.4903017036029028,0.5079365079365079,-0.017634804333605092,0.017634804333605092,0.15628984885401706,0.4578598739802251
adverse_move_3m,"(23.05, 47.48]",holdout,v28_live_surface,892,0.40242200225792724,0.41816143497757846,-0.015739432719651225,0.015739432719651225,0.16399419416050331,0.4826882819087486
adverse_move_3m,"(23.05, 47.48]",holdout,v28_avg90,892,0.39743802483370055,0.41816143497757846,-0.020723410143877907,0.020723410143877907,0.16231457533445295,0.47675459391608255
adverse_move_3m,"(23.05, 47.48]",holdout,v31_avg90_final60_exact,892,0.39686765015693454,0.41816143497757846,-0.021293784820643924,0.021293784820643924,0.16162866360549305,0.47425815765212453
adverse_move_3m,"(47.48, 602.77]",holdout,v28_live_surface,1914,0.28112593968541155,0.27899686520376177,0.002129074481649784,0.002129074481649784,0.1344417076207081,0.40663554210684216
adverse_move_3m,"(47.48, 602.77]",holdout,v28_avg90,1914,0.2736297409075371,0.27899686520376177,-0.005367124296224657,0.005367124296224657,0.1342524821545884,0.4068137305528748
adverse_move_3m,"(47.48, 602.77]",holdout,v31_avg90_final60_exact,1914,0.27331814236457774,0.27899686520376177,-0.005678722839184025,0.005678722839184025,0.13400117699020941,0.4058280807641571
adverse_move_5m,"(-0.001, 13.48]",all,v28_live_surface,23779,0.6232395080407465,0.6296311871819673,-0.006391679141220852,0.006391679141220852,0.15318365857386784,0.4555904406427948
adverse_move_5m,"(-0.001, 13.48]",all,v28_avg90,23779,0.6278149430154518,0.6296311871819673,-0.0018162441665154905,0.0018162441665154905,0.15216778062014674,0.45202408204189853
adverse_move_5m,"(-0.001, 13.48]",all,v31_avg90_final60_exact,23779,0.6279032249158597,0.6296311871819673,-0.0017279622661076077,0.0017279622661076077,0.15220341752699326,0.45415821634013287
adverse_move_5m,"(13.48, 30.39]",all,v28_live_surface,4758,0.3838621267548154,0.3604455653635982,0.023416561391217228,0.023416561391217228,0.16474649910223613,0.49385265818052215
adverse_move_5m,"(13.48, 30.39]",all,v28_avg90,4758,0.3775235773895781,0.3604455653635982,0.017078012025979916,0.017078012025979916,0.16316159772328415,0.49135387292539984
adverse_move_5m,"(13.48, 30.39]",all,v31_avg90_final60_exact,4758,0.37686029766651696,0.3604455653635982,0.01641473230291879,0.01641473230291879,0.16328119628534857,0.49687317400345904
adverse_move_5m,"(30.39, 61.89]",all,v28_live_surface,4750,0.3048183462101561,0.2863157894736842,0.018502556736471887,0.018502556736471887,0.1389032967972675,0.42078295426870366
adverse_move_5m,"(30.39, 61.89]",all,v28_avg90,4750,0.2963954694748653,0.2863157894736842,0.01007968000118109,0.01007968000118109,0.13794933836599133,0.41620335553600485
adverse_move_5m,"(30.39, 61.89]",all,v31_avg90_final60_exact,4750,0.2966253948428019,0.2863157894736842,0.010309605369117736,0.010309605369117736,0.13832861694531856,0.422164261041174
adverse_move_5m,"(61.89, 888.47]",all,v28_live_surface,4755,0.1948863500949392,0.20483701366982124,-0.00995066357488203,0.00995066357488203,0.10797259386699021,0.3365753500892977
adverse_move_5m,"(61.89, 888.47]",all,v28_avg90,4755,0.18676189459733938,0.20483701366982124,-0.018075119072481854,0.018075119072481854,0.10822422439147154,0.3368781946819457
adverse_move_5m,"(61.89, 888.47]",all,v31_avg90_final60_exact,4755,0.1867544254311614,0.20483701366982124,-0.018082588238659825,0.018082588238659825,0.10826963587058619,0.33681349501230334
adverse_move_5m,"(-0.001, 13.48]",validation,v28_live_surface,4858,0.6269980985308297,0.623095924248662,0.0039021742821676586,0.0039021742821676586,0.1420300080080117,0.4224696673364812
adverse_move_5m,"(-0.001, 13.48]",validation,v28_avg90,4858,0.631062654793104,0.623095924248662,0.007966730544441969,0.007966730544441969,0.14145301698173948,0.41918679366903144
adverse_move_5m,"(-0.001, 13.48]",validation,v31_avg90_final60_exact,4858,0.631227032221893,0.623095924248662,0.008131107973231022,0.008131107973231022,0.1412052736634278,0.418101359102453
adverse_move_5m,"(13.48, 30.39]",validation,v28_live_surface,1103,0.3576303233956234,0.33907524932003624,0.018555074075587152,0.018555074075587152,0.15597443944520403,0.4672211079230992
adverse_move_5m,"(13.48, 30.39]",validation,v28_avg90,1103,0.35021148295521354,0.33907524932003624,0.011136233635177295,0.011136233635177295,0.15478809950431596,0.4636816180272895
adverse_move_5m,"(13.48, 30.39]",validation,v31_avg90_final60_exact,1103,0.34910707282381603,0.33907524932003624,0.010031823503779791,0.010031823503779791,0.15454992316210558,0.46235470270697104
adverse_move_5m,"(30.39, 61.89]",validation,v28_live_surface,1029,0.2811985206447288,0.28668610301263364,-0.005487582367904864,0.005487582367904864,0.11977128847783504,0.3659874053140724
adverse_move_5m,"(30.39, 61.89]",validation,v28_avg90,1029,0.2732719221395763,0.28668610301263364,-0.013414180873057346,0.013414180873057346,0.11974882804869032,0.36348746964852585
adverse_move_5m,"(30.39, 61.89]",validation,v31_avg90_final60_exact,1029,0.2736833321075323,0.28668610301263364,-0.013002770905101324,0.013002770905101324,0.11968882337091927,0.362991052642689
adverse_move_5m,"(61.89, 888.47]",validation,v28_live_surface,646,0.13656921499757174,0.18885448916408668,-0.05228527416651493,0.05228527416651493,0.09034293771427435,0.2943655016820701
adverse_move_5m,"(61.89, 888.47]",validation,v28_avg90,646,0.13129651615151122,0.18885448916408668,-0.05755797301257545,0.05755797301257545,0.0911133909120706,0.2974899139966543
adverse_move_5m,"(61.89, 888.47]",validation,v31_avg90_final60_exact,646,0.13129075449338046,0.18885448916408668,-0.05756373467070622,0.05756373467070622,0.09111337794241084,0.2974816978958202
adverse_move_5m,"(-0.001, 13.48]",holdout,v28_live_surface,4311,0.6510623848647852,0.6492693110647182,0.001793073800066991,0.001793073800066991,0.1533633957266365,0.456690879542797
adverse_move_5m,"(-0.001, 13.48]",holdout,v28_avg90,4311,0.6570248067428861,0.6492693110647182,0.007755495678167912,0.007755495678167912,0.1521044650004535,0.45280687836356764
adverse_move_5m,"(-0.001, 13.48]",holdout,v31_avg90_final60_exact,4311,0.6568747208750864,0.6492693110647182,0.007605409810368169,0.007605409810368169,0.15169622214889178,0.451000175218005
adverse_move_5m,"(13.48, 30.39]",holdout,v28_live_surface,546,0.4350453190382826,0.4706959706959707,-0.035650651657688104,0.035650651657688104,0.16313343624330504,0.4778619750432659
adverse_move_5m,"(13.48, 30.39]",holdout,v28_avg90,546,0.43209275525085117,0.4706959706959707,-0.03860321544511952,0.03860321544511952,0.16035771842934401,0.4671915907389271
adverse_move_5m,"(13.48, 30.39]",holdout,v31_avg90_final60_exact,546,0.43432286618927357,0.4706959706959707,-0.03637310450669712,0.03637310450669712,0.15875522379383036,0.46120741841845936
adverse_move_5m,"(30.39, 61.89]",holdout,v28_live_surface,800,0.3787786591242128,0.3675,0.011278659124212831,0.011278659124212831,0.1778721508287747,0.5278021785010603
adverse_move_5m,"(30.39, 61.89]",holdout,v28_avg90,800,0.37028154583494527,0.3675,0.002781545834945276,0.002781545834945276,0.1763533827895815,0.5238840694963333
adverse_move_5m,"(30.39, 61.89]",holdout,v31_avg90_final60_exact,800,0.36932000361284056,0.3675,0.0018200036128405706,0.0018200036128405706,0.17581850012531341,0.5216587720672429
adverse_move_5m,"(61.89, 888.47]",holdout,v28_live_surface,1953,0.2343637416045255,0.23297491039426524,0.0013888312102602607,0.0013888312102602607,0.12250080929640174,0.3715183778852941
