dataset,candidate,label,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,score_skip_score_lt65_ask_ge70,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(score<0.65 and ask>=70),314,311,235,76,0.7556270096463023,0.9904458598726115,0.7049396962625621,68.0,69.63665594855306,73.0,0,0,766.037,600.0,21657.0,22257.0,1843.0,1243.0,0.08509950593341645,0.055847598508334456,3.9967845659163985,3.9585987261146496,0.7156591639871382,0.039967845659164,188,185,141,44,0.7621621621621621,0.9840425531914894,0.6958710195183432,68.0,68.97297297297297,73.0,0,0,766.118,358.0,12760.0,13118.0,1340.0,982.0,0.10501567398119123,0.07485897240432993,5.308108108108108,5.223404255319149,0.7090810810810811,0.053081081081081005,63,63,47,16,0.746031746031746,1.0,0.6265881256339354,69.0,69.82539682539682,74.5,0,0,765.194,122.0,4399.0,4521.0,301.0,179.0,0.06842464196408275,0.039593010395930106,2.8412698412698414,2.8412698412698414,0.7176190476190476,0.028412698412698445,63,63,47,16,0.746031746031746,1.0,0.6265881256339354,69.0,71.39682539682539,75.5,0,0,766.037,120.0,4498.0,4618.0,202.0,82.0,0.04490884837705647,0.017756604590731917,1.3015873015873016,1.3015873015873016,0.7330158730158729,0.013015873015873147,True,True,True
current,score_skip_score_lt70_ask_ge70,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(score<0.7 and ask>=70),314,311,235,76,0.7556270096463023,0.9904458598726115,0.7049396962625621,68.0,69.50160771704181,73.0,1,0,760.028,591.0,21615.0,22206.0,1885.0,1294.0,0.08720795743696506,0.05827253895343601,4.160771704180064,4.1210191082802545,0.7140192926045015,0.041607717041800774,188,185,142,43,0.7675675675675676,0.9840425531914894,0.7016363294443889,67.0,68.98918918918919,72.0,1,0,765.325,353.0,12763.0,13116.0,1437.0,1084.0,0.11259108360103424,0.08264714852089051,5.859459459459459,5.76595744680851,0.7089729729729729,0.05859459459459471,63,63,47,16,0.746031746031746,1.0,0.6265881256339354,69.0,70.22222222222223,74.0,0,0,744.943,119.0,4424.0,4543.0,276.0,157.0,0.06238698010849909,0.034558661677305744,2.492063492063492,2.492063492063492,0.7211111111111111,0.0249206349206349,63,63,46,17,0.7301587301587301,1.0,0.609700907804482,68.0,70.28571428571429,73.0,0,0,729.328,119.0,4428.0,4547.0,172.0,53.0,0.03884372177055104,0.011656036947437871,0.8412698412698413,0.8412698412698413,0.7217460317460317,0.008412698412698427,True,True,True
current,score_skip_score625_65_ask60_80,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(0.625<=score<0.65 and 60<=ask<=80),314,311,237,74,0.7620578778135049,0.9904458598726115,0.7117157408423569,70.0,70.72347266881029,75.0,0,0,760.028,603.0,21995.0,22598.0,1705.0,1102.0,0.07751761764037281,0.04876537746703248,3.5434083601286175,3.5095541401273884,0.7266237942122186,0.035434083601286304,188,185,142,43,0.7675675675675676,0.9840425531914894,0.7016363294443889,69.0,70.31351351351351,74.0,0,0,755.993,357.0,13008.0,13365.0,1192.0,835.0,0.09163591635916359,0.06247661803217359,4.513513513513513,4.441489361702128,0.7224324324324323,0.04513513513513534,63,63,46,17,0.7301587301587301,1.0,0.609700907804482,70.0,70.47619047619048,75.0,0,0,760.028,123.0,4440.0,4563.0,160.0,37.0,0.036036036036036036,0.008108700416392724,0.5873015873015873,0.5873015873015873,0.7242857142857143,0.005873015873015808,63,63,49,14,0.7777777777777778,1.0,0.6608771888656634,72.0,72.17460317460318,77.5,0,0,766.535,123.0,4547.0,4670.0,353.0,230.0,0.0776336045744447,0.04925053533190578,3.6507936507936507,3.6507936507936507,0.7412698412698412,0.0365079365079366,True,True,True
current,score_skip_score60_65_ask60_80,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(0.6<=score<0.65 and 60<=ask<=80),314,308,245,63,0.7954545454545454,0.9808917197452229,0.7468975955371613,74.0,75.0551948051948,80.0,0,0,706.203,570.0,23117.0,23687.0,1383.0,813.0,0.05982610200285504,0.03432262422425803,2.6396103896103895,2.589171974522293,0.7690584415584416,0.026396103896103806,188,183,147,36,0.8032786885245902,0.973404255319149,0.739703835338709,74.0,74.90710382513662,80.0,0,0,659.772,338.0,13708.0,14046.0,992.0,654.0,0.07236650131310184,0.04656129859034601,3.5737704918032787,3.478723404255319,0.7675409836065573,0.03573770491803285,63,62,48,14,0.7741935483870968,0.9841269841269841,0.6559437908464204,74.0,74.35483870967742,77.0,0,0,710.2855,116.0,4610.0,4726.0,190.0,74.0,0.04121475054229935,0.015658061785865426,1.1935483870967742,1.1746031746031746,0.7622580645161291,0.011935483870967656,63,63,50,13,0.7936507936507936,1.0,0.6783018567138666,75.0,76.17460317460318,81.0,0,0,711.594,116.0,4799.0,4915.0,201.0,85.0,0.041883725776203376,0.017293997965412006,1.3492063492063493,1.3492063492063493,0.78015873015873,0.013492063492063555,True,True,True
current,score_highask_needs_score70,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=ask<70 or score>=0.7,314,311,235,76,0.7556270096463023,0.9904458598726115,0.7049396962625621,68.0,69.50160771704181,73.0,1,0,760.028,591.0,21615.0,22206.0,1885.0,1294.0,0.08720795743696506,0.05827253895343601,4.160771704180064,4.1210191082802545,0.7140192926045015,0.041607717041800774,188,185,142,43,0.7675675675675676,0.9840425531914894,0.7016363294443889,67.0,68.98918918918919,72.0,1,0,765.325,353.0,12763.0,13116.0,1437.0,1084.0,0.11259108360103424,0.08264714852089051,5.859459459459459,5.76595744680851,0.7089729729729729,0.05859459459459471,63,63,47,16,0.746031746031746,1.0,0.6265881256339354,69.0,70.22222222222223,74.0,0,0,744.943,119.0,4424.0,4543.0,276.0,157.0,0.06238698010849909,0.034558661677305744,2.492063492063492,2.492063492063492,0.7211111111111111,0.0249206349206349,63,63,46,17,0.7301587301587301,1.0,0.609700907804482,68.0,70.28571428571429,73.0,0,0,729.328,119.0,4428.0,4547.0,172.0,53.0,0.03884372177055104,0.011656036947437871,0.8412698412698413,0.8412698412698413,0.7217460317460317,0.008412698412698427,True,True,True
current,score_highask_needs_score75,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=ask<70 or score>=0.75,314,311,235,76,0.7556270096463023,0.9904458598726115,0.7049396962625621,68.0,69.78456591639872,69.0,2,0,721.164,582.0,21703.0,22285.0,1797.0,1215.0,0.08279961295673409,0.054520978236481936,3.9067524115755625,3.8694267515923566,0.7165594855305466,0.03906752411575565,188,185,143,42,0.772972972972973,0.9840425531914894,0.7074150208812591,67.0,69.07027027027027,69.0,1,0,731.199,351.0,12778.0,13129.0,1522.0,1171.0,0.11911097198309595,0.08919186533627847,6.3297297297297295,6.2287234042553195,0.7096756756756757,0.06329729729729727,63,63,47,16,0.746031746031746,1.0,0.6265881256339354,68.0,70.80952380952381,76.5,0,0,714.894,117.0,4461.0,4578.0,239.0,122.0,0.05357543151759695,0.026649191786806466,1.9365079365079365,1.9365079365079365,0.7266666666666666,0.019365079365079474,63,63,45,18,0.7142857142857143,1.0,0.5929728343259287,68.0,70.85714285714286,69.0,1,0,716.998,114.0,4464.0,4578.0,36.0,-78.0,0.008064516129032258,-0.01703800786369594,-1.2380952380952381,-1.2380952380952381,0.7266666666666667,-0.012380952380952381,True,False,False
current,score_ask_le70,choose=score_min_book_rv15; score>=0.6; ask<=70; sec>=120; gates=none,314,264,193,71,0.7310606060606061,0.8407643312101911,0.6745410926150754,67.0,66.06060606060606,69.0,0,0,754.896,528.0,17440.0,17968.0,1860.0,1332.0,0.10665137614678899,0.07413178984861978,5.045454545454546,4.24203821656051,0.6806060606060605,0.05045454545454553,188,157,118,39,0.7515923566878981,0.8351063829787234,0.6785372749640726,66.0,65.80891719745223,68.0,0,0,755.993,314.0,10332.0,10646.0,1468.0,1154.0,0.14208284939992258,0.10839752019537854,7.350318471337579,6.138297872340425,0.6780891719745223,0.0735031847133758,63,52,37,15,0.7115384615384616,0.8253968253968254,0.5772721196331574,67.0,66.25,69.0,0,0,765.4069999999999,104.0,3445.0,3549.0,255.0,151.0,0.07402031930333818,0.04254719639335024,2.9038461538461537,2.3968253968253967,0.6825,0.02903846153846157,63,55,38,17,0.6909090909090909,0.873015873015873,0.5597140984246408,68.0,66.6,69.0,0,0,716.998,110.0,3663.0,3773.0,137.0,27.0,0.0374010374010374,0.0071561091969255235,0.4909090909090909,0.42857142857142855,0.6859999999999999,0.004909090909090974,True,True,True
current,score_ask_le65,choose=score_min_book_rv15; score>=0.6; ask<=65; sec>=120; gates=none,314,195,131,64,0.6717948717948717,0.6210191082802548,0.6031258007700986,63.0,63.06153846153846,64.0,0,0,713.379,390.0,12297.0,12687.0,803.0,413.0,0.06530047979181915,0.03255300701505478,2.117948717948718,1.3152866242038217,0.6506153846153846,0.021179487179487144,188,123,89,34,0.7235772357723578,0.6542553191489362,0.6386821331483503,63.0,63.0650406504065,64.0,0,0,713.411,246.0,7757.0,8003.0,1143.0,897.0,0.14735077994069873,0.1120829688866675,7.2926829268292686,4.7712765957446805,0.6506504065040651,0.07292682926829264,63,32,19,13,0.59375,0.5079365079365079,0.4226002487538286,63.5,63.34375,65.0,0,0,762.611,64.0,2027.0,2091.0,-127.0,-191.0,-0.06265416872224963,-0.09134385461501673,-5.96875,-3.0317460317460316,0.6534375,-0.059687500000000004,63,40,23,17,0.575,0.6349206349206349,0.4219506854199107,63.0,62.825,64.0,0,0,660.531,80.0,2513.0,2593.0,-213.0,-293.0,-0.08475925189017111,-0.11299652911685307,-7.325,-4.650793650793651,0.64825,-0.07325000000000004,False,False,False
v21,book_margin_locked_equiv,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0,221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.32420091324201,70.5,0,0,779.813589,431.0,14744.0,15175.0,856.0,425.0,0.05805751492132393,0.02800658978583196,1.9406392694063928,1.9230769230769231,0.6929223744292238,0.019406392694063856,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.33587786259542,71.0,0,0,779.94713,259.0,8821.0,9080.0,179.0,-80.0,0.020292483845369007,-0.00881057268722467,-0.6106870229007634,-0.6060606060606061,0.6931297709923665,-0.006106870229007688,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.93181818181819,67.0,0,0,779.7111965,87.0,2901.0,2988.0,299.0,212.0,0.10306790761806274,0.07095046854082998,4.818181818181818,4.818181818181818,0.6790909090909091,0.048181818181818215,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.68181818181819,71.25,0,0,779.378346,85.0,3022.0,3107.0,378.0,293.0,0.12508272667107875,0.09430318635339556,6.659090909090909,6.511111111111111,0.7061363636363637,0.06659090909090903,True,False,True
v21,score_min60_locked_equiv,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=none,221,218,161,57,0.7385321100917431,0.9864253393665159,0.6764286388617029,68.0,69.46788990825688,72.0,0,0,779.4352445,422.0,15144.0,15566.0,956.0,534.0,0.06312731114632858,0.03430553771039445,2.44954128440367,2.416289592760181,0.7140366972477062,0.02449541284403689,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,68.0,68.96153846153847,72.0,0,0,779.5278185,254.0,8965.0,9219.0,235.0,-19.0,0.026213050752928055,-0.0020609610586831543,-0.14615384615384616,-0.14393939393939395,0.7091538461538461,-0.001461538461538403,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,book_skip_score_lt65_ask_ge70,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0; not(score<0.65 and ask>=70),221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.32420091324201,70.5,0,0,779.813589,431.0,14744.0,15175.0,856.0,425.0,0.05805751492132393,0.02800658978583196,1.9406392694063928,1.9230769230769231,0.6929223744292238,0.019406392694063856,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.33587786259542,71.0,0,0,779.94713,259.0,8821.0,9080.0,179.0,-80.0,0.020292483845369007,-0.00881057268722467,-0.6106870229007634,-0.6060606060606061,0.6931297709923665,-0.006106870229007688,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.93181818181819,67.0,0,0,779.7111965,87.0,2901.0,2988.0,299.0,212.0,0.10306790761806274,0.07095046854082998,4.818181818181818,4.818181818181818,0.6790909090909091,0.048181818181818215,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.68181818181819,71.25,0,0,779.378346,85.0,3022.0,3107.0,378.0,293.0,0.12508272667107875,0.09430318635339556,6.659090909090909,6.511111111111111,0.7061363636363637,0.06659090909090903,True,False,True
v21,book_skip_score_lt70_ask_ge70,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0; not(score<0.7 and ask>=70),221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.56164383561644,71.0,0,0,779.775556,431.0,14796.0,15227.0,804.0,373.0,0.054339010543390104,0.024495961121691733,1.7031963470319635,1.6877828054298643,0.6952968036529681,0.017031963470319544,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.68702290076335,71.5,0,0,779.933226,259.0,8867.0,9126.0,133.0,-126.0,0.014999436111424383,-0.013806706114398421,-0.9618320610687023,-0.9545454545454546,0.6966412213740459,-0.009618320610687126,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.95454545454545,67.0,0,0,779.7111965,87.0,2902.0,2989.0,298.0,211.0,0.10268780151619572,0.0705921712947474,4.795454545454546,4.795454545454546,0.6793181818181818,0.04795454545454547,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.79545454545455,72.25,0,0,779.313078,85.0,3027.0,3112.0,373.0,288.0,0.12322431450280806,0.09254498714652956,6.545454545454546,6.4,0.7072727272727272,0.06545454545454554,True,False,True
v21,book_skip_score625_65_ask60_80,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0; not(0.625<=score<0.65 and 60<=ask<=80),221,218,155,63,0.7110091743119266,0.9864253393665159,0.647594044332818,68.0,69.04128440366972,72.0,0,0,779.3154645,422.0,15051.0,15473.0,449.0,27.0,0.029831904856820145,0.0017449751179473923,0.12385321100917432,0.12217194570135746,0.7097706422018348,0.001238532110091728,132,130,89,41,0.6846153846153846,0.9848484848484849,0.6004164680449111,68.0,68.99230769230769,72.0,0,0,779.457978,253.0,8969.0,9222.0,-69.0,-322.0,-0.007693165347307392,-0.03491650401214487,-2.476923076923077,-2.4393939393939394,0.7093846153846154,-0.024769230769230766,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,67.0,68.02272727272727,71.25,0,0,749.501664,86.0,2993.0,3079.0,207.0,121.0,0.0691613765452723,0.039298473530367,2.75,2.75,0.6997727272727273,0.02749999999999997,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.20454545454545,73.5,0,0,779.202374,83.0,3089.0,3172.0,311.0,228.0,0.10067983166073163,0.07187894073139975,5.181818181818182,5.066666666666666,0.7209090909090908,0.051818181818181874,True,False,True
v21,book_skip_score60_65_ask60_80,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0; not(0.6<=score<0.65 and 60<=ask<=80),221,218,162,56,0.7431192660550459,0.9864253393665159,0.6812615303472694,71.0,72.8440366972477,76.0,0,0,719.413283,412.0,15880.0,16292.0,320.0,-92.0,0.020151133501259445,-0.0056469432850478765,-0.42201834862385323,-0.416289592760181,0.7473394495412844,-0.004220183486238538,132,130,91,39,0.7,0.9848484848484849,0.616411893730515,70.0,72.1923076923077,75.0,0,0,719.5154299999999,249.0,9385.0,9634.0,-285.0,-534.0,-0.030367607884922748,-0.055428690056051486,-4.107692307692307,-4.045454545454546,0.7410769230769231,-0.04107692307692312,44,44,36,8,0.8181818181818182,1.0,0.6803944911281532,72.0,73.61363636363636,79.0,0,0,659.8500915,82.0,3239.0,3321.0,361.0,279.0,0.1114541525162087,0.08401084010840108,6.340909090909091,6.340909090909091,0.7547727272727273,0.06340909090909097,45,44,35,9,0.7954545454545454,0.9777777777777777,0.6549942193889834,71.5,74.0,79.0,0,0,719.5251415,81.0,3256.0,3337.0,244.0,163.0,0.07493857493857493,0.048846269103985616,3.7045454545454546,3.6222222222222222,0.758409090909091,0.03704545454545438,True,False,True
v21,book_highask_needs_score70,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0; ask<70 or score>=0.7,221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.56164383561644,71.0,0,0,779.775556,431.0,14796.0,15227.0,804.0,373.0,0.054339010543390104,0.024495961121691733,1.7031963470319635,1.6877828054298643,0.6952968036529681,0.017031963470319544,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.68702290076335,71.5,0,0,779.933226,259.0,8867.0,9126.0,133.0,-126.0,0.014999436111424383,-0.013806706114398421,-0.9618320610687023,-0.9545454545454546,0.6966412213740459,-0.009618320610687126,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.95454545454545,67.0,0,0,779.7111965,87.0,2902.0,2989.0,298.0,211.0,0.10268780151619572,0.0705921712947474,4.795454545454546,4.795454545454546,0.6793181818181818,0.04795454545454547,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.79545454545455,72.25,0,0,779.313078,85.0,3027.0,3112.0,373.0,288.0,0.12322431450280806,0.09254498714652956,6.545454545454546,6.4,0.7072727272727272,0.06545454545454554,True,False,True
v21,book_highask_needs_score75,choose=book_p_side; score>=0.6; ask<=95; sec>=120; gates=margin_rv15>=0; ask<70 or score>=0.75,221,219,159,60,0.726027397260274,0.9909502262443439,0.6634443468765174,65.0,67.84931506849315,68.0,0,0,779.414322,423.0,14859.0,15282.0,1041.0,618.0,0.070058550373511,0.04043973301923832,2.8219178082191783,2.7963800904977374,0.6978082191780821,0.028219178082191876,132,131,94,37,0.7175572519083969,0.9924242424242424,0.6351216228521418,65.0,68.3206106870229,69.0,0,0,779.570462,253.0,8950.0,9203.0,450.0,197.0,0.05027932960893855,0.021406063240247745,1.5038167938931297,1.4924242424242424,0.7025190839694656,0.015038167938931313,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,64.0,65.3409090909091,66.0,0,0,779.656871,86.0,2875.0,2961.0,225.0,139.0,0.0782608695652174,0.0469436001350895,3.159090909090909,3.159090909090909,0.6729545454545455,0.031590909090909114,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,66.5,68.95454545454545,77.0,0,0,779.167511,84.0,3034.0,3118.0,366.0,282.0,0.12063282794990111,0.09044259140474663,6.409090909090909,6.266666666666667,0.7086363636363636,0.06409090909090909,True,True,True
v21,book_ask_le70,choose=book_p_side; score>=0.6; ask<=70; sec>=120; gates=margin_rv15>=0,221,200,141,59,0.705,0.9049773755656109,0.6384128547538122,64.0,64.695,67.0,0,0,779.5800245,400.0,12939.0,13339.0,1161.0,761.0,0.08972872710410387,0.057050753429792336,3.805,3.4434389140271495,0.6669499999999999,0.03805000000000003,132,118,81,37,0.6864406779661016,0.8939393939393939,0.5979749321048041,65.0,64.90677966101696,67.0,0,0,779.8485579999999,236.0,7659.0,7895.0,441.0,205.0,0.057579318448883664,0.025965801139962,1.7372881355932204,1.553030303030303,0.6690677966101694,0.01737288135593229,44,43,30,13,0.6976744186046512,0.9772727272727273,0.5489463582227039,64.0,63.95348837209303,65.5,0,0,779.704471,86.0,2750.0,2836.0,250.0,164.0,0.09090909090909091,0.05782792665726375,3.813953488372093,3.727272727272727,0.6595348837209302,0.038139534883721016,45,39,30,9,0.7692307692307693,0.8666666666666667,0.6166374277165824,65.0,64.87179487179488,67.0,0,0,779.144798,78.0,2530.0,2608.0,470.0,392.0,0.1857707509881423,0.15030674846625766,10.051282051282051,8.71111111111111,0.6687179487179485,0.10051282051282073,True,True,True
v21,book_ask_le65,choose=book_p_side; score>=0.6; ask<=65; sec>=120; gates=margin_rv15>=0,221,154,106,48,0.6883116883116883,0.6968325791855203,0.6113247288863867,63.0,62.94805194805195,64.0,0,0,779.46248,308.0,9694.0,10002.0,906.0,598.0,0.09345987208582629,0.0597880423915217,3.883116883116883,2.7058823529411766,0.6494805194805195,0.03883116883116877,132,91,61,30,0.6703296703296703,0.6893939393939394,0.5685702786797695,63.0,63.032967032967036,64.0,0,0,779.881871,182.0,5736.0,5918.0,364.0,182.0,0.06345885634588563,0.030753632984116257,2.0,1.378787878787879,0.6503296703296704,0.019999999999999907,44,34,23,11,0.6764705882352942,0.7727272727272727,0.508428945939082,63.0,63.0,64.0,0,0,779.492575,68.0,2142.0,2210.0,158.0,90.0,0.07376283846872082,0.04072398190045249,2.6470588235294117,2.0454545454545454,0.6499999999999999,0.026470588235294246,45,29,22,7,0.7586206896551724,0.6444444444444445,0.5789239838218866,63.0,62.62068965517241,64.0,0,0,659.21459,58.0,1816.0,1874.0,384.0,326.0,0.21145374449339208,0.17395944503735325,11.241379310344827,7.2444444444444445,0.646206896551724,0.11241379310344835,False,True,True
v21,score_skip_score_lt65_ask_ge70,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(score<0.65 and ask>=70),221,218,162,56,0.7431192660550459,0.9864253393665159,0.6812615303472694,68.0,69.8211009174312,73.75,0,0,779.3376085,418.0,15221.0,15639.0,979.0,561.0,0.06431903291505157,0.03587185881450221,2.573394495412844,2.5384615384615383,0.7173853211009174,0.025733944954128507,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,68.0,69.45384615384616,73.0,0,0,779.457978,251.0,9029.0,9280.0,171.0,-80.0,0.018938974415771404,-0.008620689655172414,-0.6153846153846154,-0.6060606060606061,0.7138461538461539,-0.006153846153846176,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,35,9,0.7954545454545454,0.9777777777777777,0.6549942193889834,70.0,72.18181818181819,79.25,0,0,779.189098,81.0,3176.0,3257.0,324.0,243.0,0.10201511335012595,0.07460853546208167,5.5227272727272725,5.4,0.7402272727272727,0.05522727272727268,True,False,True
v21,score_skip_score_lt70_ask_ge70,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(score<0.7 and ask>=70),221,217,164,53,0.7557603686635944,0.9819004524886877,0.6944730404849867,67.0,70.29032258064517,75.0,0,0,779.190224,411.0,15253.0,15664.0,1147.0,736.0,0.07519832164164426,0.04698672114402452,3.391705069124424,3.330316742081448,0.7218433179723501,0.03391705069124429,132,130,94,36,0.7230769230769231,0.9848484848484849,0.6405947067150303,68.0,70.05384615384615,75.0,0,0,779.340972,248.0,9107.0,9355.0,293.0,45.0,0.03217305369495992,0.004810261892036344,0.34615384615384615,0.3409090909090909,0.7196153846153847,0.003461538461538405,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,66.5,69.11363636363636,71.75,0,0,719.900004,83.0,3041.0,3124.0,459.0,376.0,0.15093719171325223,0.1203585147247119,8.545454545454545,8.545454545454545,0.7100000000000001,0.08545454545454534,45,43,35,8,0.813953488372093,0.9555555555555556,0.6738299634272562,69.0,72.20930232558139,79.0,0,0,779.068803,80.0,3105.0,3185.0,395.0,315.0,0.12721417069243157,0.0989010989010989,7.325581395348837,7.0,0.7406976744186046,0.07325581395348846,True,True,True
v21,score_skip_score625_65_ask60_80,choose=score_min_book_rv15; score>=0.6; ask<=95; sec>=120; gates=not(0.625<=score<0.65 and 60<=ask<=80),221,217,161,56,0.7419354838709677,0.9819004524886877,0.6798633407243906,71.0,71.91244239631337,77.0,0,0,719.812389,407.0,15605.0,16012.0,495.0,88.0,0.031720602371034926,0.005495878091431427,0.4055299539170507,0.39819004524886875,0.7378801843317973,0.004055299539170498,132,129,93,36,0.7209302325581395,0.9772727272727273,0.6379990000199129,70.0,71.71317829457364,76.0,0,0,719.857003,242.0,9251.0,9493.0,49.0,-193.0,0.005296724678413144,-0.020330770041082902,-1.496124031007752,-1.4621212121212122,0.7358914728682171,-0.014961240310077617,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,70.5,70.86363636363636,75.25,0,0,719.307245,84.0,3118.0,3202.0,282.0,198.0,0.09044259140474663,0.06183635227982511,4.5,4.5,0.7277272727272728,0.04499999999999993,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,72.0,73.54545454545455,80.0,0,0,749.4785935,81.0,3236.0,3317.0,164.0,83.0,0.05067985166872682,0.025022610792885137,1.8863636363636365,1.8444444444444446,0.7538636363636364,0.018863636363636305,True,False,True
