market,entry_dt,side,split_base,outcome_base,win_base,entry_ask_cents_base,entry_p_side_base,entry_seconds_to_close_base,exit_type_base,exit_dt_base,exit_bid_cents_base,exit_p_side_base,settled_base,fee_1c_cents_base,split_asym,outcome_asym,win_asym,entry_ask_cents_asym,entry_p_side_asym,entry_seconds_to_close_asym,exit_type_asym,exit_dt_asym,exit_bid_cents_asym,exit_p_side_asym,settled_asym,fee_1c_cents_asym,delta_fee_1c_cents,abs_delta_fee_1c_cents
KXBTC15M-26MAY041030-30,2026-05-04 14:20:09.628000+00:00,yes,holdout,yes,True,77.0,0.8006054313834975,590.372,settlement_win,,,,True,41.0,holdout,yes,True,77.0,0.8006054313834975,590.372,settlement_win,,,,True,41.0,0.0,0.0
KXBTC15M-26MAY041045-45,2026-05-04 14:37:10.997000+00:00,yes,holdout,yes,True,92.0,0.9397776693157222,469.003,settlement_win,,,,True,12.0,holdout,yes,True,92.0,0.9397776693157222,469.003,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY041100-00,2026-05-04 14:50:12.189000+00:00,yes,holdout,yes,True,97.0,0.9915508687225546,587.811,settlement_win,,,,True,3.0,holdout,yes,True,97.0,0.9915508687225546,587.811,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY041115-15,2026-05-04 15:05:58.722000+00:00,no,holdout,no,True,66.0,0.68,541.278,settlement_win,,,,True,62.0,holdout,no,True,66.0,0.68,541.278,settlement_win,,,,True,62.0,0.0,0.0
KXBTC15M-26MAY041130-30,2026-05-04 15:21:00.405000+00:00,no,holdout,no,True,86.0,0.8723063954521825,539.595,settlement_win,,,,True,24.0,holdout,no,True,86.0,0.8723063954521825,539.595,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY040130-30,2026-05-04 05:25:52.640000+00:00,no,validation,no,True,88.0,0.9040561687036242,247.36,settlement_win,,,,True,20.0,validation,no,True,88.0,0.9040561687036242,247.36,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY040145-45,2026-05-04 05:41:23.981000+00:00,yes,validation,yes,True,81.0,0.8175740471859729,216.019,settlement_win,,,,True,33.0,validation,yes,True,81.0,0.8175740471859729,216.019,settlement_win,,,,True,33.0,0.0,0.0
KXBTC15M-26MAY040245-45,2026-05-04 06:35:13.704000+00:00,yes,validation,yes,True,68.0,0.7089746356916802,586.296,settlement_win,,,,True,58.0,validation,yes,True,68.0,0.7089746356916802,586.296,settlement_win,,,,True,58.0,0.0,0.0
KXBTC15M-26APR302345-45,2026-05-01 03:40:05.880000+00:00,no,train,no,True,96.0,0.96,294.12,settlement_win,,,,True,5.0,train,no,True,96.0,0.96,294.12,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY041945-45,2026-05-04 23:38:11.480000+00:00,no,holdout,no,True,98.0,0.980641831242815,408.52,settlement_win,,,,True,1.0,holdout,no,True,98.0,0.980641831242815,408.52,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY042000-00,2026-05-04 23:52:57.727000+00:00,yes,holdout,yes,True,78.0,0.7832219802522549,422.273,settlement_win,,,,True,39.0,holdout,yes,True,78.0,0.7832219802522549,422.273,settlement_win,,,,True,39.0,0.0,0.0
KXBTC15M-26MAY042015-15,2026-05-05 00:06:28.860000+00:00,yes,holdout,yes,True,94.0,0.9547734889226358,511.14,settlement_win,,,,True,9.0,holdout,yes,True,94.0,0.9547734889226358,511.14,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY042030-30,2026-05-05 00:25:45.713000+00:00,no,holdout,no,True,87.0,0.9002560046894796,254.287,settlement_win,,,,True,22.0,holdout,no,True,87.0,0.9002560046894796,254.287,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY042045-45,2026-05-05 00:37:31.719000+00:00,yes,holdout,yes,True,97.0,0.9742638787398874,448.281,settlement_win,,,,True,3.0,holdout,yes,True,97.0,0.9742638787398874,448.281,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY042130-30,2026-05-05 01:25:31.269000+00:00,yes,holdout,yes,True,72.0,0.7260210448109973,268.731,settlement_win,,,,True,51.0,holdout,yes,True,72.0,0.7260210448109973,268.731,settlement_win,,,,True,51.0,0.0,0.0
KXBTC15M-26MAY042145-45,2026-05-05 01:35:32.116000+00:00,no,holdout,yes,False,58.0,0.7286217939724808,567.884,probability_reduce,2026-05-05 01:36:02.183000+00:00,50.0,0.5184911295889039,False,-26.0,holdout,yes,False,58.0,0.7286217939724808,567.884,probability_reduce,2026-05-05 01:36:02.183000+00:00,50.0,0.5184911295889039,False,-26.0,0.0,0.0
KXBTC15M-26MAY042200-00,2026-05-05 01:52:33.922000+00:00,yes,holdout,yes,True,93.0,0.9472466113025728,446.078,settlement_win,,,,True,11.0,holdout,yes,True,93.0,0.9472466113025728,446.078,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY042215-15,2026-05-05 02:05:20.208000+00:00,yes,holdout,yes,True,93.0,0.946404812238564,579.792,settlement_win,,,,True,11.0,holdout,yes,True,93.0,0.946404812238564,579.792,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY042230-30,2026-05-05 02:22:06.525000+00:00,no,holdout,yes,False,65.0,0.6715693084529712,473.475,probability_reduce,2026-05-05 02:24:06.626000+00:00,33.0,0.458812009605047,False,-74.0,holdout,yes,False,65.0,0.6715693084529712,473.475,probability_reduce,2026-05-05 02:24:06.626000+00:00,33.0,0.458812009605047,False,-74.0,0.0,0.0
KXBTC15M-26MAY042245-45,2026-05-05 02:37:08.036000+00:00,yes,holdout,yes,True,86.0,0.8846929173707522,471.964,settlement_win,,,,True,24.0,holdout,yes,True,86.0,0.8846929173707522,471.964,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY042300-00,2026-05-05 02:50:09.031000+00:00,no,holdout,no,True,95.0,0.989149465926156,590.969,settlement_win,,,,True,7.0,holdout,no,True,95.0,0.989149465926156,590.969,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY010130-30,2026-05-01 05:20:14.982000+00:00,no,train,no,True,88.0,0.9014235490353865,585.018,settlement_win,,,,True,20.0,train,no,True,88.0,0.9014235490353865,585.018,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY040645-45,2026-05-04 10:35:06.336000+00:00,yes,holdout,yes,True,97.0,0.984625388975568,593.664,settlement_win,,,,True,3.0,holdout,yes,True,97.0,0.984625388975568,593.664,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY041300-00,2026-05-04 16:53:09.121000+00:00,no,holdout,no,True,89.0,0.8914264083223279,410.879,settlement_win,,,,True,18.0,holdout,no,True,89.0,0.8914264083223279,410.879,settlement_win,,,,True,18.0,0.0,0.0
KXBTC15M-26MAY040700-00,2026-05-04 10:52:38.177000+00:00,yes,holdout,yes,True,79.0,0.7966033538552684,441.823,probability_reduce,2026-05-04 10:55:08.375000+00:00,48.0,0.46499999999999997,False,-71.0,holdout,yes,True,79.0,0.7966033538552684,441.823,probability_reduce,2026-05-04 10:55:08.375000+00:00,48.0,0.46499999999999997,False,-71.0,0.0,0.0
KXBTC15M-26MAY010215-15,2026-05-01 06:07:03.960000+00:00,yes,train,no,False,65.0,0.6668216070999833,476.04,probability_reduce,2026-05-01 06:09:04.135000+00:00,53.0,0.5092923446770948,False,-34.0,train,no,False,65.0,0.6668216070999833,476.04,probability_reduce,2026-05-01 06:09:04.135000+00:00,53.0,0.5092923446770948,False,-34.0,0.0,0.0
KXBTC15M-26MAY010230-30,2026-05-01 06:29:21.118000+00:00,yes,train,yes,True,94.0,0.9579506212710257,38.882,settlement_win,,,,True,9.0,train,yes,True,94.0,0.9579506212710257,38.882,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY010245-45,2026-05-01 06:40:07.380000+00:00,no,train,no,True,97.0,0.9836925262667541,292.62,settlement_win,,,,True,3.0,train,no,True,97.0,0.9836925262667541,292.62,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY010330-30,2026-05-01 07:21:11.051000+00:00,yes,train,no,False,77.0,0.8030684664211067,528.949,probability_reduce,2026-05-01 07:23:11.273000+00:00,40.0,0.4484975805468056,False,-83.0,train,no,False,77.0,0.8030684664211067,528.949,probability_reduce,2026-05-01 07:23:11.273000+00:00,40.0,0.4484975805468056,False,-83.0,0.0,0.0
KXBTC15M-26MAY010400-00,2026-05-01 07:50:14.912000+00:00,yes,train,yes,True,88.0,0.885095199955205,585.088,settlement_win,,,,True,20.0,train,yes,True,88.0,0.885095199955205,585.088,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY010430-30,2026-05-01 08:20:02.577000+00:00,yes,train,yes,True,96.0,0.9723030102719444,597.423,settlement_win,,,,True,5.0,train,yes,True,96.0,0.9723030102719444,597.423,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY010445-45,2026-05-01 08:35:19.069000+00:00,no,train,no,True,68.0,0.6879198297788505,580.931,settlement_win,,,,True,58.0,train,no,True,68.0,0.6879198297788505,580.931,settlement_win,,,,True,58.0,0.0,0.0
KXBTC15M-26MAY010515-15,2026-05-01 09:05:36.832000+00:00,no,train,no,True,81.0,0.813641556688066,563.168,settlement_win,,,,True,33.0,train,no,True,81.0,0.813641556688066,563.168,settlement_win,,,,True,33.0,0.0,0.0
KXBTC15M-26MAY010530-30,2026-05-01 09:25:38.822000+00:00,yes,train,yes,True,67.0,0.6896557634670761,261.178,settlement_win,,,,True,60.0,train,yes,True,67.0,0.6896557634670761,261.178,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY010545-45,2026-05-01 09:37:24.815000+00:00,no,train,no,True,80.0,0.8226107768730326,455.185,settlement_win,,,,True,35.0,train,no,True,80.0,0.8226107768730326,455.185,settlement_win,,,,True,35.0,0.0,0.0
KXBTC15M-26MAY010600-00,2026-05-01 09:50:10.901000+00:00,no,train,no,True,90.0,0.9125114955931958,589.099,settlement_win,,,,True,16.0,train,no,True,90.0,0.9125114955931958,589.099,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY010615-15,2026-05-01 10:05:12.248000+00:00,no,train,no,True,76.0,0.7975524424062703,587.752,settlement_win,,,,True,43.0,train,no,True,76.0,0.7975524424062703,587.752,settlement_win,,,,True,43.0,0.0,0.0
KXBTC15M-26MAY010630-30,2026-05-01 10:22:14.189000+00:00,yes,train,yes,True,98.0,0.9942028080494936,465.811,settlement_win,,,,True,1.0,train,yes,True,98.0,0.9942028080494936,465.811,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY041815-15,2026-05-04 22:06:34.055000+00:00,yes,holdout,yes,True,66.0,0.6641350108742182,505.945,settlement_win,,,,True,62.0,holdout,yes,True,66.0,0.6641350108742182,505.945,settlement_win,,,,True,62.0,0.0,0.0
KXBTC15M-26MAY041930-30,2026-05-04 23:26:25.648000+00:00,no,holdout,yes,False,78.0,0.7835137072577525,214.352,probability_reduce,2026-05-04 23:27:10.715000+00:00,58.0,0.4953487693132296,False,-49.0,holdout,yes,False,78.0,0.7835137072577525,214.352,probability_reduce,2026-05-04 23:27:10.715000+00:00,58.0,0.4953487693132296,False,-49.0,0.0,0.0
KXBTC15M-26MAY010415-15,2026-05-01 08:05:01.073000+00:00,no,train,yes,False,75.0,0.7760775880305332,598.927,probability_reduce,2026-05-01 08:09:01.425000+00:00,43.0,0.41999999999999993,False,-73.0,train,yes,False,75.0,0.7760775880305332,598.927,probability_reduce,2026-05-01 08:10:01.511000+00:00,42.0,0.42462694106058185,False,-75.0,-2.0,2.0
KXBTC15M-26MAY041015-15,2026-05-04 14:05:08.424000+00:00,no,holdout,yes,False,91.0,0.9401555836341926,591.576,probability_reduce,2026-05-04 14:13:09.109000+00:00,8.0,0.0073996795436389595,False,-172.0,holdout,yes,False,91.0,0.9401555836341926,591.576,settlement_loss,,,,True,-186.0,-14.0,14.0
KXBTC15M-26MAY012045-45,2026-05-02 00:40:30.116000+00:00,no,train,yes,False,81.0,0.8220651468180893,269.884,probability_reduce,2026-05-02 00:43:00.142000+00:00,8.0,0.0900879923642286,False,-153.0,train,yes,False,81.0,0.8220651468180893,269.884,settlement_loss,,,,True,-167.0,-14.0,14.0
KXBTC15M-26APR302315-15,2026-05-01 03:05:03.069000+00:00,no,train,yes,False,75.0,0.800132664255314,596.931,probability_reduce,2026-05-01 03:08:03.262000+00:00,10.0,0.1027587210906532,False,-137.0,train,yes,False,75.0,0.800132664255314,596.931,settlement_loss,,,,True,-155.0,-18.0,18.0
KXBTC15M-26MAY010315-15,2026-05-01 07:05:09.417000+00:00,no,train,yes,False,76.0,0.8150755018871373,590.583,probability_reduce,2026-05-01 07:10:10.020000+00:00,35.0,0.33499999999999996,False,-91.0,train,yes,False,76.0,0.8150755018871373,590.583,probability_reduce,2026-05-01 07:13:10.292000+00:00,14.0,0.3865297720639691,False,-131.0,-40.0,40.0
KXBTC15M-26MAY031230-30,2026-05-03 16:21:02.533000+00:00,no,validation,yes,False,69.0,0.6934659006318094,537.467,probability_reduce,2026-05-03 16:24:02.794000+00:00,24.0,0.2161821702484229,False,-98.0,validation,yes,False,69.0,0.6934659006318094,537.467,settlement_loss,,,,True,-143.0,-45.0,45.0
