opportunity_key,entry_dt,market,side,outcome,win_bool,ask_cents,split,v28_live_surface_p_side,v28_live_surface_p_yes,model,p_side,p_yes,edge_cents,threshold_cents,v37_piecewise_dynamic_temp_antipersist3_p_side,v37_piecewise_dynamic_temp_antipersist3_p_yes,v38_long60_antipersist_p_side,v38_long60_antipersist_p_yes
KXBTC15M-26MAY031830-30|2026-05-03 22:15:00+00:00,2026-05-03 22:15:28.613000+00:00,KXBTC15M-26MAY031830-30,no,no,True,46.0,validation,0.6408183297989549,0.3591816702010451,v28_live_surface,0.6408183297989549,0.3591816702010451,18.081832979895495,-1.75,,,,
KXBTC15M-26MAY031845-45|2026-05-03 22:30:00+00:00,2026-05-03 22:30:29.667000+00:00,KXBTC15M-26MAY031845-45,no,yes,False,35.0,validation,0.4708700365868384,0.5291299634131615,v28_live_surface,0.4708700365868384,0.5291299634131615,12.087003658683841,-1.75,,,,
KXBTC15M-26MAY031900-00|2026-05-03 22:45:00+00:00,2026-05-03 22:45:31.077000+00:00,KXBTC15M-26MAY031900-00,no,no,True,45.0,validation,0.5581041438836358,0.4418958561163641,v28_live_surface,0.5581041438836358,0.4418958561163641,10.810414388363583,-1.75,,,,
KXBTC15M-26MAY031915-15|2026-05-03 23:00:00+00:00,2026-05-03 23:00:47.410000+00:00,KXBTC15M-26MAY031915-15,yes,no,False,41.0,holdout,0.4645043278587215,0.4645043278587215,v28_live_surface,0.4645043278587215,0.4645043278587215,5.450432785872145,-1.75,,,,
KXBTC15M-26MAY031930-30|2026-05-03 23:15:00+00:00,2026-05-03 23:15:48.787000+00:00,KXBTC15M-26MAY031930-30,yes,no,False,30.0,holdout,0.5276834363817221,0.5276834363817221,v28_live_surface,0.5276834363817221,0.5276834363817221,22.76834363817221,-1.75,,,,
KXBTC15M-26MAY031945-45|2026-05-03 23:30:00+00:00,2026-05-03 23:30:35.143000+00:00,KXBTC15M-26MAY031945-45,yes,no,False,38.0,holdout,0.5285821305029231,0.5285821305029231,v28_live_surface,0.5285821305029231,0.5285821305029231,14.858213050292314,-1.75,,,,
KXBTC15M-26MAY032000-00|2026-05-03 23:45:00+00:00,2026-05-03 23:45:21.347000+00:00,KXBTC15M-26MAY032000-00,yes,no,False,43.0,holdout,0.5293088106971059,0.5293088106971059,v28_live_surface,0.5293088106971059,0.5293088106971059,9.930881069710587,-1.75,,,,
KXBTC15M-26MAY032015-15|2026-05-04 00:00:00+00:00,2026-05-04 00:00:22.851000+00:00,KXBTC15M-26MAY032015-15,yes,no,False,44.0,holdout,0.5305283942079149,0.5305283942079149,v28_live_surface,0.5305283942079149,0.5305283942079149,9.052839420791486,-1.75,,,,
KXBTC15M-26MAY032030-30|2026-05-04 00:15:00+00:00,2026-05-04 00:15:24.192000+00:00,KXBTC15M-26MAY032030-30,yes,no,False,58.0,holdout,0.5782372332213854,0.5782372332213854,v28_live_surface,0.5782372332213854,0.5782372332213854,-0.17627667786145906,-1.75,,,,
KXBTC15M-26MAY032045-45|2026-05-04 00:30:00+00:00,2026-05-04 00:30:40.452000+00:00,KXBTC15M-26MAY032045-45,yes,no,False,40.0,holdout,0.4143741691114017,0.4143741691114017,v28_live_surface,0.4143741691114017,0.4143741691114017,1.4374169111401685,-1.75,,,,
KXBTC15M-26MAY032100-00|2026-05-04 00:45:00+00:00,2026-05-04 00:45:42.029000+00:00,KXBTC15M-26MAY032100-00,no,yes,False,31.0,holdout,0.4606280646456773,0.5393719353543227,v28_live_surface,0.4606280646456773,0.5393719353543227,15.062806464567728,-1.75,,,,
KXBTC15M-26MAY032115-15|2026-05-04 01:00:00+00:00,2026-05-04 01:00:28.557000+00:00,KXBTC15M-26MAY032115-15,no,no,True,48.0,holdout,0.5053362086320732,0.4946637913679267,v28_live_surface,0.5053362086320732,0.4946637913679267,2.533620863207318,-1.75,,,,
KXBTC15M-26MAY032130-30|2026-05-04 01:15:00+00:00,2026-05-04 01:15:30.056000+00:00,KXBTC15M-26MAY032130-30,no,yes,False,39.0,holdout,0.5276255939642611,0.4723744060357389,v28_live_surface,0.5276255939642611,0.4723744060357389,13.762559396426113,-1.75,,,,
KXBTC15M-26MAY032145-45|2026-05-04 01:30:00+00:00,2026-05-04 01:30:46.396000+00:00,KXBTC15M-26MAY032145-45,no,yes,False,17.0,holdout,0.4446864074942802,0.5553135925057198,v28_live_surface,0.4446864074942802,0.5553135925057198,27.46864074942802,-1.75,,,,
KXBTC15M-26MAY032200-00|2026-05-04 01:45:00+00:00,2026-05-04 01:45:47.409000+00:00,KXBTC15M-26MAY032200-00,no,yes,False,42.0,holdout,0.604561982153826,0.395438017846174,v28_live_surface,0.604561982153826,0.395438017846174,18.456198215382592,-1.75,,,,
KXBTC15M-26MAY032215-15|2026-05-04 02:00:00+00:00,2026-05-04 02:00:34.132000+00:00,KXBTC15M-26MAY032215-15,no,yes,False,24.0,holdout,0.2935733518139071,0.7064266481860929,v28_live_surface,0.2935733518139071,0.7064266481860929,5.3573351813907095,-1.75,,,,
KXBTC15M-26MAY032230-30|2026-05-04 02:15:00+00:00,2026-05-04 02:15:20.449000+00:00,KXBTC15M-26MAY032230-30,yes,no,False,47.0,holdout,0.4940627513529024,0.4940627513529024,v28_live_surface,0.4940627513529024,0.4940627513529024,2.4062751352902367,-1.75,,,,
KXBTC15M-26MAY032245-45|2026-05-04 02:30:00+00:00,2026-05-04 02:30:21.934000+00:00,KXBTC15M-26MAY032245-45,no,yes,False,45.0,holdout,0.4913551302746196,0.5086448697253804,v28_live_surface,0.4913551302746196,0.5086448697253804,4.135513027461961,-1.75,,,,
KXBTC15M-26MAY032300-00|2026-05-04 02:45:00+00:00,2026-05-04 02:45:38.283000+00:00,KXBTC15M-26MAY032300-00,yes,yes,True,39.0,holdout,0.504160842865996,0.504160842865996,v28_live_surface,0.504160842865996,0.504160842865996,11.416084286599606,-1.75,,,,
KXBTC15M-26MAY032315-15|2026-05-04 03:00:00+00:00,2026-05-04 03:00:39.715000+00:00,KXBTC15M-26MAY032315-15,yes,yes,True,40.0,holdout,0.3921584341189532,0.3921584341189532,v28_live_surface,0.3921584341189532,0.3921584341189532,-0.784156588104679,-1.75,,,,
KXBTC15M-26MAY032330-30|2026-05-04 03:15:00+00:00,2026-05-04 03:15:10.975000+00:00,KXBTC15M-26MAY032330-30,yes,no,False,51.0,holdout,0.5868372412283341,0.5868372412283341,v28_live_surface,0.5868372412283341,0.5868372412283341,7.683724122833411,-1.75,,,,
KXBTC15M-26MAY032345-45|2026-05-04 03:30:00+00:00,2026-05-04 03:30:27.408000+00:00,KXBTC15M-26MAY032345-45,yes,no,False,50.0,holdout,0.5735638853281267,0.5735638853281267,v28_live_surface,0.5735638853281267,0.5735638853281267,7.356388532812673,-1.75,,,,
KXBTC15M-26MAY040000-00|2026-05-04 03:45:00+00:00,2026-05-04 03:45:28.770000+00:00,KXBTC15M-26MAY040000-00,yes,yes,True,48.0,holdout,0.5285122142890626,0.5285122142890626,v28_live_surface,0.5285122142890626,0.5285122142890626,4.851221428906257,-1.75,,,,
KXBTC15M-26MAY040015-15|2026-05-04 04:00:00+00:00,2026-05-04 04:00:45.169000+00:00,KXBTC15M-26MAY040015-15,no,yes,False,43.0,holdout,0.4574451441098618,0.5425548558901382,v28_live_surface,0.4574451441098618,0.5425548558901382,2.7445144109861843,-1.75,,,,
KXBTC15M-26MAY040030-30|2026-05-04 04:15:00+00:00,2026-05-04 04:15:46.393000+00:00,KXBTC15M-26MAY040030-30,no,no,True,36.0,holdout,0.5177520605287826,0.4822479394712173,v28_live_surface,0.5177520605287826,0.4822479394712173,15.77520605287826,-1.75,,,,
KXBTC15M-26MAY040045-45|2026-05-04 04:30:00+00:00,2026-05-04 04:30:17.578000+00:00,KXBTC15M-26MAY040045-45,yes,no,False,48.0,holdout,0.4764592366566826,0.4764592366566826,v28_live_surface,0.4764592366566826,0.4764592366566826,-0.3540763343317366,-1.75,,,,
KXBTC15M-26MAY040100-00|2026-05-04 04:45:00+00:00,2026-05-04 04:45:18.878000+00:00,KXBTC15M-26MAY040100-00,no,no,True,48.0,holdout,0.5135977142114145,0.4864022857885854,v28_live_surface,0.5135977142114145,0.4864022857885854,3.3597714211414527,-1.75,,,,
KXBTC15M-26MAY040115-15|2026-05-04 05:00:00+00:00,2026-05-04 05:00:20.114000+00:00,KXBTC15M-26MAY040115-15,no,no,True,41.0,holdout,0.4733395254175478,0.5266604745824521,v28_live_surface,0.4733395254175478,0.5266604745824521,6.333952541754783,-1.75,,,,
KXBTC15M-26MAY040130-30|2026-05-04 05:15:00+00:00,2026-05-04 05:15:21.714000+00:00,KXBTC15M-26MAY040130-30,yes,no,False,49.0,holdout,0.5217667090461245,0.5217667090461245,v28_live_surface,0.5217667090461245,0.5217667090461245,3.1766709046124575,-1.75,,,,
KXBTC15M-26MAY040145-45|2026-05-04 05:30:00+00:00,2026-05-04 05:30:38.197000+00:00,KXBTC15M-26MAY040145-45,yes,yes,True,41.0,holdout,0.4488503306281183,0.4488503306281183,v28_live_surface,0.4488503306281183,0.4488503306281183,3.8850330628118286,-1.75,,,,
KXBTC15M-26MAY040200-00|2026-05-04 05:45:00+00:00,2026-05-04 05:45:39.299000+00:00,KXBTC15M-26MAY040200-00,yes,no,False,51.0,holdout,0.5151201390537448,0.5151201390537448,v28_live_surface,0.5151201390537448,0.5151201390537448,0.5120139053744737,-1.75,,,,
KXBTC15M-26MAY040215-15|2026-05-04 06:00:00+00:00,2026-05-04 06:00:25.454000+00:00,KXBTC15M-26MAY040215-15,no,no,True,41.0,holdout,0.5046974735649391,0.4953025264350609,v28_live_surface,0.5046974735649391,0.4953025264350609,9.469747356493912,-1.75,,,,
KXBTC15M-26MAY040230-30|2026-05-04 06:15:00+00:00,2026-05-04 06:15:26.884000+00:00,KXBTC15M-26MAY040230-30,yes,no,False,22.0,holdout,0.3884120910261635,0.3884120910261635,v28_live_surface,0.3884120910261635,0.3884120910261635,16.841209102616347,-1.75,,,,
KXBTC15M-26MAY040245-45|2026-05-04 06:30:00+00:00,2026-05-04 06:30:43.413000+00:00,KXBTC15M-26MAY040245-45,yes,yes,True,48.0,holdout,0.6147708360209108,0.6147708360209108,v28_live_surface,0.6147708360209108,0.6147708360209108,13.477083602091078,-1.75,,,,
KXBTC15M-26MAY040300-00|2026-05-04 06:45:00+00:00,2026-05-04 06:45:44.708000+00:00,KXBTC15M-26MAY040300-00,no,yes,False,30.0,holdout,0.4923824342065543,0.5076175657934456,v28_live_surface,0.4923824342065543,0.5076175657934456,19.23824342065543,-1.75,,,,
KXBTC15M-26MAY040315-15|2026-05-04 07:00:00+00:00,2026-05-04 07:00:16.468000+00:00,KXBTC15M-26MAY040315-15,yes,no,False,29.0,holdout,0.4206460545925865,0.4206460545925865,v28_live_surface,0.4206460545925865,0.4206460545925865,13.064605459258651,-1.75,,,,
KXBTC15M-26MAY040330-30|2026-05-04 07:15:00+00:00,2026-05-04 07:15:32.700000+00:00,KXBTC15M-26MAY040330-30,yes,no,False,52.0,holdout,0.5410497712461653,0.5410497712461653,v28_live_surface,0.5410497712461653,0.5410497712461653,2.104977124616525,-1.75,,,,
KXBTC15M-26MAY040345-45|2026-05-04 07:30:00+00:00,2026-05-04 07:30:34.083000+00:00,KXBTC15M-26MAY040345-45,yes,no,False,50.0,holdout,0.5133646234495552,0.5133646234495552,v28_live_surface,0.5133646234495552,0.5133646234495552,1.336462344955521,-1.75,,,,
KXBTC15M-26MAY040400-00|2026-05-04 07:45:00+00:00,2026-05-04 07:45:35.601000+00:00,KXBTC15M-26MAY040400-00,yes,no,False,61.0,holdout,0.6657287059585091,0.6657287059585091,v28_live_surface,0.6657287059585091,0.6657287059585091,5.572870595850901,-1.75,,,,
KXBTC15M-26MAY040415-15|2026-05-04 08:00:00+00:00,2026-05-04 08:00:36.766000+00:00,KXBTC15M-26MAY040415-15,yes,yes,True,43.0,holdout,0.5448676867523076,0.5448676867523076,v28_live_surface,0.5448676867523076,0.5448676867523076,11.486768675230756,-1.75,,,,
KXBTC15M-26MAY040430-30|2026-05-04 08:15:00+00:00,2026-05-04 08:15:23.072000+00:00,KXBTC15M-26MAY040430-30,yes,no,False,50.0,holdout,0.5268552194391786,0.5268552194391786,v28_live_surface,0.5268552194391786,0.5268552194391786,2.6855219439178555,-1.75,,,,
KXBTC15M-26MAY040445-45|2026-05-04 08:30:00+00:00,2026-05-04 08:30:24.627000+00:00,KXBTC15M-26MAY040445-45,yes,no,False,48.0,holdout,0.4906817177241974,0.4906817177241974,v28_live_surface,0.4906817177241974,0.4906817177241974,1.0681717724197384,-1.75,,,,
KXBTC15M-26MAY040500-00|2026-05-04 08:45:00+00:00,2026-05-04 08:45:26.013000+00:00,KXBTC15M-26MAY040500-00,yes,no,False,49.0,holdout,0.507936239432988,0.507936239432988,v28_live_surface,0.507936239432988,0.507936239432988,1.7936239432988046,-1.75,,,,
KXBTC15M-26MAY040515-15|2026-05-04 09:00:00+00:00,2026-05-04 09:00:42.251000+00:00,KXBTC15M-26MAY040515-15,yes,yes,True,42.0,holdout,0.4809820400029687,0.4809820400029687,v28_live_surface,0.4809820400029687,0.4809820400029687,6.098204000296867,-1.75,,,,
KXBTC15M-26MAY040530-30|2026-05-04 09:15:00+00:00,2026-05-04 09:15:43.529000+00:00,KXBTC15M-26MAY040530-30,no,yes,False,47.0,holdout,0.5073892573116492,0.4926107426883508,v28_live_surface,0.5073892573116492,0.4926107426883508,3.738925731164919,-1.75,,,,
KXBTC15M-26MAY040545-45|2026-05-04 09:30:00+00:00,2026-05-04 09:30:30.036000+00:00,KXBTC15M-26MAY040545-45,yes,yes,True,36.0,holdout,0.4465467644035553,0.4465467644035553,v28_live_surface,0.4465467644035553,0.4465467644035553,8.65467644035553,-1.75,,,,
KXBTC15M-26MAY040600-00|2026-05-04 09:45:00+00:00,2026-05-04 09:45:31.353000+00:00,KXBTC15M-26MAY040600-00,yes,no,False,49.0,holdout,0.4964676336875284,0.4964676336875284,v28_live_surface,0.4964676336875284,0.4964676336875284,0.6467633687528362,-1.75,,,,
KXBTC15M-26MAY040615-15|2026-05-04 10:00:00+00:00,2026-05-04 10:00:32.820000+00:00,KXBTC15M-26MAY040615-15,no,no,True,55.0,holdout,0.546305634925276,0.4536943650747241,v28_live_surface,0.546305634925276,0.4536943650747241,-0.3694365074724075,-1.75,,,,
KXBTC15M-26MAY040630-30|2026-05-04 10:15:00+00:00,2026-05-04 10:15:34.104000+00:00,KXBTC15M-26MAY040630-30,yes,no,False,38.0,holdout,0.5934782477324082,0.5934782477324082,v28_live_surface,0.5934782477324082,0.5934782477324082,21.347824773240824,-1.75,,,,
KXBTC15M-26MAY040645-45|2026-05-04 10:30:00+00:00,2026-05-04 10:30:35.911000+00:00,KXBTC15M-26MAY040645-45,yes,yes,True,50.0,holdout,0.5443897890605328,0.5443897890605328,v28_live_surface,0.5443897890605328,0.5443897890605328,4.438978906053279,-1.75,,,,
KXBTC15M-26MAY040700-00|2026-05-04 10:45:00+00:00,2026-05-04 10:45:22.363000+00:00,KXBTC15M-26MAY040700-00,no,yes,False,54.0,holdout,0.5373737329469958,0.4626262670530042,v28_live_surface,0.5373737329469958,0.4626262670530042,-0.262626705300427,-1.75,,,,
KXBTC15M-26MAY040715-15|2026-05-04 11:00:00+00:00,2026-05-04 11:00:23.814000+00:00,KXBTC15M-26MAY040715-15,no,yes,False,54.0,holdout,0.5388164440138965,0.4611835559861035,v28_live_surface,0.5388164440138965,0.4611835559861035,-0.11835559861034994,-1.75,,,,
KXBTC15M-26MAY040730-30|2026-05-04 11:15:00+00:00,2026-05-04 11:15:39.887000+00:00,KXBTC15M-26MAY040730-30,yes,no,False,42.0,holdout,0.513635695311494,0.513635695311494,v28_live_surface,0.513635695311494,0.513635695311494,9.363569531149402,-1.75,,,,
KXBTC15M-26MAY040845-45|2026-05-04 12:40:00+00:00,2026-05-04 12:40:16.145000+00:00,KXBTC15M-26MAY040845-45,no,yes,False,56.0,holdout,0.5957015181609251,0.4042984818390749,v28_live_surface,0.5957015181609251,0.4042984818390749,3.570151816092512,-1.75,,,,
KXBTC15M-26MAY040900-00|2026-05-04 12:45:00+00:00,2026-05-04 12:45:16.522000+00:00,KXBTC15M-26MAY040900-00,yes,no,False,43.0,holdout,0.5095768950898745,0.5095768950898745,v28_live_surface,0.5095768950898745,0.5095768950898745,7.95768950898745,-1.75,,,,
KXBTC15M-26MAY040915-15|2026-05-04 13:00:00+00:00,2026-05-04 13:00:17.855000+00:00,KXBTC15M-26MAY040915-15,yes,no,False,23.0,holdout,0.2678418351430177,0.2678418351430177,v28_live_surface,0.2678418351430177,0.2678418351430177,3.7841835143017697,-1.75,,,,
KXBTC15M-26MAY040930-30|2026-05-04 13:15:00+00:00,2026-05-04 13:15:19.148000+00:00,KXBTC15M-26MAY040930-30,yes,yes,True,46.0,holdout,0.5041383797251883,0.5041383797251883,v28_live_surface,0.5041383797251883,0.5041383797251883,4.413837972518827,-1.75,,,,
KXBTC15M-26MAY040945-45|2026-05-04 13:30:00+00:00,2026-05-04 13:30:35.394000+00:00,KXBTC15M-26MAY040945-45,yes,no,False,47.0,holdout,0.477469451488443,0.477469451488443,v28_live_surface,0.477469451488443,0.477469451488443,0.7469451488442971,-1.75,,,,
KXBTC15M-26MAY041000-00|2026-05-04 13:45:00+00:00,2026-05-04 13:45:36.717000+00:00,KXBTC15M-26MAY041000-00,yes,no,False,33.0,holdout,0.4343801912923229,0.4343801912923229,v28_live_surface,0.4343801912923229,0.4343801912923229,10.438019129232295,-1.75,,,,
KXBTC15M-26MAY041015-15|2026-05-04 14:00:00+00:00,2026-05-04 14:00:38.050000+00:00,KXBTC15M-26MAY041015-15,no,yes,False,45.0,holdout,0.5244008918033414,0.4755991081966585,v28_live_surface,0.5244008918033414,0.4755991081966585,7.440089180334141,-1.75,,,,
KXBTC15M-26MAY041030-30|2026-05-04 14:15:00+00:00,2026-05-04 14:15:24.238000+00:00,KXBTC15M-26MAY041030-30,yes,yes,True,52.0,holdout,0.5194105445272502,0.5194105445272502,v28_live_surface,0.5194105445272502,0.5194105445272502,-0.05894554727498047,-1.75,,,,
KXBTC15M-26MAY041045-45|2026-05-04 14:30:00+00:00,2026-05-04 14:30:25.403000+00:00,KXBTC15M-26MAY041045-45,no,yes,False,56.0,holdout,0.6310973723517808,0.3689026276482192,v28_live_surface,0.6310973723517808,0.3689026276482192,7.109737235178073,-1.75,,,,
KXBTC15M-26MAY041100-00|2026-05-04 14:45:00+00:00,2026-05-04 14:45:26.694000+00:00,KXBTC15M-26MAY041100-00,no,yes,False,44.0,holdout,0.5554199942692173,0.4445800057307826,v28_live_surface,0.5554199942692173,0.4445800057307826,11.541999426921727,-1.75,,,,
KXBTC15M-26MAY041115-15|2026-05-04 15:00:00+00:00,2026-05-04 15:00:43.092000+00:00,KXBTC15M-26MAY041115-15,no,no,True,58.0,holdout,0.5991400707478389,0.400859929252161,v28_live_surface,0.5991400707478389,0.400859929252161,1.9140070747838962,-1.75,,,,
KXBTC15M-26MAY041130-30|2026-05-04 15:15:00+00:00,2026-05-04 15:15:44.910000+00:00,KXBTC15M-26MAY041130-30,no,no,True,25.0,holdout,0.3778851112928348,0.6221148887071651,v28_live_surface,0.3778851112928348,0.6221148887071651,12.788511129283478,-1.75,,,,
KXBTC15M-26MAY041145-45|2026-05-04 15:30:00+00:00,2026-05-04 15:30:31.218000+00:00,KXBTC15M-26MAY041145-45,yes,yes,True,48.0,holdout,0.4775182160792318,0.4775182160792318,v28_live_surface,0.4775182160792318,0.4775182160792318,-0.24817839207682368,-1.75,,,,
KXBTC15M-26MAY041200-00|2026-05-04 15:45:00+00:00,2026-05-04 15:45:17.489000+00:00,KXBTC15M-26MAY041200-00,yes,yes,True,54.0,holdout,0.5814904802685428,0.5814904802685428,v28_live_surface,0.5814904802685428,0.5814904802685428,4.149048026854274,-1.75,,,,
KXBTC15M-26MAY041215-15|2026-05-04 16:00:00+00:00,2026-05-04 16:00:33.727000+00:00,KXBTC15M-26MAY041215-15,no,no,True,57.0,holdout,0.5680713623996962,0.4319286376003037,v28_live_surface,0.5680713623996962,0.4319286376003037,-0.1928637600303773,-1.75,,,,
KXBTC15M-26MAY041230-30|2026-05-04 16:15:00+00:00,2026-05-04 16:15:35.480000+00:00,KXBTC15M-26MAY041230-30,yes,yes,True,47.0,holdout,0.5065026457120284,0.5065026457120284,v28_live_surface,0.5065026457120284,0.5065026457120284,3.6502645712028396,-1.75,,,,
KXBTC15M-26APR302230-30|2026-05-01 02:16:00+00:00,2026-05-01 02:16:28.787000+00:00,KXBTC15M-26APR302230-30,no,no,True,36.0,train,0.4678408347620114,0.5321591652379886,v28_live_surface,0.4678408347620114,0.5321591652379886,10.78408347620114,-1.5,,,,
KXBTC15M-26APR302245-45|2026-05-01 02:30:00+00:00,2026-05-01 02:30:30.014000+00:00,KXBTC15M-26APR302245-45,no,no,True,42.0,train,0.5279928036590902,0.4720071963409099,v28_live_surface,0.5279928036590902,0.4720071963409099,10.79928036590902,-1.5,,,,
KXBTC15M-26APR302300-00|2026-05-01 02:45:00+00:00,2026-05-01 02:45:31.363000+00:00,KXBTC15M-26APR302300-00,no,no,True,51.0,train,0.54639467690269,0.45360532309731,v28_live_surface,0.54639467690269,0.45360532309731,3.6394676902689937,-1.5,,,,
KXBTC15M-26APR302315-15|2026-05-01 03:00:00+00:00,2026-05-01 03:00:47.633000+00:00,KXBTC15M-26APR302315-15,yes,yes,True,48.0,train,0.4980409370468337,0.4980409370468337,v28_live_surface,0.4980409370468337,0.4980409370468337,1.8040937046833747,-1.5,,,,
KXBTC15M-26APR302330-30|2026-05-01 03:15:00+00:00,2026-05-01 03:15:49.054000+00:00,KXBTC15M-26APR302330-30,no,yes,False,31.0,train,0.5371374781558431,0.4628625218441569,v28_live_surface,0.5371374781558431,0.4628625218441569,22.713747815584313,-1.5,,,,
KXBTC15M-26APR302345-45|2026-05-01 03:30:00+00:00,2026-05-01 03:30:19.960000+00:00,KXBTC15M-26APR302345-45,no,no,True,53.0,train,0.6831407014844558,0.3168592985155442,v28_live_surface,0.6831407014844558,0.3168592985155442,15.31407014844558,-1.5,,,,
KXBTC15M-26MAY010000-00|2026-05-01 03:45:00+00:00,2026-05-01 03:45:21.259000+00:00,KXBTC15M-26MAY010000-00,no,no,True,50.0,train,0.5564681129065895,0.4435318870934105,v28_live_surface,0.5564681129065895,0.4435318870934105,5.646811290658945,-1.5,,,,
KXBTC15M-26MAY010015-15|2026-05-01 04:00:00+00:00,2026-05-01 04:00:37.429000+00:00,KXBTC15M-26MAY010015-15,no,yes,False,46.0,train,0.5231341603411803,0.4768658396588197,v28_live_surface,0.5231341603411803,0.4768658396588197,6.313416034118035,-1.5,,,,
KXBTC15M-26MAY010030-30|2026-05-01 04:15:00+00:00,2026-05-01 04:15:38.601000+00:00,KXBTC15M-26MAY010030-30,no,no,True,60.0,train,0.6950536787275391,0.3049463212724609,v28_live_surface,0.6950536787275391,0.3049463212724609,9.505367872753908,-1.5,,,,
KXBTC15M-26MAY010045-45|2026-05-01 04:30:00+00:00,2026-05-01 04:30:40.115000+00:00,KXBTC15M-26MAY010045-45,no,yes,False,44.0,train,0.4392759350215818,0.5607240649784182,v28_live_surface,0.4392759350215818,0.5607240649784182,-0.0724064978418184,-1.5,,,,
KXBTC15M-26MAY010100-00|2026-05-01 04:45:00+00:00,2026-05-01 04:45:11.647000+00:00,KXBTC15M-26MAY010100-00,yes,no,False,50.0,train,0.5031181974971649,0.5031181974971649,v28_live_surface,0.5031181974971649,0.5031181974971649,0.3118197497164914,-1.5,,,,
KXBTC15M-26MAY010115-15|2026-05-01 05:00:00+00:00,2026-05-01 05:00:28.009000+00:00,KXBTC15M-26MAY010115-15,no,yes,False,53.0,train,0.5662362466272834,0.4337637533727166,v28_live_surface,0.5662362466272834,0.4337637533727166,3.6236246627283464,-1.5,,,,
KXBTC15M-26MAY010130-30|2026-05-01 05:15:00+00:00,2026-05-01 05:15:29.245000+00:00,KXBTC15M-26MAY010130-30,no,no,True,56.0,train,0.5867457087192594,0.4132542912807407,v28_live_surface,0.5867457087192594,0.4132542912807407,2.674570871925937,-1.5,,,,
KXBTC15M-26MAY010145-45|2026-05-01 05:30:00+00:00,2026-05-01 05:30:46.021000+00:00,KXBTC15M-26MAY010145-45,no,yes,False,58.0,train,0.5767823303419553,0.4232176696580448,v28_live_surface,0.5767823303419553,0.4232176696580448,-0.3217669658044713,-1.5,,,,
KXBTC15M-26MAY010200-00|2026-05-01 05:45:00+00:00,2026-05-01 05:45:47.231000+00:00,KXBTC15M-26MAY010200-00,yes,yes,True,42.0,train,0.4936764507556296,0.4936764507556296,v28_live_surface,0.4936764507556296,0.4936764507556296,7.367645075562962,-1.5,,,,
KXBTC15M-26MAY010215-15|2026-05-01 06:00:00+00:00,2026-05-01 06:00:48.324000+00:00,KXBTC15M-26MAY010215-15,yes,no,False,51.0,train,0.5631679925329205,0.5631679925329205,v28_live_surface,0.5631679925329205,0.5631679925329205,5.3167992532920465,-1.5,,,,
KXBTC15M-26MAY010230-30|2026-05-01 06:15:00+00:00,2026-05-01 06:15:19.675000+00:00,KXBTC15M-26MAY010230-30,no,yes,False,46.0,train,0.5111248307087015,0.4888751692912984,v28_live_surface,0.5111248307087015,0.4888751692912984,5.112483070870155,-1.5,,,,
KXBTC15M-26MAY010245-45|2026-05-01 06:30:00+00:00,2026-05-01 06:30:21.270000+00:00,KXBTC15M-26MAY010245-45,yes,no,False,49.0,train,0.5016507054836485,0.5016507054836485,v28_live_surface,0.5016507054836485,0.5016507054836485,1.1650705483648522,-1.5,,,,
KXBTC15M-26MAY010300-00|2026-05-01 06:45:00+00:00,2026-05-01 06:45:37.835000+00:00,KXBTC15M-26MAY010300-00,yes,yes,True,71.0,train,0.7860348133760939,0.7860348133760939,v28_live_surface,0.7860348133760939,0.7860348133760939,7.603481337609395,-1.5,,,,
KXBTC15M-26MAY010315-15|2026-05-01 07:00:00+00:00,2026-05-01 07:00:39.117000+00:00,KXBTC15M-26MAY010315-15,no,yes,False,56.0,train,0.7800225145252552,0.2199774854747448,v28_live_surface,0.7800225145252552,0.2199774854747448,22.002251452525513,-1.5,,,,
KXBTC15M-26MAY010330-30|2026-05-01 07:15:00+00:00,2026-05-01 07:15:25.454000+00:00,KXBTC15M-26MAY010330-30,no,no,True,50.0,train,0.5299877232335104,0.4700122767664896,v28_live_surface,0.5299877232335104,0.4700122767664896,2.998772323351041,-1.5,,,,
KXBTC15M-26MAY010345-45|2026-05-01 07:30:00+00:00,2026-05-01 07:30:28.064000+00:00,KXBTC15M-26MAY010345-45,no,yes,False,50.0,train,0.5533118228400898,0.4466881771599101,v28_live_surface,0.5533118228400898,0.4466881771599101,5.331182284008982,-1.5,,,,
KXBTC15M-26MAY010400-00|2026-05-01 07:45:00+00:00,2026-05-01 07:45:44.577000+00:00,KXBTC15M-26MAY010400-00,no,yes,False,57.0,train,0.6177952950523057,0.3822047049476943,v28_live_surface,0.6177952950523057,0.3822047049476943,4.77952950523057,-1.5,,,,
KXBTC15M-26MAY010415-15|2026-05-01 08:00:00+00:00,2026-05-01 08:00:45.795000+00:00,KXBTC15M-26MAY010415-15,yes,yes,True,36.0,train,0.4803014978095926,0.4803014978095926,v28_live_surface,0.4803014978095926,0.4803014978095926,12.030149780959256,-1.5,,,,
KXBTC15M-26MAY010430-30|2026-05-01 08:15:00+00:00,2026-05-01 08:15:17.101000+00:00,KXBTC15M-26MAY010430-30,yes,yes,True,54.0,train,0.6883844404054305,0.6883844404054305,v28_live_surface,0.6883844404054305,0.6883844404054305,14.838444040543038,-1.5,,,,
