opportunity_key,entry_dt,market,side,outcome,win_bool,ask_cents,split,v28_live_surface_p_side,v28_live_surface_p_yes,model,p_side,p_yes,edge_cents,threshold_cents,v37_piecewise_dynamic_temp_antipersist3_p_side,v37_piecewise_dynamic_temp_antipersist3_p_yes,v38_long60_antipersist_p_side,v38_long60_antipersist_p_yes
KXBTC15M-26MAY012115-15|2026-05-02 01:00:00+00:00,2026-05-02 01:00:31.670000+00:00,KXBTC15M-26MAY012115-15,yes,yes,True,49.0,train,,,v38_long60_antipersist,0.6066906179911964,0.6066906179911964,11.669061799119639,-1.5,,,0.6066906179911964,0.6066906179911964
KXBTC15M-26MAY012130-30|2026-05-02 01:15:00+00:00,2026-05-02 01:15:47.987000+00:00,KXBTC15M-26MAY012130-30,yes,no,False,48.0,train,,,v38_long60_antipersist,0.5791838037599214,0.5791838037599214,9.918380375992143,-1.5,,,0.5791838037599214,0.5791838037599214
KXBTC15M-26MAY012145-45|2026-05-02 01:30:00+00:00,2026-05-02 01:30:49.411000+00:00,KXBTC15M-26MAY012145-45,no,no,True,38.0,train,,,v38_long60_antipersist,0.5066327597271492,0.4933672402728508,12.663275972714914,-1.5,,,0.5066327597271492,0.4933672402728508
KXBTC15M-26MAY012200-00|2026-05-02 01:45:00+00:00,2026-05-02 01:45:20.758000+00:00,KXBTC15M-26MAY012200-00,yes,no,False,56.0,train,,,v38_long60_antipersist,0.6234654288336432,0.6234654288336432,6.346542883364322,-1.5,,,0.6234654288336432,0.6234654288336432
KXBTC15M-26MAY012215-15|2026-05-02 02:00:00+00:00,2026-05-02 02:00:22.208000+00:00,KXBTC15M-26MAY012215-15,no,no,True,38.0,train,,,v38_long60_antipersist,0.3959273979816968,0.6040726020183032,1.5927397981696814,-1.5,,,0.3959273979816968,0.6040726020183032
KXBTC15M-26MAY012230-30|2026-05-02 02:15:00+00:00,2026-05-02 02:15:23.653000+00:00,KXBTC15M-26MAY012230-30,no,no,True,53.0,train,,,v38_long60_antipersist,0.5948618153380535,0.4051381846619465,6.48618153380535,-1.5,,,0.5948618153380535,0.4051381846619465
KXBTC15M-26MAY012245-45|2026-05-02 02:30:00+00:00,2026-05-02 02:30:39.887000+00:00,KXBTC15M-26MAY012245-45,no,yes,False,50.0,train,,,v38_long60_antipersist,0.5015078577329664,0.4984921422670337,0.1507857732966329,-1.5,,,0.5015078577329664,0.4984921422670337
KXBTC15M-26MAY012300-00|2026-05-02 02:45:00+00:00,2026-05-02 02:45:41.307000+00:00,KXBTC15M-26MAY012300-00,no,no,True,48.0,train,,,v38_long60_antipersist,0.5815490749507719,0.4184509250492281,10.15490749507719,-1.5,,,0.5815490749507719,0.4184509250492281
KXBTC15M-26MAY012315-15|2026-05-02 03:00:00+00:00,2026-05-02 03:00:27.439000+00:00,KXBTC15M-26MAY012315-15,yes,no,False,48.0,train,,,v38_long60_antipersist,0.5362427841181697,0.5362427841181697,5.624278411816974,-1.5,,,0.5362427841181697,0.5362427841181697
KXBTC15M-26MAY012330-30|2026-05-02 03:15:00+00:00,2026-05-02 03:15:28.991000+00:00,KXBTC15M-26MAY012330-30,no,yes,False,51.0,train,,,v38_long60_antipersist,0.5336426717154097,0.4663573282845903,2.364267171540966,-1.5,,,0.5336426717154097,0.4663573282845903
KXBTC15M-26MAY012345-45|2026-05-02 03:30:00+00:00,2026-05-02 03:30:45.481000+00:00,KXBTC15M-26MAY012345-45,yes,yes,True,39.0,train,,,v38_long60_antipersist,0.4429823959715789,0.4429823959715789,5.298239597157888,-1.5,,,0.4429823959715789,0.4429823959715789
KXBTC15M-26MAY020000-00|2026-05-02 03:45:00+00:00,2026-05-02 03:45:46.642000+00:00,KXBTC15M-26MAY020000-00,yes,yes,True,40.0,train,,,v38_long60_antipersist,0.5001585119593815,0.5001585119593815,10.015851195938154,-1.5,,,0.5001585119593815,0.5001585119593815
KXBTC15M-26MAY020015-15|2026-05-02 04:00:00+00:00,2026-05-02 04:00:18.206000+00:00,KXBTC15M-26MAY020015-15,no,no,True,57.0,train,,,v38_long60_antipersist,0.638769728874782,0.3612302711252179,6.876972887478203,-1.5,,,0.638769728874782,0.3612302711252179
KXBTC15M-26MAY020030-30|2026-05-02 04:15:00+00:00,2026-05-02 04:15:19.677000+00:00,KXBTC15M-26MAY020030-30,yes,no,False,44.0,train,,,v38_long60_antipersist,0.5660378952192388,0.5660378952192388,12.603789521923872,-1.5,,,0.5660378952192388,0.5660378952192388
KXBTC15M-26MAY020045-45|2026-05-02 04:30:00+00:00,2026-05-02 04:30:21.015000+00:00,KXBTC15M-26MAY020045-45,yes,no,False,49.0,train,,,v38_long60_antipersist,0.4973846756147644,0.4973846756147644,0.7384675614764404,-1.5,,,0.4973846756147644,0.4973846756147644
KXBTC15M-26MAY020100-00|2026-05-02 04:45:00+00:00,2026-05-02 04:45:37.310000+00:00,KXBTC15M-26MAY020100-00,no,no,True,43.0,train,,,v38_long60_antipersist,0.4629796208572981,0.5370203791427018,3.2979620857298073,-1.5,,,0.4629796208572981,0.5370203791427018
KXBTC15M-26MAY020115-15|2026-05-02 05:00:00+00:00,2026-05-02 05:00:38.598000+00:00,KXBTC15M-26MAY020115-15,yes,no,False,47.0,train,,,v38_long60_antipersist,0.5376099070457494,0.5376099070457494,6.760990704574937,-1.5,,,0.5376099070457494,0.5376099070457494
KXBTC15M-26MAY020130-30|2026-05-02 05:15:00+00:00,2026-05-02 05:15:25.137000+00:00,KXBTC15M-26MAY020130-30,no,no,True,43.0,train,,,v38_long60_antipersist,0.4406030671838779,0.5593969328161221,1.0603067183877855,-1.5,,,0.4406030671838779,0.5593969328161221
KXBTC15M-26MAY020145-45|2026-05-02 05:30:00+00:00,2026-05-02 05:30:26.605000+00:00,KXBTC15M-26MAY020145-45,no,yes,False,43.0,train,,,v38_long60_antipersist,0.4595807641732359,0.5404192358267641,2.958076417323589,-1.5,,,0.4595807641732359,0.5404192358267641
KXBTC15M-26MAY020200-00|2026-05-02 05:45:00+00:00,2026-05-02 05:45:27.953000+00:00,KXBTC15M-26MAY020200-00,yes,yes,True,39.0,train,,,v38_long60_antipersist,0.5115433148594829,0.5115433148594829,12.15433148594829,-1.5,,,0.5115433148594829,0.5115433148594829
KXBTC15M-26MAY020215-15|2026-05-02 06:00:00+00:00,2026-05-02 06:00:44.242000+00:00,KXBTC15M-26MAY020215-15,no,yes,False,51.0,train,,,v38_long60_antipersist,0.6300260965265938,0.3699739034734062,12.00260965265938,-1.5,,,0.6300260965265938,0.3699739034734062
KXBTC15M-26MAY020230-30|2026-05-02 06:15:00+00:00,2026-05-02 06:15:45.403000+00:00,KXBTC15M-26MAY020230-30,yes,no,False,41.0,train,,,v38_long60_antipersist,0.4092287937808435,0.4092287937808435,-0.07712062191565394,-1.5,,,0.4092287937808435,0.4092287937808435
KXBTC15M-26MAY020245-45|2026-05-02 06:30:00+00:00,2026-05-02 06:30:31.692000+00:00,KXBTC15M-26MAY020245-45,no,yes,False,47.0,train,,,v38_long60_antipersist,0.5135604175898562,0.4864395824101438,4.356041758985619,-1.5,,,0.5135604175898562,0.4864395824101438
KXBTC15M-26MAY020300-00|2026-05-02 06:45:00+00:00,2026-05-02 06:45:32.784000+00:00,KXBTC15M-26MAY020300-00,no,yes,False,47.0,train,,,v38_long60_antipersist,0.5378987956476744,0.4621012043523256,6.789879564767439,-1.5,,,0.5378987956476744,0.4621012043523256
KXBTC15M-26MAY020315-15|2026-05-02 07:00:00+00:00,2026-05-02 07:00:19.197000+00:00,KXBTC15M-26MAY020315-15,no,no,True,55.0,train,,,v38_long60_antipersist,0.5895580501284792,0.4104419498715209,3.955805012847918,-1.5,,,0.5895580501284792,0.4104419498715209
KXBTC15M-26MAY020330-30|2026-05-02 07:15:00+00:00,2026-05-02 07:15:35.497000+00:00,KXBTC15M-26MAY020330-30,yes,yes,True,51.0,train,,,v38_long60_antipersist,0.5240996802400508,0.5240996802400508,1.4099680240050816,-1.5,,,0.5240996802400508,0.5240996802400508
KXBTC15M-26MAY020345-45|2026-05-02 07:30:00+00:00,2026-05-02 07:30:36.834000+00:00,KXBTC15M-26MAY020345-45,no,no,True,46.0,train,,,v38_long60_antipersist,0.5121966740694143,0.4878033259305857,5.219667406941426,-1.5,,,0.5121966740694143,0.4878033259305857
KXBTC15M-26MAY020400-00|2026-05-02 07:45:00+00:00,2026-05-02 07:45:23.256000+00:00,KXBTC15M-26MAY020400-00,no,no,True,35.0,train,,,v38_long60_antipersist,0.44373029379433,0.55626970620567,9.373029379433,-1.5,,,0.44373029379433,0.55626970620567
KXBTC15M-26MAY020415-15|2026-05-02 08:00:00+00:00,2026-05-02 08:00:24.586000+00:00,KXBTC15M-26MAY020415-15,yes,yes,True,29.0,train,,,v38_long60_antipersist,0.5626295426825166,0.5626295426825166,27.26295426825166,-1.5,,,0.5626295426825166,0.5626295426825166
KXBTC15M-26MAY020430-30|2026-05-02 08:15:00+00:00,2026-05-02 08:15:40.494000+00:00,KXBTC15M-26MAY020430-30,no,yes,False,50.0,train,,,v38_long60_antipersist,0.5196449978554151,0.4803550021445849,1.9644997855415056,-1.5,,,0.5196449978554151,0.4803550021445849
KXBTC15M-26MAY020445-45|2026-05-02 08:30:00+00:00,2026-05-02 08:30:41.690000+00:00,KXBTC15M-26MAY020445-45,no,yes,False,52.0,train,,,v38_long60_antipersist,0.5396447350375344,0.4603552649624655,1.9644735037534389,-1.5,,,0.5396447350375344,0.4603552649624655
KXBTC15M-26MAY020500-00|2026-05-02 08:45:00+00:00,2026-05-02 08:45:28.237000+00:00,KXBTC15M-26MAY020500-00,no,no,True,53.0,train,,,v38_long60_antipersist,0.5257883958995188,0.4742116041004812,-0.4211604100481239,-1.5,,,0.5257883958995188,0.4742116041004812
KXBTC15M-26MAY020515-15|2026-05-02 09:00:00+00:00,2026-05-02 09:00:29.577000+00:00,KXBTC15M-26MAY020515-15,yes,no,False,47.0,train,,,v38_long60_antipersist,0.508316739993735,0.508316739993735,3.8316739993734927,-1.5,,,0.508316739993735,0.508316739993735
KXBTC15M-26MAY020530-30|2026-05-02 09:15:00+00:00,2026-05-02 09:15:30.820000+00:00,KXBTC15M-26MAY020530-30,no,yes,False,31.0,train,,,v38_long60_antipersist,0.4186726608880691,0.5813273391119309,10.867266088806907,-1.5,,,0.4186726608880691,0.5813273391119309
KXBTC15M-26MAY020545-45|2026-05-02 09:30:00+00:00,2026-05-02 09:30:47.255000+00:00,KXBTC15M-26MAY020545-45,yes,yes,True,21.0,train,,,v38_long60_antipersist,0.4618957289405687,0.4618957289405687,25.189572894056866,-1.5,,,0.4618957289405687,0.4618957289405687
KXBTC15M-26MAY020600-00|2026-05-02 09:45:00+00:00,2026-05-02 09:45:18.599000+00:00,KXBTC15M-26MAY020600-00,no,no,True,54.0,train,,,v38_long60_antipersist,0.6349590614513423,0.3650409385486576,9.495906145134228,-1.5,,,0.6349590614513423,0.3650409385486576
KXBTC15M-26MAY020615-15|2026-05-02 10:00:00+00:00,2026-05-02 10:00:19.906000+00:00,KXBTC15M-26MAY020615-15,yes,yes,True,53.0,train,,,v38_long60_antipersist,0.5563843881484299,0.5563843881484299,2.638438814842992,-1.5,,,0.5563843881484299,0.5563843881484299
KXBTC15M-26MAY020630-30|2026-05-02 10:15:00+00:00,2026-05-02 10:15:20.990000+00:00,KXBTC15M-26MAY020630-30,no,no,True,58.0,train,,,v38_long60_antipersist,0.6171932060999749,0.3828067939000251,3.7193206099974887,-1.5,,,0.6171932060999749,0.3828067939000251
KXBTC15M-26MAY020645-45|2026-05-02 10:30:00+00:00,2026-05-02 10:30:37.478000+00:00,KXBTC15M-26MAY020645-45,yes,no,False,53.0,train,,,v38_long60_antipersist,0.5628564662811977,0.5628564662811977,3.285646628119764,-1.5,,,0.5628564662811977,0.5628564662811977
KXBTC15M-26MAY020700-00|2026-05-02 10:45:00+00:00,2026-05-02 10:45:38.901000+00:00,KXBTC15M-26MAY020700-00,yes,yes,True,57.0,train,,,v38_long60_antipersist,0.6550831689122173,0.6550831689122173,8.508316891221725,-1.5,,,0.6550831689122173,0.6550831689122173
KXBTC15M-26MAY020715-15|2026-05-02 11:00:00+00:00,2026-05-02 11:00:40.685000+00:00,KXBTC15M-26MAY020715-15,yes,no,False,17.0,train,,,v38_long60_antipersist,0.4920443566329086,0.4920443566329086,32.20443566329086,-1.5,,,0.4920443566329086,0.4920443566329086
KXBTC15M-26MAY020730-30|2026-05-02 11:15:00+00:00,2026-05-02 11:15:42.172000+00:00,KXBTC15M-26MAY020730-30,yes,yes,True,52.0,train,,,v38_long60_antipersist,0.5154220130465951,0.5154220130465951,-0.4577986953404931,-1.5,,,0.5154220130465951,0.5154220130465951
KXBTC15M-26MAY020745-45|2026-05-02 11:30:00+00:00,2026-05-02 11:30:28.630000+00:00,KXBTC15M-26MAY020745-45,no,no,True,48.0,train,,,v38_long60_antipersist,0.5242101626458867,0.4757898373541133,4.421016264588673,-1.5,,,0.5242101626458867,0.4757898373541133
KXBTC15M-26MAY020800-00|2026-05-02 11:45:00+00:00,2026-05-02 11:45:30.156000+00:00,KXBTC15M-26MAY020800-00,yes,yes,True,32.0,train,,,v38_long60_antipersist,0.6244797900797132,0.6244797900797132,30.44797900797132,-1.5,,,0.6244797900797132,0.6244797900797132
KXBTC15M-26MAY020815-15|2026-05-02 12:00:00+00:00,2026-05-02 12:00:31.603000+00:00,KXBTC15M-26MAY020815-15,yes,no,False,48.0,train,,,v38_long60_antipersist,0.4997435257775793,0.4997435257775793,1.9743525777579265,-1.5,,,0.4997435257775793,0.4997435257775793
KXBTC15M-26MAY020830-30|2026-05-02 12:15:00+00:00,2026-05-02 12:15:48.125000+00:00,KXBTC15M-26MAY020830-30,no,yes,False,54.0,train,,,v38_long60_antipersist,0.5867147065870495,0.4132852934129505,4.671470658704948,-1.5,,,0.5867147065870495,0.4132852934129505
KXBTC15M-26MAY020845-45|2026-05-02 12:30:00+00:00,2026-05-02 12:30:34.452000+00:00,KXBTC15M-26MAY020845-45,no,no,True,41.0,train,,,v38_long60_antipersist,0.5232290046736356,0.4767709953263643,11.322900467363567,-1.5,,,0.5232290046736356,0.4767709953263643
KXBTC15M-26MAY020900-00|2026-05-02 12:45:00+00:00,2026-05-02 12:45:35.848000+00:00,KXBTC15M-26MAY020900-00,no,no,True,53.0,train,,,v38_long60_antipersist,0.5653575011776144,0.4346424988223855,3.535750117761438,-1.5,,,0.5653575011776144,0.4346424988223855
KXBTC15M-26MAY020915-15|2026-05-02 13:00:00+00:00,2026-05-02 13:00:37.481000+00:00,KXBTC15M-26MAY020915-15,no,yes,False,34.0,train,,,v38_long60_antipersist,0.4830658565761522,0.5169341434238478,14.306585657615223,-1.5,,,0.4830658565761522,0.5169341434238478
KXBTC15M-26MAY020930-30|2026-05-02 13:15:00+00:00,2026-05-02 13:15:24.053000+00:00,KXBTC15M-26MAY020930-30,yes,no,False,32.0,train,,,v38_long60_antipersist,0.34742594834311,0.34742594834311,2.7425948343109994,-1.5,,,0.34742594834311,0.34742594834311
KXBTC15M-26MAY020945-45|2026-05-02 13:30:00+00:00,2026-05-02 13:30:25.604000+00:00,KXBTC15M-26MAY020945-45,no,yes,False,49.0,train,,,v38_long60_antipersist,0.5447458585822492,0.4552541414177508,5.47458585822492,-1.5,,,0.5447458585822492,0.4552541414177508
KXBTC15M-26MAY021000-00|2026-05-02 13:45:00+00:00,2026-05-02 13:45:26.694000+00:00,KXBTC15M-26MAY021000-00,yes,yes,True,50.0,train,,,v38_long60_antipersist,0.4960852404376887,0.4960852404376887,-0.3914759562311332,-1.5,,,0.4960852404376887,0.4960852404376887
KXBTC15M-26MAY021015-15|2026-05-02 14:00:00+00:00,2026-05-02 14:00:44.866000+00:00,KXBTC15M-26MAY021015-15,yes,no,False,47.0,train,,,v38_long60_antipersist,0.5377670749364837,0.5377670749364837,6.776707493648367,-1.5,,,0.5377670749364837,0.5377670749364837
KXBTC15M-26MAY021030-30|2026-05-02 14:15:00+00:00,2026-05-02 14:15:46.486000+00:00,KXBTC15M-26MAY021030-30,yes,yes,True,47.0,train,,,v38_long60_antipersist,0.4671736499913361,0.4671736499913361,-0.28263500086639226,-1.5,,,0.4671736499913361,0.4671736499913361
KXBTC15M-26MAY021045-45|2026-05-02 14:30:00+00:00,2026-05-02 14:30:51.804000+00:00,KXBTC15M-26MAY021045-45,yes,no,False,44.0,train,,,v38_long60_antipersist,0.5381158486599706,0.5381158486599706,9.811584865997062,-1.5,,,0.5381158486599706,0.5381158486599706
KXBTC15M-26MAY021100-00|2026-05-02 14:45:00+00:00,2026-05-02 14:45:37.805000+00:00,KXBTC15M-26MAY021100-00,no,yes,False,45.0,train,,,v38_long60_antipersist,0.4616010494859213,0.5383989505140787,1.160104948592128,-1.5,,,0.4616010494859213,0.5383989505140787
KXBTC15M-26MAY021115-15|2026-05-02 15:00:00+00:00,2026-05-02 15:00:25.612000+00:00,KXBTC15M-26MAY021115-15,no,yes,False,50.0,train,,,v38_long60_antipersist,0.5218516561846388,0.4781483438153612,2.185165618463877,-1.5,,,0.5218516561846388,0.4781483438153612
KXBTC15M-26MAY021130-30|2026-05-02 15:15:00+00:00,2026-05-02 15:15:27.054000+00:00,KXBTC15M-26MAY021130-30,no,no,True,49.0,train,,,v38_long60_antipersist,0.5029065733680289,0.4970934266319711,1.2906573368028944,-1.5,,,0.5029065733680289,0.4970934266319711
KXBTC15M-26MAY021145-45|2026-05-02 15:30:00+00:00,2026-05-02 15:30:28.704000+00:00,KXBTC15M-26MAY021145-45,yes,yes,True,55.0,train,,,v38_long60_antipersist,0.5400016432863052,0.5400016432863052,-0.9998356713694818,-1.5,,,0.5400016432863052,0.5400016432863052
KXBTC15M-26MAY021200-00|2026-05-02 15:45:00+00:00,2026-05-02 15:45:44.882000+00:00,KXBTC15M-26MAY021200-00,yes,yes,True,41.0,train,,,v38_long60_antipersist,0.4205317179665283,0.4205317179665283,1.0531717966528262,-1.5,,,0.4205317179665283,0.4205317179665283
KXBTC15M-26MAY021300-00|2026-05-02 16:58:00+00:00,2026-05-02 16:58:37.708000+00:00,KXBTC15M-26MAY021300-00,no,no,True,42.0,train,,,v38_long60_antipersist,0.4443907094924318,0.5556092905075681,2.439070949243181,-1.5,,,0.4443907094924318,0.5556092905075681
KXBTC15M-26MAY021315-15|2026-05-02 17:00:00+00:00,2026-05-02 17:00:22.855000+00:00,KXBTC15M-26MAY021315-15,yes,no,False,48.0,train,,,v38_long60_antipersist,0.4827828491712492,0.4827828491712492,0.2782849171249211,-1.5,,,0.4827828491712492,0.4827828491712492
KXBTC15M-26MAY021330-30|2026-05-02 17:15:00+00:00,2026-05-02 17:15:24.250000+00:00,KXBTC15M-26MAY021330-30,no,yes,False,44.0,train,,,v38_long60_antipersist,0.5788788999942407,0.4211211000057593,13.887889999424068,-1.5,,,0.5788788999942407,0.4211211000057593
KXBTC15M-26MAY021345-45|2026-05-02 17:30:00+00:00,2026-05-02 17:30:40.416000+00:00,KXBTC15M-26MAY021345-45,no,no,True,55.0,train,,,v38_long60_antipersist,0.6750420699311861,0.3249579300688139,12.504206993118615,-1.5,,,0.6750420699311861,0.3249579300688139
KXBTC15M-26MAY021400-00|2026-05-02 17:45:00+00:00,2026-05-02 17:45:41.588000+00:00,KXBTC15M-26MAY021400-00,no,no,True,49.0,train,,,v38_long60_antipersist,0.5066655569460355,0.4933344430539644,1.6665556946035522,-1.5,,,0.5066655569460355,0.4933344430539644
KXBTC15M-26MAY021415-15|2026-05-02 18:00:00+00:00,2026-05-02 18:00:27.930000+00:00,KXBTC15M-26MAY021415-15,yes,no,False,37.0,train,,,v38_long60_antipersist,0.501616065535734,0.501616065535734,13.1616065535734,-1.5,,,0.501616065535734,0.501616065535734
KXBTC15M-26MAY021430-30|2026-05-02 18:15:00+00:00,2026-05-02 18:15:29.206000+00:00,KXBTC15M-26MAY021430-30,yes,yes,True,48.0,train,,,v38_long60_antipersist,0.5162141188335505,0.5162141188335505,3.6214118833550515,-1.5,,,0.5162141188335505,0.5162141188335505
KXBTC15M-26MAY021445-45|2026-05-02 18:30:00+00:00,2026-05-02 18:30:45.891000+00:00,KXBTC15M-26MAY021445-45,no,yes,False,35.0,train,,,v38_long60_antipersist,0.4432682032694313,0.5567317967305687,9.326820326943128,-1.5,,,0.4432682032694313,0.5567317967305687
KXBTC15M-26MAY021500-00|2026-05-02 18:45:00+00:00,2026-05-02 18:45:47.602000+00:00,KXBTC15M-26MAY021500-00,no,yes,False,54.0,train,,,v38_long60_antipersist,0.5424165486254797,0.4575834513745203,0.24165486254797486,-1.5,,,0.5424165486254797,0.4575834513745203
KXBTC15M-26MAY021515-15|2026-05-02 19:00:00+00:00,2026-05-02 19:00:34.132000+00:00,KXBTC15M-26MAY021515-15,no,yes,False,47.0,train,,,v38_long60_antipersist,0.4971151459440318,0.5028848540559682,2.7115145944031767,-1.5,,,0.4971151459440318,0.5028848540559682
KXBTC15M-26MAY021530-30|2026-05-02 19:15:00+00:00,2026-05-02 19:15:20.718000+00:00,KXBTC15M-26MAY021530-30,no,no,True,66.0,train,,,v38_long60_antipersist,0.8011587091704838,0.1988412908295161,14.115870917048383,-1.5,,,0.8011587091704838,0.1988412908295161
KXBTC15M-26MAY021545-45|2026-05-02 19:30:00+00:00,2026-05-02 19:30:22.228000+00:00,KXBTC15M-26MAY021545-45,yes,yes,True,39.0,train,,,v38_long60_antipersist,0.4397887427055522,0.4397887427055522,4.978874270555217,-1.5,,,0.4397887427055522,0.4397887427055522
KXBTC15M-26MAY021600-00|2026-05-02 19:45:00+00:00,2026-05-02 19:45:38.779000+00:00,KXBTC15M-26MAY021600-00,yes,no,False,40.0,train,,,v38_long60_antipersist,0.4629092018722814,0.4629092018722814,6.290920187228139,-1.5,,,0.4629092018722814,0.4629092018722814
KXBTC15M-26MAY021615-15|2026-05-02 20:00:00+00:00,2026-05-02 20:00:40.169000+00:00,KXBTC15M-26MAY021615-15,yes,no,False,55.0,train,,,v38_long60_antipersist,0.6814603902530824,0.6814603902530824,13.14603902530824,-1.5,,,0.6814603902530824,0.6814603902530824
KXBTC15M-26MAY021630-30|2026-05-02 20:15:00+00:00,2026-05-02 20:15:26.683000+00:00,KXBTC15M-26MAY021630-30,no,no,True,52.0,train,,,v38_long60_antipersist,0.535812172864073,0.4641878271359269,1.581217286407302,-1.5,,,0.535812172864073,0.4641878271359269
KXBTC15M-26MAY021645-45|2026-05-02 20:30:00+00:00,2026-05-02 20:30:28.258000+00:00,KXBTC15M-26MAY021645-45,yes,yes,True,52.0,train,,,v38_long60_antipersist,0.5321798595418041,0.5321798595418041,1.2179859541804134,-1.5,,,0.5321798595418041,0.5321798595418041
KXBTC15M-26MAY021700-00|2026-05-02 20:45:00+00:00,2026-05-02 20:45:29.952000+00:00,KXBTC15M-26MAY021700-00,yes,yes,True,51.0,train,,,v38_long60_antipersist,0.6065516631645343,0.6065516631645343,9.655166316453432,-1.5,,,0.6065516631645343,0.6065516631645343
KXBTC15M-26MAY021715-15|2026-05-02 21:00:00+00:00,2026-05-02 21:00:46.672000+00:00,KXBTC15M-26MAY021715-15,no,no,True,26.0,train,,,v38_long60_antipersist,0.4687043025398528,0.5312956974601472,20.870430253985276,-1.5,,,0.4687043025398528,0.5312956974601472
KXBTC15M-26MAY021730-30|2026-05-02 21:15:00+00:00,2026-05-02 21:15:48.436000+00:00,KXBTC15M-26MAY021730-30,no,yes,False,41.0,train,,,v38_long60_antipersist,0.4384659779624316,0.5615340220375684,2.8465977962431595,-1.5,,,0.4384659779624316,0.5615340220375684
KXBTC15M-26MAY021745-45|2026-05-02 21:30:00+00:00,2026-05-02 21:30:34.788000+00:00,KXBTC15M-26MAY021745-45,no,yes,False,42.0,train,,,v38_long60_antipersist,0.4798300956346363,0.5201699043653637,5.983009563463632,-1.5,,,0.4798300956346363,0.5201699043653637
KXBTC15M-26MAY021800-00|2026-05-02 21:45:00+00:00,2026-05-02 21:45:21.338000+00:00,KXBTC15M-26MAY021800-00,no,no,True,40.0,train,,,v38_long60_antipersist,0.4424087847827188,0.5575912152172812,4.240878478271881,-1.5,,,0.4424087847827188,0.5575912152172812
KXBTC15M-26MAY021815-15|2026-05-02 22:00:00+00:00,2026-05-02 22:00:22.914000+00:00,KXBTC15M-26MAY021815-15,no,yes,False,41.0,train,,,v38_long60_antipersist,0.502056338925249,0.4979436610747509,9.2056338925249,-1.5,,,0.502056338925249,0.4979436610747509
KXBTC15M-26MAY021830-30|2026-05-02 22:15:00+00:00,2026-05-02 22:15:24.300000+00:00,KXBTC15M-26MAY021830-30,yes,no,False,47.0,train,,,v38_long60_antipersist,0.5487712147533111,0.5487712147533111,7.877121475331116,-1.5,,,0.5487712147533111,0.5487712147533111
KXBTC15M-26MAY021845-45|2026-05-02 22:30:00+00:00,2026-05-02 22:30:40.424000+00:00,KXBTC15M-26MAY021845-45,no,yes,False,47.0,train,,,v38_long60_antipersist,0.4759145952816179,0.524085404718382,0.591459528161792,-1.5,,,0.4759145952816179,0.524085404718382
KXBTC15M-26MAY021900-00|2026-05-02 22:45:00+00:00,2026-05-02 22:45:41.413000+00:00,KXBTC15M-26MAY021900-00,no,yes,False,42.0,train,,,v38_long60_antipersist,0.5042119334867935,0.4957880665132065,8.421193348679353,-1.5,,,0.5042119334867935,0.4957880665132065
KXBTC15M-26MAY021915-15|2026-05-02 23:00:00+00:00,2026-05-02 23:00:27.920000+00:00,KXBTC15M-26MAY021915-15,yes,no,False,40.0,train,,,v38_long60_antipersist,0.5300789751218541,0.5300789751218541,13.007897512185409,-1.5,,,0.5300789751218541,0.5300789751218541
KXBTC15M-26MAY021930-30|2026-05-02 23:15:00+00:00,2026-05-02 23:15:29.033000+00:00,KXBTC15M-26MAY021930-30,no,yes,False,43.0,train,,,v38_long60_antipersist,0.5621068172021273,0.4378931827978727,13.210681720212733,-1.5,,,0.5621068172021273,0.4378931827978727
KXBTC15M-26MAY021945-45|2026-05-02 23:30:00+00:00,2026-05-02 23:30:30.475000+00:00,KXBTC15M-26MAY021945-45,no,no,True,42.0,train,,,v38_long60_antipersist,0.493912881203005,0.506087118796995,7.391288120300501,-1.5,,,0.493912881203005,0.506087118796995
KXBTC15M-26MAY022000-00|2026-05-02 23:45:00+00:00,2026-05-02 23:45:47.134000+00:00,KXBTC15M-26MAY022000-00,no,no,True,40.0,train,,,v38_long60_antipersist,0.4949361449239851,0.5050638550760149,9.493614492398507,-1.5,,,0.4949361449239851,0.5050638550760149
KXBTC15M-26MAY022015-15|2026-05-03 00:00:00+00:00,2026-05-03 00:00:33.373000+00:00,KXBTC15M-26MAY022015-15,no,no,True,38.0,train,,,v38_long60_antipersist,0.496183341507539,0.5038166584924609,11.618334150753903,-1.5,,,0.496183341507539,0.5038166584924609
KXBTC15M-26MAY022215-15|2026-05-03 02:13:00+00:00,2026-05-03 02:13:57.021000+00:00,KXBTC15M-26MAY022215-15,yes,no,False,0.0,train,,,v38_long60_antipersist,0.0002609598243955,0.0002609598243955,0.02609598243955,-1.5,,,0.0002609598243955,0.0002609598243955
KXBTC15M-26MAY022230-30|2026-05-03 02:15:00+00:00,2026-05-03 02:15:42.210000+00:00,KXBTC15M-26MAY022230-30,yes,no,False,55.0,train,,,v38_long60_antipersist,0.5657892309685837,0.5657892309685837,1.578923096858368,-1.5,,,0.5657892309685837,0.5657892309685837
KXBTC15M-26MAY022245-45|2026-05-03 02:30:00+00:00,2026-05-03 02:30:13.741000+00:00,KXBTC15M-26MAY022245-45,no,yes,False,47.0,train,,,v38_long60_antipersist,0.4874234802821826,0.5125765197178174,1.7423480282182595,-1.5,,,0.4874234802821826,0.5125765197178174
