stage1,fallback,target_pass,less_degenerate_pass,stage1_markets,fallback_markets,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_wilson_low,all_median_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_gross_pnl_cents,all_stake_cents,all_gross_roi,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_wilson_low,train_median_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_gross_pnl_cents,train_stake_cents,train_gross_roi,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_wilson_low,validation_median_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_gross_pnl_cents,validation_stake_cents,validation_gross_roi,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_wilson_low,holdout_median_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_gross_pnl_cents,holdout_stake_cents,holdout_gross_roi
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,8,88,1.0,0.53125,96,96,0,156,1.0,0.6153846153846154,0.9615230525151841,96.0,97.0,70,0,236.57350000000002,430.0,9170.0,0.04689203925845147,57,57,0,93,1.0,0.6129032258064516,0.936858991216536,97.0,98.0,45,0,237.705,234.0,5466.0,0.042810098792535674,22,22,0,31,1.0,0.7096774193548387,0.8513404742740388,95.5,97.0,14,0,231.70850000000002,121.0,2079.0,0.0582010582010582,17,17,0,32,1.0,0.53125,0.8156763396284354,96.0,97.0,11,0,234.448,75.0,1625.0,0.046153846153846156
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,10,67,1.0,0.4375,77,77,0,156,1.0,0.4935897435897436,0.9524799113327792,97.0,98.0,67,0,230.769,302.0,7398.0,0.04082184374155177,44,44,0,93,1.0,0.4731182795698925,0.919701682217986,97.0,98.0,40,0,235.998,157.0,4243.0,0.03700212114070233,19,19,0,31,1.0,0.6129032258064516,0.8318156346315495,97.0,97.5,15,0,233.037,88.0,1812.0,0.04856512141280353,14,14,0,32,1.0,0.4375,0.7846829880728186,96.5,97.75,12,0,142.892,57.0,1343.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,10,67,1.0,0.4375,77,77,0,156,1.0,0.4935897435897436,0.9524799113327792,97.0,98.0,67,0,230.769,302.0,7398.0,0.04082184374155177,44,44,0,93,1.0,0.4731182795698925,0.919701682217986,97.0,98.0,40,0,235.998,157.0,4243.0,0.03700212114070233,19,19,0,31,1.0,0.6129032258064516,0.8318156346315495,97.0,97.5,15,0,233.037,88.0,1812.0,0.04856512141280353,14,14,0,32,1.0,0.4375,0.7846829880728186,96.5,97.75,12,0,142.892,57.0,1343.0,0.04244229337304542
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,9,67,1.0,0.40625,76,76,0,156,1.0,0.48717948717948717,0.9518847317689024,97.0,98.0,67,0,231.90300000000002,292.0,7308.0,0.039956212370005476,44,44,0,93,1.0,0.4731182795698925,0.919701682217986,97.0,98.0,40,0,235.998,157.0,4243.0,0.03700212114070233,19,19,0,31,1.0,0.6129032258064516,0.8318156346315495,97.0,97.5,15,0,233.037,88.0,1812.0,0.04856512141280353,13,13,0,32,1.0,0.40625,0.7718981569447084,97.0,98.0,12,0,147.303,47.0,1253.0,0.03750997605746209
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0; sec<=300,False,False,9,67,1.0,0.40625,76,76,0,156,1.0,0.48717948717948717,0.9518847317689024,97.0,98.0,67,0,231.90300000000002,292.0,7308.0,0.039956212370005476,44,44,0,93,1.0,0.4731182795698925,0.919701682217986,97.0,98.0,40,0,235.998,157.0,4243.0,0.03700212114070233,19,19,0,31,1.0,0.6129032258064516,0.8318156346315495,97.0,97.5,15,0,233.037,88.0,1812.0,0.04856512141280353,13,13,0,32,1.0,0.40625,0.7718981569447084,97.0,98.0,12,0,147.303,47.0,1253.0,0.03750997605746209
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,10,80,1.0,0.5,90,89,1,156,0.9888888888888889,0.5769230769230769,0.9397144555232021,97.0,98.0,80,0,276.02250000000004,258.0,8642.0,0.029854200416570238,53,52,1,93,0.9811320754716981,0.5698924731182796,0.9005685649885058,97.0,98.0,49,0,284.59,96.0,5104.0,0.018808777429467086,21,21,0,31,1.0,0.6774193548387096,0.8453561767357979,97.0,98.0,17,0,241.449,94.0,2006.0,0.04685942173479561,16,16,0,32,1.0,0.5,0.8063865817272801,96.0,97.25,14,0,149.44150000000002,68.0,1532.0,0.044386422976501305
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,10,80,1.0,0.5,90,89,1,156,0.9888888888888889,0.5769230769230769,0.9397144555232021,97.0,98.0,80,0,276.02250000000004,258.0,8642.0,0.029854200416570238,53,52,1,93,0.9811320754716981,0.5698924731182796,0.9005685649885058,97.0,98.0,49,0,284.59,96.0,5104.0,0.018808777429467086,21,21,0,31,1.0,0.6774193548387096,0.8453561767357979,97.0,98.0,17,0,241.449,94.0,2006.0,0.04685942173479561,16,16,0,32,1.0,0.5,0.8063865817272801,96.0,97.25,14,0,149.44150000000002,68.0,1532.0,0.044386422976501305
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,9,80,1.0,0.46875,89,88,1,156,0.9887640449438202,0.5705128205128205,0.9390660617800946,97.0,98.0,80,0,279.952,248.0,8552.0,0.028999064546304958,53,52,1,93,0.9811320754716981,0.5698924731182796,0.9005685649885058,97.0,98.0,49,0,284.59,96.0,5104.0,0.018808777429467086,21,21,0,31,1.0,0.6774193548387096,0.8453561767357979,97.0,98.0,17,0,241.449,94.0,2006.0,0.04685942173479561,15,15,0,32,1.0,0.46875,0.7961107336956521,96.0,97.5,14,0,151.58,58.0,1442.0,0.04022191400832178
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,9,80,1.0,0.46875,89,88,1,156,0.9887640449438202,0.5705128205128205,0.9390660617800946,97.0,98.0,80,0,279.952,248.0,8552.0,0.028999064546304958,53,52,1,93,0.9811320754716981,0.5698924731182796,0.9005685649885058,97.0,98.0,49,0,284.59,96.0,5104.0,0.018808777429467086,21,21,0,31,1.0,0.6774193548387096,0.8453561767357979,97.0,98.0,17,0,241.449,94.0,2006.0,0.04685942173479561,15,15,0,32,1.0,0.46875,0.7961107336956521,96.0,97.5,14,0,151.58,58.0,1442.0,0.04022191400832178
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,9,122,0.9642857142857143,0.75,131,129,2,156,0.9847328244274809,0.8397435897435898,0.9460425961812451,96.0,97.0,122,0,184.83,304.0,12596.0,0.024134645919339472,79,78,1,93,0.9873417721518988,0.8494623655913979,0.9317226395682229,97.0,98.0,75,0,212.497,191.0,7609.0,0.025101853068734394,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,96.5,97.0,24,0,173.27050000000003,20.0,2680.0,0.007462686567164179,24,24,0,32,1.0,0.75,0.8620194241710247,96.0,97.0,23,0,139.18900000000002,93.0,2307.0,0.04031209362808843
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,9,122,0.9642857142857143,0.75,131,129,2,156,0.9847328244274809,0.8397435897435898,0.9460425961812451,96.0,97.0,122,0,184.83,304.0,12596.0,0.024134645919339472,79,78,1,93,0.9873417721518988,0.8494623655913979,0.9317226395682229,97.0,98.0,75,0,212.497,191.0,7609.0,0.025101853068734394,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,96.5,97.0,24,0,173.27050000000003,20.0,2680.0,0.007462686567164179,24,24,0,32,1.0,0.75,0.8620194241710247,96.0,97.0,23,0,139.18900000000002,93.0,2307.0,0.04031209362808843
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,9,122,0.9642857142857143,0.75,131,129,2,156,0.9847328244274809,0.8397435897435898,0.9460425961812451,96.0,97.0,122,0,184.83,304.0,12596.0,0.024134645919339472,79,78,1,93,0.9873417721518988,0.8494623655913979,0.9317226395682229,97.0,98.0,75,0,212.497,191.0,7609.0,0.025101853068734394,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,96.5,97.0,24,0,173.27050000000003,20.0,2680.0,0.007462686567164179,24,24,0,32,1.0,0.75,0.8620194241710247,96.0,97.0,23,0,139.18900000000002,93.0,2307.0,0.04031209362808843
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,False,False,9,122,0.9642857142857143,0.75,131,129,2,156,0.9847328244274809,0.8397435897435898,0.9460425961812451,96.0,97.0,122,0,184.83,304.0,12596.0,0.024134645919339472,79,78,1,93,0.9873417721518988,0.8494623655913979,0.9317226395682229,97.0,98.0,75,0,212.497,191.0,7609.0,0.025101853068734394,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,96.5,97.0,24,0,173.27050000000003,20.0,2680.0,0.007462686567164179,24,24,0,32,1.0,0.75,0.8620194241710247,96.0,97.0,23,0,139.18900000000002,93.0,2307.0,0.04031209362808843
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,22,98,0.9615384615384616,0.6875,120,117,3,156,0.975,0.7692307692307693,0.9290687625956525,94.0,97.0,58,0,331.593,420.0,11280.0,0.03723404255319149,72,70,2,93,0.9722222222222222,0.7741935483870968,0.9042564183109327,95.0,97.0,38,0,340.4045,207.0,6793.0,0.03047254526718681,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,304.42100000000005,67.0,2433.0,0.027538018906699546,22,22,0,32,1.0,0.6875,0.8513404742740388,94.0,96.0,9,0,341.587,146.0,2054.0,0.07108081791626096
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,22,98,0.9615384615384616,0.6875,120,117,3,156,0.975,0.7692307692307693,0.9290687625956525,94.0,97.0,58,0,331.593,420.0,11280.0,0.03723404255319149,72,70,2,93,0.9722222222222222,0.7741935483870968,0.9042564183109327,95.0,97.0,38,0,340.4045,207.0,6793.0,0.03047254526718681,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,304.42100000000005,67.0,2433.0,0.027538018906699546,22,22,0,32,1.0,0.6875,0.8513404742740388,94.0,96.0,9,0,341.587,146.0,2054.0,0.07108081791626096
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,21,99,0.9615384615384616,0.6875,120,117,3,156,0.975,0.7692307692307693,0.9290687625956525,94.0,97.0,59,0,331.593,413.0,11287.0,0.036590768140338445,72,70,2,93,0.9722222222222222,0.7741935483870968,0.9042564183109327,95.0,97.0,39,0,340.4045,200.0,6800.0,0.029411764705882353,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,304.42100000000005,67.0,2433.0,0.027538018906699546,22,22,0,32,1.0,0.6875,0.8513404742740388,94.0,96.0,9,0,341.587,146.0,2054.0,0.07108081791626096
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,21,99,0.9615384615384616,0.6875,120,117,3,156,0.975,0.7692307692307693,0.9290687625956525,94.0,97.0,59,0,331.593,413.0,11287.0,0.036590768140338445,72,70,2,93,0.9722222222222222,0.7741935483870968,0.9042564183109327,95.0,97.0,39,0,340.4045,200.0,6800.0,0.029411764705882353,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,304.42100000000005,67.0,2433.0,0.027538018906699546,22,22,0,32,1.0,0.6875,0.8513404742740388,94.0,96.0,9,0,341.587,146.0,2054.0,0.07108081791626096
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,4,115,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,4,115,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,4,115,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,4,115,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,66,53,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,66,53,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,64,55,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0,False,False,64,55,0.9615384615384616,0.6875,119,116,3,156,0.9747899159663865,0.7628205128205128,0.9284938931712596,95.0,97.0,63,0,294.999,325.0,11275.0,0.028824833702882482,71,69,2,93,0.971830985915493,0.7634408602150538,0.9029831473899658,95.0,97.0,41,0,321.084,156.0,6744.0,0.023131672597864767,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,22,22,0,32,1.0,0.6875,0.8513404742740388,95.0,97.0,11,0,248.35899999999998,110.0,2090.0,0.05263157894736842
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,72,42,0.9615384615384616,0.65625,114,111,3,156,0.9736842105263158,0.7307692307692307,0.9254738996807138,94.0,97.0,56,0,287.037,318.0,10782.0,0.02949360044518642,67,65,2,93,0.9701492537313433,0.7204301075268817,0.8975324995811697,95.0,97.0,35,0,292.62,152.0,6348.0,0.023944549464398234,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,21,21,0,32,1.0,0.65625,0.8453561767357979,94.0,97.0,10,0,239.112,107.0,1993.0,0.05368790767686904
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,72,42,0.9615384615384616,0.65625,114,111,3,156,0.9736842105263158,0.7307692307692307,0.9254738996807138,94.0,97.0,56,0,287.037,318.0,10782.0,0.02949360044518642,67,65,2,93,0.9701492537313433,0.7204301075268817,0.8975324995811697,95.0,97.0,35,0,292.62,152.0,6348.0,0.023944549464398234,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,21,21,0,32,1.0,0.65625,0.8453561767357979,94.0,97.0,10,0,239.112,107.0,1993.0,0.05368790767686904
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,70,44,0.9615384615384616,0.65625,114,111,3,156,0.9736842105263158,0.7307692307692307,0.9254738996807138,94.0,97.0,56,0,287.037,318.0,10782.0,0.02949360044518642,67,65,2,93,0.9701492537313433,0.7204301075268817,0.8975324995811697,95.0,97.0,35,0,292.62,152.0,6348.0,0.023944549464398234,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,21,21,0,32,1.0,0.65625,0.8453561767357979,94.0,97.0,10,0,239.112,107.0,1993.0,0.05368790767686904
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,70,44,0.9615384615384616,0.65625,114,111,3,156,0.9736842105263158,0.7307692307692307,0.9254738996807138,94.0,97.0,56,0,287.037,318.0,10782.0,0.02949360044518642,67,65,2,93,0.9701492537313433,0.7204301075268817,0.8975324995811697,95.0,97.0,35,0,292.62,152.0,6348.0,0.023944549464398234,26,25,1,31,0.9615384615384616,0.8387096774193549,0.8110682300804161,93.5,96.0,11,0,279.488,59.0,2441.0,0.024170421958213846,21,21,0,32,1.0,0.65625,0.8453561767357979,94.0,97.0,10,0,239.112,107.0,1993.0,0.05368790767686904
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,73,36,0.9583333333333334,0.625,109,106,3,156,0.9724770642201835,0.6987179487179487,0.922187623329776,94.0,96.0,50,0,299.597,305.0,10295.0,0.02962603205439534,65,63,2,93,0.9692307692307692,0.6989247311827957,0.8945709497407399,94.0,97.0,32,0,326.601,146.0,6154.0,0.023724406889827753,24,23,1,31,0.9583333333333334,0.7741935483870968,0.7975777375115778,93.0,95.0,9,0,308.384,55.0,2245.0,0.024498886414253896,20,20,0,32,1.0,0.625,0.8388698745050667,94.0,96.25,9,0,248.35899999999998,104.0,1896.0,0.05485232067510549
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=98; sec>=0,False,False,73,36,0.9583333333333334,0.625,109,106,3,156,0.9724770642201835,0.6987179487179487,0.922187623329776,94.0,96.0,50,0,299.597,305.0,10295.0,0.02962603205439534,65,63,2,93,0.9692307692307692,0.6989247311827957,0.8945709497407399,94.0,97.0,32,0,326.601,146.0,6154.0,0.023724406889827753,24,23,1,31,0.9583333333333334,0.7741935483870968,0.7975777375115778,93.0,95.0,9,0,308.384,55.0,2245.0,0.024498886414253896,20,20,0,32,1.0,0.625,0.8388698745050667,94.0,96.25,9,0,248.35899999999998,104.0,1896.0,0.05485232067510549
