stage1,fallback,target_pass,less_degenerate_pass,stage1_markets,fallback_markets,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_wilson_low,all_median_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_gross_pnl_cents,all_stake_cents,all_gross_roi,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_wilson_low,train_median_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_gross_pnl_cents,train_stake_cents,train_gross_roi,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_wilson_low,validation_median_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_gross_pnl_cents,validation_stake_cents,validation_gross_roi,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_wilson_low,holdout_median_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_gross_pnl_cents,holdout_stake_cents,holdout_gross_roi
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,73,68,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,95.0,99.0,82,21,237.672,309.0,13491.0,0.022904158327774073,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,99.0,53,17,245.14,147.0,8253.0,0.017811704834605598,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.0,96.25,13,1,253.442,55.0,2645.0,0.020793950850661626,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,16,3,237.254,107.0,2593.0,0.041264944080215964
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,77,64,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,95.0,99.0,81,23,237.43,307.0,13493.0,0.02275253835322019,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,95.0,99.0,52,19,245.14,144.0,8256.0,0.01744186046511628,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.0,96.25,13,1,253.442,55.0,2645.0,0.020793950850661626,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,98.5,16,3,235.977,108.0,2592.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,77,64,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,95.0,99.0,81,23,237.43,307.0,13493.0,0.02275253835322019,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,95.0,99.0,52,19,245.14,144.0,8256.0,0.01744186046511628,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.0,96.25,13,1,253.442,55.0,2645.0,0.020793950850661626,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,98.5,16,3,235.977,108.0,2592.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,72,69,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,95.0,99.0,84,25,237.43,290.0,13510.0,0.02146558105107328,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,99.0,54,20,245.14,133.0,8267.0,0.016088060965283656,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.5,97.5,14,2,253.442,49.0,2651.0,0.01848359109769898,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,98.5,16,3,235.977,108.0,2592.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,72,69,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,95.0,99.0,84,25,237.43,290.0,13510.0,0.02146558105107328,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,99.0,54,20,245.14,133.0,8267.0,0.016088060965283656,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.5,97.5,14,2,253.442,49.0,2651.0,0.01848359109769898,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,98.5,16,3,235.977,108.0,2592.0,0.041666666666666664
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,68,73,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,96.0,99.0,85,23,237.672,292.0,13508.0,0.02161681966242227,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,99.0,55,18,245.14,136.0,8264.0,0.016456921587608905,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.5,97.5,14,2,253.442,49.0,2651.0,0.01848359109769898,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,16,3,237.254,107.0,2593.0,0.041264944080215964
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,68,73,0.9642857142857143,0.84375,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,96.0,99.0,85,23,237.672,292.0,13508.0,0.02161681966242227,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,96.0,99.0,55,18,245.14,136.0,8264.0,0.016456921587608905,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,94.5,97.5,14,2,253.442,49.0,2651.0,0.01848359109769898,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,16,3,237.254,107.0,2593.0,0.041264944080215964
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,28,113,0.9642857142857143,0.8709677419354839,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,97.0,99.0,113,23,189.393,223.0,13577.0,0.016424836119908668,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,97.0,99.0,72,17,206.2785,88.0,8312.0,0.010587102983638113,27,27,0,31,1.0,0.8709677419354839,0.8754409628553642,97.0,99.0,21,2,200.321,111.0,2589.0,0.04287369640787949,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.0,99.0,20,4,158.4995,24.0,2676.0,0.008968609865470852
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,27,114,0.9642857142857143,0.8709677419354839,141,138,3,156,0.9787234042553191,0.9038461538461539,0.9393144822954277,97.0,99.0,114,23,189.393,215.0,13585.0,0.01582627898417372,86,84,2,93,0.9767441860465116,0.9247311827956989,0.9191182859198535,97.5,99.0,73,17,206.2785,80.0,8320.0,0.009615384615384616,27,27,0,31,1.0,0.8709677419354839,0.8754409628553642,97.0,99.0,21,2,200.321,111.0,2589.0,0.04287369640787949,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.0,99.0,20,4,158.4995,24.0,2676.0,0.008968609865470852
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,23,117,0.9642857142857143,0.8709677419354839,140,137,3,156,0.9785714285714285,0.8974358974358975,0.9388941646595889,97.0,99.0,117,25,194.857,176.0,13524.0,0.013013901212658977,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,98.0,99.0,74,18,207.229,60.0,8240.0,0.007281553398058253,27,27,0,31,1.0,0.8709677419354839,0.8754409628553642,97.0,99.0,22,2,200.321,102.0,2598.0,0.03926096997690531,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.5,99.0,21,5,158.4995,14.0,2686.0,0.0052122114668652275
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,23,117,0.9642857142857143,0.8709677419354839,140,137,3,156,0.9785714285714285,0.8974358974358975,0.9388941646595889,97.0,99.0,117,25,194.857,176.0,13524.0,0.013013901212658977,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,98.0,99.0,74,18,207.229,60.0,8240.0,0.007281553398058253,27,27,0,31,1.0,0.8709677419354839,0.8754409628553642,97.0,99.0,22,2,200.321,102.0,2598.0,0.03926096997690531,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.5,99.0,21,5,158.4995,14.0,2686.0,0.0052122114668652275
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,25,123,0.9642857142857143,0.875,148,143,5,156,0.9662162162162162,0.9487179487179487,0.9233567266264439,96.0,97.0,123,0,225.9765,201.0,14099.0,0.014256330236186963,89,86,3,93,0.9662921348314607,0.956989247311828,0.905524807212106,96.0,97.0,76,0,235.717,113.0,8487.0,0.013314480970896665,31,30,1,31,0.967741935483871,1.0,0.8380554282383037,96.0,97.0,26,0,199.849,39.0,2961.0,0.013171225937183385,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.0,96.25,21,0,214.04000000000002,49.0,2651.0,0.01848359109769898
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,24,124,0.9642857142857143,0.875,148,143,5,156,0.9662162162162162,0.9487179487179487,0.9233567266264439,96.0,97.0,124,0,225.9765,193.0,14107.0,0.013681151201531155,89,86,3,93,0.9662921348314607,0.956989247311828,0.905524807212106,96.0,97.0,77,0,235.717,105.0,8495.0,0.012360211889346674,31,30,1,31,0.967741935483871,1.0,0.8380554282383037,96.0,97.0,26,0,199.849,39.0,2961.0,0.013171225937183385,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.0,96.25,21,0,214.04000000000002,49.0,2651.0,0.01848359109769898
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,22,125,0.9642857142857143,0.875,147,142,5,156,0.9659863945578231,0.9423076923076923,0.9228517246378743,96.0,97.0,125,0,229.261,176.0,14024.0,0.012549914432401598,89,86,3,93,0.9662921348314607,0.956989247311828,0.905524807212106,96.0,97.0,78,0,235.717,98.0,8502.0,0.011526699600094096,30,29,1,31,0.9666666666666667,0.967741935483871,0.8332924860304112,96.0,97.0,26,0,222.6625,29.0,2871.0,0.010101010101010102,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.0,96.25,21,0,214.04000000000002,49.0,2651.0,0.01848359109769898
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0,True,False,22,125,0.9642857142857143,0.875,147,142,5,156,0.9659863945578231,0.9423076923076923,0.9228517246378743,96.0,97.0,125,0,229.261,176.0,14024.0,0.012549914432401598,89,86,3,93,0.9662921348314607,0.956989247311828,0.905524807212106,96.0,97.0,78,0,235.717,98.0,8502.0,0.011526699600094096,30,29,1,31,0.9666666666666667,0.967741935483871,0.8332924860304112,96.0,97.0,26,0,222.6625,29.0,2871.0,0.010101010101010102,28,27,1,32,0.9642857142857143,0.875,0.8228742388150134,96.0,96.25,21,0,214.04000000000002,49.0,2651.0,0.01848359109769898
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,36,103,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,97.0,99.0,103,22,235.717,289.0,13311.0,0.021711366538952746,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,97.0,99.0,65,16,235.717,128.0,8172.0,0.01566324033284386,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,96.0,99.0,19,2,233.037,28.0,2572.0,0.01088646967340591,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,19,4,235.977,133.0,2567.0,0.05181145305804441
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,36,103,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,97.0,99.0,103,22,235.717,289.0,13311.0,0.021711366538952746,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,97.0,99.0,65,16,235.717,128.0,8172.0,0.01566324033284386,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,96.0,99.0,19,2,233.037,28.0,2572.0,0.01088646967340591,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,19,4,235.977,133.0,2567.0,0.05181145305804441
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,34,105,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,97.0,99.0,105,24,235.717,267.0,13333.0,0.020025500637515938,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,97.0,99.0,66,17,235.717,116.0,8184.0,0.014173998044965786,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,96.0,99.0,19,2,233.037,28.0,2572.0,0.01088646967340591,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,20,5,235.977,123.0,2577.0,0.047729918509895226
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0,True,False,34,105,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,97.0,99.0,105,24,235.717,267.0,13333.0,0.020025500637515938,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,97.0,99.0,66,17,235.717,116.0,8184.0,0.014173998044965786,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,96.0,99.0,19,2,233.037,28.0,2572.0,0.01088646967340591,27,27,0,32,1.0,0.84375,0.8754409628553642,96.0,99.0,20,5,235.977,123.0,2577.0,0.047729918509895226
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,37,102,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,98.0,99.0,102,26,233.742,267.0,13333.0,0.020025500637515938,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,98.0,99.0,64,20,234.065,115.0,8185.0,0.014050091631032376,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,97.0,99.0,19,2,233.037,25.0,2575.0,0.009708737864077669,27,27,0,32,1.0,0.84375,0.8754409628553642,97.0,99.0,19,4,228.341,127.0,2573.0,0.049358725223474544
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,37,102,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,98.0,99.0,102,26,233.742,267.0,13333.0,0.020025500637515938,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,98.0,99.0,64,20,234.065,115.0,8185.0,0.014050091631032376,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,97.0,99.0,19,2,233.037,25.0,2575.0,0.009708737864077669,27,27,0,32,1.0,0.84375,0.8754409628553642,97.0,99.0,19,4,228.341,127.0,2573.0,0.049358725223474544
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,35,104,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,98.0,99.0,104,28,233.742,245.0,13355.0,0.018345189067764882,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,98.0,99.0,65,21,234.065,103.0,8197.0,0.012565572770525802,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,97.0,99.0,19,2,233.037,25.0,2575.0,0.009708737864077669,27,27,0,32,1.0,0.84375,0.8754409628553642,98.0,99.0,20,5,228.341,117.0,2583.0,0.04529616724738676
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.95; ask<=100; sec>=0; sec<=300,True,False,35,104,0.9629629629629629,0.84375,139,136,3,156,0.9784172661870504,0.8910256410256411,0.9384679848322567,98.0,99.0,104,28,233.742,245.0,13355.0,0.018345189067764882,85,83,2,93,0.9764705882352941,0.9139784946236559,0.9182114184971183,98.0,99.0,65,21,234.065,103.0,8197.0,0.012565572770525802,27,26,1,31,0.9629629629629629,0.8709677419354839,0.8171614606584349,97.0,99.0,19,2,233.037,25.0,2575.0,0.009708737864077669,27,27,0,32,1.0,0.84375,0.8754409628553642,98.0,99.0,20,5,228.341,117.0,2583.0,0.04529616724738676
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,True,False,26,110,0.9629629629629629,0.84375,136,132,4,156,0.9705882352941176,0.8717948717948718,0.9268170119919114,96.0,97.0,110,0,211.4785,234.0,12966.0,0.018047200370198982,80,78,2,93,0.975,0.8602150537634409,0.9133539994467789,96.0,97.0,67,0,219.07999999999998,155.0,7645.0,0.020274689339437543,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,96.0,97.0,23,0,174.842,35.0,2765.0,0.012658227848101266,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,96.0,96.5,20,0,210.46,44.0,2556.0,0.017214397496087636
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,True,False,25,111,0.9629629629629629,0.84375,136,132,4,156,0.9705882352941176,0.8717948717948718,0.9268170119919114,96.0,97.0,111,0,211.4785,226.0,12974.0,0.017419454293201787,80,78,2,93,0.975,0.8602150537634409,0.9133539994467789,96.0,97.25,68,0,219.07999999999998,147.0,7653.0,0.01920815366522932,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,96.0,97.0,23,0,174.842,35.0,2765.0,0.012658227848101266,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,96.0,96.5,20,0,210.46,44.0,2556.0,0.017214397496087636
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,True,False,23,112,0.9629629629629629,0.84375,135,131,4,156,0.9703703703703703,0.8653846153846154,0.9262927103040972,96.0,97.0,112,0,212.497,209.0,12891.0,0.01621286168644791,80,78,2,93,0.975,0.8602150537634409,0.9133539994467789,96.0,97.25,69,0,219.07999999999998,140.0,7660.0,0.018276762402088774,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,96.5,97.0,23,0,187.34550000000002,25.0,2675.0,0.009345794392523364,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,96.0,96.5,20,0,210.46,44.0,2556.0,0.017214397496087636
economical; choose=book_p_side; book_p_side>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.95; ask<=98; sec>=0; sec<=300,True,False,23,112,0.9629629629629629,0.84375,135,131,4,156,0.9703703703703703,0.8653846153846154,0.9262927103040972,96.0,97.0,112,0,212.497,209.0,12891.0,0.01621286168644791,80,78,2,93,0.975,0.8602150537634409,0.9133539994467789,96.0,97.25,69,0,219.07999999999998,140.0,7660.0,0.018276762402088774,28,27,1,31,0.9642857142857143,0.9032258064516129,0.8228742388150134,96.5,97.0,23,0,187.34550000000002,25.0,2675.0,0.009345794392523364,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,96.0,96.5,20,0,210.46,44.0,2556.0,0.017214397496087636
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,True,False,8,131,0.9629629629629629,0.84375,139,133,6,156,0.9568345323741008,0.8910256410256411,0.9090274334995101,93.0,96.0,50,0,237.705,276.0,13024.0,0.02119164619164619,83,79,4,93,0.9518072289156626,0.8924731182795699,0.8825396981330589,93.0,96.5,33,0,237.672,104.0,7796.0,0.013340174448435094,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,92.0,95.0,9,0,260.495,104.0,2696.0,0.03857566765578635,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,94.0,95.5,8,0,257.606,68.0,2532.0,0.026856240126382307
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,True,False,8,131,0.9629629629629629,0.84375,139,133,6,156,0.9568345323741008,0.8910256410256411,0.9090274334995101,93.0,96.0,50,0,237.705,276.0,13024.0,0.02119164619164619,83,79,4,93,0.9518072289156626,0.8924731182795699,0.8825396981330589,93.0,96.5,33,0,237.672,104.0,7796.0,0.013340174448435094,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,92.0,95.0,9,0,260.495,104.0,2696.0,0.03857566765578635,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,94.0,95.5,8,0,257.606,68.0,2532.0,0.026856240126382307
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,True,False,8,131,0.9629629629629629,0.84375,139,133,6,156,0.9568345323741008,0.8910256410256411,0.9090274334995101,93.0,96.0,50,0,237.705,276.0,13024.0,0.02119164619164619,83,79,4,93,0.9518072289156626,0.8924731182795699,0.8825396981330589,93.0,96.5,33,0,237.672,104.0,7796.0,0.013340174448435094,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,92.0,95.0,9,0,260.495,104.0,2696.0,0.03857566765578635,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,94.0,95.5,8,0,257.606,68.0,2532.0,0.026856240126382307
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,True,False,8,131,0.9629629629629629,0.84375,139,133,6,156,0.9568345323741008,0.8910256410256411,0.9090274334995101,93.0,96.0,50,0,237.705,276.0,13024.0,0.02119164619164619,83,79,4,93,0.9518072289156626,0.8924731182795699,0.8825396981330589,93.0,96.5,33,0,237.672,104.0,7796.0,0.013340174448435094,29,28,1,31,0.9655172413793104,0.9354838709677419,0.8282410893529977,92.0,95.0,9,0,260.495,104.0,2696.0,0.03857566765578635,27,26,1,32,0.9629629629629629,0.84375,0.8171614606584349,94.0,95.5,8,0,257.606,68.0,2532.0,0.026856240126382307
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,8,88,1.0,0.53125,96,96,0,156,1.0,0.6153846153846154,0.9615230525151841,96.0,97.0,70,0,236.57350000000002,430.0,9170.0,0.04689203925845147,57,57,0,93,1.0,0.6129032258064516,0.936858991216536,97.0,98.0,45,0,237.705,234.0,5466.0,0.042810098792535674,22,22,0,31,1.0,0.7096774193548387,0.8513404742740388,95.5,97.0,14,0,231.70850000000002,121.0,2079.0,0.0582010582010582,17,17,0,32,1.0,0.53125,0.8156763396284354,96.0,97.0,11,0,234.448,75.0,1625.0,0.046153846153846156
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,8,88,1.0,0.53125,96,96,0,156,1.0,0.6153846153846154,0.9615230525151841,96.0,97.0,70,0,236.57350000000002,430.0,9170.0,0.04689203925845147,57,57,0,93,1.0,0.6129032258064516,0.936858991216536,97.0,98.0,45,0,237.705,234.0,5466.0,0.042810098792535674,22,22,0,31,1.0,0.7096774193548387,0.8513404742740388,95.5,97.0,14,0,231.70850000000002,121.0,2079.0,0.0582010582010582,17,17,0,32,1.0,0.53125,0.8156763396284354,96.0,97.0,11,0,234.448,75.0,1625.0,0.046153846153846156
economical; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=90; sec>=120,fallback; choose=score_min_book_rv15; score_min_book_rv15>=0.9; ask<=98; sec>=0; sec<=300,False,False,8,88,1.0,0.53125,96,96,0,156,1.0,0.6153846153846154,0.9615230525151841,96.0,97.0,70,0,236.57350000000002,430.0,9170.0,0.04689203925845147,57,57,0,93,1.0,0.6129032258064516,0.936858991216536,97.0,98.0,45,0,237.705,234.0,5466.0,0.042810098792535674,22,22,0,31,1.0,0.7096774193548387,0.8513404742740388,95.5,97.0,14,0,231.70850000000002,121.0,2079.0,0.0582010582010582,17,17,0,32,1.0,0.53125,0.8156763396284354,96.0,97.0,11,0,234.448,75.0,1625.0,0.046153846153846156
