model,split,bin,rows,mean_pred,realized,error
v30_avg60_exact_var,all,"[0.975,1.000]",893,0.9938644465239062,0.9921612541993281,0.0017031923245780511
v30_avg60_exact_var,train,"[0.500,0.550]",525,0.5247149036022712,0.5333333333333333,-0.008618429731062083
v30_avg60_exact_var,train,"[0.550,0.600]",397,0.5732162156439908,0.6146095717884131,-0.0413933561444223
v30_avg60_exact_var,train,"[0.600,0.650]",287,0.6231916835306947,0.686411149825784,-0.06321946629508934
v30_avg60_exact_var,train,"[0.650,0.700]",215,0.6744642710836819,0.7116279069767442,-0.03716363589306226
v30_avg60_exact_var,train,"[0.700,0.750]",176,0.7243769822130411,0.7329545454545454,-0.008577563241504271
v30_avg60_exact_var,train,"[0.750,0.800]",160,0.7767362437350092,0.79375,-0.017013756264990798
v30_avg60_exact_var,train,"[0.800,0.850]",159,0.8278921791010477,0.8805031446540881,-0.052610965553040345
v30_avg60_exact_var,train,"[0.850,0.900]",189,0.8751314380789543,0.9153439153439153,-0.04021247726496102
v30_avg60_exact_var,train,"[0.900,0.950]",220,0.926670608458389,0.9363636363636364,-0.009693027905247398
v30_avg60_exact_var,train,"[0.950,0.975]",140,0.9625122146226951,0.95,0.01251221462269514
v30_avg60_exact_var,train,"[0.975,1.000]",470,0.9936704714799874,0.9914893617021276,0.002181109777859791
v30_avg60_exact_var,validation,"[0.500,0.550]",143,0.5232892233264,0.48951048951048953,0.03377873381591051
v30_avg60_exact_var,validation,"[0.550,0.600]",103,0.5748728560715968,0.6019417475728155,-0.027068891501218717
v30_avg60_exact_var,validation,"[0.600,0.650]",82,0.6259174779187799,0.6341463414634146,-0.008228863544634701
v30_avg60_exact_var,validation,"[0.650,0.700]",62,0.6758402670312381,0.6612903225806451,0.014549944450592989
v30_avg60_exact_var,validation,"[0.700,0.750]",47,0.7256335418260845,0.6382978723404256,0.08733566948565896
v30_avg60_exact_var,validation,"[0.750,0.800]",57,0.7747276146529916,0.7719298245614035,0.0027977900915880927
v30_avg60_exact_var,validation,"[0.800,0.850]",46,0.8217624931418355,0.8043478260869565,0.01741466705487893
v30_avg60_exact_var,validation,"[0.850,0.900]",60,0.8782868111299046,0.9333333333333333,-0.05504652220342876
v30_avg60_exact_var,validation,"[0.900,0.950]",88,0.9267518649112477,0.9431818181818182,-0.016429953270570508
v30_avg60_exact_var,validation,"[0.950,0.975]",64,0.9633770557513863,0.921875,0.041502055751386324
v30_avg60_exact_var,validation,"[0.975,1.000]",230,0.9934425890702387,0.991304347826087,0.0021382412441517396
v30_avg60_exact_var,holdout,"[0.500,0.550]",170,0.5258744224472267,0.5352941176470588,-0.009419695199832101
v30_avg60_exact_var,holdout,"[0.550,0.600]",120,0.5726399922437214,0.6083333333333333,-0.03569334108961186
v30_avg60_exact_var,holdout,"[0.600,0.650]",96,0.6241479698714105,0.6458333333333334,-0.021685363461922846
v30_avg60_exact_var,holdout,"[0.650,0.700]",71,0.6744120678601024,0.7183098591549296,-0.04389779129482718
v30_avg60_exact_var,holdout,"[0.700,0.750]",54,0.7225485932409167,0.7037037037037037,0.018844889537212972
v30_avg60_exact_var,holdout,"[0.750,0.800]",68,0.776811077576895,0.7941176470588235,-0.017306569481928435
v30_avg60_exact_var,holdout,"[0.800,0.850]",49,0.8263932901742814,0.8979591836734694,-0.07156589349918796
v30_avg60_exact_var,holdout,"[0.850,0.900]",46,0.8718738573178046,0.8913043478260869,-0.019430490508282272
v30_avg60_exact_var,holdout,"[0.900,0.950]",66,0.928342582064196,0.9090909090909091,0.019251672973286893
v30_avg60_exact_var,holdout,"[0.950,0.975]",45,0.9652650195941337,0.9555555555555556,0.009709464038578086
v30_avg60_exact_var,holdout,"[0.975,1.000]",193,0.9948395526637264,0.9948186528497409,2.0899813985453264e-05
v30_avg75_exact_var,all,"[0.500,0.550]",832,0.5248116332575573,0.5264423076923077,-0.001630674434750401
v30_avg75_exact_var,all,"[0.550,0.600]",611,0.5734710388451942,0.6072013093289689,-0.03373027048377464
v30_avg75_exact_var,all,"[0.600,0.650]",455,0.6236676506830615,0.6703296703296703,-0.046662019646608766
v30_avg75_exact_var,all,"[0.650,0.700]",352,0.674338731072369,0.7017045454545454,-0.027365814382176445
v30_avg75_exact_var,all,"[0.700,0.750]",277,0.724018080164015,0.7075812274368231,0.016436852727191975
v30_avg75_exact_var,all,"[0.750,0.800]",282,0.7767988942569637,0.7801418439716312,-0.0033429497146675313
v30_avg75_exact_var,all,"[0.800,0.850]",238,0.8257526626083046,0.865546218487395,-0.03979355587909039
v30_avg75_exact_var,all,"[0.850,0.900]",298,0.8738013463215879,0.912751677852349,-0.038950331530761106
v30_avg75_exact_var,all,"[0.900,0.950]",369,0.926761193999303,0.9295392953929539,-0.002778101393650867
v30_avg75_exact_var,all,"[0.950,0.975]",255,0.9631316910184081,0.9372549019607843,0.025876789057623806
v30_avg75_exact_var,all,"[0.975,1.000]",929,0.9942659620346315,0.9924650161463939,0.0018009458882375373
v30_avg75_exact_var,train,"[0.500,0.550]",521,0.5248185118184717,0.5355086372360844,-0.010690125417612717
v30_avg75_exact_var,train,"[0.550,0.600]",392,0.5733334602964699,0.6071428571428571,-0.033809396846387174
v30_avg75_exact_var,train,"[0.600,0.650]",281,0.6230954134067473,0.6868327402135231,-0.0637373268067758
v30_avg75_exact_var,train,"[0.650,0.700]",216,0.6741149985517789,0.7083333333333334,-0.03421833478155445
v30_avg75_exact_var,train,"[0.700,0.750]",176,0.7241183691410704,0.7329545454545454,-0.008836176313474997
v30_avg75_exact_var,train,"[0.750,0.800]",161,0.7772031854907335,0.7763975155279503,0.0008056699627831954
v30_avg75_exact_var,train,"[0.800,0.850]",144,0.8275394042440164,0.8958333333333334,-0.06829392908931697
v30_avg75_exact_var,train,"[0.850,0.900]",191,0.8730340792701,0.9057591623036649,-0.03272508303356492
v30_avg75_exact_var,train,"[0.900,0.950]",221,0.9262075376369215,0.9321266968325792,-0.005919159195657664
v30_avg75_exact_var,train,"[0.950,0.975]",145,0.9627633889718701,0.9448275862068966,0.01793580276497353
v30_avg75_exact_var,train,"[0.975,1.000]",490,0.9942046231362658,0.9918367346938776,0.002367888442388222
v30_avg75_exact_var,validation,"[0.500,0.550]",143,0.5235260106328333,0.48951048951048953,0.034015521122343795
v30_avg75_exact_var,validation,"[0.550,0.600]",101,0.5752215893866979,0.6039603960396039,-0.028738806652906068
v30_avg75_exact_var,validation,"[0.600,0.650]",80,0.6259650957704761,0.65,-0.024034904229523923
v30_avg75_exact_var,validation,"[0.650,0.700]",61,0.6744031074868801,0.639344262295082,0.03505884519179814
v30_avg75_exact_var,validation,"[0.700,0.750]",48,0.7244693579563789,0.625,0.0994693579563789
v30_avg75_exact_var,validation,"[0.750,0.800]",54,0.773909730031798,0.7592592592592593,0.01465047077253867
v30_avg75_exact_var,validation,"[0.800,0.850]",47,0.8196950399865067,0.7872340425531915,0.03246099743331521
v30_avg75_exact_var,validation,"[0.850,0.900]",60,0.8766067498099532,0.9333333333333333,-0.056726583523380114
v30_avg75_exact_var,validation,"[0.900,0.950]",88,0.9273422568938673,0.9431818181818182,-0.015839561287950943
v30_avg75_exact_var,validation,"[0.950,0.975]",61,0.9635494686784628,0.9180327868852459,0.045516681793216884
v30_avg75_exact_var,validation,"[0.975,1.000]",239,0.9936773804440863,0.9916317991631799,0.0020455812809063723
v30_avg75_exact_var,holdout,"[0.500,0.550]",168,0.5258846112640994,0.5297619047619048,-0.003877293497805412
v30_avg75_exact_var,holdout,"[0.550,0.600]",118,0.5724297268656013,0.6101694915254238,-0.03773976465982243
v30_avg75_exact_var,holdout,"[0.600,0.650]",94,0.623423002466584,0.6382978723404256,-0.014874869873841567
v30_avg75_exact_var,holdout,"[0.650,0.700]",75,0.6749307212478656,0.7333333333333333,-0.05840261208546771
v30_avg75_exact_var,holdout,"[0.700,0.750]",53,0.7232763406546708,0.6981132075471698,0.025163133107501068
v30_avg75_exact_var,holdout,"[0.750,0.800]",67,0.7781559685781877,0.8059701492537313,-0.027814180675543643
v30_avg75_exact_var,holdout,"[0.800,0.850]",47,0.8263360129845176,0.851063829787234,-0.024727816802716407
v30_avg75_exact_var,holdout,"[0.850,0.900]",47,0.873338022864827,0.9148936170212766,-0.041555594156449605
v30_avg75_exact_var,holdout,"[0.900,0.950]",60,0.9279482693553809,0.9,0.02794826935538086
v30_avg75_exact_var,holdout,"[0.950,0.975]",49,0.9637014738650337,0.9387755102040817,0.02492596366095201
v30_avg75_exact_var,holdout,"[0.975,1.000]",200,0.9951195973363292,0.995,0.00011959733632915803
v30_avg90_exact_var,all,"[0.500,0.550]",821,0.5247496710275674,0.5286236297198539,-0.003873958692286461
v30_avg90_exact_var,all,"[0.550,0.600]",610,0.573540542447492,0.601639344262295,-0.028098801814803065
v30_avg90_exact_var,all,"[0.600,0.650]",450,0.6237920628567823,0.6711111111111111,-0.047319048254328755
v30_avg90_exact_var,all,"[0.650,0.700]",352,0.6752312464866482,0.6875,-0.012268753513351771
v30_avg90_exact_var,all,"[0.700,0.750]",272,0.7242012438659938,0.7095588235294118,0.01464242033658203
v30_avg90_exact_var,all,"[0.750,0.800]",270,0.7763220413876436,0.7814814814814814,-0.0051594400938378415
v30_avg90_exact_var,all,"[0.800,0.850]",234,0.8237322768028901,0.8632478632478633,-0.039515586444973216
v30_avg90_exact_var,all,"[0.850,0.900]",318,0.874142053027093,0.9056603773584906,-0.03151832433139756
v30_avg90_exact_var,all,"[0.900,0.950]",349,0.9275742531897022,0.9255014326647565,0.0020728205249457288
v30_avg90_exact_var,all,"[0.950,0.975]",258,0.9631091388363459,0.9302325581395349,0.032876580696810986
v30_avg90_exact_var,all,"[0.975,1.000]",964,0.9946084961074061,0.9927385892116183,0.0018699068957878096
v30_avg90_exact_var,train,"[0.500,0.550]",514,0.5247571649484821,0.5369649805447471,-0.012207815596264937
v30_avg90_exact_var,train,"[0.550,0.600]",390,0.5733160702488055,0.6,-0.02668392975119449
v30_avg90_exact_var,train,"[0.600,0.650]",280,0.6231595203308292,0.6964285714285714,-0.07326905109774218
v30_avg90_exact_var,train,"[0.650,0.700]",216,0.6752291969873396,0.6898148148148148,-0.014585617827475139
v30_avg90_exact_var,train,"[0.700,0.750]",172,0.724540417948115,0.7209302325581395,0.0036101853899754843
v30_avg90_exact_var,train,"[0.750,0.800]",153,0.7762877215016686,0.7843137254901961,-0.008026003988527486
v30_avg90_exact_var,train,"[0.800,0.850]",138,0.8246050859431863,0.9057971014492754,-0.08119201550608912
v30_avg90_exact_var,train,"[0.850,0.900]",209,0.8733602066914681,0.8899521531100478,-0.01659194641857975
v30_avg90_exact_var,train,"[0.900,0.950]",208,0.9273106533494636,0.9375,-0.01018934665053639
v30_avg90_exact_var,train,"[0.950,0.975]",150,0.9630628153600007,0.9333333333333333,0.029729482026667364
v30_avg90_exact_var,train,"[0.975,1.000]",508,0.994704610435092,0.9921259842519685,0.0025786261831234336
v30_avg90_exact_var,validation,"[0.500,0.550]",140,0.5232082189157558,0.4928571428571429,0.03035107605861287
v30_avg90_exact_var,validation,"[0.550,0.600]",104,0.5753397927683545,0.5961538461538461,-0.020814053385491693
v30_avg90_exact_var,validation,"[0.600,0.650]",75,0.625902843421186,0.6266666666666667,-0.0007638232454807437
v30_avg90_exact_var,validation,"[0.650,0.700]",65,0.6750259899106941,0.6615384615384615,0.013487528372232549
v30_avg90_exact_var,validation,"[0.700,0.750]",45,0.7250365313199614,0.6444444444444445,0.08059208687551689
v30_avg90_exact_var,validation,"[0.750,0.800]",53,0.7731650811084224,0.7358490566037735,0.03731602450464888
v30_avg90_exact_var,validation,"[0.800,0.850]",49,0.8209716815473161,0.7755102040816326,0.04546147746568352
v30_avg90_exact_var,validation,"[0.850,0.900]",59,0.8774948156033675,0.9661016949152542,-0.08860687931188671
v30_avg90_exact_var,validation,"[0.900,0.950]",83,0.927115712056932,0.9156626506024096,0.011453061454522406
v30_avg90_exact_var,validation,"[0.950,0.975]",61,0.9625055662229942,0.9180327868852459,0.04447277933774829
v30_avg90_exact_var,validation,"[0.975,1.000]",248,0.993950453847277,0.9919354838709677,0.0020149699763092332
v30_avg90_exact_var,holdout,"[0.500,0.550]",167,0.5260188412090253,0.5329341317365269,-0.006915290527501616
v30_avg90_exact_var,holdout,"[0.550,0.600]",116,0.5726821124829926,0.6120689655172413,-0.039386853034248714
v30_avg90_exact_var,holdout,"[0.600,0.650]",95,0.6239899930140105,0.631578947368421,-0.0075889543544105376
v30_avg90_exact_var,holdout,"[0.650,0.700]",71,0.6754253925329536,0.704225352112676,-0.028799959579722367
v30_avg90_exact_var,holdout,"[0.700,0.750]",55,0.7224571370013866,0.7272727272727273,-0.004815590271340708
v30_avg90_exact_var,holdout,"[0.750,0.800]",64,0.779018445096282,0.8125,-0.03348155490371796
v30_avg90_exact_var,holdout,"[0.800,0.850]",47,0.8240476279978307,0.8297872340425532,-0.005739606044722456
v30_avg90_exact_var,holdout,"[0.850,0.900]",50,0.8734539108700017,0.9,-0.02654608912999834
v30_avg90_exact_var,holdout,"[0.900,0.950]",58,0.929175764927454,0.896551724137931,0.03262404078952297
v30_avg90_exact_var,holdout,"[0.950,0.975]",47,0.9640403399186076,0.9361702127659575,0.027870127152650137
v30_avg90_exact_var,holdout,"[0.975,1.000]",208,0.9951583441941736,0.9951923076923077,-3.3963498134115255e-05
v31_avg90_final60_exact,all,"[0.500,0.550]",821,0.5247496710275674,0.5286236297198539,-0.003873958692286461
v31_avg90_final60_exact,all,"[0.550,0.600]",610,0.5734974991401153,0.601639344262295,-0.028141845122179765
v31_avg90_final60_exact,all,"[0.600,0.650]",450,0.6237920628567823,0.6711111111111111,-0.047319048254328755
v31_avg90_final60_exact,all,"[0.650,0.700]",352,0.6752312464866482,0.6875,-0.012268753513351771
v31_avg90_final60_exact,all,"[0.700,0.750]",272,0.7242012438659938,0.7095588235294118,0.01464242033658203
v31_avg90_final60_exact,all,"[0.750,0.800]",270,0.7763220413876436,0.7814814814814814,-0.0051594400938378415
v31_avg90_final60_exact,all,"[0.800,0.850]",234,0.8237322768028901,0.8632478632478633,-0.039515586444973216
v31_avg90_final60_exact,all,"[0.850,0.900]",318,0.874142053027093,0.9056603773584906,-0.03151832433139756
v31_avg90_final60_exact,all,"[0.900,0.950]",349,0.9275742531897022,0.9255014326647565,0.0020728205249457288
v31_avg90_final60_exact,all,"[0.950,0.975]",258,0.9631091388363459,0.9302325581395349,0.032876580696810986
v31_avg90_final60_exact,all,"[0.975,1.000]",964,0.9946079603830654,0.9927385892116183,0.0018693711714471428
v31_avg90_final60_exact,train,"[0.500,0.550]",514,0.5247571649484821,0.5369649805447471,-0.012207815596264937
v31_avg90_final60_exact,train,"[0.550,0.600]",390,0.5732487461013701,0.6,-0.026751253898629868
v31_avg90_final60_exact,train,"[0.600,0.650]",280,0.6231595203308292,0.6964285714285714,-0.07326905109774218
v31_avg90_final60_exact,train,"[0.650,0.700]",216,0.6752291969873396,0.6898148148148148,-0.014585617827475139
v31_avg90_final60_exact,train,"[0.700,0.750]",172,0.724540417948115,0.7209302325581395,0.0036101853899754843
v31_avg90_final60_exact,train,"[0.750,0.800]",153,0.7762877215016686,0.7843137254901961,-0.008026003988527486
v31_avg90_final60_exact,train,"[0.800,0.850]",138,0.8246050859431863,0.9057971014492754,-0.08119201550608912
v31_avg90_final60_exact,train,"[0.850,0.900]",209,0.8733602066914681,0.8899521531100478,-0.01659194641857975
v31_avg90_final60_exact,train,"[0.900,0.950]",208,0.9273106533494636,0.9375,-0.01018934665053639
v31_avg90_final60_exact,train,"[0.950,0.975]",150,0.9630628153600007,0.9333333333333333,0.029729482026667364
v31_avg90_final60_exact,train,"[0.975,1.000]",508,0.9947035938243354,0.9921259842519685,0.002577609572366857
v31_avg90_final60_exact,validation,"[0.500,0.550]",140,0.5232082189157558,0.4928571428571429,0.03035107605861287
v31_avg90_final60_exact,validation,"[0.550,0.600]",104,0.5753397927683545,0.5961538461538461,-0.020814053385491693
v31_avg90_final60_exact,validation,"[0.600,0.650]",75,0.625902843421186,0.6266666666666667,-0.0007638232454807437
v31_avg90_final60_exact,validation,"[0.650,0.700]",65,0.6750259899106941,0.6615384615384615,0.013487528372232549
v31_avg90_final60_exact,validation,"[0.700,0.750]",45,0.7250365313199614,0.6444444444444445,0.08059208687551689
v31_avg90_final60_exact,validation,"[0.750,0.800]",53,0.7731650811084224,0.7358490566037735,0.03731602450464888
v31_avg90_final60_exact,validation,"[0.800,0.850]",49,0.8209716815473161,0.7755102040816326,0.04546147746568352
v31_avg90_final60_exact,validation,"[0.850,0.900]",59,0.8774948156033675,0.9661016949152542,-0.08860687931188671
v31_avg90_final60_exact,validation,"[0.900,0.950]",83,0.927115712056932,0.9156626506024096,0.011453061454522406
v31_avg90_final60_exact,validation,"[0.950,0.975]",61,0.9625055662229942,0.9180327868852459,0.04447277933774829
v31_avg90_final60_exact,validation,"[0.975,1.000]",248,0.993950453847277,0.9919354838709677,0.0020149699763092332
v31_avg90_final60_exact,holdout,"[0.500,0.550]",167,0.5260188412090253,0.5329341317365269,-0.006915290527501616
v31_avg90_final60_exact,holdout,"[0.550,0.600]",116,0.5726821124829926,0.6120689655172413,-0.039386853034248714
v31_avg90_final60_exact,holdout,"[0.600,0.650]",95,0.6239899930140105,0.631578947368421,-0.0075889543544105376
v31_avg90_final60_exact,holdout,"[0.650,0.700]",71,0.6754253925329536,0.704225352112676,-0.028799959579722367
v31_avg90_final60_exact,holdout,"[0.700,0.750]",55,0.7224571370013866,0.7272727272727273,-0.004815590271340708
v31_avg90_final60_exact,holdout,"[0.750,0.800]",64,0.779018445096282,0.8125,-0.03348155490371796
v31_avg90_final60_exact,holdout,"[0.800,0.850]",47,0.8240476279978307,0.8297872340425532,-0.005739606044722456
v31_avg90_final60_exact,holdout,"[0.850,0.900]",50,0.8734539108700017,0.9,-0.02654608912999834
v31_avg90_final60_exact,holdout,"[0.900,0.950]",58,0.929175764927454,0.896551724137931,0.03262404078952297
v31_avg90_final60_exact,holdout,"[0.950,0.975]",47,0.9640403399186076,0.9361702127659575,0.027870127152650137
v31_avg90_final60_exact,holdout,"[0.975,1.000]",208,0.9951583441941736,0.9951923076923077,-3.3963498134115255e-05
v32_avg110_final60_exact,all,"[0.500,0.550]",808,0.524635935171683,0.5272277227722773,-0.0025917876005941975
v32_avg110_final60_exact,all,"[0.550,0.600]",606,0.5734620339705493,0.5924092409240924,-0.018947206953543128
v32_avg110_final60_exact,all,"[0.600,0.650]",447,0.6238335797241071,0.6756152125279642,-0.05178163280385706
v32_avg110_final60_exact,all,"[0.650,0.700]",343,0.6750737616399033,0.6967930029154519,-0.021719241275548584
v32_avg110_final60_exact,all,"[0.700,0.750]",268,0.7230625531039439,0.7164179104477612,0.006644642656182698
v32_avg110_final60_exact,all,"[0.750,0.800]",274,0.7752310907426039,0.7700729927007299,0.005158098041873949
v32_avg110_final60_exact,all,"[0.800,0.850]",237,0.8225773020097645,0.8312236286919831,-0.008646326682218541
v32_avg110_final60_exact,all,"[0.850,0.900]",312,0.8742555113535374,0.9038461538461539,-0.029590642492616448
v32_avg110_final60_exact,all,"[0.900,0.950]",349,0.9266974712214224,0.9312320916905444,-0.004534620469122008
v32_avg110_final60_exact,all,"[0.950,0.975]",264,0.9634364762286155,0.928030303030303,0.03540617319831252
v32_avg110_final60_exact,all,"[0.975,1.000]",990,0.9947071811699132,0.990909090909091,0.003798090260822229
v32_avg110_final60_exact,train,"[0.500,0.550]",507,0.524754068202065,0.534516765285996,-0.00976269708393096
v32_avg110_final60_exact,train,"[0.550,0.600]",387,0.5733235494885907,0.5943152454780362,-0.020991695989445502
v32_avg110_final60_exact,train,"[0.600,0.650]",280,0.6232967526908494,0.6964285714285714,-0.07313181873772201
v32_avg110_final60_exact,train,"[0.650,0.700]",207,0.6752548722192718,0.714975845410628,-0.039720973191356146
v32_avg110_final60_exact,train,"[0.700,0.750]",168,0.7234312139661109,0.7023809523809523,0.021050261585158547
v32_avg110_final60_exact,train,"[0.750,0.800]",154,0.774406709913213,0.7857142857142857,-0.011307575801072667
v32_avg110_final60_exact,train,"[0.800,0.850]",142,0.8222584761931477,0.8661971830985915,-0.04393870690544377
v32_avg110_final60_exact,train,"[0.850,0.900]",205,0.8735313017029029,0.8926829268292683,-0.019151625126365368
v32_avg110_final60_exact,train,"[0.900,0.950]",211,0.9260382670544675,0.9383886255924171,-0.012350358537949635
v32_avg110_final60_exact,train,"[0.950,0.975]",155,0.9633970560019295,0.9354838709677419,0.027913185034187604
v32_avg110_final60_exact,train,"[0.975,1.000]",522,0.9946977283340066,0.9885057471264368,0.006191981207569808
v32_avg110_final60_exact,validation,"[0.500,0.550]",138,0.5228782784714253,0.4927536231884058,0.030124655283019497
v32_avg110_final60_exact,validation,"[0.550,0.600]",102,0.575140025617759,0.5784313725490197,-0.0032913469312606525
v32_avg110_final60_exact,validation,"[0.600,0.650]",77,0.6260002115207864,0.6363636363636364,-0.010363424842849911
v32_avg110_final60_exact,validation,"[0.650,0.700]",63,0.675809738239975,0.6666666666666666,0.009143071573308403
v32_avg110_final60_exact,validation,"[0.700,0.750]",46,0.7236528642137595,0.6956521739130435,0.028000690300716058
v32_avg110_final60_exact,validation,"[0.750,0.800]",56,0.7744549103678351,0.7142857142857143,0.06016919608212079
v32_avg110_final60_exact,validation,"[0.800,0.850]",43,0.8207889525788534,0.7441860465116279,0.07660290606722553
v32_avg110_final60_exact,validation,"[0.850,0.900]",56,0.8762080376141553,0.9464285714285714,-0.07022053381441606
v32_avg110_final60_exact,validation,"[0.900,0.950]",85,0.9268471485273411,0.9176470588235294,0.009200089703811698
v32_avg110_final60_exact,validation,"[0.950,0.975]",64,0.9631735901944677,0.921875,0.04129859019446769
v32_avg110_final60_exact,validation,"[0.975,1.000]",252,0.994310818679711,0.9920634920634921,0.0022473266162189587
v32_avg110_final60_exact,holdout,"[0.500,0.550]",163,0.5257565681669711,0.5337423312883436,-0.007985763121372447
v32_avg110_final60_exact,holdout,"[0.550,0.600]",117,0.572457233513307,0.5982905982905983,-0.025833364777291257
v32_avg110_final60_exact,holdout,"[0.600,0.650]",90,0.6236500344015286,0.6444444444444445,-0.020794410042915934
v32_avg110_final60_exact,holdout,"[0.650,0.700]",73,0.6739250436161525,0.6712328767123288,0.0026921669038236784
v32_avg110_final60_exact,holdout,"[0.700,0.750]",54,0.7214127505873593,0.7777777777777778,-0.05636502719041847
v32_avg110_final60_exact,holdout,"[0.750,0.800]",64,0.7778939149412482,0.78125,-0.0033560850587518454
v32_avg110_final60_exact,holdout,"[0.800,0.850]",52,0.8249267691537793,0.8076923076923077,0.017234461461471562
v32_avg110_final60_exact,holdout,"[0.850,0.900]",51,0.8750225997414876,0.9019607843137255,-0.026938184572237955
v32_avg110_final60_exact,holdout,"[0.900,0.950]",53,0.9290818015652788,0.9245283018867925,0.0045534996784862836
v32_avg110_final60_exact,holdout,"[0.950,0.975]",45,0.9639461393690997,0.9111111111111111,0.05283502825798858
v32_avg110_final60_exact,holdout,"[0.975,1.000]",216,0.9951924484285907,0.9953703703703703,-0.00017792194177967957
v33_antipersist3,all,"[0.500,0.550]",822,0.5236990199765947,0.5170316301703163,0.0066673898062784565
v33_antipersist3,all,"[0.550,0.600]",617,0.573240653673735,0.6029173419773096,-0.029676688303574617
v33_antipersist3,all,"[0.600,0.650]",424,0.6229451583593081,0.6721698113207547,-0.049224652961446624
v33_antipersist3,all,"[0.650,0.700]",358,0.6743333132129162,0.7122905027932961,-0.03795718958037986
v33_antipersist3,all,"[0.700,0.750]",257,0.7233851781464576,0.7120622568093385,0.011322921337119096
v33_antipersist3,all,"[0.750,0.800]",280,0.7752106183224949,0.7607142857142857,0.014496332608209261
v33_antipersist3,all,"[0.800,0.850]",226,0.8231768374338593,0.8407079646017699,-0.01753112716791061
v33_antipersist3,all,"[0.850,0.900]",309,0.8740019432938007,0.8996763754045307,-0.02567443211073006
v33_antipersist3,all,"[0.900,0.950]",339,0.9264416458193862,0.9410029498525073,-0.01456130403312117
v33_antipersist3,all,"[0.950,0.975]",256,0.9628786996704419,0.921875,0.04100369967044193
v33_antipersist3,all,"[0.975,1.000]",1010,0.9947597652795123,0.9910891089108911,0.0036706563686211835
v33_antipersist3,train,"[0.500,0.550]",518,0.5240990952042245,0.528957528957529,-0.004858433753304525
v33_antipersist3,train,"[0.550,0.600]",392,0.5731969779266401,0.6173469387755102,-0.04414996084887002
v33_antipersist3,train,"[0.600,0.650]",268,0.6231706728509289,0.6902985074626866,-0.06712783461175775
v33_antipersist3,train,"[0.650,0.700]",209,0.6747379697990147,0.7129186602870813,-0.038180690488066604
v33_antipersist3,train,"[0.700,0.750]",165,0.7231675510313176,0.703030303030303,0.020137248001014574
v33_antipersist3,train,"[0.750,0.800]",155,0.7743818209102913,0.7741935483870968,0.00018827252319453258
v33_antipersist3,train,"[0.800,0.850]",143,0.8233524914072374,0.8741258741258742,-0.05077338271863674
v33_antipersist3,train,"[0.850,0.900]",199,0.8737758753513476,0.8944723618090452,-0.020696486457697616
v33_antipersist3,train,"[0.900,0.950]",204,0.925860308364351,0.946078431372549,-0.02021812300819803
v33_antipersist3,train,"[0.950,0.975]",149,0.9627457248268101,0.9261744966442953,0.03657122818251479
v33_antipersist3,train,"[0.975,1.000]",536,0.9946138433358644,0.9888059701492538,0.00580787318661069
v33_antipersist3,validation,"[0.500,0.550]",135,0.5206648475683485,0.4962962962962963,0.02436855127205223
v33_antipersist3,validation,"[0.550,0.600]",105,0.5747955440000954,0.5619047619047619,0.012890782095333453
v33_antipersist3,validation,"[0.600,0.650]",73,0.6232585204719289,0.6438356164383562,-0.020577095966427317
v33_antipersist3,validation,"[0.650,0.700]",69,0.6745850062947208,0.6956521739130435,-0.021067167618322613
v33_antipersist3,validation,"[0.700,0.750]",48,0.7260872698066246,0.6875,0.038587269806624636
v33_antipersist3,validation,"[0.750,0.800]",58,0.7757618765625002,0.7068965517241379,0.06886532483836227
v33_antipersist3,validation,"[0.800,0.850]",36,0.8210611382297656,0.7777777777777778,0.043283360451987773
v33_antipersist3,validation,"[0.850,0.900]",58,0.8749270769476811,0.9137931034482759,-0.038866026500594786
v33_antipersist3,validation,"[0.900,0.950]",82,0.9268570106679145,0.9390243902439024,-0.012167379575987902
v33_antipersist3,validation,"[0.950,0.975]",62,0.9624667614171069,0.9193548387096774,0.04311192270742947
v33_antipersist3,validation,"[0.975,1.000]",256,0.9944474268124399,0.9921875,0.0022599268124399163
v33_antipersist3,holdout,"[0.500,0.550]",169,0.5248965010842933,0.4970414201183432,0.02785508096595013
v33_antipersist3,holdout,"[0.550,0.600]",120,0.5720227987453458,0.5916666666666667,-0.01964386792132089
v33_antipersist3,holdout,"[0.600,0.650]",83,0.621941383443938,0.6385542168674698,-0.016612833423531814
v33_antipersist3,holdout,"[0.650,0.700]",80,0.6730590625986771,0.725,-0.051940937401322884
v33_antipersist3,holdout,"[0.700,0.750]",44,0.7212535434716876,0.7727272727272727,-0.05147372925558513
v33_antipersist3,holdout,"[0.750,0.800]",67,0.776650776844454,0.7761194029850746,0.0005313738593794026
v33_antipersist3,holdout,"[0.800,0.850]",47,0.8242629364371423,0.7872340425531915,0.03702889388395081
v33_antipersist3,holdout,"[0.850,0.900]",52,0.8738352080750142,0.9038461538461539,-0.030010945771139608
v33_antipersist3,holdout,"[0.900,0.950]",53,0.9280366066353827,0.9245283018867925,0.0035083047485902075
v33_antipersist3,holdout,"[0.950,0.975]",45,0.96388655352395,0.9111111111111111,0.052775442412838935
v33_antipersist3,holdout,"[0.975,1.000]",218,0.9954853286252267,0.9954128440366973,7.248458852937567e-05
v34_material_antipersist3,all,"[0.500,0.550]",819,0.5240560794137188,0.5274725274725275,-0.0034164480588086965
