model,min_edge_cents,split,resolved_markets,selected_markets,coverage,wins,losses,accuracy,gross_net_cents,cost_cents,roi,avg_selected_edge_cents,avg_ask_cents
book_time_v32drift85,3.0,all,330,240,0.7272727272727273,161,79,0.6708333333333333,492.0,15608.0,0.031522296258329065,3.7367975988859814,65.03333333333333
book_time_v32drift85,3.0,train,198,138,0.696969696969697,95,43,0.6884057971014492,421.0,9079.0,0.046370745676836654,3.825058826531789,65.78985507246377
book_time_v32drift85,3.0,validation,66,51,0.7727272727272727,32,19,0.6274509803921569,-120.0,3320.0,-0.03614457831325301,3.64177091851282,65.09803921568627
book_time_v32drift85,3.0,holdout,66,51,0.7727272727272727,34,17,0.6666666666666666,191.0,3209.0,0.059520099719538797,3.59299978092343,62.92156862745098
book_time_v32drift85,3.25,all,330,226,0.6848484848484848,159,67,0.7035398230088495,839.0,15061.0,0.05570679237766417,3.9186886976464543,66.64159292035399
book_time_v32drift85,3.25,train,198,128,0.6464646464646465,93,35,0.7265625,658.0,8642.0,0.07613978245776441,4.036423558090685,67.515625
book_time_v32drift85,3.25,validation,66,50,0.7575757575757576,32,18,0.64,-132.0,3332.0,-0.03961584633853541,3.764137522081402,66.64
book_time_v32drift85,3.25,holdout,66,48,0.7272727272727273,34,14,0.7083333333333334,313.0,3087.0,0.101392938127632,3.7657198776754375,64.3125
book_time_v32drift85,3.5,all,330,201,0.6090909090909091,141,60,0.7014925373134329,561.0,13539.0,0.04143585198315976,4.1380948584881985,67.35820895522389
book_time_v32drift85,3.5,train,198,118,0.5959595959595959,85,33,0.7203389830508474,483.0,8017.0,0.06024697517774729,4.212136871047774,67.94067796610169
book_time_v32drift85,3.5,validation,66,38,0.5757575757575758,24,14,0.631578947368421,-168.0,2568.0,-0.06542056074766354,4.055593187195439,67.57894736842105
book_time_v32drift85,3.5,holdout,66,45,0.6818181818181818,32,13,0.7111111111111111,246.0,2954.0,0.08327691266079891,4.013608325756976,65.64444444444445
book_time_v32drift85,5.0,all,330,41,0.12424242424242424,27,14,0.6585365853658537,353.0,2347.0,0.1504047720494248,6.960054583660213,57.24390243902439
book_time_v32drift85,5.0,train,198,28,0.1414141414141414,20,8,0.7142857142857143,372.0,1628.0,0.2285012285012285,7.249320817249341,58.142857142857146
book_time_v32drift85,5.0,validation,66,6,0.09090909090909091,3,3,0.5,15.0,285.0,0.05263157894736842,6.953953446050285,47.5
book_time_v32drift85,5.0,holdout,66,7,0.10606060606060606,4,3,0.5714285714285714,-34.0,434.0,-0.07834101382488479,5.8082191958264815,62.0
book_time_v32drift85,7.0,all,330,16,0.048484848484848485,9,7,0.5625,114.0,786.0,0.1450381679389313,9.659203874045655,49.125
book_time_v32drift85,7.0,train,198,11,0.05555555555555555,6,5,0.5454545454545454,66.0,534.0,0.12359550561797752,10.187073539339682,48.54545454545455
book_time_v32drift85,7.0,validation,66,2,0.030303030303030304,1,1,0.5,29.0,71.0,0.4084507042253521,9.78475559471125,35.5
book_time_v32drift85,7.0,holdout,66,3,0.045454545454545456,2,1,0.6666666666666666,19.0,181.0,0.10497237569060773,7.6399806208571635,60.333333333333336
book_time_v32drift85,10.0,all,330,6,0.01818181818181818,1,5,0.16666666666666666,-43.0,143.0,-0.3006993006993007,13.456691386776638,23.833333333333332
book_time_v32drift85,10.0,train,198,5,0.025252525252525252,1,4,0.2,-32.0,132.0,-0.24242424242424243,13.81695520158831,26.4
book_time_v32drift85,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,11.65537231271827,11.0
book_time_v32drift85,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_time_v33drift85,0.0,all,330,330,1.0,191,139,0.5787878787878787,684.0,18416.0,0.037141615986099046,1.2922353469388075,55.806060606060605
book_time_v33drift85,0.0,train,198,198,1.0,114,84,0.5757575757575758,436.0,10964.0,0.03976650857351332,1.2317028112533444,55.37373737373738
book_time_v33drift85,0.0,validation,66,66,1.0,36,30,0.5454545454545454,-65.0,3665.0,-0.017735334242837655,1.0834786872277333,55.53030303030303
book_time_v33drift85,0.0,holdout,66,66,1.0,41,25,0.6212121212121212,313.0,3787.0,0.08265117507261685,1.6825896137062708,57.378787878787875
book_time_v33drift85,1.0,all,330,329,0.996969696969697,207,122,0.6291793313069909,1366.0,19334.0,0.07065273611254784,1.858093100828052,58.765957446808514
book_time_v33drift85,1.0,train,198,197,0.9949494949494949,124,73,0.6294416243654822,619.0,11781.0,0.05254222901281725,1.8353018387511224,59.80203045685279
book_time_v33drift85,1.0,validation,66,66,1.0,41,25,0.6212121212121212,246.0,3854.0,0.06382978723404255,1.7807185089150834,58.39393939393939
book_time_v33drift85,1.0,holdout,66,66,1.0,42,24,0.6363636363636364,501.0,3699.0,0.1354420113544201,2.003496156819128,56.04545454545455
book_time_v33drift85,2.0,all,330,286,0.8666666666666667,182,104,0.6363636363636364,825.0,17375.0,0.04748201438848921,2.7677522797881893,60.75174825174825
book_time_v33drift85,2.0,train,198,167,0.8434343434343434,107,60,0.6407185628742516,503.0,10197.0,0.04932823379425321,2.815577104040067,61.05988023952096
book_time_v33drift85,2.0,validation,66,56,0.8484848484848485,37,19,0.6607142857142857,286.0,3414.0,0.0837727006444054,2.7314392808535364,60.964285714285715
book_time_v33drift85,2.0,holdout,66,63,0.9545454545454546,38,25,0.6031746031746031,36.0,3764.0,0.009564293304994687,2.6732567605862343,59.74603174603175
book_time_v33drift85,2.25,all,330,269,0.8151515151515152,170,99,0.6319702602230484,563.0,16437.0,0.03425199245604429,3.0297334887184504,61.10408921933085
book_time_v33drift85,2.25,train,198,156,0.7878787878787878,101,55,0.6474358974358975,565.0,9535.0,0.05925537493445202,3.0825531615076955,61.12179487179487
book_time_v33drift85,2.25,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,25.0,3175.0,0.007874015748031496,2.9884611968825747,61.05769230769231
book_time_v33drift85,2.25,holdout,66,61,0.9242424242424242,37,24,0.6065573770491803,-27.0,3727.0,-0.007244432519452643,2.9298366070847326,61.09836065573771
book_time_v33drift85,2.5,all,330,259,0.7848484848484848,170,89,0.6563706563706564,927.0,16073.0,0.057674360729173146,3.2731261011023176,62.05791505791506
book_time_v33drift85,2.5,train,198,147,0.7424242424242424,99,48,0.673469387755102,840.0,9060.0,0.09271523178807947,3.264323610820008,61.63265306122449
book_time_v33drift85,2.5,validation,66,52,0.7878787878787878,33,19,0.6346153846153846,5.0,3295.0,0.0015174506828528073,3.3584507927667215,63.36538461538461
book_time_v33drift85,2.5,holdout,66,60,0.9090909090909091,38,22,0.6333333333333333,82.0,3718.0,0.022054868208714364,3.2207441361848277,61.96666666666667
book_time_v33drift85,2.75,all,330,253,0.7666666666666667,168,85,0.6640316205533597,788.0,16012.0,0.04921309018236323,3.4981139879292518,63.28853754940712
book_time_v33drift85,2.75,train,198,143,0.7222222222222222,98,45,0.6853146853146853,730.0,9070.0,0.0804851157662624,3.5388926319957608,63.42657342657343
book_time_v33drift85,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-79.0,3279.0,-0.02409271119243672,3.4844203403266567,63.05769230769231
book_time_v33drift85,2.75,holdout,66,58,0.8787878787878788,38,20,0.6551724137931034,137.0,3663.0,0.0374010374010374,3.4098506012710463,63.1551724137931
book_time_v33drift85,3.0,all,330,240,0.7272727272727273,161,79,0.6708333333333333,503.0,15597.0,0.03224979162659486,3.746051166128752,64.9875
book_time_v33drift85,3.0,train,198,138,0.696969696969697,95,43,0.6884057971014492,425.0,9075.0,0.046831955922865015,3.8398274003972137,65.76086956521739
book_time_v33drift85,3.0,validation,66,51,0.7727272727272727,32,19,0.6274509803921569,-114.0,3314.0,-0.0343995171997586,3.622820657976435,64.98039215686275
book_time_v33drift85,3.0,holdout,66,51,0.7727272727272727,34,17,0.6666666666666666,192.0,3208.0,0.059850374064837904,3.6155342168487614,62.90196078431372
book_time_v33drift85,3.25,all,330,228,0.6909090909090909,159,69,0.6973684210526315,780.0,15120.0,0.051587301587301584,3.9145274823746536,66.3157894736842
book_time_v33drift85,3.25,train,198,130,0.6565656565656566,93,37,0.7153846153846154,600.0,8700.0,0.06896551724137931,4.033788382575526,66.92307692307692
book_time_v33drift85,3.25,validation,66,50,0.7575757575757576,32,18,0.64,-146.0,3346.0,-0.04363419007770472,3.736252865641272,66.92
book_time_v33drift85,3.25,holdout,66,48,0.7272727272727273,34,14,0.7083333333333334,326.0,3074.0,0.10605074821080027,3.777231936761229,64.04166666666667
book_time_v33drift85,3.5,all,330,202,0.6121212121212121,141,61,0.698019801980198,535.0,13565.0,0.03943973461113159,4.1418886957545284,67.15346534653466
book_time_v33drift85,3.5,train,198,118,0.5959595959595959,85,33,0.7203389830508474,484.0,8016.0,0.06037924151696607,4.23686426286986,67.9322033898305
book_time_v33drift85,3.5,validation,66,38,0.5757575757575758,24,14,0.631578947368421,-158.0,2558.0,-0.0617670054730258,4.031362561288391,67.3157894736842
book_time_v33drift85,3.5,holdout,66,46,0.696969696969697,32,14,0.6956521739130435,209.0,2991.0,0.06987629555332665,3.9895599172785343,65.02173913043478
book_time_v33drift85,5.0,all,330,41,0.12424242424242424,27,14,0.6585365853658537,344.0,2356.0,0.1460101867572156,6.976800303165552,57.46341463414634
book_time_v33drift85,5.0,train,198,28,0.1414141414141414,20,8,0.7142857142857143,363.0,1637.0,0.2217470983506414,7.278320345384707,58.464285714285715
book_time_v33drift85,5.0,validation,66,6,0.09090909090909091,3,3,0.5,15.0,285.0,0.05263157894736842,6.857536975086558,47.5
book_time_v33drift85,5.0,holdout,66,7,0.10606060606060606,4,3,0.5714285714285714,-34.0,434.0,-0.07834101382488479,5.872945844070926,62.0
book_time_v33drift85,7.0,all,330,17,0.051515151515151514,10,7,0.5882352941176471,145.0,855.0,0.1695906432748538,9.562153794329094,50.294117647058826
book_time_v33drift85,7.0,train,198,12,0.06060606060606061,7,5,0.5833333333333334,97.0,603.0,0.16086235489220563,10.029175131285273,50.25
book_time_v33drift85,7.0,validation,66,2,0.030303030303030304,1,1,0.5,29.0,71.0,0.4084507042253521,9.499083905983738,35.5
book_time_v33drift85,7.0,holdout,66,3,0.045454545454545456,2,1,0.6666666666666666,19.0,181.0,0.10497237569060773,7.736115038734617,60.333333333333336
book_time_v33drift85,10.0,all,330,7,0.021212121212121213,2,5,0.2857142857142857,-23.0,223.0,-0.1031390134529148,12.909943615248325,31.857142857142858
book_time_v33drift85,10.0,train,198,6,0.030303030303030304,2,4,0.3333333333333333,-12.0,212.0,-0.05660377358490566,13.14592159775581,35.333333333333336
book_time_v33drift85,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,11.494075720203412,11.0
book_time_v33drift85,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v31_micro_platt,0.0,all,330,330,1.0,175,155,0.5303030303030303,-1023.0,18523.0,-0.05522863467040976,1.3870884599556192,56.13030303030303
book_v31_micro_platt,0.0,train,198,198,1.0,109,89,0.5505050505050505,-117.0,11017.0,-0.010619950984841609,1.3780894673056652,55.64141414141414
book_v31_micro_platt,0.0,validation,66,66,1.0,30,36,0.45454545454545453,-722.0,3722.0,-0.1939817302525524,1.460003738917989,56.39393939393939
book_v31_micro_platt,0.0,holdout,66,66,1.0,36,30,0.5454545454545454,-184.0,3784.0,-0.048625792811839326,1.3411701589431109,57.333333333333336
book_v31_micro_platt,1.0,all,330,326,0.9878787878787879,184,142,0.5644171779141104,-160.0,18560.0,-0.008620689655172414,1.888595750717563,56.93251533742331
book_v31_micro_platt,1.0,train,198,195,0.9848484848484849,114,81,0.5846153846153846,327.0,11073.0,0.029531292332701166,1.8397897069486129,56.784615384615385
book_v31_micro_platt,1.0,validation,66,66,1.0,35,31,0.5303030303030303,-201.0,3701.0,-0.05430964604161038,1.8766641733223295,56.07575757575758
book_v31_micro_platt,1.0,holdout,66,65,0.9848484848484849,35,30,0.5384615384615384,-286.0,3786.0,-0.07554146856840993,2.0471290221488045,58.246153846153845
book_v31_micro_platt,2.0,all,330,266,0.806060606060606,177,89,0.6654135338345865,905.0,16795.0,0.05388508484668056,3.211260306396509,63.1390977443609
book_v31_micro_platt,2.0,train,198,157,0.7929292929292929,110,47,0.7006369426751592,1180.0,9820.0,0.12016293279022404,3.1958803862679455,62.547770700636946
book_v31_micro_platt,2.0,validation,66,53,0.803030303030303,28,25,0.5283018867924528,-487.0,3287.0,-0.14815941588074233,3.2479915011920166,62.0188679245283
book_v31_micro_platt,2.0,holdout,66,56,0.8484848484848485,39,17,0.6964285714285714,212.0,3688.0,0.057483731019522775,3.2196155588254842,65.85714285714286
book_v31_micro_platt,2.25,all,330,249,0.7545454545454545,169,80,0.678714859437751,690.0,16210.0,0.04256631708821715,3.53512410735307,65.1004016064257
book_v31_micro_platt,2.25,train,198,146,0.7373737373737373,101,45,0.6917808219178082,694.0,9406.0,0.07378269189878801,3.5416473569404934,64.42465753424658
book_v31_micro_platt,2.25,validation,66,51,0.7727272727272727,30,21,0.5882352941176471,-307.0,3307.0,-0.09283338373147867,3.549168603319211,64.84313725490196
book_v31_micro_platt,2.25,holdout,66,52,0.7878787878787878,38,14,0.7307692307692307,303.0,3497.0,0.08664569631112382,3.503034420160054,67.25
book_v31_micro_platt,2.5,all,330,239,0.7242424242424242,165,74,0.6903765690376569,444.0,16056.0,0.02765321375186846,3.8710036466905833,67.17991631799163
book_v31_micro_platt,2.5,train,198,138,0.696969696969697,99,39,0.717391304347826,693.0,9207.0,0.07526881720430108,3.9514635102509157,66.71739130434783
book_v31_micro_platt,2.5,validation,66,50,0.7575757575757576,30,20,0.6,-360.0,3360.0,-0.10714285714285714,3.827466994355209,67.2
book_v31_micro_platt,2.5,holdout,66,51,0.7727272727272727,36,15,0.7058823529411765,111.0,3489.0,0.03181427343078246,3.6959717142482837,68.41176470588235
book_v31_micro_platt,2.75,all,330,237,0.7181818181818181,165,72,0.6962025316455697,340.0,16160.0,0.02103960396039604,4.026870093448307,68.18565400843882
book_v31_micro_platt,2.75,train,198,136,0.6868686868686869,98,38,0.7205882352941176,549.0,9251.0,0.059344935682628906,4.098439755071915,68.0220588235294
book_v31_micro_platt,2.75,validation,66,50,0.7575757575757576,31,19,0.62,-281.0,3381.0,-0.08311150547175392,3.956239873945384,67.62
book_v31_micro_platt,2.75,holdout,66,51,0.7727272727272727,36,15,0.7058823529411765,72.0,3528.0,0.02040816326530612,3.905262975690177,69.17647058823529
book_v31_micro_platt,3.0,all,330,236,0.7151515151515152,167,69,0.7076271186440678,388.0,16312.0,0.02378616969102501,4.184157183834486,69.11864406779661
book_v31_micro_platt,3.0,train,198,136,0.6868686868686869,98,38,0.7205882352941176,438.0,9362.0,0.0467848750267037,4.229296366660531,68.83823529411765
book_v31_micro_platt,3.0,validation,66,49,0.7424242424242424,32,17,0.6530612244897959,-179.0,3379.0,-0.0529742527374963,4.155711247967197,68.95918367346938
book_v31_micro_platt,3.0,holdout,66,51,0.7727272727272727,37,14,0.7254901960784313,129.0,3571.0,0.036124334920190425,4.091116438602232,70.01960784313725
book_v31_micro_platt,3.25,all,330,231,0.7,167,64,0.7229437229437229,493.0,16207.0,0.03041895477262911,4.3711149557368625,70.16017316017316
book_v31_micro_platt,3.25,train,198,132,0.6666666666666666,98,34,0.7424242424242424,610.0,9190.0,0.06637649619151251,4.3841767896715576,69.62121212121212
book_v31_micro_platt,3.25,validation,66,48,0.7272727272727273,32,16,0.6666666666666666,-179.0,3379.0,-0.0529742527374963,4.317142457594672,70.39583333333333
book_v31_micro_platt,3.25,holdout,66,51,0.7727272727272727,37,14,0.7254901960784313,62.0,3638.0,0.017042330951072018,4.388105501451479,71.33333333333333
book_v31_micro_platt,3.5,all,330,228,0.6909090909090909,167,61,0.7324561403508771,472.0,16228.0,0.029085531180675375,4.508260943422291,71.17543859649123
book_v31_micro_platt,3.5,train,198,130,0.6565656565656566,98,32,0.7538461538461538,642.0,9158.0,0.0701026424983621,4.506015003478107,70.44615384615385
book_v31_micro_platt,3.5,validation,66,47,0.7121212121212122,32,15,0.6808510638297872,-189.0,3389.0,-0.05576866332251402,4.4614495803561445,72.1063829787234
book_v31_micro_platt,3.5,holdout,66,51,0.7727272727272727,37,14,0.7254901960784313,19.0,3681.0,0.005161640858462374,4.557125771988035,72.17647058823529
book_v31_micro_platt,5.0,all,330,183,0.5545454545454546,148,35,0.8087431693989071,675.0,14125.0,0.047787610619469026,5.592457162374611,77.18579234972678
book_v31_micro_platt,5.0,train,198,108,0.5454545454545454,89,19,0.8240740740740741,592.0,8308.0,0.07125662012518055,5.723248409747679,76.92592592592592
book_v31_micro_platt,5.0,validation,66,35,0.5303030303030303,27,8,0.7714285714285715,0.0,2700.0,0.0,5.452406053405094,77.14285714285714
book_v31_micro_platt,5.0,holdout,66,40,0.6060606060606061,32,8,0.8,83.0,3117.0,0.02662816811036253,5.361865514815661,77.925
book_v31_micro_platt,7.0,all,330,13,0.03939393939393939,6,7,0.46153846153846156,23.0,577.0,0.03986135181975736,10.728066649324658,44.38461538461539
book_v31_micro_platt,7.0,train,198,9,0.045454545454545456,4,5,0.4444444444444444,-5.0,405.0,-0.012345679012345678,11.62607546276626,45.0
book_v31_micro_platt,7.0,validation,66,3,0.045454545454545456,1,2,0.3333333333333333,0.0,100.0,0.0,9.018196650380698,33.333333333333336
book_v31_micro_platt,7.0,holdout,66,1,0.015151515151515152,1,0,1.0,28.0,72.0,0.3888888888888889,7.775597325182133,72.0
book_v31_micro_platt,10.0,all,330,6,0.01818181818181818,0,6,0.0,-124.0,124.0,-1.0,14.121850231984126,20.666666666666668
book_v31_micro_platt,10.0,train,198,5,0.025252525252525252,0,5,0.0,-113.0,113.0,-1.0,14.486618339101733,22.6
book_v31_micro_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,12.298009696396093,11.0
book_v31_micro_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
