model,min_edge_cents,split,resolved_markets,selected_markets,coverage,wins,losses,accuracy,gross_net_cents,cost_cents,roi,avg_selected_edge_cents,avg_ask_cents
book_platt,2.75,validation,66,36,0.5454545454545454,26,10,0.7222222222222222,-133.0,2733.0,-0.048664471276985,2.7897111296833406,75.91666666666667
book_platt,2.75,holdout,66,41,0.6212121212121212,32,9,0.7804878048780488,109.0,3091.0,0.03526366871562601,2.789514420660401,75.39024390243902
book_platt,3.0,all,330,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.0,train,198,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.0,validation,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.25,all,330,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.25,train,198,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.25,validation,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.25,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.5,all,330,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.5,train,198,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.5,validation,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,3.5,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,5.0,all,330,0,0.0,0,0,,0.0,0.0,,,
book_platt,5.0,train,198,0,0.0,0,0,,0.0,0.0,,,
book_platt,5.0,validation,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,5.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,7.0,all,330,0,0.0,0,0,,0.0,0.0,,,
book_platt,7.0,train,198,0,0.0,0,0,,0.0,0.0,,,
book_platt,7.0,validation,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,7.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,10.0,all,330,0,0.0,0,0,,0.0,0.0,,,
book_platt,10.0,train,198,0,0.0,0,0,,0.0,0.0,,,
book_platt,10.0,validation,66,0,0.0,0,0,,0.0,0.0,,,
book_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v31_platt,0.0,all,330,330,1.0,187,143,0.5666666666666667,444.0,18256.0,0.02432077125328659,1.4580095804901014,55.32121212121212
book_v31_platt,0.0,train,198,198,1.0,111,87,0.5606060606060606,283.0,10817.0,0.026162521956180088,1.38724166419086,54.63131313131313
book_v31_platt,0.0,validation,66,66,1.0,35,31,0.5303030303030303,-122.0,3622.0,-0.03368304803975704,1.3367448843680334,54.878787878787875
book_v31_platt,0.0,holdout,66,66,1.0,41,25,0.6212121212121212,283.0,3817.0,0.07414199633219806,1.7915780255098959,57.833333333333336
book_v31_platt,1.0,all,330,329,0.996969696969697,193,136,0.5866261398176292,222.0,19078.0,0.011636439878393962,1.9227502596206716,57.98784194528876
book_v31_platt,1.0,train,198,197,0.9949494949494949,114,83,0.5786802030456852,-91.0,11491.0,-0.007919241145244104,1.9015072292311488,58.32994923857868
book_v31_platt,1.0,validation,66,66,1.0,40,26,0.6060606060606061,245.0,3755.0,0.06524633821571238,1.87784260193142,56.89393939393939
book_v31_platt,1.0,holdout,66,66,1.0,39,27,0.5909090909090909,68.0,3832.0,0.017745302713987474,2.0310651443816807,58.06060606060606
book_v31_platt,2.0,all,330,295,0.8939393939393939,189,106,0.6406779661016949,917.0,17983.0,0.05099260412611911,2.784268754196279,60.9593220338983
book_v31_platt,2.0,train,198,174,0.8787878787878788,112,62,0.6436781609195402,561.0,10639.0,0.052730519785694145,2.801658624330221,61.14367816091954
book_v31_platt,2.0,validation,66,59,0.8939393939393939,37,22,0.6271186440677966,99.0,3601.0,0.027492363232435434,2.7702988787116882,61.03389830508475
book_v31_platt,2.0,holdout,66,62,0.9393939393939394,40,22,0.6451612903225806,257.0,3743.0,0.06866150146940957,2.748758838878294,60.37096774193548
book_v31_platt,2.25,all,330,274,0.8303030303030303,177,97,0.6459854014598541,921.0,16779.0,0.05489004112283211,3.040576809305347,61.237226277372265
book_v31_platt,2.25,train,198,159,0.803030303030303,104,55,0.6540880503144654,727.0,9673.0,0.07515765532926703,3.026753819927932,60.83647798742138
book_v31_platt,2.25,validation,66,54,0.8181818181818182,33,21,0.6111111111111112,-55.0,3355.0,-0.01639344262295082,3.1898002067606934,62.129629629629626
book_v31_platt,2.25,holdout,66,61,0.9242424242424242,40,21,0.6557377049180327,249.0,3751.0,0.0663822980538523,2.944507823213877,61.49180327868852
book_v31_platt,2.5,all,330,261,0.7909090909090909,169,92,0.6475095785440613,909.0,15991.0,0.05684447501719717,3.342632075102714,61.26819923371647
book_v31_platt,2.5,train,198,151,0.7626262626262627,99,52,0.6556291390728477,691.0,9209.0,0.0750352915626018,3.374858567010228,60.98675496688742
book_v31_platt,2.5,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-36.0,3236.0,-0.011124845488257108,3.41684043765998,62.23076923076923
book_v31_platt,2.5,holdout,66,58,0.8787878787878788,38,20,0.6551724137931034,254.0,3546.0,0.07163000564015792,3.1922004349128468,61.13793103448276
book_v31_platt,2.75,all,330,252,0.7636363636363637,168,84,0.6666666666666666,864.0,15936.0,0.05421686746987952,3.5837241461926945,63.23809523809524
book_v31_platt,2.75,train,198,144,0.7272727272727273,98,46,0.6805555555555556,721.0,9079.0,0.07941403238242097,3.621020205953889,63.048611111111114
book_v31_platt,2.75,validation,66,52,0.7878787878787878,33,19,0.6346153846153846,-40.0,3340.0,-0.011976047904191617,3.5703202493354995,64.23076923076923
book_v31_platt,2.75,holdout,66,56,0.8484848484848485,37,19,0.6607142857142857,183.0,3517.0,0.052032982655672445,3.5002664681741598,62.80357142857143
book_v31_platt,3.0,all,330,248,0.7515151515151515,164,84,0.6612903225806451,463.0,15937.0,0.029051891824057225,3.7916728172198106,64.26209677419355
book_v31_platt,3.0,train,198,141,0.7121212121212122,95,46,0.6737588652482269,429.0,9071.0,0.0472935729247051,3.8719586451678363,64.33333333333333
book_v31_platt,3.0,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-122.0,3322.0,-0.03672486453943408,3.6803082952696125,63.88461538461539
book_v31_platt,3.0,holdout,66,55,0.8333333333333334,37,18,0.6727272727272727,156.0,3544.0,0.04401805869074492,3.69113924268779,64.43636363636364
book_v31_platt,3.25,all,330,238,0.7212121212121212,162,76,0.680672268907563,474.0,15726.0,0.03014116749332316,3.9876413414867287,66.07563025210084
book_v31_platt,3.25,train,198,133,0.6717171717171717,93,40,0.6992481203007519,476.0,8824.0,0.053943789664551225,4.124814338463353,66.34586466165413
book_v31_platt,3.25,validation,66,51,0.7727272727272727,32,19,0.6274509803921569,-151.0,3351.0,-0.04506117576842734,3.8328987768006795,65.70588235294117
book_v31_platt,3.25,holdout,66,54,0.8181818181818182,37,17,0.6851851851851852,149.0,3551.0,0.04196001126443256,3.7959350859515006,65.75925925925925
book_v31_platt,3.5,all,330,217,0.6575757575757576,151,66,0.695852534562212,359.0,14741.0,0.024353843022861407,4.155532467871606,67.93087557603687
book_v31_platt,3.5,train,198,124,0.6262626262626263,88,36,0.7096774193548387,406.0,8394.0,0.04836788182034787,4.277652774582482,67.69354838709677
book_v31_platt,3.5,validation,66,46,0.696969696969697,28,18,0.6086956521739131,-329.0,3129.0,-0.10514541387024609,3.9790770867041565,68.02173913043478
book_v31_platt,3.5,holdout,66,47,0.7121212121212122,35,12,0.7446808510638298,282.0,3218.0,0.08763206960845245,4.0060437338621195,68.46808510638297
book_v31_platt,5.0,all,330,40,0.12121212121212122,26,14,0.65,384.0,2216.0,0.17328519855595667,7.356574961615536,55.4
book_v31_platt,5.0,train,198,28,0.1414141414141414,18,10,0.6428571428571429,263.0,1537.0,0.17111255692908262,7.757512074072356,54.892857142857146
book_v31_platt,5.0,validation,66,6,0.09090909090909091,3,3,0.5,8.0,292.0,0.0273972602739726,7.166603430823526,48.666666666666664
book_v31_platt,5.0,holdout,66,6,0.09090909090909091,5,1,0.8333333333333334,113.0,387.0,0.29198966408268734,5.675506634275728,64.5
book_v31_platt,7.0,all,330,16,0.048484848484848485,9,7,0.5625,145.0,755.0,0.19205298013245034,10.79952612428691,47.1875
book_v31_platt,7.0,train,198,11,0.05555555555555555,6,5,0.5454545454545454,59.0,541.0,0.10905730129390019,11.84371886812893,49.18181818181818
book_v31_platt,7.0,validation,66,3,0.045454545454545456,1,2,0.3333333333333333,11.0,89.0,0.12359550561797752,9.065276726026106,29.666666666666668
book_v31_platt,7.0,holdout,66,2,0.030303030303030304,2,0,1.0,75.0,125.0,0.6,7.657840130547022,62.5
book_v31_platt,10.0,all,330,8,0.024242424242424242,2,6,0.25,-31.0,231.0,-0.1341991341991342,15.06253096952942,28.875
book_v31_platt,10.0,train,198,7,0.03535353535353535,2,5,0.2857142857142857,-20.0,220.0,-0.09090909090909091,15.349624755380015,31.428571428571427
book_v31_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,13.052874468575268,11.0
book_v31_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v32_platt,0.0,all,330,330,1.0,186,144,0.5636363636363636,320.0,18280.0,0.0175054704595186,1.4632479309864548,55.39393939393939
book_v32_platt,0.0,train,198,198,1.0,110,88,0.5555555555555556,159.0,10841.0,0.014666543676782585,1.391936206083824,54.75252525252525
book_v32_platt,0.0,validation,66,66,1.0,35,31,0.5303030303030303,-122.0,3622.0,-0.03368304803975704,1.3414867599683198,54.878787878787875
book_v32_platt,0.0,holdout,66,66,1.0,41,25,0.6212121212121212,283.0,3817.0,0.07414199633219806,1.7989442767124826,57.833333333333336
book_v32_platt,1.0,all,330,329,0.996969696969697,194,135,0.5896656534954408,352.0,19048.0,0.018479630407391853,1.9210302643719435,57.89665653495441
book_v32_platt,1.0,train,198,197,0.9949494949494949,115,82,0.583756345177665,39.0,11461.0,0.003402844428932903,1.894263487242235,58.17766497461929
book_v32_platt,1.0,validation,66,66,1.0,40,26,0.6060606060606061,245.0,3755.0,0.06524633821571238,1.883667108852883,56.89393939393939
book_v32_platt,1.0,holdout,66,66,1.0,39,27,0.5909090909090909,68.0,3832.0,0.017745302713987474,2.0382881940508906,58.06060606060606
book_v32_platt,2.0,all,330,296,0.896969696969697,190,106,0.6418918918918919,900.0,18100.0,0.049723756906077346,2.8292693502241986,61.148648648648646
book_v32_platt,2.0,train,198,174,0.8787878787878788,112,62,0.6436781609195402,543.0,10657.0,0.05095242563573238,2.871736197913911,61.247126436781606
book_v32_platt,2.0,validation,66,60,0.9090909090909091,38,22,0.6333333333333333,106.0,3694.0,0.028695181375203032,2.7671971992635416,61.56666666666667
book_v32_platt,2.0,holdout,66,62,0.9393939393939394,40,22,0.6451612903225806,251.0,3749.0,0.06695118698319552,2.7701580205408005,60.46774193548387
book_v32_platt,2.25,all,330,275,0.8333333333333334,178,97,0.6472727272727272,904.0,16896.0,0.05350378787878788,3.074778104871566,61.44
book_v32_platt,2.25,train,198,160,0.8080808080808081,105,55,0.65625,716.0,9784.0,0.0731807031888798,3.1015918520734433,61.15
book_v32_platt,2.25,validation,66,55,0.8333333333333334,34,21,0.6181818181818182,26.0,3374.0,0.007705986959098993,3.118268821068123,61.345454545454544
book_v32_platt,2.25,holdout,66,60,0.9090909090909091,39,21,0.65,162.0,3738.0,0.04333868378812199,2.9634082891530493,62.3
book_v32_platt,2.5,all,330,261,0.7909090909090909,169,92,0.6475095785440613,934.0,15966.0,0.0584993110359514,3.3087190970583613,61.172413793103445
book_v32_platt,2.5,train,198,151,0.7626262626262627,99,52,0.6556291390728477,716.0,9184.0,0.0779616724738676,3.3035825334443523,60.82119205298013
book_v32_platt,2.5,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-36.0,3236.0,-0.011124845488257108,3.43559743177803,62.23076923076923
book_v32_platt,2.5,holdout,66,58,0.8787878787878788,38,20,0.6551724137931034,254.0,3546.0,0.07163000564015792,3.208338884994441,61.13793103448276
book_v32_platt,2.75,all,330,252,0.7636363636363637,168,84,0.6666666666666666,895.0,15905.0,0.056271612700408674,3.5531132680046014,63.11507936507937
book_v32_platt,2.75,train,198,144,0.7272727272727273,99,45,0.6875,814.0,9086.0,0.08958837772397095,3.5682556800274603,63.09722222222222
book_v32_platt,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-110.0,3310.0,-0.03323262839879154,3.565595124717635,63.65384615384615
book_v32_platt,2.75,holdout,66,56,0.8484848484848485,37,19,0.6607142857142857,191.0,3509.0,0.05443146195497293,3.5025853415694312,62.660714285714285
book_v32_platt,3.0,all,330,248,0.7515151515151515,164,84,0.6612903225806451,481.0,15919.0,0.030215465795590174,3.761327519192357,64.18951612903226
book_v32_platt,3.0,train,198,141,0.7121212121212122,95,46,0.6737588652482269,438.0,9062.0,0.04833370116971971,3.8096218188201765,64.26950354609929
book_v32_platt,3.0,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-113.0,3313.0,-0.034108059160881374,3.6793811459580175,63.71153846153846
book_v32_platt,3.0,holdout,66,55,0.8333333333333334,37,18,0.6727272727272727,156.0,3544.0,0.04401805869074492,3.714995067568054,64.43636363636364
book_v32_platt,3.25,all,330,240,0.7272727272727273,164,76,0.6833333333333333,542.0,15858.0,0.03417833270273679,3.961142741116843,66.075
book_v32_platt,3.25,train,198,135,0.6818181818181818,95,40,0.7037037037037037,540.0,8960.0,0.060267857142857144,4.063658426266264,66.37037037037037
book_v32_platt,3.25,validation,66,51,0.7727272727272727,32,19,0.6274509803921569,-147.0,3347.0,-0.043919928293994624,3.838590433098775,65.62745098039215
book_v32_platt,3.25,holdout,66,54,0.8181818181818182,37,17,0.6851851851851852,149.0,3551.0,0.04196001126443256,3.8205973747047977,65.75925925925925
book_v32_platt,3.5,all,330,219,0.6636363636363637,152,67,0.6940639269406392,395.0,14805.0,0.02668017561634583,4.133785034809398,67.6027397260274
book_v32_platt,3.5,train,198,125,0.6313131313131313,89,36,0.712,451.0,8449.0,0.053379098118120485,4.2295502919632,67.592
book_v32_platt,3.5,validation,66,46,0.696969696969697,28,18,0.6086956521739131,-318.0,3118.0,-0.10198845413726748,3.9937834732421718,67.78260869565217
book_v32_platt,3.5,holdout,66,48,0.7272727272727273,35,13,0.7291666666666666,262.0,3238.0,0.08091414453366276,4.018564507473294,67.45833333333333
book_v32_platt,5.0,all,330,41,0.12424242424242424,27,14,0.6585365853658537,420.0,2280.0,0.18421052631578946,7.147580270593415,55.609756097560975
book_v32_platt,5.0,train,198,29,0.14646464646464646,19,10,0.6551724137931034,299.0,1601.0,0.1867582760774516,7.42002401906528,55.206896551724135
book_v32_platt,5.0,validation,66,6,0.09090909090909091,3,3,0.5,8.0,292.0,0.0273972602739726,7.218029757974011,48.666666666666664
book_v32_platt,5.0,holdout,66,6,0.09090909090909091,5,1,0.8333333333333334,113.0,387.0,0.29198966408268734,5.760319332265478,64.5
book_v32_platt,7.0,all,330,16,0.048484848484848485,10,6,0.625,178.0,822.0,0.21654501216545013,10.151152099481699,51.375
book_v32_platt,7.0,train,198,12,0.06060606060606061,7,5,0.5833333333333334,81.0,619.0,0.1308562197092084,10.588085168387087,51.583333333333336
book_v32_platt,7.0,validation,66,2,0.030303030303030304,1,1,0.5,22.0,78.0,0.28205128205128205,9.82798379417428,39.0
book_v32_platt,7.0,holdout,66,2,0.030303030303030304,2,0,1.0,75.0,125.0,0.6,7.852721991356795,62.5
book_v32_platt,10.0,all,330,7,0.021212121212121213,2,5,0.2857142857142857,-42.0,242.0,-0.17355371900826447,13.426728617742603,34.57142857142857
book_v32_platt,10.0,train,198,6,0.030303030303030304,2,4,0.3333333333333333,-31.0,231.0,-0.1341991341991342,13.556253658983138,38.5
book_v32_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,12.649578370299395,11.0
book_v32_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v33_platt,0.0,all,330,330,1.0,185,145,0.5606060606060606,172.0,18328.0,0.009384548232213007,1.4699094423766006,55.53939393939394
book_v33_platt,0.0,train,198,198,1.0,109,89,0.5505050505050505,-13.0,10913.0,-0.0011912398057362778,1.4213656156315673,55.11616161616162
book_v33_platt,0.0,validation,66,66,1.0,35,31,0.5303030303030303,-93.0,3593.0,-0.025883662677428334,1.270324248285439,54.43939393939394
book_v33_platt,0.0,holdout,66,66,1.0,41,25,0.6212121212121212,278.0,3822.0,0.0727367870225013,1.815126116702863,57.90909090909091
book_v33_platt,1.0,all,330,329,0.996969696969697,197,132,0.5987841945288754,546.0,19154.0,0.02850579513417563,1.9394959956699773,58.21884498480243
book_v33_platt,1.0,train,198,197,0.9949494949494949,117,80,0.5939086294416244,189.0,11511.0,0.01641907740422205,1.911796323336871,58.431472081218274
book_v33_platt,1.0,validation,66,66,1.0,40,26,0.6060606060606061,232.0,3768.0,0.06157112526539278,1.9226109101564177,57.09090909090909
book_v33_platt,1.0,holdout,66,66,1.0,40,26,0.6060606060606061,125.0,3875.0,0.03225806451612903,2.0390604061778075,58.71212121212121
book_v33_platt,2.0,all,330,296,0.896969696969697,189,107,0.6385135135135135,740.0,18160.0,0.040748898678414094,2.804037393420135,61.351351351351354
book_v33_platt,2.0,train,198,174,0.8787878787878788,112,62,0.6436781609195402,536.0,10664.0,0.05026256564141035,2.860835710764919,61.28735632183908
book_v33_platt,2.0,validation,66,61,0.9242424242424242,37,24,0.6065573770491803,-110.0,3810.0,-0.028871391076115485,2.7021357952419742,62.459016393442624
book_v33_platt,2.0,holdout,66,61,0.9242424242424242,40,21,0.6557377049180327,314.0,3686.0,0.08518719479110147,2.7439241191721893,60.42622950819672
book_v33_platt,2.25,all,330,275,0.8333333333333334,175,100,0.6363636363636364,735.0,16765.0,0.04384133611691023,3.033328311896405,60.96363636363636
book_v33_platt,2.25,train,198,159,0.803030303030303,104,55,0.6540880503144654,721.0,9679.0,0.07449116644281434,3.0733803489625786,60.874213836477985
book_v33_platt,2.25,validation,66,56,0.8484848484848485,31,25,0.5535714285714286,-280.0,3380.0,-0.08284023668639054,2.959480891418916,60.357142857142854
book_v33_platt,2.25,holdout,66,60,0.9090909090909091,40,20,0.6666666666666666,294.0,3706.0,0.07933081489476525,2.9961146727833707,61.766666666666666
book_v33_platt,2.5,all,330,257,0.7787878787878788,168,89,0.6536964980544747,1034.0,15766.0,0.06558416846378283,3.2956641861289393,61.34630350194553
book_v33_platt,2.5,train,198,149,0.7525252525252525,99,50,0.6644295302013423,790.0,9110.0,0.0867178924259056,3.3237642448811973,61.14093959731544
book_v33_platt,2.5,validation,66,52,0.7878787878787878,31,21,0.5961538461538461,-115.0,3215.0,-0.03576982892690513,3.3157088773701417,61.82692307692308
book_v33_platt,2.5,holdout,66,56,0.8484848484848485,38,18,0.6785714285714286,359.0,3441.0,0.1043301365882011,3.2022850307962814,61.44642857142857
book_v33_platt,2.75,all,330,252,0.7636363636363637,167,85,0.6626984126984127,830.0,15870.0,0.05229993698802773,3.539098242044044,62.976190476190474
book_v33_platt,2.75,train,198,145,0.7323232323232324,98,47,0.6758620689655173,676.0,9124.0,0.07409031126698816,3.560688133794932,62.92413793103448
book_v33_platt,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-110.0,3310.0,-0.03323262839879154,3.5292991350398677,63.65384615384615
book_v33_platt,2.75,holdout,66,55,0.8333333333333334,37,18,0.6727272727272727,264.0,3436.0,0.07683352735739232,3.4914440467774726,62.472727272727276
book_v33_platt,3.0,all,330,248,0.7515151515151515,165,83,0.6653225806451613,537.0,15963.0,0.03364029317797407,3.74206686910158,64.36693548387096
book_v33_platt,3.0,train,198,142,0.7171717171717171,96,46,0.676056338028169,445.0,9155.0,0.04860731840524304,3.787222365997172,64.47183098591549
book_v33_platt,3.0,validation,66,51,0.7727272727272727,32,19,0.6274509803921569,-70.0,3270.0,-0.021406727828746176,3.647971476513344,64.11764705882354
book_v33_platt,3.0,holdout,66,55,0.8333333333333334,37,18,0.6727272727272727,162.0,3538.0,0.04578858111927643,3.7127356775165983,64.32727272727273
book_v33_platt,3.25,all,330,238,0.7212121212121212,163,75,0.6848739495798319,501.0,15799.0,0.03171086777644155,3.9593994742592136,66.38235294117646
book_v33_platt,3.25,train,198,135,0.6818181818181818,95,40,0.7037037037037037,469.0,9031.0,0.05193223341822611,4.061802461180238,66.8962962962963
book_v33_platt,3.25,validation,66,50,0.7575757575757576,31,19,0.62,-171.0,3271.0,-0.05227759095077958,3.8127200396658374,65.42
book_v33_platt,3.25,holdout,66,53,0.803030303030303,37,16,0.6981132075471698,203.0,3497.0,0.0580497569345153,3.8369385024729965,65.98113207547169
book_v33_platt,3.5,all,330,223,0.6757575757575758,155,68,0.695067264573991,431.0,15069.0,0.028601765213351914,4.126043173023618,67.57399103139014
book_v33_platt,3.5,train,198,128,0.6464646464646465,90,38,0.703125,389.0,8611.0,0.045174776448728374,4.222956526732869,67.2734375
book_v33_platt,3.5,validation,66,45,0.6818181818181818,28,17,0.6222222222222222,-282.0,3082.0,-0.09149902660609993,3.976914436234098,68.4888888888889
book_v33_platt,3.5,holdout,66,50,0.7575757575757576,37,13,0.74,324.0,3376.0,0.09597156398104266,4.012160850638502,67.52
book_v33_platt,5.0,all,330,40,0.12121212121212122,27,13,0.675,476.0,2224.0,0.21402877697841727,7.188346020613716,55.6
book_v33_platt,5.0,train,198,29,0.14646464646464646,19,10,0.6551724137931034,299.0,1601.0,0.1867582760774516,7.458954310796212,55.206896551724135
book_v33_platt,5.0,validation,66,6,0.09090909090909091,3,3,0.5,8.0,292.0,0.0273972602739726,6.995909461444927,48.666666666666664
book_v33_platt,5.0,holdout,66,5,0.07575757575757576,5,0,1.0,169.0,331.0,0.5105740181268882,5.849741808557783,66.2
book_v33_platt,7.0,all,330,16,0.048484848484848485,9,7,0.5625,98.0,802.0,0.12219451371571072,10.24970352498131,50.125
book_v33_platt,7.0,train,198,12,0.06060606060606061,7,5,0.5833333333333334,81.0,619.0,0.1308562197092084,10.727878265867922,51.583333333333336
book_v33_platt,7.0,validation,66,2,0.030303030303030304,0,2,0.0,-58.0,58.0,-1.0,9.76790541450681,29.0
book_v33_platt,7.0,holdout,66,2,0.030303030303030304,2,0,1.0,75.0,125.0,0.6,7.862453190136144,62.5
book_v33_platt,10.0,all,330,7,0.021212121212121213,2,5,0.2857142857142857,-42.0,242.0,-0.17355371900826447,13.65530017969306,34.57142857142857
book_v33_platt,10.0,train,198,6,0.030303030303030304,2,4,0.3333333333333333,-31.0,231.0,-0.1341991341991342,13.848096288885321,38.5
book_v33_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,12.498523524539515,11.0
book_v33_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v31_time_platt,0.0,all,330,330,1.0,200,130,0.6060606060606061,658.0,19342.0,0.03401923275772929,0.9949498538808264,58.61212121212121
book_v31_time_platt,0.0,train,198,198,1.0,124,74,0.6262626262626263,805.0,11595.0,0.06942647692971109,1.0180181148482421,58.56060606060606
book_v31_time_platt,0.0,validation,66,66,1.0,34,32,0.5151515151515151,-409.0,3809.0,-0.10737726437385141,0.8526902535807253,57.71212121212121
book_v31_time_platt,0.0,holdout,66,66,1.0,42,24,0.6363636363636364,262.0,3938.0,0.06653123412899949,1.0680046712786806,59.666666666666664
book_v31_time_platt,1.0,all,330,329,0.996969696969697,225,104,0.6838905775075987,1653.0,20847.0,0.07929198445819542,1.7041083708915044,63.36474164133739
book_v31_time_platt,1.0,train,198,197,0.9949494949494949,137,60,0.6954314720812182,1283.0,12417.0,0.10332608520576629,1.6676139425085759,63.03045685279188
book_v31_time_platt,1.0,validation,66,66,1.0,45,21,0.6818181818181818,234.0,4266.0,0.05485232067510549,1.8207634841261782,64.63636363636364
book_v31_time_platt,1.0,holdout,66,66,1.0,43,23,0.6515151515151515,136.0,4164.0,0.03266090297790586,1.6963835969210255,63.09090909090909
book_v31_time_platt,2.0,all,330,307,0.9303030303030303,214,93,0.6970684039087948,784.0,20616.0,0.03802871556072953,2.6047202768270745,67.15309446254072
book_v31_time_platt,2.0,train,198,181,0.9141414141414141,130,51,0.7182320441988951,897.0,12103.0,0.07411385606874328,2.5928017292028294,66.86740331491713
book_v31_time_platt,2.0,validation,66,63,0.9545454545454546,42,21,0.6666666666666666,-51.0,4251.0,-0.011997177134791814,2.5863264991428214,67.47619047619048
book_v31_time_platt,2.0,holdout,66,63,0.9545454545454546,42,21,0.6666666666666666,-62.0,4262.0,-0.014547160957297044,2.65735623101908,67.65079365079364
book_v31_time_platt,2.25,all,330,285,0.8636363636363636,193,92,0.6771929824561403,268.0,19032.0,0.014081546868432115,2.9115383078416257,66.77894736842106
book_v31_time_platt,2.25,train,198,167,0.8434343434343434,117,50,0.7005988023952096,681.0,11019.0,0.06180234141029131,2.9865900610787324,65.98203592814372
book_v31_time_platt,2.25,validation,66,57,0.8636363636363636,36,21,0.631578947368421,-284.0,3884.0,-0.07312049433573635,2.7477854597528424,68.14035087719299
book_v31_time_platt,2.25,holdout,66,61,0.9242424242424242,40,21,0.6557377049180327,-129.0,4129.0,-0.03124243158149673,2.859083710308245,67.68852459016394
book_v31_time_platt,2.5,all,330,271,0.8212121212121212,187,84,0.6900369003690037,418.0,18282.0,0.02286401925391095,3.18566981052235,67.46125461254613
book_v31_time_platt,2.5,train,198,157,0.7929292929292929,110,47,0.7006369426751592,458.0,10542.0,0.04344526655283627,3.2776235407219483,67.14649681528662
book_v31_time_platt,2.5,validation,66,55,0.8333333333333334,35,20,0.6363636363636364,-253.0,3753.0,-0.06741273647748468,2.938180413475942,68.23636363636363
book_v31_time_platt,2.5,holdout,66,59,0.8939393939393939,42,17,0.711864406779661,213.0,3987.0,0.05342362678705794,3.1716898307971904,67.57627118644068
book_v31_time_platt,2.75,all,330,250,0.7575757575757576,173,77,0.692,710.0,16590.0,0.04279686558167571,3.403587753945163,66.36
book_v31_time_platt,2.75,train,198,144,0.7272727272727273,101,43,0.7013888888888888,658.0,9442.0,0.06968862529125186,3.5121513682453758,65.56944444444444
book_v31_time_platt,2.75,validation,66,50,0.7575757575757576,32,18,0.64,-126.0,3326.0,-0.03788334335538184,3.1630584678892406,66.52
book_v31_time_platt,2.75,holdout,66,56,0.8484848484848485,40,16,0.7142857142857143,178.0,3822.0,0.04657247514390372,3.3391824654374034,68.25
book_v31_time_platt,3.0,all,330,226,0.6848484848484848,159,67,0.7035398230088495,1048.0,14852.0,0.07056288715324535,3.8006168808098657,65.71681415929204
book_v31_time_platt,3.0,train,198,135,0.6818181818181818,96,39,0.7111111111111111,803.0,8797.0,0.09128111856314652,3.911193288600766,65.16296296296296
book_v31_time_platt,3.0,validation,66,43,0.6515151515151515,29,14,0.6744186046511628,4.0,2896.0,0.0013812154696132596,3.5784670401521623,67.34883720930233
book_v31_time_platt,3.0,holdout,66,48,0.7272727272727273,34,14,0.7083333333333334,241.0,3159.0,0.07628996517885407,3.6886299661538184,65.8125
book_v31_time_platt,3.25,all,330,211,0.6393939393939394,148,63,0.7014218009478673,982.0,13818.0,0.0710667245621653,4.007339002613423,65.48815165876778
book_v31_time_platt,3.25,train,198,127,0.6414141414141414,88,39,0.6929133858267716,481.0,8319.0,0.05781944945305926,4.117752534399179,65.50393700787401
book_v31_time_platt,3.25,validation,66,38,0.5757575757575758,27,11,0.7105263157894737,243.0,2457.0,0.0989010989010989,3.8657382887132283,64.65789473684211
book_v31_time_platt,3.25,holdout,66,46,0.696969696969697,33,13,0.717391304347826,258.0,3042.0,0.08481262327416174,3.8194761459050794,66.1304347826087
book_v31_time_platt,3.5,all,330,184,0.5575757575757576,130,54,0.7065217391304348,1075.0,11925.0,0.09014675052410902,4.275307291009599,64.80978260869566
