abs_d_sigma,actionable,ask_cents,ask_prob,book_age_ms,btc_age_ms,edge_cents,eff_edge_prob,eligible_depth,estimated_entry_fee_cents,feature_count,fv,gross_cents,h6_recross_hazard_high,hold_gross_cents,is_first_market_observation,is_first_market_side_observation,lambda_plus,market,market_observation_index,market_side_observation_index,meta_policy,net_gross_cents_after_entry_fee,outlier_count,outlier_share,p_eff,p_side,policy,raw_edge_cents,reason,recross_hazard_score,result,seconds_to_close,selection_reason,side,side_won,sigma_t_dollars,source,spectral_tag,status,top_eigenvalue,top_over_mp_edge,ts_wall,v28_minus_ask_prob,window_n
0.6097,True,76.0,0.76,984.0,1484.0,-2.781529,0.007184999999999997,113.0,3.0,11,v28_raw,48,True,48,False,False,2.1865937744230046,KXBTC15M-26MAY051630-30,5,2,raw_when_same_else_first_side_raw_later_book_p60_edge0,45.0,2,0.6500461458781674,0.767185,0.767185,v28_raw_p50_edge0,-0.781529,p_below_floor,0.6709158528512382,no,827.38,same_side_use_raw,no,True,128.743747,rejected_actionable,spectral_dominant_factor,finalized,5.188675667324343,2.3729490717559205,2026-05-05T20:16:12.620319+00:00,0.007184999999999997,48
0.018922,True,50.0,0.5,485.0,0.0,-2.315688,0.016843000000000052,141.56,4.0,11,v28_raw,100,True,100,True,True,2.1865937744230046,KXBTC15M-26MAY051645-45,0,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,96.0,3,0.9439319219136564,0.516843,0.516843,v28_raw_p50_edge0,-0.315688,p_below_floor,1.283901434017675,yes,879.111,same_side_use_raw,yes,True,132.388055,rejected_actionable,spectral_dominant_factor,finalized,30.947098450665223,14.153108278574287,2026-05-05T20:30:20.889263+00:00,0.016843000000000052,48
0.132227,True,57.0,0.57,0.0,1484.0,-3.974403,0.000256000000000034,124.62,4.0,11,v28_raw,86,True,86,False,True,2.1865937744230046,KXBTC15M-26MAY051700-00,1,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,82.0,4,0.9735036487676375,0.570256,0.570256,v28_raw_p50_edge0,-1.974403,p_below_floor,1.0866461461842227,no,884.255,same_side_use_raw,no,True,125.125577,rejected_actionable,spectral_dominant_factor,finalized,66.75847833514732,30.530809662056893,2026-05-05T20:45:15.745239+00:00,0.000256000000000034,48
0.035293,True,51.0,0.51,0.0,63.0,-2.92387,0.01076100000000002,2218.35,4.0,11,v28_raw,98,True,98,False,True,2.1865937744230046,KXBTC15M-26MAY051715-15,1,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,94.0,3,0.929758955886846,0.520761,0.520761,v28_raw_p50_edge0,-0.92387,p_below_floor,1.1005860740691689,no,884.029,same_side_use_raw,no,True,115.037535,rejected_actionable,spectral_dominant_factor,finalized,44.39649355028335,20.30395131898637,2026-05-05T21:00:15.974920+00:00,0.01076100000000002,48
0.222986,True,60.0,0.6,531.0,312.0,-5.0681,0.0,569.97,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY051730-30,4,2,raw_when_same_else_first_side_raw_later_book_p60_edge0,-124.0,4,0.8813159647084657,0.6,0.589319,first_side_raw_later_book_p60_edge0,-3.0681,p_below_floor,0.8176809621872009,no,828.552,side_flip_use_wait,yes,False,106.509132,rejected_actionable,spectral_dominant_factor,finalized,19.883098749983333,9.093183645979261,2026-05-05T21:16:11.448234+00:00,-0.01068099999999994,48
0.665923,True,71.0,0.71,0.0,594.0,3.52204,0.07022000000000006,40.0,3.0,11,v28_raw,58,True,58,False,True,2.1865937744230046,KXBTC15M-26MAY051745-45,1,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,55.0,3,0.9328521008480247,0.78022,0.78022,v28_raw_p50_edge0,5.52204,p_below_floor,0.5423839624480261,no,868.757,same_side_use_raw,no,True,107.444854,rejected_actionable,spectral_dominant_factor,finalized,46.978842071940534,21.484942755010472,2026-05-05T21:30:31.244987+00:00,0.07022000000000006,48
0.291311,True,61.0,0.61,16.0,47.0,-2.203936,0.017961000000000005,550.0,4.0,11,v28_raw,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY051800-00,6,3,raw_when_same_else_first_side_raw_later_book_p60_edge0,74.0,5,0.9791670784952593,0.627961,0.627961,v28_raw_p50_edge0,-0.203936,p_below_floor,0.7130484761919295,yes,808.901,same_side_use_raw,yes,True,100.648518,rejected_actionable,spectral_dominant_factor,finalized,23.008527725960235,10.522543325191572,2026-05-05T21:46:31.099223+00:00,0.017961000000000005,48
0.669176,True,74.0,0.74,0.0,344.0,0.41302,0.03913,1504.55,3.0,11,v28_raw,-148,True,-148,True,True,2.1865937744230046,KXBTC15M-26MAY051815-15,0,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,-151.0,4,0.987082955820957,0.77913,0.77913,v28_raw_p50_edge0,2.41302,p_below_floor,0.5227973434259201,no,883.663,same_side_use_raw,yes,False,103.02218,rejected_actionable,spectral_dominant_factor,finalized,88.73356255888835,40.58072587456408,2026-05-05T22:00:16.340721+00:00,0.03913,48
0.433511,True,69.0,0.69,953.0,16.0,-4.737488,0.0,52.45,3.0,11,first_side_raw_later_book,-138,True,-138,False,False,2.1865937744230046,KXBTC15M-26MAY051830-30,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,-141.0,2,0.9614601577146851,0.69,0.677625,first_side_raw_later_book_p60_edge0,-2.737488,p_below_floor,0.5026622182092761,yes,654.494,side_flip_use_wait,no,False,90.931865,rejected_actionable,spectral_dominant_factor,finalized,106.30674557530341,48.61751040307223,2026-05-05T22:19:05.505940+00:00,-0.012374999999999914,48
0.885262,True,79.0,0.79,968.0,0.0,3.902414,0.07402399999999998,97.0,3.0,11,v28_raw,42,True,42,False,True,2.1865937744230046,KXBTC15M-26MAY051845-45,1,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,39.0,3,0.9610275842634353,0.864024,0.864024,v28_raw_p50_edge0,5.902414,approved_entry,0.4162522477382457,no,854.974,same_side_use_raw,no,True,103.506064,approved_entry,spectral_dominant_factor,finalized,73.90637964053967,33.7997759369099,2026-05-05T22:30:45.039013+00:00,0.07402399999999998,48
0.262538,True,53.0,0.53,703.0,0.0,6.984175,0.109842,510.0,4.0,11,v28_raw,94,True,94,False,False,2.1865937744230046,KXBTC15M-26MAY051900-00,2,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,90.0,4,0.9618357422660211,0.639842,0.639842,v28_raw_p50_edge0,8.984175,p_below_floor,0.8784105018067421,yes,831.283,same_side_use_raw,yes,True,118.840133,rejected_actionable,spectral_dominant_factor,finalized,44.4463750111149,20.326763723107806,2026-05-05T22:46:08.719237+00:00,0.109842,48
0.412622,True,70.0,0.7,390.0,62.0,-5.796088,0.0,2165.47,3.0,11,first_side_raw_later_book,-140,True,-140,False,False,2.1865937744230046,KXBTC15M-26MAY051915-15,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,-143.0,4,0.9657401758837809,0.7,0.677039,first_side_raw_later_book_p60_edge0,-3.796088,p_below_floor,0.7087044455069132,yes,650.887,side_flip_use_wait,no,False,125.902128,rejected_actionable,spectral_dominant_factor,finalized,40.40023823115982,18.476334609440922,2026-05-05T23:04:09.117138+00:00,-0.02296100000000001,48
0.003369,True,62.0,0.62,140.0,0.0,-18.607716,0.0,1.0,2.0,11,first_side_raw_later_book,-62,True,-62,False,False,2.1865937744230046,KXBTC15M-26MAY051945-45,5,2,raw_when_same_else_first_side_raw_later_book_p60_edge0,-64.0,4,0.9700990929331085,0.62,0.473923,first_side_raw_later_book_p60_edge0,-16.607716,p_below_floor,0.832861756115355,yes,655.129,side_flip_use_wait,no,False,97.947623,rejected_actionable,spectral_dominant_factor,finalized,58.073177742350026,26.558741006968383,2026-05-05T23:34:04.876039+00:00,-0.146077,48
0.377796,True,63.0,0.63,500.0,47.0,-0.453716,0.03546300000000002,10.0,4.0,11,v28_raw,74,True,74,False,False,2.1865937744230046,KXBTC15M-26MAY052000-00,7,3,raw_when_same_else_first_side_raw_later_book_p60_edge0,70.0,3,0.7361133778014761,0.665463,0.665463,v28_raw_p50_edge0,1.546284,p_below_floor,0.5727074984684886,no,663.416,same_side_use_raw,no,True,97.327568,rejected_actionable,spectral_dominant_factor,finalized,4.566137714555799,2.0882423465971427,2026-05-05T23:48:56.586770+00:00,0.03546300000000002,48
0.164719,True,60.0,0.6,641.0,0.0,-20.722244,0.0,6.01,4.0,11,first_side_raw_later_book,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY052015-15,2,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,76.0,3,0.760082817769371,0.6,0.432778,first_side_raw_later_book_p60_edge0,-18.722244,p_below_floor,0.7703621520911624,yes,715.5,side_flip_use_wait,yes,True,101.87038,rejected_actionable,spectral_dominant_factor,finalized,3.497149314248483,1.599359403266986,2026-05-06T00:03:04.502101+00:00,-0.16722199999999998,48
0.144729,True,47.0,0.47,672.0,0.0,3.078031,0.07078000000000007,609.78,4.0,11,v28_raw,-94,True,-94,True,True,2.1865937744230046,KXBTC15M-26MAY052030-30,0,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,-98.0,4,0.9473858809018099,0.54078,0.54078,v28_raw_p50_edge0,5.078031,p_below_floor,1.0532371475786535,no,879.629,same_side_use_raw,yes,False,123.126819,rejected_actionable,spectral_dominant_factor,finalized,33.87566445250868,15.492436157442068,2026-05-06T00:15:20.371177+00:00,0.07078000000000007,48
0.161783,True,56.0,0.56,593.0,0.0,-0.973411,0.030265999999999904,121.0,4.0,11,v28_raw,-112,True,-112,False,False,2.1865937744230046,KXBTC15M-26MAY052045-45,2,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,-116.0,3,0.8858731164376115,0.590266,0.590266,v28_raw_p50_edge0,1.026589,p_below_floor,0.9355618667795917,no,773.798,same_side_use_raw,yes,False,118.615496,rejected_actionable,spectral_dominant_factor,finalized,17.11149859793436,7.8256413230892505,2026-05-06T00:32:06.202799+00:00,0.030265999999999904,48
0.19548,True,70.0,0.7,843.0,0.0,-15.291329,0.0,40.0,3.0,11,first_side_raw_later_book,-140,True,-140,False,False,2.1865937744230046,KXBTC15M-26MAY052100-00,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,-143.0,3,0.995960888501219,0.7,0.582087,first_side_raw_later_book_p60_edge0,-13.291329,p_below_floor,0.8343291267333653,yes,767.799,side_flip_use_wait,no,False,109.832476,rejected_actionable,spectral_dominant_factor,finalized,946.5680967501304,432.8961820994435,2026-05-06T00:47:12.203978+00:00,-0.11791299999999993,48
0.195783,True,53.0,0.53,187.0,15.0,0.147567,0.04147599999999996,34.61,4.0,11,v28_raw,94,True,94,True,True,2.1865937744230046,KXBTC15M-26MAY052115-15,0,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,90.0,3,0.9608370145648155,0.571476,0.571476,v28_raw_p50_edge0,2.147567,p_below_floor,0.9450767881068326,yes,850.512,same_side_use_raw,yes,True,118.243045,rejected_actionable,spectral_dominant_factor,finalized,95.01436803765411,43.45314120485245,2026-05-06T01:00:49.489174+00:00,0.04147599999999996,48
0.789781,True,80.0,0.8,828.0,0.0,-1.216373,0.022835999999999967,19.06,3.0,11,v28_raw,40,True,40,False,False,2.1865937744230046,KXBTC15M-26MAY052130-30,2,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,37.0,4,0.9932506659922464,0.822836,0.822836,v28_raw_p50_edge0,0.783627,p_below_floor,0.44405316169357073,yes,730.554,same_side_use_raw,yes,True,108.574438,rejected_actionable,spectral_dominant_factor,finalized,226.31969755847496,103.50331195751981,2026-05-06T01:17:49.446399+00:00,0.022835999999999967,48
0.941969,True,83.0,0.83,985.0,16.0,0.541718,0.03541700000000003,94.92,2.0,11,v28_raw,34,True,34,False,False,2.1865937744230046,KXBTC15M-26MAY052145-45,2,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,32.0,4,0.8586083273562025,0.865417,0.865417,v28_raw_p50_edge0,2.541718,edge_below_floor,0.30414059562596774,yes,579.745,same_side_use_raw,yes,True,97.20063,rejected_actionable,spectral_dominant_factor,finalized,4.368361814281325,1.9977930356241147,2026-05-06T01:35:20.258067+00:00,0.03541700000000003,48
0.503242,True,73.0,0.73,468.0,0.0,-5.586962,0.0,51.08,3.0,11,first_side_raw_later_book,54,True,54,False,False,2.1865937744230046,KXBTC15M-26MAY052200-00,4,2,raw_when_same_else_first_side_raw_later_book_p60_edge0,51.0,3,0.9184037268178497,0.73,0.70913,first_side_raw_later_book_p60_edge0,-3.586962,p_below_floor,0.5935026853295228,yes,736.56,side_flip_use_wait,yes,True,108.516331,rejected_actionable,spectral_dominant_factor,finalized,41.13179202418304,18.81089780155294,2026-05-06T01:47:43.439798+00:00,-0.020869999999999944,48
0.740524,True,77.0,0.77,156.0,31.0,0.423182,0.039231999999999934,43.26,3.0,11,v28_raw,46,True,46,False,False,2.1865937744230046,KXBTC15M-26MAY052215-15,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,43.0,2,0.676981936489068,0.809232,0.809232,v28_raw_p50_edge0,2.423182,p_below_floor,0.558639241423537,no,819.362,same_side_use_raw,no,True,122.77792,rejected_actionable,spectral_dominant_factor,finalized,7.478793591041552,3.420294010950912,2026-05-06T02:01:20.642847+00:00,0.039231999999999934,48
0.529873,True,65.0,0.65,719.0,16.0,4.062396,0.08062400000000003,40.0,4.0,11,v28_raw,70,True,70,False,False,2.1865937744230046,KXBTC15M-26MAY052230-30,13,6,raw_when_same_else_first_side_raw_later_book_p60_edge0,66.0,3,0.9532618662190682,0.730624,0.730624,v28_raw_p50_edge0,6.062396,p_below_floor,0.2880079670335639,no,370.94,same_side_use_raw,no,True,76.206996,rejected_actionable,spectral_dominant_factor,finalized,44.28521901881593,20.25306187954452,2026-05-06T02:23:49.063251+00:00,0.08062400000000003,48
0.362082,True,57.0,0.57,94.0,47.0,3.378868,0.073789,5.0,4.0,11,v28_raw,-114,True,-114,False,False,2.1865937744230046,KXBTC15M-26MAY052245-45,7,3,raw_when_same_else_first_side_raw_later_book_p60_edge0,-118.0,2,0.7360740147273752,0.643789,0.643789,v28_raw_p50_edge0,5.378868,p_below_floor,0.6633737111403216,yes,752.49,same_side_use_raw,no,False,104.202793,rejected_actionable,spectral_dominant_factor,finalized,13.907638811774504,6.360412699631157,2026-05-06T02:32:27.510357+00:00,0.073789,48
1.210157,True,85.0,0.85,656.0,0.0,3.896671,0.068967,90.0,2.0,11,v28_raw,28,False,30,False,False,2.1865937744230046,KXBTC15M-26MAY052300-00,8,4,raw_when_same_else_first_side_raw_later_book_p60_edge0,26.0,2,0.7129381654893612,0.918967,0.918967,v28_raw_p50_edge0,5.896671,approved_entry,0.17919533255862446,yes,474.591,same_side_use_raw,yes,True,82.766141,approved_entry,spectral_dominant_factor,finalized,10.278602939843434,4.700737311188832,2026-05-06T02:52:05.427121+00:00,0.068967,48
1.030077,True,81.0,0.81,718.0,0.0,3.999851,0.07499899999999993,41.68,3.0,11,v28_raw,-38,False,38,False,False,2.1865937744230046,KXBTC15M-26MAY052315-15,13,7,raw_when_same_else_first_side_raw_later_book_p60_edge0,-41.0,3,0.9122376278180266,0.884999,0.884999,v28_raw_p50_edge0,5.999851,approved_entry,0.21482441758698537,yes,469.554,same_side_use_raw,yes,True,83.314172,approved_entry,spectral_dominant_factor,finalized,19.373304490508563,8.86003825544631,2026-05-06T03:07:10.446683+00:00,0.07499899999999993,48
0.369967,True,63.0,0.63,734.0,0.0,-1.082419,0.02917599999999998,23.98,4.0,11,v28_raw,-126,True,-126,False,False,2.1865937744230046,KXBTC15M-26MAY052330-30,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,-130.0,3,0.960977696259499,0.659176,0.659176,v28_raw_p50_edge0,0.917581,p_below_floor,0.572942404465045,yes,654.661,same_side_use_raw,no,False,97.252016,rejected_actionable,spectral_dominant_factor,finalized,67.97588717013002,31.08757006685771,2026-05-06T03:19:05.339511+00:00,0.02917599999999998,48
0.275785,True,63.0,0.63,454.0,32.0,-3.323289,0.0067669999999999675,156.24,4.0,11,v28_raw,74,True,74,False,True,2.1865937744230046,KXBTC15M-26MAY052345-45,1,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,70.0,4,0.9839070868382598,0.636767,0.636767,v28_raw_p50_edge0,-1.323289,p_below_floor,0.8994539296283267,no,850.023,same_side_use_raw,no,True,121.942963,rejected_actionable,spectral_dominant_factor,finalized,145.95970947168638,66.75209230859629,2026-05-06T03:30:49.979573+00:00,0.0067669999999999675,48
0.185582,True,56.0,0.56,781.0,0.0,-2.33454,0.016654999999999975,656.0,4.0,11,v28_raw,-112,True,-112,False,False,2.1865937744230046,KXBTC15M-26MAY060000-00,5,2,raw_when_same_else_first_side_raw_later_book_p60_edge0,-116.0,4,0.9735351607458148,0.576655,0.576655,v28_raw_p50_edge0,-0.33454,p_below_floor,0.8620701949035889,yes,752.798,same_side_use_raw,no,False,113.480671,rejected_actionable,spectral_dominant_factor,finalized,87.2693798930705,39.91110782161584,2026-05-06T03:47:27.202014+00:00,0.016654999999999975,48
0.343919,True,66.0,0.66,313.0,32.0,-4.613909,0.0,102.0,4.0,11,first_side_raw_later_book,68,True,68,False,False,2.1865937744230046,KXBTC15M-26MAY060015-15,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,64.0,3,0.7794360275233676,0.66,0.653861,first_side_raw_later_book_p60_edge0,-2.613909,p_below_floor,0.6171487785289079,no,680.039,side_flip_use_wait,no,True,100.139713,rejected_actionable,spectral_dominant_factor,finalized,6.084019398314646,2.7824186959098465,2026-05-06T04:03:39.962511+00:00,-0.0061390000000000056,48
0.270552,True,51.0,0.51,516.0,32.0,6.707692,0.10707699999999998,120.79,4.0,11,v28_raw,-102,True,-102,True,True,2.1865937744230046,KXBTC15M-26MAY060030-30,0,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,-106.0,3,0.8081948615267935,0.617077,0.617077,v28_raw_p50_edge0,8.707692,p_below_floor,0.8318688646787503,no,853.033,same_side_use_raw,yes,False,111.993405,rejected_actionable,spectral_dominant_factor,finalized,6.390694632291513,2.9226711916244623,2026-05-06T04:15:46.967766+00:00,0.10707699999999998,48
0.802399,True,79.0,0.79,235.0,0.0,0.150509,0.03650500000000001,3376.74,3.0,11,v28_raw,42,True,42,False,False,2.1865937744230046,KXBTC15M-26MAY060045-45,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,39.0,3,0.7211130723522674,0.826505,0.826505,v28_raw_p50_edge0,2.150509,p_below_floor,0.4617564201649501,no,818.779,same_side_use_raw,no,True,108.001132,rejected_actionable,spectral_dominant_factor,finalized,6.053120645917504,2.76828769784401,2026-05-06T04:31:21.224300+00:00,0.03650500000000001,48
0.323816,True,67.0,0.67,1000.0,31.0,-7.401095,0.0,10.0,4.0,11,first_side_raw_later_book,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY060100-00,7,3,raw_when_same_else_first_side_raw_later_book_p60_edge0,62.0,3,0.9126988123338502,0.67,0.635989,first_side_raw_later_book_p60_edge0,-5.401095,p_below_floor,0.7120767021942649,no,824.149,side_flip_use_wait,no,True,102.86714,rejected_actionable,spectral_dominant_factor,finalized,25.37244273336207,11.603638055750578,2026-05-06T04:46:15.852836+00:00,-0.03401100000000001,48
0.056582,True,51.0,0.51,0.0,15.0,-3.602945,0.003970999999999947,99.96,4.0,11,v28_raw,98,True,98,False,False,2.1865937744230046,KXBTC15M-26MAY060115-15,3,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,94.0,3,0.7649515368473206,0.513971,0.513971,v28_raw_p50_edge0,-1.602945,p_below_floor,1.0231070867924406,no,864.611,same_side_use_raw,no,True,110.460046,rejected_actionable,spectral_dominant_factor,finalized,8.333077112704094,3.810985474383789,2026-05-06T05:00:35.389901+00:00,0.003970999999999947,48
0.29248,True,65.0,0.65,0.0,15.0,-5.588833,0.0,415.0,4.0,11,first_side_raw_later_book,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY060130-30,12,6,raw_when_same_else_first_side_raw_later_book_p60_edge0,-134.0,2,0.6970938490410906,0.65,0.634112,first_side_raw_later_book_p60_edge0,-3.588833,p_below_floor,0.6883031260946233,no,749.761,side_flip_use_wait,yes,False,101.032715,rejected_actionable,spectral_dominant_factor,finalized,8.476227640470432,3.8764528371106004,2026-05-06T05:17:30.240486+00:00,-0.015888000000000013,48
0.151652,True,55.0,0.55,0.0,625.0,-3.271815,0.007282000000000011,2206.46,4.0,11,v28_raw,90,True,90,False,True,2.1865937744230046,KXBTC15M-26MAY060145-45,1,0,raw_when_same_else_first_side_raw_later_book_p60_edge0,86.0,3,0.86810359194002,0.557282,0.557282,v28_raw_p50_edge0,-1.271815,p_below_floor,0.8491893472415443,no,869.229,same_side_use_raw,no,True,100.558854,rejected_actionable,spectral_dominant_factor,finalized,7.781364676875377,3.5586695470806933,2026-05-06T05:30:30.771905+00:00,0.007282000000000011,48
0.248684,True,60.0,0.6,0.0,391.0,-2.172344,0.018276999999999988,269.68,4.0,11,v28_raw,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY060200-00,2,1,raw_when_same_else_first_side_raw_later_book_p60_edge0,76.0,4,0.9537180725901716,0.618277,0.618277,v28_raw_p50_edge0,-0.172344,p_below_floor,0.7676796972668695,yes,849.377,same_side_use_raw,yes,True,101.333525,rejected_actionable,spectral_dominant_factor,finalized,22.247216328266774,10.174371018749168,2026-05-06T05:45:50.623750+00:00,0.018276999999999988,48
