dataset,block_kind,block,rows,base_brier,candidate_brier,brier_delta,base_logloss,candidate_logloss,logloss_delta,base_side_accuracy,candidate_side_accuracy
all_heartbeats,block20,8,986,0.14909504502008347,0.14930620869586222,0.00021116367577875272,0.4337618552035005,0.43433931264039377,0.0005774574368932472,0.7525354969574036,0.7464503042596349
all_heartbeats,block20,9,872,0.14602124658090976,0.14626564368083944,0.00024439709992968295,0.4278013634661009,0.4282235896029969,0.00042222613689596455,0.7809633027522935,0.783256880733945
all_heartbeats,block20,10,930,0.1620145870448965,0.16160764677383288,-0.0004069402710636105,0.5259249499018385,0.5264381924863022,0.0005132425844637245,0.7752688172043011,0.7709677419354839
all_heartbeats,block20,11,932,0.10823051659556253,0.10813305219565143,-9.746439991109579e-05,0.35899269630936537,0.3594454179331149,0.0004527216237495413,0.8991416309012875,0.9023605150214592
all_heartbeats,block20,12,931,0.1411941232065301,0.14077120173866084,-0.0004229214678692639,0.4100510231152286,0.4086370535878876,-0.001413969527341019,0.7475832438238453,0.7508055853920516
all_heartbeats,block20,13,988,0.15536976486782406,0.154748831179805,-0.0006209336880190486,0.4806433149385831,0.47893141810879425,-0.0017118968297888393,0.7732793522267206,0.7732793522267206
all_heartbeats,block20,14,934,0.15381945216846565,0.15330265215267458,-0.0005168000157910746,0.44996086723626966,0.4477483795905305,-0.0022124876457391696,0.7419700214132763,0.7441113490364025
all_heartbeats,block20,15,965,0.09397930913423491,0.09300122543894417,-0.0009780836952907462,0.28696161451358204,0.28413593654098424,-0.0028256779725978065,0.877720207253886,0.877720207253886
all_heartbeats,block20,16,929,0.11363561759713883,0.11372989581936813,9.427822222929372e-05,0.3423423384138939,0.342212283316522,-0.00013005509737190613,0.8417653390742734,0.8417653390742734
all_heartbeats,block20,17,993,0.12447970278963022,0.12464225318693692,0.00016255039730669885,0.38052470473867966,0.3801826435605252,-0.00034206117815444026,0.7955689828801611,0.783484390735146
all_heartbeats,block20,18,931,0.17279464481630044,0.17257527215635632,-0.00021937265994412258,0.4953486562681995,0.4949822507067123,-0.00036640556148720416,0.7422126745435016,0.7293233082706767
all_heartbeats,block20,19,952,0.17839176267721707,0.17789023850178629,-0.0005015241754307842,0.5371318278285033,0.5375034027819805,0.00037157495347717173,0.7132352941176471,0.7121848739495799
minute_bucket,block10,0,494,0.15392697300042704,0.1536399049574287,-0.00028706804299832855,0.4481546285861564,0.44734795997070825,-0.0008066686154481473,0.7368421052631579,0.7449392712550608
minute_bucket,block10,1,493,0.17380275905152417,0.17401203345124103,0.00020927439971685224,0.5152828785841022,0.5159490529961263,0.0006661744120241009,0.742393509127789,0.7403651115618661
minute_bucket,block10,2,495,0.15876905056430562,0.15885192130800843,8.287074370280645e-05,0.4744494339029326,0.47467225512514255,0.00022282122220995682,0.7434343434343434,0.7474747474747475
minute_bucket,block10,3,495,0.137622935083753,0.13760904749771238,-1.3887586040622901e-05,0.4119091642296422,0.4114628915236886,-0.0004462727059535987,0.7878787878787878,0.7838383838383839
minute_bucket,block10,4,480,0.1506332348039488,0.15095743484969806,0.0003242000457492622,0.43968022870806683,0.4403484143479004,0.0006681856398335628,0.75625,0.7541666666666667
minute_bucket,block10,5,481,0.1380722327031726,0.13773935672942397,-0.00033287597374861977,0.43726555079475415,0.43695314660393714,-0.0003124041908170172,0.8253638253638254,0.8253638253638254
minute_bucket,block10,6,493,0.1522985455063994,0.15153580584001627,-0.0007627396663831276,0.4548177312126939,0.4526326831358286,-0.0021850480768653147,0.7484787018255578,0.7525354969574036
minute_bucket,block10,7,489,0.12671308533550812,0.12574342835477023,-0.000969656980737893,0.37672476155048246,0.3737143523434233,-0.0030104092070591393,0.803680981595092,0.803680981595092
minute_bucket,block10,8,495,0.12355330500256419,0.12382229817232199,0.0002689931697578002,0.37446313341608517,0.37454071286175544,7.757944567027275e-05,0.8121212121212121,0.806060606060606
minute_bucket,block10,9,483,0.17835496298852768,0.17781986661090446,-0.0005350963776232232,0.5209401328431289,0.5203438261417196,-0.0005963067014093104,0.7184265010351967,0.7122153209109731
minute_bucket,block20,0,254,0.14961871741537794,0.1495316329629121,-8.708445246582985e-05,0.4372462636018512,0.4369436463443006,-0.000302617257550597,0.7362204724409449,0.7440944881889764
minute_bucket,block20,1,240,0.15848654349460406,0.1579878261516255,-0.0004987173429785718,0.4596993148612127,0.4583591918919898,-0.0013401229692228678,0.7375,0.7458333333333333
minute_bucket,block20,2,254,0.16186224444712116,0.162722347528271,0.0008601030811498378,0.4888532360464986,0.4912170380862858,0.0023638020397871995,0.7440944881889764,0.7401574803149606
minute_bucket,block20,3,239,0.18649267833821198,0.18601027706812132,-0.00048240127009066547,0.543371285297706,0.5422332864149526,-0.0011379988827533438,0.7405857740585774,0.7405857740585774
minute_bucket,block20,4,255,0.09249360158200216,0.09316608897255811,0.0006724873905559481,0.3068367907626925,0.3077968486380963,0.0009600578754038191,0.9019607843137255,0.8980392156862745
minute_bucket,block20,5,240,0.2291867151080031,0.2286431181644244,-0.0005435969435786947,0.6525378672394377,0.6519773745176293,-0.0005604927218084699,0.575,0.5875
minute_bucket,block20,6,255,0.12142668369985105,0.12159487884316275,0.0001681951433117057,0.3684891516406741,0.3686507848684361,0.00016163322776202582,0.803921568627451,0.796078431372549
minute_bucket,block20,7,240,0.15483145217914884,0.1546241016931714,-0.00020735048597744776,0.4580429276054208,0.4569507548448944,-0.001092172760526422,0.7708333333333334,0.7708333333333334
minute_bucket,block20,8,254,0.15149186438762738,0.15182763452333295,0.0003357701357055709,0.44078753936377113,0.44157136760288346,0.0007838282391123275,0.7440944881889764,0.7362204724409449
minute_bucket,block20,9,226,0.14966822633379673,0.1499794228271173,0.00031119649332056465,0.43843572912156736,0.43897394476044155,0.0005382156388741843,0.7699115044247787,0.7743362831858407
minute_bucket,block20,10,240,0.16278776858412425,0.16219329758327403,-0.0005944710008502219,0.5120957186894456,0.5117730069540666,-0.000322711735379011,0.7625,0.7583333333333333
minute_bucket,block20,11,241,0.11345925091301327,0.11338688450982225,-7.23664031910265e-05,0.3627458815220324,0.362443742105883,-0.0003021394161494273,0.8879668049792531,0.8921161825726142
minute_bucket,block20,12,239,0.1458577848446916,0.14520686523528178,-0.000650919609409828,0.42267842914907755,0.4208108971198235,-0.0018675320292540487,0.7322175732217573,0.7405857740585774
minute_bucket,block20,13,254,0.15835894628651023,0.15749099010982553,-0.0008679561766846977,0.48505904299696284,0.4825752298201798,-0.002483813176783034,0.7637795275590551,0.7637795275590551
minute_bucket,block20,14,240,0.15557271620085267,0.15492414194014467,-0.0006485742607079958,0.45507397701700997,0.4525152915588793,-0.0025586854581306495,0.7333333333333333,0.7333333333333333
minute_bucket,block20,15,249,0.09889657365806759,0.09761743935681896,-0.0012791343012486245,0.30120744543816674,0.29776163984659826,-0.003445805591568485,0.8714859437751004,0.8714859437751004
minute_bucket,block20,16,240,0.11817629451971418,0.11851935748800507,0.000343062968290897,0.35474438772276873,0.3551663151740925,0.00042192745132374476,0.8333333333333334,0.8333333333333334
minute_bucket,block20,17,255,0.1286140207511289,0.12881330116932613,0.00019928041819722297,0.3930219528921477,0.39277544009720283,-0.0002465127949448642,0.792156862745098,0.7803921568627451
minute_bucket,block20,18,239,0.17655241430160842,0.17616257015779294,-0.0003898441438154876,0.5034454092677029,0.5026259173337294,-0.0008194919339734597,0.7280334728033473,0.7154811715481172
minute_bucket,block20,19,244,0.1801205742023543,0.17944320207112435,-0.000677372131229953,0.5380763579846322,0.5376986630479067,-0.00037769493672545895,0.7090163934426229,0.7090163934426229
